# _root_ In New York Stock Exchange composite trading , Boeing closed yesterday at $ 54.50 a share , off a scant 12.5 cents .
#goldHeads=10,7,7,7,7,7,1,10,10,0,10,10,14,12,16,14,10,10,22,22,22,18,10,
#predictedHeads=10,7,7,7,7,7,1,10,10,0,10,10,14,12,16,14,10,10,22,22,22,18,10,
(22,17),(22,16),-0.501414 # DEPENDENCYPART_NEXTSIBL
(22,17),(22,15),-0.960701 # DEPENDENCYPART_NEXTSIBL
(22,17),(22,14),-0.749923 # DEPENDENCYPART_NEXTSIBL
(22,17),(22,12),-0.882514 # DEPENDENCYPART_NEXTSIBL
(22,17),(22,-1),-1.14161 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,16),(22,15),-0.259416 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,14),-0.744403 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,12),-1.01901 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,-1),-0.635517 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,15),(22,14),-0.85987 # DEPENDENCYPART_NEXTSIBL
(22,15),(22,12),-0.90241 # DEPENDENCYPART_NEXTSIBL
(22,15),(22,-1),-0.298065 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,14),(22,12),-1.17728 # DEPENDENCYPART_NEXTSIBL
(22,14),(22,-1),-0.727758 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,12),(22,-1),-0.777302 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,23),(23,24),-0.44359 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,23),(23,-1),-0.0309283 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(0,1),(1,2),0.309678 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.439225 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.24097 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.138468 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.267295 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),0.614219 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.399507 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.0750097 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.189688 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.00355987 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.0883048 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.110839 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.816023 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.741196 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.771363 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.95934 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.412972 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.757502 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.310474 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.10816 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),0.296132 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),-0.136857 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),0.120212 # DEPENDENCYPART_GRANDPAR
(0,7),(7,23),2.48972 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.590791 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.258618 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.361267 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.192706 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.110545 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.00737054 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.206144 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),1.05992 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.360138 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.946145 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.595204 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.711637 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.259554 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.119162 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.194566 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),0.376828 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),0.748067 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.0341225 # DEPENDENCYPART_GRANDPAR
(0,10),(10,23),2.61387 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),0.653996 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.490689 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.715576 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),0.780268 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.472868 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.697755 # DEPENDENCYPART_GRANDPAR
(1,4),(4,2),0.811933 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.781149 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.670627 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),0.434075 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),0.69932 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),0.0918409 # DEPENDENCYPART_GRANDPAR
(1,5),(5,2),0.718248 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.689773 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.551257 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.526019 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.400894 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),0.825285 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),0.189182 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),0.178872 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.432519 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.544714 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),0.363561 # DEPENDENCYPART_GRANDPAR
(1,5),(5,22),-0.895675 # DEPENDENCYPART_GRANDPAR
(1,5),(5,23),-0.156256 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.795405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.932225 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.900255 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.742659 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.996555 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),0.806403 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),0.836164 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),0.215323 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),0.184141 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.395124 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.622126 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.763645 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.939662 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.526839 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),0.374439 # DEPENDENCYPART_GRANDPAR
(1,7),(7,20),-0.354638 # DEPENDENCYPART_GRANDPAR
(1,7),(7,22),-0.870667 # DEPENDENCYPART_GRANDPAR
(1,7),(7,23),-0.176777 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.0136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.10507 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.154104 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.996842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.3252 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.133702 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.126387 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.14094 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),0.132461 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.01527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.308062 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.0501586 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.0935863 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.0415229 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.0948448 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),0.16301 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.139986 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.377006 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),0.198676 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.270444 # DEPENDENCYPART_GRANDPAR
(2,5),(5,22),-0.391453 # DEPENDENCYPART_GRANDPAR
(2,5),(5,23),-0.87331 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.26286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.16481 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.292218 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.438614 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.600088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.299147 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.0272075 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.174344 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.553157 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.43805 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.617238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.448459 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.00557754 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.235386 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.220423 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.583684 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.052822 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),0.00248931 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),0.458344 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.048615 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),-0.000279327 # DEPENDENCYPART_GRANDPAR
(3,5),(5,23),-0.654811 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.183838 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.49385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.323252 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.250499 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.49277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.322175 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.38133 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.78527 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.908402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.190503 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.016131 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.227014 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.322746 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.152972 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.258139 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),0.269394 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),0.0628094 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-0.415525 # DEPENDENCYPART_GRANDPAR
(4,5),(5,23),-0.757973 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.702829 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.788041 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.996422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.180647 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.120435 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.255411 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.418205 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.381325 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.785265 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.912292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.269911 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.021352 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.0561425 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.185331 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.258244 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.251436 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.242975 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.142661 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0917633 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.137446 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.38186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,2),0.435892 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.141785 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.38078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,2),0.413988 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.0910172 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.38096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.455921 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.489359 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.184872 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.656509 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.738678 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.748396 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.846745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.306519 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.290356 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.585787 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.734309 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.218293 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.736046 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.742799 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.747715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.255026 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.241063 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.471577 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.221387 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.00889792 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.166363 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.240563 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.119343 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.0917477 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),0.139491 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.514763 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-0.101545 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),-0.675377 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.2178 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.735553 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.742305 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.746744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.252558 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.128428 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.230972 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.0137682 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.179978 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.226307 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.0997147 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.854021 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.380873 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.898278 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.905663 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.880203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.000646128 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.0202458 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.113598 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.345039 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.0825824 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.37339 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.194649 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.0684003 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.205903 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.0898878 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),0.121951 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.0631686 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.366254 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.77394 # DEPENDENCYPART_GRANDPAR
(5,11),(11,6),0.208192 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.00942267 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.31865 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.173999 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.213894 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.089179 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.122389 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),0.146748 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.222092 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.498972 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.131217 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-0.131574 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-0.635003 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),0.141935 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.0519939 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.123758 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.0279545 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.0783565 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),0.110062 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.205708 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.412935 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.0910778 # DEPENDENCYPART_GRANDPAR
(5,22),(22,12),0.180343 # DEPENDENCYPART_GRANDPAR
(5,22),(22,14),-0.142528 # DEPENDENCYPART_GRANDPAR
(5,22),(22,15),0.242717 # DEPENDENCYPART_GRANDPAR
(5,22),(22,16),-0.109958 # DEPENDENCYPART_GRANDPAR
(5,22),(22,17),0.137575 # DEPENDENCYPART_GRANDPAR
(5,22),(22,18),-0.194837 # DEPENDENCYPART_GRANDPAR
(5,22),(22,19),0.126588 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),-0.257298 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),-0.17752 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-0.643475 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.202089 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.140815 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.152743 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.22965 # DEPENDENCYPART_GRANDPAR
(6,1),(1,7),-0.091826 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.210267 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.317799 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.186651 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.24806 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.299292 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.199419 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.274196 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.46725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,8),-0.313393 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.355962 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.324162 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.221275 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.274184 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.46723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.015762 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.31337 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.355386 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.463178 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.751567 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.382731 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.409373 # DEPENDENCYPART_GRANDPAR
(6,5),(5,22),-0.936847 # DEPENDENCYPART_GRANDPAR
(6,5),(5,23),-0.9156 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),0.0711097 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.146804 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.210097 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.196659 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.132583 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.953399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.27344 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.0941563 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.00253588 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.305203 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.0475228 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),0.10427 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),0.0120468 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.481561 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),0.177437 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.336978 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-0.48314 # DEPENDENCYPART_GRANDPAR
(6,7),(7,23),-0.432978 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.146646 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.20994 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.196501 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.132426 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.973723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.352671 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.203332 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.319794 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.0488664 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.10916 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.0203823 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.307467 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.0753565 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.160121 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.210159 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.4448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.454605 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.0205708 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.121899 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.180632 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.426967 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.128043 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.186776 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.410405 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.00943573 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.144419 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.248293 # DEPENDENCYPART_GRANDPAR
(7,4),(4,8),-0.585774 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.328789 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.438873 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.0333934 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.00258412 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.2305 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.39547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.585743 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.328225 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.471197 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.676506 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.281698 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.797648 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-1.07646 # DEPENDENCYPART_GRANDPAR
(7,5),(5,23),-1.06071 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.37558 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.136054 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.070106 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.00437584 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.39682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
