# _root_ The plan had been to make one of Shearson 's easy-to-film , black-and-white `` Where We Stand '' commercials , which have been running occasionally in response to news events since 1985 .
#goldHeads=2,3,0,3,4,5,6,7,19,9,19,19,19,19,17,17,19,19,8,19,22,19,22,23,24,24,26,27,30,28,24,31,3,
#predictedHeads=2,3,0,3,4,5,6,7,19,9,19,6,19,19,17,17,19,19,8,19,22,19,22,23,24,24,26,27,30,28,24,31,3,
(9,8),(9,11),-0.0162232 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0682533 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0162232 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0381922 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.131874 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.109702 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.131874 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0265287 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0207869 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0777165 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.059256 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.316826 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.35222 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.059256 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0104164 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0727064 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0221756 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.191515 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0174805 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0444877 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0250046 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0127496 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0220589 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0162395 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.00148456 # DEPENDENCYPART_SIBL
(11,2),(11,20),0.0250046 # DEPENDENCYPART_SIBL
(11,2),(11,22),0.0227529 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.00672647 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0181354 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.140907 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0106109 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0104403 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0153407 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0145254 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0295573 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0504963 # DEPENDENCYPART_SIBL
(11,3),(11,20),0.0104403 # DEPENDENCYPART_SIBL
(11,3),(11,22),0.0156811 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.157654 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.148572 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0237269 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.098507 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0895181 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.00627513 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0287753 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0313623 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.098507 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.026431 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0670922 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0404291 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.042788 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0498163 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.062745 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0468185 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0634389 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.042788 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.0832736 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0527504 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0543882 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0673451 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0410813 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0814312 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.053635 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0543882 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.0347531 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.00835798 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.00439121 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.033045 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.000659135 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0233661 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.00835798 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.0130852 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.611157 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.285846 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0636879 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.307288 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.0397246 # DEPENDENCYPART_SIBL
(11,12),(11,22),0.262828 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0568679 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0606305 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.072669 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0182957 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.0670694 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.00491047 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.149631 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0318746 # DEPENDENCYPART_SIBL
(11,14),(11,22),0.194481 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0401212 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0142376 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.0470299 # DEPENDENCYPART_SIBL
(11,17),(11,20),0.104454 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.210688 # DEPENDENCYPART_SIBL
(11,20),(11,22),0.262828 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.140907 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.00697612 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.364898 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0145254 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0295573 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.015826 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0504963 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.0187855 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0212267 # DEPENDENCYPART_SIBL
(13,3),(13,20),0.0104403 # DEPENDENCYPART_SIBL
(13,3),(13,22),0.0156811 # DEPENDENCYPART_SIBL
(13,3),(13,23),0.0122524 # DEPENDENCYPART_SIBL
(13,3),(13,24),-0.0349303 # DEPENDENCYPART_SIBL
(13,3),(13,28),-0.0809319 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0481185 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.616967 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0410813 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0814312 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0438807 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.053635 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0132538 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.031386 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0543882 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.0347531 # DEPENDENCYPART_SIBL
(13,9),(13,23),-0.0135307 # DEPENDENCYPART_SIBL
(13,9),(13,24),-0.0763049 # DEPENDENCYPART_SIBL
(13,9),(13,28),-0.159068 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.579041 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0195417 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0550232 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0606198 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0226816 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0110726 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0134595 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.0103772 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.0401306 # DEPENDENCYPART_SIBL
(13,11),(13,23),0.0100395 # DEPENDENCYPART_SIBL
(13,11),(13,24),-0.0161305 # DEPENDENCYPART_SIBL
(13,11),(13,28),-0.0376426 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0763318 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0828121 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0538357 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0659178 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0744544 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0270609 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0544499 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.0946475 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.0185197 # DEPENDENCYPART_SIBL
(13,12),(13,24),-0.0220346 # DEPENDENCYPART_SIBL
(13,12),(13,28),-0.0772064 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.00491047 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0287978 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.149631 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.286059 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.184723 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0318746 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.194481 # DEPENDENCYPART_SIBL
(13,14),(13,23),0.0775536 # DEPENDENCYPART_SIBL
(13,14),(13,24),0.0105889 # DEPENDENCYPART_SIBL
(13,14),(13,28),0.0366555 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.051379 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0401212 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.0178236 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0574072 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0142376 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.0470299 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.0109134 # DEPENDENCYPART_SIBL
(13,15),(13,24),-0.0630047 # DEPENDENCYPART_SIBL
(13,15),(13,28),0.010363 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.060351 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0565922 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0914551 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0570065 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.0685595 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.0122353 # DEPENDENCYPART_SIBL
(13,16),(13,24),-0.0801529 # DEPENDENCYPART_SIBL
(13,16),(13,28),0.0148782 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.0842848 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0496941 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.104454 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.210688 # DEPENDENCYPART_SIBL
(13,17),(13,23),-0.0313549 # DEPENDENCYPART_SIBL
(13,17),(13,24),-0.0743715 # DEPENDENCYPART_SIBL
(13,17),(13,28),0.0131835 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.201184 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.0751002 # DEPENDENCYPART_SIBL
(13,18),(13,22),0.173266 # DEPENDENCYPART_SIBL
(13,18),(13,23),0.201465 # DEPENDENCYPART_SIBL
(13,18),(13,24),0.255163 # DEPENDENCYPART_SIBL
(13,18),(13,28),0.394492 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.0842858 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.049125 # DEPENDENCYPART_SIBL
(13,19),(13,23),0.014923 # DEPENDENCYPART_SIBL
(13,19),(13,24),-0.023986 # DEPENDENCYPART_SIBL
(13,19),(13,28),0.15553 # DEPENDENCYPART_SIBL
(13,20),(13,22),0.262828 # DEPENDENCYPART_SIBL
(13,20),(13,23),0.357073 # DEPENDENCYPART_SIBL
(13,20),(13,24),0.411929 # DEPENDENCYPART_SIBL
(13,20),(13,28),0.112077 # DEPENDENCYPART_SIBL
(13,22),(13,23),-0.044236 # DEPENDENCYPART_SIBL
(13,22),(13,24),-0.0628458 # DEPENDENCYPART_SIBL
(13,22),(13,28),-0.0013655 # DEPENDENCYPART_SIBL
(13,23),(13,24),-0.129499 # DEPENDENCYPART_SIBL
(13,23),(13,28),-0.0492556 # DEPENDENCYPART_SIBL
(13,24),(13,28),0.113643 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0734289 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0612271 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0039591 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0184441 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0204752 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0130961 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0165209 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.486421 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0242172 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0301085 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.00184044 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0648299 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0852516 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0735225 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.0650803 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0376653 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.098375 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.00192976 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.00680058 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.0872558 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.0878636 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.104583 # DEPENDENCYPART_SIBL
(17,2),(17,4),-0.0912684 # DEPENDENCYPART_SIBL
(17,2),(17,5),-0.124038 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.1949 # DEPENDENCYPART_SIBL
(17,2),(17,8),-0.0245447 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.215763 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.135527 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.162162 # DEPENDENCYPART_SIBL
(17,2),(17,12),0.0639365 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.162162 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.0724366 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.202205 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.242756 # DEPENDENCYPART_SIBL
(17,2),(17,18),0.0522871 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.0265897 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.0499023 # DEPENDENCYPART_SIBL
(17,2),(17,21),-0.0616624 # DEPENDENCYPART_SIBL
(17,2),(17,22),0.0253978 # DEPENDENCYPART_SIBL
(17,2),(17,23),0.0565086 # DEPENDENCYPART_SIBL
(17,2),(17,24),0.0205018 # DEPENDENCYPART_SIBL
(17,2),(17,25),-0.037669 # DEPENDENCYPART_SIBL
(17,2),(17,26),-0.0745161 # DEPENDENCYPART_SIBL
(17,2),(17,27),0.0374534 # DEPENDENCYPART_SIBL
(17,2),(17,28),0.0418244 # DEPENDENCYPART_SIBL
(17,2),(17,31),-0.00627822 # DEPENDENCYPART_SIBL
(17,2),(17,33),-0.00564376 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.0194653 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.0290904 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.0314441 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.0377381 # DEPENDENCYPART_SIBL
(17,3),(17,9),0.0547662 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.0163818 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.0393229 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.236618 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.0393229 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.0624931 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.0541448 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.0264212 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.00113117 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.0669547 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.0662836 # DEPENDENCYPART_SIBL
(17,3),(17,21),-0.0883056 # DEPENDENCYPART_SIBL
(17,3),(17,22),-0.0125541 # DEPENDENCYPART_SIBL
(17,3),(17,23),-0.0668717 # DEPENDENCYPART_SIBL
(17,3),(17,24),-0.0560226 # DEPENDENCYPART_SIBL
(17,3),(17,25),-0.0955003 # DEPENDENCYPART_SIBL
(17,3),(17,26),-0.051663 # DEPENDENCYPART_SIBL
(17,3),(17,27),0.00292455 # DEPENDENCYPART_SIBL
(17,3),(17,28),-0.0951383 # DEPENDENCYPART_SIBL
(17,3),(17,31),-0.0126752 # DEPENDENCYPART_SIBL
(17,3),(17,33),0.0218324 # DEPENDENCYPART_SIBL
(17,4),(17,5),-0.0612691 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.019315 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.0862053 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.00792506 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.0276625 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.0557546 # DEPENDENCYPART_SIBL
(17,4),(17,12),0.239888 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.0557546 # DEPENDENCYPART_SIBL
(17,4),(17,14),0.00676004 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.0789497 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0412298 # DEPENDENCYPART_SIBL
(17,4),(17,18),0.00524326 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.0219815 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.121044 # DEPENDENCYPART_SIBL
(17,4),(17,21),-0.072932 # DEPENDENCYPART_SIBL
(17,4),(17,22),-0.0328885 # DEPENDENCYPART_SIBL
(17,4),(17,23),-0.0528738 # DEPENDENCYPART_SIBL
(17,4),(17,24),-0.0176454 # DEPENDENCYPART_SIBL
(17,4),(17,25),-0.0528963 # DEPENDENCYPART_SIBL
(17,4),(17,26),-0.0418796 # DEPENDENCYPART_SIBL
(17,4),(17,27),-0.0202781 # DEPENDENCYPART_SIBL
(17,4),(17,28),-0.0520393 # DEPENDENCYPART_SIBL
(17,4),(17,31),-0.0401935 # DEPENDENCYPART_SIBL
(17,4),(17,33),-0.000353052 # DEPENDENCYPART_SIBL
(17,5),(17,7),0.0579147 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.0671835 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.00457123 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.00533005 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.0357743 # DEPENDENCYPART_SIBL
(17,5),(17,12),0.165335 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.0357743 # DEPENDENCYPART_SIBL
(17,5),(17,14),0.0273237 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.0716746 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.062767 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.00223157 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.00912512 # DEPENDENCYPART_SIBL
(17,5),(17,20),-0.194511 # DEPENDENCYPART_SIBL
(17,5),(17,21),-0.0650056 # DEPENDENCYPART_SIBL
(17,5),(17,22),-0.077805 # DEPENDENCYPART_SIBL
(17,5),(17,23),-0.00253729 # DEPENDENCYPART_SIBL
(17,5),(17,24),0.00215952 # DEPENDENCYPART_SIBL
(17,5),(17,25),-0.0405898 # DEPENDENCYPART_SIBL
(17,5),(17,26),-0.0634345 # DEPENDENCYPART_SIBL
(17,5),(17,27),0.0191813 # DEPENDENCYPART_SIBL
(17,5),(17,28),-0.0123736 # DEPENDENCYPART_SIBL
(17,5),(17,31),-0.00752133 # DEPENDENCYPART_SIBL
(17,5),(17,33),0.0493742 # DEPENDENCYPART_SIBL
(17,7),(17,8),0.00616433 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.0421696 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.155106 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.0163031 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.137875 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.0163031 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.0350764 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.155134 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.232779 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0552147 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.088405 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.103791 # DEPENDENCYPART_SIBL
(17,7),(17,21),-0.0775297 # DEPENDENCYPART_SIBL
(17,7),(17,22),-0.0679753 # DEPENDENCYPART_SIBL
(17,7),(17,23),-0.0513119 # DEPENDENCYPART_SIBL
(17,7),(17,24),-0.0348703 # DEPENDENCYPART_SIBL
(17,7),(17,25),-0.106708 # DEPENDENCYPART_SIBL
(17,7),(17,26),-0.0785171 # DEPENDENCYPART_SIBL
(17,7),(17,27),-0.0213348 # DEPENDENCYPART_SIBL
(17,7),(17,28),-0.0323232 # DEPENDENCYPART_SIBL
(17,7),(17,31),-0.00381636 # DEPENDENCYPART_SIBL
(17,7),(17,33),-0.0858646 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.0130226 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.0147357 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.073027 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.078721 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.073027 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.0837796 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.132304 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.122971 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.00936647 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.0579026 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.163365 # DEPENDENCYPART_SIBL
(17,8),(17,21),-0.0817211 # DEPENDENCYPART_SIBL
(17,8),(17,22),-0.0685344 # DEPENDENCYPART_SIBL
(17,8),(17,23),0.0304887 # DEPENDENCYPART_SIBL
(17,8),(17,24),0.000133392 # DEPENDENCYPART_SIBL
(17,8),(17,25),-0.10865 # DEPENDENCYPART_SIBL
(17,8),(17,26),-0.107187 # DEPENDENCYPART_SIBL
(17,8),(17,27),-0.0400292 # DEPENDENCYPART_SIBL
(17,8),(17,28),-0.143697 # DEPENDENCYPART_SIBL
(17,8),(17,31),-0.0312954 # DEPENDENCYPART_SIBL
(17,8),(17,33),0.0348433 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.203896 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.218024 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.0531227 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.218025 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.0517091 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.216448 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.39741 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.0625041 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.00265768 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.0158546 # DEPENDENCYPART_SIBL
(17,9),(17,21),-0.0541443 # DEPENDENCYPART_SIBL
(17,9),(17,22),0.0213357 # DEPENDENCYPART_SIBL
(17,9),(17,23),0.019157 # DEPENDENCYPART_SIBL
(17,9),(17,24),0.0277059 # DEPENDENCYPART_SIBL
(17,9),(17,25),0.0300021 # DEPENDENCYPART_SIBL
(17,9),(17,26),0.0181222 # DEPENDENCYPART_SIBL
(17,9),(17,27),0.0409017 # DEPENDENCYPART_SIBL
(17,9),(17,28),-0.0859497 # DEPENDENCYPART_SIBL
(17,9),(17,31),0.0310605 # DEPENDENCYPART_SIBL
(17,9),(17,33),0.0700888 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.00288117 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.100641 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.00288117 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.0850871 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.076133 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.126811 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.00273469 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0481433 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.0976412 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.0720279 # DEPENDENCYPART_SIBL
(17,10),(17,22),-0.0176527 # DEPENDENCYPART_SIBL
(17,10),(17,23),0.00888824 # DEPENDENCYPART_SIBL
(17,10),(17,24),-0.0208155 # DEPENDENCYPART_SIBL
(17,10),(17,25),-0.0483369 # DEPENDENCYPART_SIBL
(17,10),(17,26),-0.0533366 # DEPENDENCYPART_SIBL
(17,10),(17,27),-0.0173227 # DEPENDENCYPART_SIBL
(17,10),(17,28),-0.00746922 # DEPENDENCYPART_SIBL
(17,10),(17,31),0.00821573 # DEPENDENCYPART_SIBL
(17,10),(17,33),0.0171856 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.033544 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.127093 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.0520384 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.152734 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.192622 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.00244167 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0537949 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.0889929 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.0923519 # DEPENDENCYPART_SIBL
(17,11),(17,22),-0.0522519 # DEPENDENCYPART_SIBL
(17,11),(17,23),-0.0120406 # DEPENDENCYPART_SIBL
(17,11),(17,24),-0.02137 # DEPENDENCYPART_SIBL
(17,11),(17,25),-0.0949903 # DEPENDENCYPART_SIBL
(17,11),(17,26),-0.0680169 # DEPENDENCYPART_SIBL
