# _root_ Ms. Bogart does better with music than with words when she wants , as she so often does want , to express herself through Gorky 's helpless play .
#goldHeads=2,3,0,3,4,5,4,7,8,12,12,3,18,18,18,18,16,12,18,18,22,12,22,22,28,25,28,24,3,
#predictedHeads=2,3,0,3,3,5,4,7,8,12,12,3,12,18,18,18,18,12,18,19,22,19,22,22,28,25,28,24,3,
(22,16),(16,19),-0.148459 # DEPENDENCYPART_GRANDPAR
(22,16),(16,20),0.119523 # DEPENDENCYPART_GRANDPAR
(22,16),(16,21),-0.00195447 # DEPENDENCYPART_GRANDPAR
(22,16),(16,24),0.145416 # DEPENDENCYPART_GRANDPAR
(22,17),(17,9),-0.348334 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),-0.0676536 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),0.136389 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),0.115941 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),0.0759487 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.0419974 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),-0.121925 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),0.0213692 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-0.962716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,2),-0.591221 # DEPENDENCYPART_GRANDPAR
(22,18),(18,3),-0.243416 # DEPENDENCYPART_GRANDPAR
(22,18),(18,5),-0.241565 # DEPENDENCYPART_GRANDPAR
(22,18),(18,6),-0.209132 # DEPENDENCYPART_GRANDPAR
(22,18),(18,7),-0.415558 # DEPENDENCYPART_GRANDPAR
(22,18),(18,8),-0.192092 # DEPENDENCYPART_GRANDPAR
(22,18),(18,9),-0.242776 # DEPENDENCYPART_GRANDPAR
(22,18),(18,10),0.149333 # DEPENDENCYPART_GRANDPAR
(22,18),(18,11),0.0645948 # DEPENDENCYPART_GRANDPAR
(22,18),(18,12),-0.192085 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),0.0723569 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),0.193679 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),0.159221 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.000648093 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),0.0767166 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.11041 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),0.123676 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),0.106444 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-1.01919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,24),0.100813 # DEPENDENCYPART_GRANDPAR
(22,18),(18,28),-0.34824 # DEPENDENCYPART_GRANDPAR
(22,18),(18,29),-0.567648 # DEPENDENCYPART_GRANDPAR
(22,19),(19,5),-0.201975 # DEPENDENCYPART_GRANDPAR
(22,19),(19,10),0.188956 # DEPENDENCYPART_GRANDPAR
(22,19),(19,12),-0.165899 # DEPENDENCYPART_GRANDPAR
(22,19),(19,13),0.108058 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),0.228744 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),0.184767 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),0.0302025 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),0.107566 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),0.0979184 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),0.101269 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.0166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),0.000661015 # DEPENDENCYPART_GRANDPAR
(22,19),(19,24),0.101885 # DEPENDENCYPART_GRANDPAR
(22,19),(19,28),-0.345437 # DEPENDENCYPART_GRANDPAR
(22,19),(19,29),-0.564885 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),0.149364 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-0.986221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,24),0.125174 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.39767 # DEPENDENCYPART_GRANDPAR
(22,21),(21,28),-0.369483 # DEPENDENCYPART_GRANDPAR
(22,23),(23,24),0.381816 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.108444 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),0.300393 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),0.0483653 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),0.33158 # DEPENDENCYPART_GRANDPAR
(22,25),(25,23),0.40561 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.353773 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.526558 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),0.00209221 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),0.184504 # DEPENDENCYPART_GRANDPAR
(22,25),(25,29),-0.154887 # DEPENDENCYPART_GRANDPAR
(22,27),(27,21),-0.273419 # DEPENDENCYPART_GRANDPAR
(22,27),(27,23),0.391853 # DEPENDENCYPART_GRANDPAR
(22,27),(27,24),0.4038 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),0.121078 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),0.134752 # DEPENDENCYPART_GRANDPAR
(22,28),(28,23),0.411445 # DEPENDENCYPART_GRANDPAR
(22,28),(28,24),0.353519 # DEPENDENCYPART_GRANDPAR
(22,28),(28,25),0.105005 # DEPENDENCYPART_GRANDPAR
(22,28),(28,26),-0.158086 # DEPENDENCYPART_GRANDPAR
(22,28),(28,27),-0.0283163 # DEPENDENCYPART_GRANDPAR
(22,28),(28,29),-0.166865 # DEPENDENCYPART_GRANDPAR
(22,29),(29,28),-0.0237432 # DEPENDENCYPART_GRANDPAR
(23,24),(24,25),0.396525 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),0.191598 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),0.240748 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.506295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),0.428042 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),0.0389214 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),0.182022 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),0.221509 # DEPENDENCYPART_GRANDPAR
(23,25),(25,29),0.198259 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.589808 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.477416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),-0.101382 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),0.251057 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),0.845149 # DEPENDENCYPART_GRANDPAR
(24,25),(25,29),0.0312878 # DEPENDENCYPART_GRANDPAR
(24,27),(27,21),-0.644496 # DEPENDENCYPART_GRANDPAR
(24,27),(27,23),-0.539214 # DEPENDENCYPART_GRANDPAR
(24,27),(27,24),-0.510599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,27),(27,25),1.14073 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),0.925901 # DEPENDENCYPART_GRANDPAR
(24,28),(28,23),-0.589808 # DEPENDENCYPART_GRANDPAR
(24,28),(28,24),-0.481113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,28),(28,25),1.26505 # DEPENDENCYPART_GRANDPAR
(24,28),(28,26),0.305152 # DEPENDENCYPART_GRANDPAR
(24,28),(28,27),0.391771 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),0.0236926 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),-0.557301 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-1.32556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,25),-1.38599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,27),-0.598921 # DEPENDENCYPART_GRANDPAR
(25,24),(24,28),-0.466335 # DEPENDENCYPART_GRANDPAR
(25,26),(26,29),-0.170981 # DEPENDENCYPART_GRANDPAR
(25,27),(27,21),-1.07102 # DEPENDENCYPART_GRANDPAR
(25,27),(27,23),-0.990341 # DEPENDENCYPART_GRANDPAR
(25,27),(27,24),-0.932951 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-0.87719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,28),0.223135 # DEPENDENCYPART_GRANDPAR
(25,28),(28,23),-1.0425 # DEPENDENCYPART_GRANDPAR
(25,28),(28,24),-0.967503 # DEPENDENCYPART_GRANDPAR
(25,28),(28,25),-0.795512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,28),(28,26),0.209044 # DEPENDENCYPART_GRANDPAR
(25,28),(28,27),-0.039661 # DEPENDENCYPART_GRANDPAR
(25,28),(28,29),-0.0473356 # DEPENDENCYPART_GRANDPAR
(25,29),(29,28),-0.0136931 # DEPENDENCYPART_GRANDPAR
(26,29),(29,28),0.0513272 # DEPENDENCYPART_GRANDPAR
(27,21),(21,20),-0.228829 # DEPENDENCYPART_GRANDPAR
(27,21),(21,22),-0.2382 # DEPENDENCYPART_GRANDPAR
(27,21),(21,24),0.145536 # DEPENDENCYPART_GRANDPAR
(27,21),(21,25),-0.0731329 # DEPENDENCYPART_GRANDPAR
(27,21),(21,28),-0.255043 # DEPENDENCYPART_GRANDPAR
(27,23),(23,24),0.124176 # DEPENDENCYPART_GRANDPAR
(27,23),(23,25),-0.0513238 # DEPENDENCYPART_GRANDPAR
(27,24),(24,25),-0.122381 # DEPENDENCYPART_GRANDPAR
(27,24),(24,27),-1.43522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,24),(24,28),-0.241621 # DEPENDENCYPART_GRANDPAR
(27,25),(25,23),0.172795 # DEPENDENCYPART_GRANDPAR
(27,25),(25,24),0.0403676 # DEPENDENCYPART_GRANDPAR
(27,25),(25,26),0.540795 # DEPENDENCYPART_GRANDPAR
(27,25),(25,27),-1.46082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,25),(25,28),-0.183159 # DEPENDENCYPART_GRANDPAR
(27,25),(25,29),-0.498253 # DEPENDENCYPART_GRANDPAR
(27,28),(28,23),-0.253731 # DEPENDENCYPART_GRANDPAR
(27,28),(28,24),-0.227206 # DEPENDENCYPART_GRANDPAR
(27,28),(28,25),-0.421505 # DEPENDENCYPART_GRANDPAR
(27,28),(28,26),-0.0511875 # DEPENDENCYPART_GRANDPAR
(27,28),(28,27),-1.03513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,28),(28,29),-0.0969319 # DEPENDENCYPART_GRANDPAR
(28,23),(23,24),-0.037833 # DEPENDENCYPART_GRANDPAR
(28,23),(23,25),0.307592 # DEPENDENCYPART_GRANDPAR
(28,24),(24,25),0.314382 # DEPENDENCYPART_GRANDPAR
(28,24),(24,27),0.561159 # DEPENDENCYPART_GRANDPAR
(28,24),(24,28),-1.11021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,25),(25,23),0.0703303 # DEPENDENCYPART_GRANDPAR
(28,25),(25,24),-0.0561519 # DEPENDENCYPART_GRANDPAR
(28,25),(25,26),1.37142 # DEPENDENCYPART_GRANDPAR
(28,25),(25,27),0.590551 # DEPENDENCYPART_GRANDPAR
(28,25),(25,28),-1.07302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,25),(25,29),-0.0933117 # DEPENDENCYPART_GRANDPAR
(28,26),(26,29),-0.0367437 # DEPENDENCYPART_GRANDPAR
(28,27),(27,21),-0.0678667 # DEPENDENCYPART_GRANDPAR
(28,27),(27,23),0.103749 # DEPENDENCYPART_GRANDPAR
(28,27),(27,24),0.0860449 # DEPENDENCYPART_GRANDPAR
(28,27),(27,25),0.51943 # DEPENDENCYPART_GRANDPAR
(28,27),(27,28),-1.07018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,29),(29,28),-0.666666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,28),(28,23),-0.191125 # DEPENDENCYPART_GRANDPAR
(29,28),(28,24),-0.176529 # DEPENDENCYPART_GRANDPAR
(29,28),(28,25),-0.385386 # DEPENDENCYPART_GRANDPAR
(29,28),(28,26),-0.298998 # DEPENDENCYPART_GRANDPAR
(29,28),(28,27),-0.255559 # DEPENDENCYPART_GRANDPAR
(29,28),(28,29),-0.967373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(0,1),(1,1),(1,2),-0.0203729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,3),-0.0877863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,5),-0.0558096 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,30),-0.0458627 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,1),(1,2),(1,3),-0.0264599 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,5),-0.0238726 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,30),-0.0279941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,3),(1,5),-0.0157137 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,30),-0.034277 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,5),(1,30),-0.0760703 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,1),(1,-1),-0.275735 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,2),(2,3),-0.0877863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,5),-0.0558096 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,6),-0.0203862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,7),-0.0576112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,8),-0.0558096 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,12),-0.0877426 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,29),0.00810306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,30),-0.0458683 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,3),(2,5),-0.0157137 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,6),-0.021418 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,7),-0.0157179 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,8),-0.0157137 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,12),-0.000401158 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,29),-0.138311 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,30),-0.0342726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,5),(2,6),-0.0185682 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,7),0.0032186 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,8),0.00321819 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,12),-0.0316138 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,29),0.0096584 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,30),-0.0760703 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,6),(2,7),-0.0237758 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,8),-0.0238726 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,12),-0.0264556 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,29),0.0668897 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,30),-0.0279941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,7),(2,8),0.00327777 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,12),-0.0314597 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,29),0.00595728 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,30),-0.0752436 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,8),(2,12),-0.0316138 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,29),0.0096584 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,30),-0.0760703 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,12),(2,29),-0.138028 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,30),-0.0342648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,29),(2,30),-0.0134956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,2),(2,1),0.228164 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,-1),-0.275735 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,1),(2,-1),-0.11425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,3),(3,4),-0.00305244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,5),-0.189188 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,6),-0.0171214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,7),-0.183726 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,8),-0.189188 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,9),-0.0161616 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,12),-0.0565221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,13),0.0139006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,14),-0.19164 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,16),-0.0105849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,17),-0.00441701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,18),-0.0509656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,20),0.0139006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,29),-0.112732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,30),-0.195809 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,3),(3,4),(3,5),-0.0362167 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,6),0.00948103 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,7),-0.0390576 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,8),-0.0362167 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,9),0.00948103 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,12),-0.0402956 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,13),-0.0443683 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,14),-0.0332819 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,16),-0.00717172 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,17),-0.00834263 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,18),-0.0415007 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,20),-0.0443683 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,29),0.0775396 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,30),-0.0304754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,5),(3,6),-0.0127276 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,7),-0.0241761 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,8),-0.0186623 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,9),-0.0127276 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,12),-0.0416222 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,13),0.0331528 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,14),-0.0218164 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,16),0.0135413 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,17),0.0134129 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,18),-0.0425066 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,20),0.0331528 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,29),0.103506 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,30),-0.0572134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,6),(3,7),0.0580156 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,8),0.0693747 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,9),0.0306819 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,12),0.0131453 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,13),-0.0668769 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,14),0.0926646 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,16),-0.0444815 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,17),-0.037215 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,18),0.0111859 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,20),-0.0668769 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,29),0.0551034 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,30),-0.0753363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,7),(3,8),-0.0181861 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,9),-0.00932729 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,12),-0.0455553 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,13),0.0287713 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,14),-0.0213402 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,16),0.0111498 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,17),0.0110214 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,18),-0.0464396 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,20),0.0287713 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,29),0.0904648 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,30),-0.0576199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,8),(3,9),-0.0127276 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,12),-0.0416222 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,13),0.0331528 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,14),-0.0218164 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,16),0.0135413 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,17),0.0134129 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,18),-0.0425066 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,20),0.0331528 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,29),0.103506 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,30),-0.0572134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,9),(3,12),0.0131453 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,13),-0.0668769 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,14),0.0926648 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,16),-0.0444815 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,17),-0.037215 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,18),0.0111859 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,20),-0.0668769 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,29),0.0550057 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,30),-0.0723441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,12),(3,13),-0.0518968 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,14),0.0380634 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,16),-0.0113182 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,17),-0.0105953 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,18),-0.0471276 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,20),-0.0518968 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,29),-0.0243954 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,30),-0.0596464 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,13),(3,14),0.0770963 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,16),0.0363778 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,17),0.00876373 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,18),-0.0297679 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,20),-0.0438422 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,29),-0.0133511 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,30),-0.0562055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,14),(3,16),0.0100418 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,17),0.00991332 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,18),-0.0486117 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,20),0.0337675 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,29),0.112782 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,30),-0.0587406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,16),(3,17),-0.00854373 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,16),(3,18),-0.0267206 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,16),(3,20),-0.0471437 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,16),(3,29),0.0753521 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,16),(3,30),-0.0306367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,17),(3,18),-0.0400012 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,17),(3,20),-0.0444737 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,17),(3,29),0.0755722 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,17),(3,30),-0.0304645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,18),(3,20),-0.0539709 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,18),(3,29),-0.0273958 # DEPENDENCYPART_GRANDSIBL
