# _root_ Bear Stearns is the holding company for Bear , Stearns & Co. , the investment banking and brokerage firm .
#goldHeads=2,3,0,6,6,3,6,7,8,8,10,11,8,16,16,8,16,19,17,3,
#predictedHeads=2,3,0,6,6,3,6,7,8,8,10,11,8,16,16,8,16,19,17,3,
(6,8),(6,9),0.0523152 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.10289 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.064407 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.133593 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0523152 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.089471 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.0696314 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0915608 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0746167 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.726637 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.596091 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.595785 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0741985 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.731277 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.616375 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.660381 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.00355325 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0603581 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.133946 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0669214 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0922554 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0816468 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0943451 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.0659022 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.155217 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.000817179 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.107318 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.750915 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.116453 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.275466 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0236247 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.134705 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.111555 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.138533 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.10669 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.731277 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.616375 # DEPENDENCYPART_SIBL
(6,13),(6,19),0.660381 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.00355325 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0415052 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.173598 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.0637808 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.151369 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.130958 # DEPENDENCYPART_SIBL
(6,19),(6,20),-0.0803277 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0949057 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0315527 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0921755 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.11977 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.102628 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.161857 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0411416 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.0235243 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0714615 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.699874 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.168096 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.723452 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.848008 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.035671 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.119346 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0597377 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.583337 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.03266 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0500608 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.66383 # DEPENDENCYPART_SIBL
(7,9),(7,20),0.199741 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.163761 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.723519 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.850506 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0233698 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.110325 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.205732 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.25896 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.478972 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.0974214 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.884166 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0192769 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.138281 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0378118 # DEPENDENCYPART_SIBL
(7,16),(7,20),-0.0284911 # DEPENDENCYPART_SIBL
(7,17),(7,20),0.00139664 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.208654 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0225829 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.00565075 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.108532 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0768669 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0225829 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.00838856 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0159026 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.145962 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0123739 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0313868 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.066015 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0662866 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0663151 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.00928098 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.000636735 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0662866 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.057358 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0431515 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.084614 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.037314 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0604988 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.066625 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.622981 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.355562 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.428428 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0706757 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.612955 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.612771 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.414428 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.595516 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.566871 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.00367053 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.184867 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.151872 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.000617718 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0834027 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0646248 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.00856431 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0675483 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0191172 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.0210483 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.318761 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0405527 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0276322 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0237376 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.868875 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0245149 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.00261642 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.353212 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0317168 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0498674 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0310806 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.175923 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0343459 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.0133173 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.0596871 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.612955 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.612771 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.414428 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.595516 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.566871 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.00367053 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.316332 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.00672451 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.317554 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.32083 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.0248995 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0186445 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.331695 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.334971 # DEPENDENCYPART_SIBL
(8,16),(8,20),0.0482851 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0885195 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0769456 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.175548 # DEPENDENCYPART_SIBL
(8,18),(8,19),-0.335408 # DEPENDENCYPART_SIBL
(8,18),(8,20),0.0514917 # DEPENDENCYPART_SIBL
(8,19),(8,20),0.0436103 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0286167 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.524523 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.376966 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0938315 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.840652 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.133707 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.294106 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0293558 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0548903 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0234572 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0647697 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0242366 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.00428138 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.471551 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.331148 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.081607 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.622243 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.030182 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.285008 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0357633 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0336097 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.00217658 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.0138884 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.00295594 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.0267324 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.20666 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.142101 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.122574 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0515487 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0762171 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0095032 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.00522522 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0127392 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.116588 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0282234 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0622918 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0873671 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.38521 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0475038 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.000182101 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0791954 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0540546 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0398481 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.113783 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0571953 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.06243 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.840652 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.133707 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.294106 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0293558 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0548903 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0234572 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0647697 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0242366 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.00428138 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.405787 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.104964 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0364075 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.169394 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.155993 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.248421 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.165034 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.141217 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.392006 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0542702 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0616397 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.057745 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.905463 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.031391 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.400791 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0278229 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0627367 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0439498 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.151596 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.000448064 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.0324642 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.646069 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.645886 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.438213 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.599985 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.00423525 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.285919 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0410328 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.290417 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.0418099 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0156638 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.304558 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.0651955 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0887597 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.200848 # DEPENDENCYPART_SIBL
(10,19),(10,20),0.0605207 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0502562 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.125407 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.017018 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0748344 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0769022 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.076732 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.059956 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0277016 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0542127 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.049272 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.0466378 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0273811 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.120272 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0520722 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0621602 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0674346 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0606869 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.154822 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0612211 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0565482 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.0091146 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.017018 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0748344 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0769022 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.076732 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.059956 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0277016 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0542127 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.049272 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0466378 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.951032 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.661487 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.934693 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.944233 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.763591 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.944036 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.944248 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.629116 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0605807 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.27153 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.21688 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.756686 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.207372 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.175496 # DEPENDENCYPART_SIBL
(11,13),(11,20),0.184906 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.234216 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.248183 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.116777 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.247013 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.255864 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.105701 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.425129 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.132897 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.422051 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.436206 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.107789 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.178968 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.453046 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.467201 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.10167 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.117704 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.125916 # DEPENDENCYPART_SIBL
(11,17),(11,20),0.0255982 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.467461 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.0979505 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.120503 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.073575 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.156971 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.143571 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.279418 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.152821 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.532545 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.532364 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.476936 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.484375 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.295469 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0876726 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.301011 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0623036 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.315152 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0857244 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0596661 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0860965 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0643204 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0218432 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.148717 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.116866 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.0680716 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.0823996 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.510175 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.000323619 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0227921 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0285066 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0414725 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.00747845 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0297183 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.500753 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0728789 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0473657 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0627115 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0757468 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.180112 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.083443 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0298135 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0230939 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0292081 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0394253 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0726749 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.254453 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0319635 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0187262 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0188597 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0857312 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0578459 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.066201 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0446409 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0637177 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0281394 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0481769 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.00985632 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.136524 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0111882 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0143205 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.58013 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.160467 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.184301 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.0653209 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.560187 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.00660133 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.151487 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.108205 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0456694 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.551856 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.0781723 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.227086 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.194102 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.218397 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.419696 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.441129 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.399494 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.108885 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.125639 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0921123 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.00682383 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0553564 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0640628 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.029596 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.680014 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.720617 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.134152 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.18273 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.495578 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.137525 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.641536 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.268834 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.373436 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.373246 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.435207 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.195885 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.0143387 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.0559257 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.549422 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.296946 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.00390045 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.597894 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.428255 # DEPENDENCYPART_GRANDPAR
