# _root_ In his Rolling Stone interview in 1980 , Mr. Bush volunteered his abortion-rights remarks to contrast himself with his rival , Ronald Reagan .
#goldHeads=11,5,5,5,1,5,6,11,10,11,0,14,14,11,16,11,16,16,20,18,20,23,20,11,
#predictedHeads=11,5,5,5,1,5,6,11,10,11,0,14,14,11,16,11,16,16,20,18,20,23,20,11,
(16,16),(16,25),-0.723352 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,17),(16,18),-0.277608 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,20),-0.470518 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,21),-0.663535 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,22),-0.576425 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,23),-0.651528 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,24),-0.811373 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,25),-0.554743 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,18),(16,20),-0.759872 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,21),-0.26021 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,22),-0.67937 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,23),-0.606279 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,24),-0.609046 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,25),-0.401814 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,20),(16,21),-0.999846 # DEPENDENCYPART_NEXTSIBL
(16,20),(16,22),-1.02607 # DEPENDENCYPART_NEXTSIBL
(16,20),(16,23),-1.24168 # DEPENDENCYPART_NEXTSIBL
(16,20),(16,24),-0.746098 # DEPENDENCYPART_NEXTSIBL
(16,20),(16,25),-0.438471 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,21),(16,22),-0.668141 # DEPENDENCYPART_NEXTSIBL
(16,21),(16,23),-0.429753 # DEPENDENCYPART_NEXTSIBL
(16,21),(16,24),-1.09773 # DEPENDENCYPART_NEXTSIBL
(16,21),(16,25),-0.846451 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,22),(16,23),-0.786182 # DEPENDENCYPART_NEXTSIBL
(16,22),(16,24),-0.778638 # DEPENDENCYPART_NEXTSIBL
(16,22),(16,25),-0.77038 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,23),(16,24),-0.51442 # DEPENDENCYPART_NEXTSIBL
(16,23),(16,25),0.595293 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,24),(16,25),-1.54914 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,15),-0.309086 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,14),-0.479362 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,13),-0.218983 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,10),0.120069 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,9),0.0440605 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,8),-1.43556 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,7),-0.129477 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,6),-0.506489 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,5),-0.0693478 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,1),-0.790142 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,-1),-0.680065 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,15),(16,14),-0.147416 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,13),-0.652528 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,10),-0.68165 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,9),-0.674458 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,8),-1.16316 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,7),-0.761959 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,6),-0.929303 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,5),-0.391026 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,1),-0.995664 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,-1),-0.550561 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,14),(16,13),-0.720685 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,10),-1.32634 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,9),-1.34884 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,8),-1.18852 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,7),-1.40617 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,6),-1.31998 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,5),-1.48384 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,1),-1.02534 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,-1),-0.948267 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,13),(16,10),-1.45186 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,9),-1.34874 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,8),-1.3263 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,7),-1.59203 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,6),-1.59945 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,5),-1.66673 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,1),-1.38002 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,-1),-0.97142 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,10),(16,9),-0.592025 # DEPENDENCYPART_NEXTSIBL
(16,10),(16,8),-0.182664 # DEPENDENCYPART_NEXTSIBL
(16,10),(16,7),-1.01816 # DEPENDENCYPART_NEXTSIBL
(16,10),(16,6),-0.79956 # DEPENDENCYPART_NEXTSIBL
(16,10),(16,5),-1.1459 # DEPENDENCYPART_NEXTSIBL
(16,10),(16,1),-0.578347 # DEPENDENCYPART_NEXTSIBL
(16,10),(16,-1),-0.970583 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,9),(16,8),-0.472587 # DEPENDENCYPART_NEXTSIBL
(16,9),(16,7),-1.02062 # DEPENDENCYPART_NEXTSIBL
(16,9),(16,6),-1.08775 # DEPENDENCYPART_NEXTSIBL
(16,9),(16,5),-1.64342 # DEPENDENCYPART_NEXTSIBL
(16,9),(16,1),-1.16367 # DEPENDENCYPART_NEXTSIBL
(16,9),(16,-1),-0.876381 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,8),(16,7),-0.765902 # DEPENDENCYPART_NEXTSIBL
(16,8),(16,6),-0.505813 # DEPENDENCYPART_NEXTSIBL
(16,8),(16,5),-0.717063 # DEPENDENCYPART_NEXTSIBL
(16,8),(16,1),-0.535249 # DEPENDENCYPART_NEXTSIBL
(16,8),(16,-1),-0.971245 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,7),(16,6),-0.75446 # DEPENDENCYPART_NEXTSIBL
(16,7),(16,5),-1.0419 # DEPENDENCYPART_NEXTSIBL
(16,7),(16,1),-1.34239 # DEPENDENCYPART_NEXTSIBL
(16,7),(16,-1),-1.00612 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,6),(16,5),-0.713831 # DEPENDENCYPART_NEXTSIBL
(16,6),(16,1),-0.935436 # DEPENDENCYPART_NEXTSIBL
(16,6),(16,-1),-0.827012 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,5),(16,1),-0.666638 # DEPENDENCYPART_NEXTSIBL
(16,5),(16,-1),-0.82322 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,1),(16,-1),-0.528697 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,17),(17,18),-0.589103 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,20),-0.211057 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,21),-0.934705 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,25),-0.324987 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,18),(17,20),-0.811753 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,21),-0.351812 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,25),-0.583533 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,20),(17,21),-0.894081 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,25),-0.472911 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,21),(17,25),-0.735266 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,17),(17,-1),-0.365541 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(18,18),(18,19),-0.624862 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,20),-0.110007 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,21),-1.02057 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,22),-0.169534 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,23),-0.0436939 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,24),-0.873934 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,25),-0.787156 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(18,19),(18,20),-0.632301 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,21),-1.10468 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,22),-1.06337 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,23),-1.04997 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,24),-1.2446 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,25),-0.252354 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,20),(18,21),-0.929471 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,22),-1.22714 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,23),-1.43494 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,24),-0.752971 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,25),-0.304875 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,21),(18,22),-0.670932 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,23),-0.424241 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,24),-1.12727 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,25),-0.668762 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,22),(18,23),-0.986283 # DEPENDENCYPART_NEXTSIBL
(18,22),(18,24),-0.792348 # DEPENDENCYPART_NEXTSIBL
(18,22),(18,25),-0.657941 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,23),(18,24),-0.518379 # DEPENDENCYPART_NEXTSIBL
(18,23),(18,25),0.732957 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,24),(18,25),-1.54855 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,18),(18,14),-0.659235 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,-1),-0.231761 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(18,14),(18,-1),-0.818464 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,19),(19,25),-0.315158 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(19,19),(19,-1),-0.365541 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,20),(20,21),-0.812511 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,22),-0.337023 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,23),-0.238452 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,24),-0.682332 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,25),-0.408874 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,21),(20,22),-0.35205 # DEPENDENCYPART_NEXTSIBL
(20,21),(20,23),-0.115699 # DEPENDENCYPART_NEXTSIBL
(20,21),(20,24),-1.02098 # DEPENDENCYPART_NEXTSIBL
(20,21),(20,25),-0.612652 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,22),(20,23),-0.834683 # DEPENDENCYPART_NEXTSIBL
(20,22),(20,24),-0.675746 # DEPENDENCYPART_NEXTSIBL
(20,22),(20,25),-0.777345 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,23),(20,24),-0.411056 # DEPENDENCYPART_NEXTSIBL
(20,23),(20,25),0.584799 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,24),(20,25),-1.45542 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,20),(20,19),-0.371952 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,18),-0.694438 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,17),-0.406749 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,16),-0.31062 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,12),-0.271138 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,-1),-0.443425 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,19),(20,18),-0.449036 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,17),-0.964264 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,16),-0.931568 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,12),-1.25467 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,-1),0.141368 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,18),(20,17),-0.859494 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,16),-1.02115 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,12),-1.39222 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,-1),-0.646186 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,17),(20,16),-0.855842 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,12),-1.29228 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,-1),-0.426143 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,16),(20,12),-1.1178 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,-1),-0.70296 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,12),(20,-1),-0.0405675 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,21),(21,25),-0.122011 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,21),(21,-1),-0.218824 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(22,22),(22,23),-0.239195 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,24),-0.682332 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,25),-0.405348 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(22,23),(22,24),-0.411964 # DEPENDENCYPART_NEXTSIBL
(22,23),(22,25),0.581769 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,24),(22,25),-1.45542 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,22),(22,21),-1.31848 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,20),-0.197837 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,19),-0.372196 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,17),-0.406993 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,-1),-0.443679 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(22,21),(22,20),-0.10182 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,19),-0.910658 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,17),-1.0666 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,-1),-1.02562 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,20),(22,19),-0.203977 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,17),-0.77597 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,-1),-0.429953 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,19),(22,17),-0.964752 # DEPENDENCYPART_NEXTSIBL
(22,19),(22,-1),0.140636 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,17),(22,-1),-0.426875 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,23),(23,24),-0.682332 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,25),-0.400991 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,24),(23,25),-1.45542 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,23),(23,22),-0.240201 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,21),-1.3211 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,20),-0.208458 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,19),-0.37119 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,-1),-0.441462 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,22),(23,21),-0.759956 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,20),-0.605146 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,19),-0.799699 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,-1),-0.782263 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,21),(23,20),-0.106919 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,19),-0.913737 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,-1),-1.02824 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,20),(23,19),-0.203668 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,-1),-0.448455 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,19),(23,-1),0.143654 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,24),(24,25),-0.44359 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(24,24),(24,23),-0.296658 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,-1),-0.0309283 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(24,23),(24,-1),0.395267 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,1),(1,2),0.238452 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.190442 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.298917 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.210227 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.286448 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.174619 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),0.618929 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.418587 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.0925619 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.0465437 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.0614016 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.472331 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.4301 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.826112 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.446651 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.248007 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.831363 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.197419 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),0.330804 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),0.399882 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),0.266115 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),0.319626 # DEPENDENCYPART_GRANDPAR
(0,5),(5,24),2.63486 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.537478 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.12576 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.174619 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.618929 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.0148947 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.119171 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.676594 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.154252 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.0600774 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.0627482 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.108789 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.857239 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.334482 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.817661 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.208307 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.386179 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),0.255809 # DEPENDENCYPART_GRANDPAR
(0,10),(10,24),2.62236 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.511072 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.101645 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.143557 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.0354546 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.986487 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.136082 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.191473 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.0558952 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.0594483 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.232055 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),0.34976 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),0.392363 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.254589 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),0.272829 # DEPENDENCYPART_GRANDPAR
(0,11),(11,23),0.0259505 # DEPENDENCYPART_GRANDPAR
(0,11),(11,24),2.62875 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.512592 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),0.105445 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.145077 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.0321613 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),0.999975 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.132282 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.187673 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.360777 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.250556 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.330241 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.807728 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),0.388785 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.264751 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),0.256874 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),0.0808388 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),0.0157888 # DEPENDENCYPART_GRANDPAR
(0,16),(16,24),2.62064 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.794529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.933034 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.584279 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.566268 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.483812 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.206041 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.0399968 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),0.0654063 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.242836 # DEPENDENCYPART_GRANDPAR
(1,4),(4,2),0.928874 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.70126 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.564584 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),0.475727 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.207778 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),0.610099 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.0416807 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),0.0636614 # DEPENDENCYPART_GRANDPAR
(1,4),(4,24),-0.134247 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.765781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.963242 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.742755 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.663337 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.467621 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.21134 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),0.596413 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.279615 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.0470677 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),0.0700167 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.57867 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),0.491888 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.238225 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-0.0224177 # DEPENDENCYPART_GRANDPAR
(1,5),(5,21),-0.0262612 # DEPENDENCYPART_GRANDPAR
(1,5),(5,24),-0.137809 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.874252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,5),0.543793 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.196029 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),0.494564 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.271433 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),0.0541737 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.0533769 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.460588 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.842414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,4),0.606418 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.578572 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),0.392609 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),0.533354 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.420312 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.0930055 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),0.00277818 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.622923 # DEPENDENCYPART_GRANDPAR
(1,7),(7,21),-0.0893198 # DEPENDENCYPART_GRANDPAR
(1,7),(7,23),-1.30097 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.859475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,6),0.375547 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.331083 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.48931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
