# _root_ The approval also ends any hope that Banque Nationale de Paris , another state-sector bank , might have had about taking Credit Lyonnais 's place in the accord .
#goldHeads=2,4,4,0,6,4,19,11,11,11,17,11,15,15,11,11,6,17,18,19,20,23,25,23,21,25,28,26,4,
#predictedHeads=2,4,4,0,6,4,17,9,17,9,10,9,15,15,9,9,6,17,18,19,20,23,25,23,21,21,28,26,4,
(14,14),(14,18),-0.191763 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,30),-0.250827 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,17),(14,18),-0.487456 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,30),-0.638814 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,18),(14,30),-0.239491 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,13),-0.406674 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,-1),-0.306473 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,13),(14,-1),-0.718859 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,16),-0.792964 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,17),-0.197067 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,18),-0.166345 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,19),-0.0818757 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,20),-0.0817191 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,21),-0.21578 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,25),-0.547076 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,30),-0.2304 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,16),(15,17),-0.306148 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,18),-0.0925347 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,19),-0.426784 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,20),-0.592885 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,21),-0.263237 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,25),-0.589191 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,30),-0.564306 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,17),(15,18),-0.491192 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,19),-0.515645 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,20),-0.407187 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,21),-0.513855 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,25),-0.612512 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,30),-0.667957 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,18),(15,19),-0.86149 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,20),-0.713106 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,21),-0.850842 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,25),-0.65604 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,30),-0.276316 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,19),(15,20),-0.780368 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,21),-0.892635 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,25),-0.820208 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,30),0.0597484 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,20),(15,21),-0.587134 # DEPENDENCYPART_NEXTSIBL
(15,20),(15,25),-0.703867 # DEPENDENCYPART_NEXTSIBL
(15,20),(15,30),-0.28231 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,21),(15,25),-1.0207 # DEPENDENCYPART_NEXTSIBL
(15,21),(15,30),0.0698798 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,25),(15,30),-0.362728 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,14),-0.401379 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,13),-0.442294 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,12),-1.1628 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,11),-0.0723315 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,10),-0.118575 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,9),-0.0831077 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,8),-0.280046 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,-1),-0.280266 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,14),(15,13),-0.0869918 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,12),-0.583438 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,11),-0.80121 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,10),-0.781125 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,9),-0.875765 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,8),-0.972901 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,-1),-0.655835 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,13),(15,12),-0.381012 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,11),-0.794555 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,10),-0.699081 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,9),-0.908843 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,8),-0.901508 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,-1),-0.608708 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,12),(15,11),-0.529641 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,10),-0.615504 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,9),-0.782374 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,8),-0.800179 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,-1),-1.42585 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,11),(15,10),-0.374605 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,9),-0.927508 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,8),-0.98924 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,-1),-0.472174 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,10),(15,9),-0.428863 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,8),-0.681023 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,-1),-1.05915 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,9),(15,8),-0.505304 # DEPENDENCYPART_NEXTSIBL
(15,9),(15,-1),-0.417508 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,8),(15,-1),-0.578793 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,30),-0.0570091 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,16),(16,-1),-0.149473 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,17),(17,18),-0.0907222 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,19),-0.0664588 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,20),-0.286085 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,26),-0.430683 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,29),-0.897855 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,30),-0.582425 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,18),(17,19),-0.812591 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,20),-0.717238 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,26),-0.332825 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,29),0.0334934 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,30),0.0545274 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,19),(17,20),-0.80562 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,26),-0.476476 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,29),0.679175 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,30),0.329933 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,20),(17,26),-0.514182 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,29),-0.21905 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,30),-0.522112 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,26),(17,29),-0.361372 # DEPENDENCYPART_NEXTSIBL
(17,26),(17,30),-0.486171 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,29),(17,30),-1.63719 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,17),(17,16),-1.17511 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,15),-0.174607 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,14),-0.469429 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,13),-0.475724 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,12),-1.12969 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,11),0.11198 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,10),-0.301656 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,9),0.0917833 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,8),-0.105199 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,7),-0.557307 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,6),-0.0744979 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,5),-0.503892 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,4),-0.0208478 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,3),-0.226155 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,2),-0.140816 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,1),-0.383238 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,-1),-0.5426 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,16),(17,15),-0.295162 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,14),-0.36424 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,13),-0.792565 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,12),-0.94331 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,11),-0.482886 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,10),-0.755263 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,9),-0.487605 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,8),-0.478817 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,7),-1.05391 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,6),-0.512065 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,5),-1.01957 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,4),0.191456 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,3),-0.744042 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,2),-0.518239 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,1),-1.09847 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,-1),-0.877416 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,15),(17,14),-0.22692 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,13),-0.350875 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,12),-0.430815 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,11),-0.91736 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,10),-0.644249 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,9),-1.04384 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,8),-0.940233 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,7),-0.891244 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,6),-0.955537 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,5),-0.493569 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,4),-0.371516 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,3),-0.991527 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,2),-0.854438 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,1),-0.710896 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,-1),-0.153049 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,14),(17,13),-0.218911 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,12),-0.568921 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,11),-0.902858 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,10),-0.774211 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,9),-0.980558 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,8),-1.07774 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,7),-0.869612 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,6),-1.09523 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,5),-1.17498 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,4),-0.920943 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,3),-0.959495 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,2),-1.06848 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,1),-1.32532 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,-1),-0.743695 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,13),(17,12),-0.358712 # DEPENDENCYPART_NEXTSIBL
(17,13),(17,11),-0.894797 # DEPENDENCYPART_NEXTSIBL
(17,13),(17,10),-0.729229 # DEPENDENCYPART_NEXTSIBL
(17,13),(17,9),-1.01223 # DEPENDENCYPART_NEXTSIBL
(17,13),(17,8),-1.00494 # DEPENDENCYPART_NEXTSIBL
(17,13),(17,7),-0.799896 # DEPENDENCYPART_NEXTSIBL
(17,13),(17,6),-0.959171 # DEPENDENCYPART_NEXTSIBL
(17,13),(17,5),-1.14814 # DEPENDENCYPART_NEXTSIBL
(17,13),(17,4),-0.832199 # DEPENDENCYPART_NEXTSIBL
(17,13),(17,3),-0.815972 # DEPENDENCYPART_NEXTSIBL
(17,13),(17,2),-0.992537 # DEPENDENCYPART_NEXTSIBL
(17,13),(17,1),-1.2755 # DEPENDENCYPART_NEXTSIBL
(17,13),(17,-1),-0.756816 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,12),(17,11),-0.469358 # DEPENDENCYPART_NEXTSIBL
(17,12),(17,10),-0.442124 # DEPENDENCYPART_NEXTSIBL
(17,12),(17,9),-0.725235 # DEPENDENCYPART_NEXTSIBL
(17,12),(17,8),-0.743085 # DEPENDENCYPART_NEXTSIBL
(17,12),(17,7),-0.705872 # DEPENDENCYPART_NEXTSIBL
(17,12),(17,6),-0.691169 # DEPENDENCYPART_NEXTSIBL
(17,12),(17,5),-1.05278 # DEPENDENCYPART_NEXTSIBL
(17,12),(17,4),0.42725 # DEPENDENCYPART_NEXTSIBL
(17,12),(17,3),-0.671028 # DEPENDENCYPART_NEXTSIBL
(17,12),(17,2),-0.628284 # DEPENDENCYPART_NEXTSIBL
(17,12),(17,1),-1.15237 # DEPENDENCYPART_NEXTSIBL
(17,12),(17,-1),-1.39263 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,11),(17,10),-0.377438 # DEPENDENCYPART_NEXTSIBL
(17,11),(17,9),-1.09548 # DEPENDENCYPART_NEXTSIBL
(17,11),(17,8),-1.15797 # DEPENDENCYPART_NEXTSIBL
(17,11),(17,7),-0.831015 # DEPENDENCYPART_NEXTSIBL
(17,11),(17,6),-1.28189 # DEPENDENCYPART_NEXTSIBL
(17,11),(17,5),-0.966389 # DEPENDENCYPART_NEXTSIBL
(17,11),(17,4),-0.973959 # DEPENDENCYPART_NEXTSIBL
(17,11),(17,3),-1.1532 # DEPENDENCYPART_NEXTSIBL
(17,11),(17,2),-1.17916 # DEPENDENCYPART_NEXTSIBL
(17,11),(17,1),-1.09454 # DEPENDENCYPART_NEXTSIBL
(17,11),(17,-1),-0.532677 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,10),(17,9),-0.494599 # DEPENDENCYPART_NEXTSIBL
(17,10),(17,8),-0.746803 # DEPENDENCYPART_NEXTSIBL
(17,10),(17,7),-1.03168 # DEPENDENCYPART_NEXTSIBL
(17,10),(17,6),-0.966714 # DEPENDENCYPART_NEXTSIBL
(17,10),(17,5),-1.13972 # DEPENDENCYPART_NEXTSIBL
(17,10),(17,4),-1.1028 # DEPENDENCYPART_NEXTSIBL
(17,10),(17,3),-0.907906 # DEPENDENCYPART_NEXTSIBL
(17,10),(17,2),-1.0213 # DEPENDENCYPART_NEXTSIBL
(17,10),(17,1),-1.27631 # DEPENDENCYPART_NEXTSIBL
(17,10),(17,-1),-0.97767 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,9),(17,8),-0.67718 # DEPENDENCYPART_NEXTSIBL
(17,9),(17,7),-0.270623 # DEPENDENCYPART_NEXTSIBL
(17,9),(17,6),-1.10766 # DEPENDENCYPART_NEXTSIBL
(17,9),(17,5),-0.816753 # DEPENDENCYPART_NEXTSIBL
(17,9),(17,4),-0.908412 # DEPENDENCYPART_NEXTSIBL
(17,9),(17,3),-1.07691 # DEPENDENCYPART_NEXTSIBL
(17,9),(17,2),-1.10196 # DEPENDENCYPART_NEXTSIBL
(17,9),(17,1),-1.12743 # DEPENDENCYPART_NEXTSIBL
(17,9),(17,-1),-0.488282 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,8),(17,7),-0.340035 # DEPENDENCYPART_NEXTSIBL
(17,8),(17,6),-1.15886 # DEPENDENCYPART_NEXTSIBL
(17,8),(17,5),-0.96385 # DEPENDENCYPART_NEXTSIBL
(17,8),(17,4),-0.993155 # DEPENDENCYPART_NEXTSIBL
(17,8),(17,3),-0.991136 # DEPENDENCYPART_NEXTSIBL
(17,8),(17,2),-1.31733 # DEPENDENCYPART_NEXTSIBL
(17,8),(17,1),-1.34529 # DEPENDENCYPART_NEXTSIBL
(17,8),(17,-1),-0.650083 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,7),(17,6),-0.524245 # DEPENDENCYPART_NEXTSIBL
(17,7),(17,5),-0.699059 # DEPENDENCYPART_NEXTSIBL
(17,7),(17,4),-0.777093 # DEPENDENCYPART_NEXTSIBL
(17,7),(17,3),-0.630703 # DEPENDENCYPART_NEXTSIBL
(17,7),(17,2),-0.961258 # DEPENDENCYPART_NEXTSIBL
(17,7),(17,1),-1.14059 # DEPENDENCYPART_NEXTSIBL
(17,7),(17,-1),0.23462 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,6),(17,5),-0.657911 # DEPENDENCYPART_NEXTSIBL
(17,6),(17,4),-1.00469 # DEPENDENCYPART_NEXTSIBL
(17,6),(17,3),-0.964407 # DEPENDENCYPART_NEXTSIBL
(17,6),(17,2),-1.29745 # DEPENDENCYPART_NEXTSIBL
(17,6),(17,1),-1.23644 # DEPENDENCYPART_NEXTSIBL
(17,6),(17,-1),-0.519035 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,5),(17,4),-0.856742 # DEPENDENCYPART_NEXTSIBL
(17,5),(17,3),-0.723547 # DEPENDENCYPART_NEXTSIBL
(17,5),(17,2),-1.13588 # DEPENDENCYPART_NEXTSIBL
(17,5),(17,1),-1.27552 # DEPENDENCYPART_NEXTSIBL
(17,5),(17,-1),-0.877717 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,4),(17,3),-0.548431 # DEPENDENCYPART_NEXTSIBL
(17,4),(17,2),-0.753411 # DEPENDENCYPART_NEXTSIBL
(17,4),(17,1),-0.914806 # DEPENDENCYPART_NEXTSIBL
(17,4),(17,-1),-0.736732 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,3),(17,2),0.309075 # DEPENDENCYPART_NEXTSIBL
(17,3),(17,1),-0.328412 # DEPENDENCYPART_NEXTSIBL
(17,3),(17,-1),-0.53828 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,2),(17,1),-0.609289 # DEPENDENCYPART_NEXTSIBL
(17,2),(17,-1),-0.577078 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,1),(17,-1),-0.503696 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,18),(18,19),-0.0465561 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,20),-0.375808 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,21),-0.176949 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,23),-0.306895 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,25),-0.297019 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,26),-0.414405 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,29),-1.06907 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,30),-0.628826 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(18,19),(18,20),-0.891233 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,21),-0.9305 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,23),-0.884955 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,25),-0.845751 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,26),-0.469443 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,29),0.537845 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,30),0.170472 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,20),(18,21),-0.731824 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,23),-0.757919 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,25),-0.795669 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,26),-0.442311 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,29),-0.228575 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,30),-0.476017 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,21),(18,23),-1.04302 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,25),-1.03451 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,26),-0.669703 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,29),-0.125382 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,30),0.197035 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,23),(18,25),-0.663341 # DEPENDENCYPART_NEXTSIBL
(18,23),(18,26),-0.309851 # DEPENDENCYPART_NEXTSIBL
(18,23),(18,29),-0.394093 # DEPENDENCYPART_NEXTSIBL
(18,23),(18,30),0.20378 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,25),(18,26),-0.344924 # DEPENDENCYPART_NEXTSIBL
(18,25),(18,29),-0.592021 # DEPENDENCYPART_NEXTSIBL
(18,25),(18,30),-0.33025 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,26),(18,29),-0.268836 # DEPENDENCYPART_NEXTSIBL
(18,26),(18,30),-0.270351 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,29),(18,30),-1.69551 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,18),(18,16),-1.37883 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,15),-0.324846 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,12),-1.33342 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,11),-0.0311272 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,10),-0.283045 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,9),-0.0513228 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,8),-0.248305 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,7),-0.453194 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,6),-0.219712 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,2),-0.274219 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,-1),-0.538175 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(18,16),(18,15),-0.433718 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,12),-1.11666 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,11),-0.610813 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,10),-0.880856 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,9),-0.615531 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,8),-0.606743 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,7),-1.19738 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,6),-0.63242 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,2),-0.64409 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,-1),-0.809873 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,15),(18,12),-0.628791 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,11),-1.06482 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,10),-0.663564 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,9),-1.19131 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,8),-1.0877 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,7),-0.928871 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,6),-1.10001 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,2),-0.999825 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,-1),-0.299174 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,12),(18,11),-0.597284 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,10),-0.567717 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,9),-0.853161 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,8),-0.871011 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,7),-0.849344 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,6),-0.811524 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,2),-0.754135 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,-1),-1.32509 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,11),(18,10),-0.394737 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,9),-1.24111 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,8),-1.3036 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,7),-0.86478 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,6),-1.42453 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,2),-1.32271 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,-1),-0.68745 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,10),(18,9),-0.523127 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,8),-0.775332 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,7),-1.00405 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,6),-0.987341 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,2),-1.04775 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,-1),-1.06531 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,9),(18,8),-0.822805 # DEPENDENCYPART_NEXTSIBL
(18,9),(18,7),-0.304387 # DEPENDENCYPART_NEXTSIBL
(18,9),(18,6),-1.2503 # DEPENDENCYPART_NEXTSIBL
