# _root_ In New York Stock Exchange composite trading yesterday , Di Giorgio closed at $ 31.50 a share , down $ 1.75 .
#goldHeads=12,7,7,7,7,7,1,12,12,11,12,0,12,13,14,17,14,12,12,19,20,12,
#predictedHeads=12,7,7,7,7,7,1,12,12,11,12,0,12,13,14,17,14,12,12,19,20,12,
(8,4),(8,17),0.00181288 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.045425 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0317972 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.0878261 # DEPENDENCYPART_SIBL
(8,4),(8,22),0.00289473 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0125137 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.105214 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.179391 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0575684 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.058359 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0387459 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.182504 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.123325 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0342264 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.179391 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.00440335 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.123325 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.0104899 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.205496 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0574362 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0157561 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0157546 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0169753 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0393105 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.103388 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0417561 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0574362 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.0480479 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.103388 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.00172723 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0296621 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0624154 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.062417 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.022231 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0341652 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0541461 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.017902 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0296621 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0886126 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.0541461 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.0130879 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.587064 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.583841 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.544791 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.189365 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.193286 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.583572 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.154631 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.550915 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.193286 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.00471711 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.175719 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0483661 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0166301 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0181473 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0960521 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0326615 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0801443 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0181473 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.0615826 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.048364 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.016628 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0181451 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.09605 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.0319541 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0801422 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0181451 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.0610915 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.00323254 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.012528 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0139876 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.28777 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0464623 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.012528 # DEPENDENCYPART_SIBL
(8,12),(8,22),0.0632519 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0488344 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0303832 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.115439 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.147904 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.0488344 # DEPENDENCYPART_SIBL
(8,13),(8,22),0.102349 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.217542 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.218163 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.13819 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.135232 # DEPENDENCYPART_SIBL
(8,14),(8,22),0.0732279 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.0495583 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0249747 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.0424804 # DEPENDENCYPART_SIBL
(8,17),(8,22),-0.0182723 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.550915 # DEPENDENCYPART_SIBL
(8,18),(8,20),0.193286 # DEPENDENCYPART_SIBL
(8,18),(8,22),-0.00471711 # DEPENDENCYPART_SIBL
(8,19),(8,20),-0.0631268 # DEPENDENCYPART_SIBL
(8,19),(8,22),-0.0437864 # DEPENDENCYPART_SIBL
(8,20),(8,22),0.0732279 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.394895 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.369158 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.375714 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.433946 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0555841 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.00822209 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.10883 # DEPENDENCYPART_SIBL
(10,5),(10,22),6.22042e-05 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.149482 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.154267 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0769328 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.016034 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0107024 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.021385 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.0788884 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.109188 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0334687 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0121765 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0232234 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0764959 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.130749 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.207272 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0462285 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0310026 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0997543 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.0487325 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.120804 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0500011 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.000305732 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.118355 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0553074 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0054538 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.00304309 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.0371976 # DEPENDENCYPART_SIBL
(10,14),(10,22),0.203033 # DEPENDENCYPART_SIBL
(10,18),(10,22),0.00188165 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.240989 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.179465 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.103054 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.357507 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.32601 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.340722 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.530984 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.219606 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0466263 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0747243 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0419763 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.0227407 # DEPENDENCYPART_SIBL
(11,2),(11,22),0.000524242 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.175005 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.108871 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.410425 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.374374 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.391612 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.454864 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.223539 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0357482 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.038538 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.00409306 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0213565 # DEPENDENCYPART_SIBL
(11,3),(11,22),-0.0187914 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0243845 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.380414 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.352344 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.362181 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.441088 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.100707 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0262776 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0550501 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.00975816 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.0352132 # DEPENDENCYPART_SIBL
(11,4),(11,22),0.0303247 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.3956 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.369863 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.376419 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.434651 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.151105 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.000875568 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.00962997 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0524585 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.102963 # DEPENDENCYPART_SIBL
(11,5),(11,22),0.00147009 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.149482 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.154267 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0769328 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.168199 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0452091 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0107024 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0507999 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0191555 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.0788884 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.109188 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0334687 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.127111 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0334038 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0232234 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0785618 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0742664 # DEPENDENCYPART_SIBL
(11,7),(11,22),-0.130749 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.207272 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.19327 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0195379 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0310026 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0454412 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0975248 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.0487325 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0677249 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0114199 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0500011 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.160458 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.00253524 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.118355 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.107192 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0902578 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0662031 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.132018 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.0770316 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0103178 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0261378 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.116051 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.00707185 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.021067 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0419594 # DEPENDENCYPART_SIBL
(11,14),(11,22),0.203033 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.277455 # DEPENDENCYPART_SIBL
(11,17),(11,22),0.0661643 # DEPENDENCYPART_SIBL
(11,18),(11,22),0.00428992 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.111408 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.0431933 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.0825347 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.0522555 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0200616 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0220247 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.177434 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.375907 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.0979099 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0978921 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.0242992 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.00541544 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0317249 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0362947 # DEPENDENCYPART_SIBL
(12,1),(12,18),0.0759307 # DEPENDENCYPART_SIBL
(12,1),(12,19),0.0555073 # DEPENDENCYPART_SIBL
(12,1),(12,20),0.00541544 # DEPENDENCYPART_SIBL
(12,1),(12,22),0.101324 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.33511 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.388994 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.389885 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.178751 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.212396 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0838061 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0970011 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.369832 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.378256 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0415274 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.01451 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0036291 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.117423 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.0187521 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.0487204 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.01451 # DEPENDENCYPART_SIBL
(12,2),(12,22),-0.00955733 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.424208 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.416316 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.176265 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.212928 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0843089 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.00632648 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.398156 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.406581 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0248056 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0671012 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0414178 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.113601 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0536627 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.0480577 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.0671012 # DEPENDENCYPART_SIBL
(12,3),(12,22),-0.0865179 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.489326 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.188037 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.221014 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0933334 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.025032 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.46679 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.475215 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.145076 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.106768 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.099454 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.00491341 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.157254 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.146573 # DEPENDENCYPART_SIBL
(12,4),(12,20),0.106768 # DEPENDENCYPART_SIBL
(12,4),(12,22),0.150175 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.178489 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.209138 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0859385 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0156031 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.422525 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.43095 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0230414 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0484366 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0178132 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.11062 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0884817 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.058153 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.0484366 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.0208017 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.564567 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.507978 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0703692 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.381508 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.381502 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0334925 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0559487 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0919578 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.172016 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.00803256 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.026953 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.0559487 # DEPENDENCYPART_SIBL
(12,6),(12,22),-0.0240506 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.555019 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.124102 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.41976 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.419755 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0389923 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0578284 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0960707 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.190265 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0244888 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.00598793 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0578284 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.074976 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.356245 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0900873 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0900817 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0061222 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.068463 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0926114 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.124188 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0467259 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0152892 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.068463 # DEPENDENCYPART_SIBL
(12,8),(12,22),0.101784 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.020525 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0205216 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0604445 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0817719 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0895235 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.136539 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0108456 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.00785575 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0817719 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.0837676 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.443007 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0475533 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0269865 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.00272781 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0648177 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0270988 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.081044 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0269865 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.0246034 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0450419 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.027041 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.00278241 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0715516 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0201025 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0809894 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.027041 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0355088 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0283646 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0418532 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.115907 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.390494 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.569133 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.0283646 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.175216 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0445208 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.218081 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0192902 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.286241 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.279433 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0563556 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.209543 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0444657 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.0287849 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0680485 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.104546 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.00469226 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.152087 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.105531 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.0832267 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.755486 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.0646867 # DEPENDENCYPART_SIBL
(12,18),(12,22),0.0916117 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.149255 # DEPENDENCYPART_SIBL
(12,19),(12,22),0.0579073 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.0563556 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.21472 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.51344 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0568013 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0825389 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.643653 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.1085 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.568998 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.140975 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.208784 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.412121 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.210023 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.10158 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0841316 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.519199 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.110279 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.597063 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.149341 # DEPENDENCYPART_SIBL
(13,18),(13,22),0.0214683 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.366609 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.0584378 # DEPENDENCYPART_SIBL
(13,20),(13,22),-0.1085 # DEPENDENCYPART_SIBL
(14,1),(14,8),0.102605 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.00657693 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.108538 # DEPENDENCYPART_SIBL
