# _root_ Church 's Fried Chicken Inc. and Popeye 's Famous Fried Chicken Inc. , which have merged , are still troubled by overlapping restaurant locations .
#goldHeads=4,1,4,18,4,4,11,7,11,11,6,11,4,15,4,15,4,0,18,18,20,24,24,21,18,
#predictedHeads=4,1,4,18,4,4,11,7,11,11,6,11,4,15,4,15,4,0,18,18,20,24,24,21,18,
(4,1),(1,13),-1.13796 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-1.0933 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-1.16085 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-1.11466 # DEPENDENCYPART_GRANDPAR
(4,1),(1,25),-1.8731 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.502984 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.182611 # DEPENDENCYPART_GRANDPAR
(4,3),(3,5),-0.387725 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.996311 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-1.24059 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.955353 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.0441804 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.904874 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.907841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.426688 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.20959 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.946881 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.243923 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.496664 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.665019 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.674938 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.188631 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.785991 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.0830404 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.164087 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.16632 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.327377 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),0.00908847 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.717103 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.181742 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.718353 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.348582 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),-0.118078 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.955208 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.904729 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.578363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.437191 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.372572 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.836275 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.203626 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.125046 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.113012 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.308525 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.288585 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.311481 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.281354 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.0405013 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.345086 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.126355 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.95521 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.0359583 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.148946 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.108044 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.303554 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.280803 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.303698 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.955208 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.904729 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.577433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.438121 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.0382675 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.34508 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.151255 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.0718506 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.309491 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.283178 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),0.0269135 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.593206 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.141482 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.306074 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.60313 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.35968 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.298922 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.396056 # DEPENDENCYPART_GRANDPAR
(4,11),(11,24),-0.27156 # DEPENDENCYPART_GRANDPAR
(4,11),(11,25),-1.06681 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.904874 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.368675 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.23962 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.481663 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.402842 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.389029 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.496664 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.0449943 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.665019 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.21743 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.519559 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.674938 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.431657 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.37487 # DEPENDENCYPART_GRANDPAR
(4,12),(12,25),-1.15533 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.709661 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.129728 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.81895 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-0.768471 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.900043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),0.0625564 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),-0.588265 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.360863 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.473827 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.386657 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.381231 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.785409 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.614416 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),0.695379 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),0.0676165 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.465321 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.681398 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.207511 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.0919056 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.299925 # DEPENDENCYPART_GRANDPAR
(4,15),(15,24),-0.203029 # DEPENDENCYPART_GRANDPAR
(4,15),(15,25),-1.3343 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.828511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,5),0.136009 # DEPENDENCYPART_GRANDPAR
(4,16),(16,6),-0.33639 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.315146 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.3097 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.711956 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.532316 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),0.490547 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.53993 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.409237 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.624367 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.144317 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.224299 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.0692964 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.628539 # DEPENDENCYPART_GRANDPAR
(4,16),(16,24),-0.257558 # DEPENDENCYPART_GRANDPAR
(4,16),(16,25),-1.27001 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-0.820577 # DEPENDENCYPART_GRANDPAR
(4,18),(18,3),-0.770098 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.881196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,5),0.0806423 # DEPENDENCYPART_GRANDPAR
(4,18),(18,6),-0.552931 # DEPENDENCYPART_GRANDPAR
(4,18),(18,7),-0.342007 # DEPENDENCYPART_GRANDPAR
(4,18),(18,8),-0.644612 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),-0.454971 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),-0.367802 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),-0.362384 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.767323 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.630415 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),0.695052 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.592822 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.178104 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.65331 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.169565 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.179488 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.349302 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.478468 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-0.450777 # DEPENDENCYPART_GRANDPAR
(4,18),(18,24),-0.211591 # DEPENDENCYPART_GRANDPAR
(4,18),(18,25),-1.32645 # DEPENDENCYPART_GRANDPAR
(4,20),(20,4),-0.825386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,20),(20,5),0.139134 # DEPENDENCYPART_GRANDPAR
(4,20),(20,6),-0.335184 # DEPENDENCYPART_GRANDPAR
(4,20),(20,11),-0.306574 # DEPENDENCYPART_GRANDPAR
(4,20),(20,12),-0.708831 # DEPENDENCYPART_GRANDPAR
(4,20),(20,14),0.480845 # DEPENDENCYPART_GRANDPAR
(4,20),(20,15),-0.538091 # DEPENDENCYPART_GRANDPAR
(4,20),(20,16),-0.128729 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),-0.547872 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.541662 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.171095 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.0869273 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-0.633946 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),-0.511748 # DEPENDENCYPART_GRANDPAR
(4,20),(20,24),-0.260544 # DEPENDENCYPART_GRANDPAR
(4,20),(20,25),-1.28287 # DEPENDENCYPART_GRANDPAR
(4,24),(24,1),-0.843582 # DEPENDENCYPART_GRANDPAR
(4,24),(24,3),-0.793103 # DEPENDENCYPART_GRANDPAR
(4,24),(24,4),-0.804001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,24),(24,5),0.144572 # DEPENDENCYPART_GRANDPAR
(4,24),(24,7),-0.264842 # DEPENDENCYPART_GRANDPAR
(4,24),(24,9),-0.375376 # DEPENDENCYPART_GRANDPAR
(4,24),(24,11),-0.28519 # DEPENDENCYPART_GRANDPAR
(4,24),(24,14),0.380614 # DEPENDENCYPART_GRANDPAR
(4,24),(24,16),0.0549892 # DEPENDENCYPART_GRANDPAR
(4,24),(24,19),-0.219918 # DEPENDENCYPART_GRANDPAR
(4,24),(24,20),-0.100468 # DEPENDENCYPART_GRANDPAR
(4,24),(24,21),-0.262079 # DEPENDENCYPART_GRANDPAR
(4,24),(24,22),-0.577882 # DEPENDENCYPART_GRANDPAR
(4,24),(24,23),-0.437788 # DEPENDENCYPART_GRANDPAR
(4,24),(24,25),-1.16537 # DEPENDENCYPART_GRANDPAR
(4,25),(25,24),-0.282752 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),1.08738 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.154105 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.0998964 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-2.12629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-1.24732 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-1.4368 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-1.73027 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-1.3419 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-1.72714 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-1.42921 # DEPENDENCYPART_GRANDPAR
(5,1),(1,25),-2.02779 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.633794 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.427013 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.12629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-1.24732 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-1.4368 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.43295 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.503109 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.403904 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.12629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-1.24732 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-1.14612 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-1.4368 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-1.57619 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-1.66458 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-1.79072 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-1.75084 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-1.73027 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.581746 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-1.3419 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-1.02168 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-1.72714 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-1.42921 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-1.14651 # DEPENDENCYPART_GRANDPAR
(5,4),(4,24),-0.733699 # DEPENDENCYPART_GRANDPAR
(5,4),(4,25),-2.02779 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),-0.310021 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-1.05856 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.732739 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.825501 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.954638 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-1.06136 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.369476 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-1.04582 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.636487 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-1.10948 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.768095 # DEPENDENCYPART_GRANDPAR
(5,6),(6,24),-0.0917593 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.08143 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.049 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.00337 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.24395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.570066 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-1.06088 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.922896 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-1.01812 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-1.13746 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.943707 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.960289 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.957158 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.952979 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-1.08144 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.262913 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.693028 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-1.13249 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.938735 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.952507 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.949375 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.939298 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.90686 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.861233 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-1.66208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),-0.8338 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.631344 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-1.06144 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-1.14807 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-1.27402 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-1.28663 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-1.19719 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.377108 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.310408 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-1.05656 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.99226 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.509973 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.434699 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.739803 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),-0.111572 # DEPENDENCYPART_GRANDPAR
(5,15),(15,25),-1.48367 # DEPENDENCYPART_GRANDPAR
(5,18),(18,1),-0.940925 # DEPENDENCYPART_GRANDPAR
(5,18),(18,3),-0.908488 # DEPENDENCYPART_GRANDPAR
(5,18),(18,4),-0.862861 # DEPENDENCYPART_GRANDPAR
(5,18),(18,5),-1.64399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,18),(18,6),-0.798466 # DEPENDENCYPART_GRANDPAR
(5,18),(18,7),-0.612488 # DEPENDENCYPART_GRANDPAR
(5,18),(18,8),-0.834302 # DEPENDENCYPART_GRANDPAR
(5,18),(18,9),-1.04258 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),-1.12922 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),-1.25517 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),-1.26855 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-1.21319 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),0.376782 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.835966 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.554914 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-1.21006 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.472025 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.52228 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.789178 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.733664 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),-0.325065 # DEPENDENCYPART_GRANDPAR
(5,18),(18,24),-0.120132 # DEPENDENCYPART_GRANDPAR
(5,18),(18,25),-1.47582 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.825371 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.71042 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.760597 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.339099 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.350045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.312474 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.351003 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.601399 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.524015 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),1.09829 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),0.134211 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),0.104887 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.397493 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),1.25952 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.276071 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.600076 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.825377 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),1.25661 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.746458 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.577706 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),1.15199 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.204688 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),0.175364 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.825371 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.71042 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.760597 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.339099 # DEPENDENCYPART_GRANDPAR
(6,11),(11,7),1.2543 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.268631 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.744151 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.943141 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),1.09732 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.139612 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-1.82938 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.138269 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.248207 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),0.110288 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.283344 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.202819 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.423558 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.576241 # DEPENDENCYPART_GRANDPAR
(6,11),(11,24),-0.574941 # DEPENDENCYPART_GRANDPAR
(6,11),(11,25),-0.82867 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.711134 # DEPENDENCYPART_GRANDPAR
(6,12),(12,7),0.842804 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.275722 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.332657 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.531063 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.500285 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.111584 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-1.83591 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.144722 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.258802 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),0.0822602 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.289793 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.209652 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.434153 # DEPENDENCYPART_GRANDPAR
(6,12),(12,25),-0.85183 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.818937 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.245333 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.742537 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.627587 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.677763 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.254244 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.827605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),0.55512 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.0449969 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.266748 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.212571 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.508606 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.0646482 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-1.65175 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.0286804 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),0.0132538 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.267917 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.0766368 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.205771 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.412831 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),-0.4446 # DEPENDENCYPART_GRANDPAR
(6,15),(15,25),-1.02172 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.651926 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.2284 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.432215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
