# _root_ As you can see , the capital-gains reduction plan adopted by the House would not be temporary , but permanent .
#goldHeads=3,3,14,3,14,9,9,9,14,9,10,13,11,0,14,14,19,19,16,19,14,
#predictedHeads=3,3,14,3,14,9,9,9,14,9,10,13,11,0,14,14,19,19,16,19,14,
(14,9),(9,15),0.0999532 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),0.262307 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.18338 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.175445 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.328445 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.44763 # DEPENDENCYPART_GRANDPAR
(14,9),(9,21),-0.565411 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),0.679864 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),0.408706 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),0.38152 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),0.471182 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.413876 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.24979 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.348396 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.153716 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.06158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),0.143116 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),0.299538 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.0382299 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.0366369 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.267488 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.30248 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),-0.486632 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),0.545077 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.374822 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.338195 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.453059 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.212656 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.19068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),0.0296483 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),0.200686 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.245173 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.146909 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.381476 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.570749 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.18782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,11),0.517797 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.872168 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.13029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),0.100751 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),0.264538 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.181602 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.143439 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),0.0870979 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),0.167572 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.0150921 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.726332 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.16998 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.0930175 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),0.125656 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.045439 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.0383136 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.00855899 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),0.168517 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),0.299657 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),0.119367 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.989887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.278633 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.325582 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.392476 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.383569 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),0.0583139 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.146745 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.127797 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),0.110323 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),0.00074218 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.430547 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.659228 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.349864 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.142055 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.0751126 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.174774 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-0.00195097 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-0.427432 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-0.0462722 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-0.12368 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-0.170175 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),0.262436 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-0.221713 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.145589 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.191365 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.148994 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),0.0021224 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),0.14908 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.0632999 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.755234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.391975 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.55957 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.0353858 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.352268 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.0756341 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.178165 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.154837 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.26457 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.0679463 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.271997 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),0.106959 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.221358 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.23594 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.0604268 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),0.128342 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.202614 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.0706974 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.0262864 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.5416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.439868 # DEPENDENCYPART_GRANDPAR
(15,9),(9,17),-0.669418 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.540834 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-0.652872 # DEPENDENCYPART_GRANDPAR
(15,9),(9,20),-0.809174 # DEPENDENCYPART_GRANDPAR
(15,9),(9,21),-0.846805 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.301817 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.261699 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.181386 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.070148 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.228038 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.123481 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.53654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.414684 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.650733 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.447012 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.639865 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.00105572 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.083706 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.0315867 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.0938721 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.0258626 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.5416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.438433 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.668438 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.804072 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.898878 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.807048 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.812542 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.467773 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.472521 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.677002 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.542842 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.06309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.188912 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.0296025 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.119921 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.331051 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.440662 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.77827 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.356017 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.641977 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.18883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.0123751 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.00707575 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.221331 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.346933 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.415574 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.211802 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.0333402 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.165696 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.415574 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.226642 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.154831 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),0.247513 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.0495682 # DEPENDENCYPART_GRANDPAR
(16,1),(1,21),-0.429405 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),0.285582 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),0.328647 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.0857603 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),0.142463 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),0.344417 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),0.382506 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),0.238778 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),0.373666 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),0.135751 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),0.0945867 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),0.159147 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.0966528 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),0.323999 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.0715945 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),0.0410621 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.199564 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.979763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),0.418836 # DEPENDENCYPART_GRANDPAR
(16,9),(9,18),-0.114448 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),0.0297101 # DEPENDENCYPART_GRANDPAR
(16,9),(9,20),0.17352 # DEPENDENCYPART_GRANDPAR
(16,9),(9,21),-0.399532 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),0.412755 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.0283564 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.0791656 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.096274 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.0691347 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.0153139 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.323244 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.01303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),0.398733 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.0214859 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.00584455 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.109927 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.0401799 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.0733479 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.349978 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.034172 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.193563 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.97392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),0.423791 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),0.443293 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),0.119502 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.15905 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),0.341587 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),0.180992 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),0.265951 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),0.0975518 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),0.0687933 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.100604 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),0.132672 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),0.266137 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.27277 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.0723612 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.274412 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.12174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),0.328425 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.0959385 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.0678904 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.498747 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.173742 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),0.123275 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),0.279338 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.00610159 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),0.388551 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),0.143235 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.586117 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),0.0287515 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.419424 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.0399749 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.667739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.359282 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.455004 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.546854 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.0932217 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-0.0412594 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-0.60648 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-0.733471 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-0.284596 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-0.590461 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-0.388425 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-0.63608 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.671521 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.818353 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.491965 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.284361 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.381606 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.652301 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.553114 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.228712 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.687831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.718236 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.463452 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.773472 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.0835534 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),0.762626 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.431688 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.433933 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.0922607 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.44054 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),0.255648 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.0848883 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.14206 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),0.0877302 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),0.00741766 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),0.018135 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),0.00792575 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),0.393749 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),0.211636 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),0.100015 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),0.229566 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),0.139013 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),0.09781 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-1.39323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,18),-0.0611371 # DEPENDENCYPART_GRANDPAR
(17,9),(9,19),-0.228461 # DEPENDENCYPART_GRANDPAR
(17,9),(9,20),-0.528727 # DEPENDENCYPART_GRANDPAR
(17,9),(9,21),-0.400789 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),0.302611 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),0.0755713 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.030952 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),0.0569506 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),0.061602 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.216856 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),0.226105 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.112015 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.36708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),0.0397503 # DEPENDENCYPART_GRANDPAR
(17,11),(11,19),-0.207857 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),0.341552 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.225742 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.232302 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.139463 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.100312 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.39225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,9),-0.0581989 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),0.393338 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),0.201906 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.138287 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.108539 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.37124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,20),-0.506739 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),0.369563 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.102595 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.0136615 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.0113151 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),0.514703 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),0.164997 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.16736 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.227633 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.278564 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.32387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),0.0213067 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.213185 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.459366 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.3717 # DEPENDENCYPART_GRANDPAR
(17,19),(19,1),-0.173068 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-0.335867 # DEPENDENCYPART_GRANDPAR
(17,19),(19,3),-0.510452 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-0.594471 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-0.646613 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.43033 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-0.565908 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.544393 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.584168 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.513879 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.0540996 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.29395 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.380223 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.229571 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.225306 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.406914 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.955057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.579759 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.00478058 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.130353 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.932072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.422349 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.242554 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.0833694 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.0747816 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.174583 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),0.0641342 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),-0.130169 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),-0.0648923 # DEPENDENCYPART_GRANDPAR
(19,1),(1,21),-0.252782 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),0.067448 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.163258 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.0517552 # DEPENDENCYPART_GRANDPAR
(19,2),(2,9),-0.341878 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.484848 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.0237351 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),0.000316642 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),0.0349605 # DEPENDENCYPART_GRANDPAR
(19,3),(3,9),-0.317364 # DEPENDENCYPART_GRANDPAR
(19,3),(3,10),0.253035 # DEPENDENCYPART_GRANDPAR
(19,3),(3,14),0.0945083 # DEPENDENCYPART_GRANDPAR
(19,3),(3,15),0.353295 # DEPENDENCYPART_GRANDPAR
(19,3),(3,16),0.646298 # DEPENDENCYPART_GRANDPAR
(19,3),(3,18),0.269118 # DEPENDENCYPART_GRANDPAR
(19,3),(3,19),-1.16451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,3),(3,21),-0.266862 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.438126 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),0.0622706 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),0.153803 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),0.0401653 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),0.0161464 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),-0.186185 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),-0.132294 # DEPENDENCYPART_GRANDPAR
(19,4),(4,9),-0.369409 # DEPENDENCYPART_GRANDPAR
(19,4),(4,10),0.222174 # DEPENDENCYPART_GRANDPAR
(19,4),(4,11),0.128022 # DEPENDENCYPART_GRANDPAR
(19,4),(4,14),0.104339 # DEPENDENCYPART_GRANDPAR
(19,4),(4,15),0.31328 # DEPENDENCYPART_GRANDPAR
(19,4),(4,17),0.164501 # DEPENDENCYPART_GRANDPAR
