# _root_ Many investors , trying to outperform the market 's major indexes , have flocked to these small issues in recent weeks .
#goldHeads=2,13,2,2,4,5,8,11,8,11,6,13,0,13,14,18,18,15,14,21,19,13,
#predictedHeads=2,13,2,2,4,5,8,11,8,11,6,2,0,13,14,18,18,15,14,21,19,13,
(6,11),(6,19),0.0605761 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.425501 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.00293017 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.270784 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.371132 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0701833 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.162503 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.208115 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.193305 # DEPENDENCYPART_SIBL
(6,12),(6,22),0.0022159 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0805 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.117226 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.181518 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0618976 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.184469 # DEPENDENCYPART_SIBL
(6,13),(6,22),0.141527 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.295949 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.354956 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.238206 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.358271 # DEPENDENCYPART_SIBL
(6,14),(6,22),0.0330128 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.259689 # DEPENDENCYPART_SIBL
(6,15),(6,19),0.00347398 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.270337 # DEPENDENCYPART_SIBL
(6,15),(6,22),-0.0900053 # DEPENDENCYPART_SIBL
(6,18),(6,19),0.0356515 # DEPENDENCYPART_SIBL
(6,18),(6,21),-0.455666 # DEPENDENCYPART_SIBL
(6,18),(6,22),-0.0234012 # DEPENDENCYPART_SIBL
(6,19),(6,21),-0.126254 # DEPENDENCYPART_SIBL
(6,19),(6,22),-0.0356707 # DEPENDENCYPART_SIBL
(6,21),(6,22),0.00955073 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.153946 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0530454 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0728143 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0445379 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.330271 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.00387009 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.011077 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0733142 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0300969 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0448102 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.105096 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.1065 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0710328 # DEPENDENCYPART_SIBL
(8,2),(8,22),0.107141 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.00253574 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.037736 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.075392 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.266524 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.21401 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0279017 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0745492 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0157641 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0021405 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0433768 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.112669 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0504297 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.0352717 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.12247 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0561807 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.264858 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.00438489 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0145955 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0252969 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0295893 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0764763 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0352161 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0842736 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0340333 # DEPENDENCYPART_SIBL
(8,4),(8,22),0.00785338 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.131027 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.432582 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0336556 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0239318 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0122159 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0750897 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.00508728 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0627581 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.117015 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.00940466 # DEPENDENCYPART_SIBL
(8,5),(8,22),0.045248 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.401001 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.01568 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0511617 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0773626 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0495014 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0089393 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0784273 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.116526 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0842409 # DEPENDENCYPART_SIBL
(8,6),(8,22),-0.000519576 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.37849 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.2452 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.251511 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0388687 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.251893 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.175741 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.395128 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.261737 # DEPENDENCYPART_SIBL
(8,7),(8,22),-0.288686 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0840627 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.125508 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.225644 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.102067 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0351726 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0804418 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.132259 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.162781 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0501131 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0603037 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0285941 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0208549 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0523143 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.059473 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.0381402 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0172231 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0742695 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0635306 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0788801 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.265419 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.0140695 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.408096 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.628327 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.218286 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.597706 # DEPENDENCYPART_SIBL
(8,12),(8,22),0.0434843 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0133612 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.045736 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0254758 # DEPENDENCYPART_SIBL
(8,13),(8,22),0.117411 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0117262 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.0418117 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.0140486 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.0560642 # DEPENDENCYPART_SIBL
(8,15),(8,22),0.0612698 # DEPENDENCYPART_SIBL
(8,18),(8,22),-0.00598882 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.11464 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0254971 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.12355 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0995734 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.120327 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.121365 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0484232 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.00823234 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0264258 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.0369235 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.346049 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.115492 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0177295 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.449086 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.207596 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0308606 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0146392 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.104167 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0390843 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.051442 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.101551 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.0737059 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.193455 # DEPENDENCYPART_SIBL
(11,1),(11,21),0.0969208 # DEPENDENCYPART_SIBL
(11,1),(11,22),-0.05324 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.241666 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0315537 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.00344297 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.224606 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0398659 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0617635 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0762493 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0428005 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0279562 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.116231 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0499556 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0496941 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0507937 # DEPENDENCYPART_SIBL
(11,2),(11,21),-0.0498287 # DEPENDENCYPART_SIBL
(11,2),(11,22),0.0136933 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0998547 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0104981 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.19516 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.134014 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0995028 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0636411 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0209004 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0096977 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.066911 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0156304 # DEPENDENCYPART_SIBL
(11,3),(11,18),4.6442e-05 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.016706 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.0271074 # DEPENDENCYPART_SIBL
(11,3),(11,22),0.144521 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0266792 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.271309 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.10238 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0180226 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0234405 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0242729 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0218445 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0441978 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0772542 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0082888 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.0310417 # DEPENDENCYPART_SIBL
(11,4),(11,21),0.00146129 # DEPENDENCYPART_SIBL
(11,4),(11,22),0.00782912 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.237437 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0551446 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0222588 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.035611 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0737115 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.056949 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0969412 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0935758 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0597126 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.0165262 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.0517986 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.0371941 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.251169 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0399829 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.17458 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0326617 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.319401 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.106065 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.149734 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0678691 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.130666 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0582828 # DEPENDENCYPART_SIBL
(11,7),(11,22),-0.104927 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0152753 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0490561 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.156445 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0127556 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.10269 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.243364 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0823913 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0218505 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.0545305 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.0835391 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.183075 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0174847 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0111571 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.020568 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.00247089 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0121811 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0057315 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.0201059 # DEPENDENCYPART_SIBL
(11,9),(11,22),0.13839 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0297285 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0299641 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.129462 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0646398 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0779267 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.272311 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.0546718 # DEPENDENCYPART_SIBL
(11,10),(11,22),-0.186771 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.533179 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.421961 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.137977 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.672097 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.204014 # DEPENDENCYPART_SIBL
(11,12),(11,21),0.730111 # DEPENDENCYPART_SIBL
(11,12),(11,22),0.0137351 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0333201 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.00813267 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0578358 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.0133937 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.0680743 # DEPENDENCYPART_SIBL
(11,13),(11,22),0.0594023 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0814067 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.000901782 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0728874 # DEPENDENCYPART_SIBL
(11,14),(11,21),0.0103511 # DEPENDENCYPART_SIBL
(11,14),(11,22),0.0371703 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.146112 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.12527 # DEPENDENCYPART_SIBL
(11,15),(11,21),0.148542 # DEPENDENCYPART_SIBL
(11,15),(11,22),0.174924 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.072749 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.211053 # DEPENDENCYPART_SIBL
(11,18),(11,22),0.0200484 # DEPENDENCYPART_SIBL
(11,19),(11,21),0.0952349 # DEPENDENCYPART_SIBL
(11,19),(11,22),0.0302596 # DEPENDENCYPART_SIBL
(11,21),(11,22),-0.00240868 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.310267 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.11399 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.0269871 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0197441 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.137828 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0643346 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.149395 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.144366 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.324517 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.11399 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.131644 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.132913 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.0950961 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.000122824 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.0653494 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.128489 # DEPENDENCYPART_SIBL
(13,1),(13,21),0.0897367 # DEPENDENCYPART_SIBL
(13,1),(13,22),0.093651 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0261146 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.0783276 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.233093 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.283967 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.39394 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.257978 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.348118 # DEPENDENCYPART_SIBL
(13,2),(13,11),-1.02042 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.0261146 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0615775 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.00574754 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.06065 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.0271753 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0453794 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.00784674 # DEPENDENCYPART_SIBL
(13,2),(13,21),-0.0602668 # DEPENDENCYPART_SIBL
(13,2),(13,22),0.0797776 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.210423 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.00843365 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0529909 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.024845 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0287741 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.0228981 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.00362328 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0910338 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0196403 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0176825 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0995362 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0814119 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0753785 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0312706 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.0911991 # DEPENDENCYPART_SIBL
(13,3),(13,22),0.0788231 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0593881 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0316649 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0463786 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0188233 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0334792 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.078897 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.423819 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0522675 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0376936 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0224613 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0286805 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0203734 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.0339948 # DEPENDENCYPART_SIBL
(13,4),(13,21),-0.00287416 # DEPENDENCYPART_SIBL
(13,4),(13,22),0.073868 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0314769 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0430003 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.00510921 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0285353 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.100054 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.140844 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.00171041 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0141608 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0430633 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0669296 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.00357517 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0322522 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.00967747 # DEPENDENCYPART_SIBL
(13,5),(13,22),0.0782855 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0822647 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0493128 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0689558 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.156951 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.020395 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0638799 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.13133 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0972572 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.120156 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.123866 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0243913 # DEPENDENCYPART_SIBL
(13,6),(13,21),-0.108693 # DEPENDENCYPART_SIBL
(13,6),(13,22),-0.111555 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.171913 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.178222 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.532899 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0293291 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.00232345 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0643414 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.00206867 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.00923898 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0288088 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.0129043 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.00204496 # DEPENDENCYPART_SIBL
(13,8),(13,22),0.00429585 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.00465922 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.114688 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0612096 # DEPENDENCYPART_SIBL
(13,9),(13,14),-9.99558e-05 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0188237 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0634235 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0816284 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0756344 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0361462 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.0604422 # DEPENDENCYPART_SIBL
(13,9),(13,22),0.00832738 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.185998 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0116962 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.000562369 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0992349 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.00397176 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0674871 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0702832 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0959718 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.0458226 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.00605419 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.162574 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0161643 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0501876 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0662255 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0747983 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0347765 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.00607287 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0507655 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.0216206 # DEPENDENCYPART_SIBL
