# _root_ Often , Mr. Dinkins 's procrastination prevented him from having a say in the way things turned out , critics claim .
#goldHeads=7,7,4,6,4,7,21,7,7,9,12,10,10,15,13,17,15,17,21,21,0,21,
#predictedHeads=21,21,4,6,4,7,21,7,7,9,12,10,10,16,16,13,12,17,21,21,0,21,
(7,4),(4,6),(4,7),-0.145067 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,6),(4,9),-0.141991 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,6),(4,12),-0.139044 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,6),(4,19),-0.158908 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,6),(4,22),-0.144958 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,6),(4,23),-0.115957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,7),(4,9),-0.147067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,7),(4,12),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,7),(4,19),-0.161397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,7),(4,22),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,7),(4,23),-0.137755 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,4),(4,9),(4,12),-0.145619 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,9),(4,19),-0.148968 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,9),(4,22),-0.144742 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,9),(4,23),-0.0497071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,12),(4,19),-0.158908 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,12),(4,22),-0.144958 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,12),(4,23),-0.12954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,19),(4,22),-0.144938 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,19),(4,23),-0.134984 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,22),(4,23),-0.14799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,4),(4,3),0.0928339 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,2),0.061761 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,1),-0.0376921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,-1),0.0594958 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,4),(4,3),(4,2),-0.0512404 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,3),(4,1),-0.0139616 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,3),(4,-1),0.0466238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,2),(4,1),-0.0584505 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,2),(4,-1),-0.0670854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,1),(4,-1),-0.0346112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,6),(6,7),-0.125783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,8),-0.151153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,9),-0.0770857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,10),-0.125783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,12),-0.0539055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,23),-0.184382 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,7),(6,8),-0.144748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,9),-0.147067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,10),-0.142049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,12),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,22),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,23),-0.137755 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,8),(6,9),-0.144704 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,10),-0.144951 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,12),-0.145337 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,23),-0.221188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,9),(6,10),-0.143881 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,9),(6,12),-0.145619 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,9),(6,22),-0.144742 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,9),(6,23),-0.0497043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,10),(6,12),-0.142064 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,10),(6,22),-0.144708 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,10),(6,23),-0.138452 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,12),(6,22),-0.144958 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,12),(6,23),-0.128054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,22),(6,23),-0.14799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,6),(6,5),-0.0793206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,4),0.0371798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,3),0.0845258 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,2),0.062012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,1),-0.0376921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,-1),0.0615477 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,5),(6,4),-0.0145359 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,5),(6,3),-0.0145359 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,5),(6,2),-0.0212859 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,5),(6,1),-0.0196371 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,5),(6,-1),-0.087709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,4),(6,3),-0.0253716 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,4),(6,2),-0.0593796 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,4),(6,1),-0.019222 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,4),(6,-1),-0.00536116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,3),(6,2),-0.0512345 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,3),(6,1),-0.0139616 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,3),(6,-1),0.0382608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,2),(6,1),-0.0584505 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,2),(6,-1),-0.0668748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,1),(6,-1),-0.0346112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,8),(8,9),-0.0231274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,13),-0.0105446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,23),0.0273355 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,8),(8,9),(8,13),-0.0197478 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,9),(8,23),-0.014964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,13),(8,23),-0.00238212 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,8),(8,-1),-0.170375 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,9),(9,9),(9,10),0.054387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,11),0.00788657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,12),0.0335543 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,13),-0.048202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,16),0.0345122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,17),0.0485117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,19),-0.0411485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,21),0.0561573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,22),-0.0213501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,23),-0.119226 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,9),(9,10),(9,11),-0.0210349 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,12),-0.0241308 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,13),-0.0128858 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,16),-0.0241308 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,17),-0.0195337 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,19),0.00750104 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,21),-0.0195337 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,22),-0.0195722 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,23),-0.0236762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,11),(9,12),-0.0259193 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,13),-0.0218683 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,16),-0.0259193 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,17),-0.0208572 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,19),-0.0203802 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,21),-0.0208572 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,22),-0.0194985 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,23),0.0238608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,12),(9,13),0.0379357 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,12),(9,16),-0.0540203 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,12),(9,17),-0.0327038 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,12),(9,19),-0.0344283 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,12),(9,21),-0.0327038 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,12),(9,22),-0.0211349 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,12),(9,23),0.078567 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,13),(9,16),0.000778777 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,13),(9,17),-0.0245244 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,13),(9,19),-0.0174082 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,13),(9,21),-0.0245244 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,13),(9,22),-0.0194418 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,13),(9,23),-0.0293185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,16),(9,17),-0.0327035 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,16),(9,19),-0.0327692 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,16),(9,21),-0.0327035 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,16),(9,22),-0.0211349 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,16),(9,23),0.0778636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,17),(9,19),0.00750104 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,17),(9,21),-0.0195337 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,17),(9,22),-0.0195722 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,17),(9,23),-0.0295483 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,19),(9,21),-0.0228457 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,19),(9,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,19),(9,23),0.0290338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,21),(9,22),-0.0195722 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,21),(9,23),-0.0219023 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,22),(9,23),-0.0242666 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,9),(9,6),-0.179567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,-1),0.036568 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,9),(9,6),(9,-1),-0.173845 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,10),(10,11),-0.0391943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,12),0.0430864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,13),-0.0548266 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,14),-0.0315153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,15),0.0366913 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,16),0.041968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,17),-0.063316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,19),-0.105509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,20),0.0410644 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,21),-0.0574757 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,22),-0.0411165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,23),0.0853625 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,10),(10,11),(10,12),-0.0237222 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,11),(10,13),-0.0144361 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,11),(10,14),-0.0197892 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,11),(10,15),-0.0237222 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,11),(10,16),-0.0251678 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,11),(10,17),-0.0245636 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,11),(10,19),-0.0191809 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,11),(10,20),-0.0237222 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,11),(10,21),-0.0245636 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,11),(10,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,11),(10,23),-0.040212 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,12),(10,13),-0.0343067 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,12),(10,14),-0.0221721 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,12),(10,15),-0.00206663 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,12),(10,16),-0.00289079 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,12),(10,17),-0.0437736 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,12),(10,19),-0.0581435 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,12),(10,20),-0.00289079 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,12),(10,21),-0.0437695 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,12),(10,22),-0.0145716 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,12),(10,23),-0.0259423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,13),(10,14),-0.0158208 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,13),(10,15),0.00274973 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,13),(10,16),0.000580957 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,13),(10,17),-0.0367974 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,13),(10,19),0.0614445 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,13),(10,20),0.000580999 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,13),(10,21),-0.0367974 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,13),(10,22),-0.0338955 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,13),(10,23),0.0156773 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,14),(10,15),-0.0233035 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,14),(10,16),-0.0247491 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,14),(10,17),-0.0245886 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,14),(10,19),-0.0196476 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,14),(10,20),-0.0233035 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,14),(10,21),-0.0245886 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,14),(10,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,14),(10,23),-0.0347583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,15),(10,16),-0.00289078 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,15),(10,17),-0.0471379 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,15),(10,19),-0.0582457 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,15),(10,20),-0.00289078 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,15),(10,21),-0.0471337 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,15),(10,22),-0.0145716 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,15),(10,23),-0.0266705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,16),(10,17),-0.05265 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,16),(10,19),-0.0559069 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,16),(10,20),-0.00291772 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,16),(10,21),-0.0526458 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,16),(10,22),-0.0145716 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,16),(10,23),-0.0227833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,17),(10,19),-0.00696933 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,17),(10,20),-0.0291389 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,17),(10,21),0.00513617 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,17),(10,22),-0.00281688 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,17),(10,23),-0.0354879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,19),(10,20),-0.0527986 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,19),(10,21),0.0502693 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,19),(10,22),-0.0194414 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,19),(10,23),0.107403 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,20),(10,21),-0.0526458 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,20),(10,22),-0.0145716 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,20),(10,23),-0.0241241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,21),(10,22),-0.00281688 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,21),(10,23),-0.0259162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,22),(10,23),-0.0331959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,10),(10,9),-0.0176273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,8),0.0795714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,7),0.143494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,6),-0.190342 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,-1),-0.234932 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,10),(10,9),(10,8),0.10154 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,9),(10,7),0.110763 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,9),(10,6),-0.145338 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,9),(10,-1),-0.128636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,8),(10,7),0.112264 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,8),(10,6),-0.144813 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,8),(10,-1),-0.131546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,7),(10,6),-0.145197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,7),(10,-1),-0.135574 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,10),(10,6),(10,-1),-0.163558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,12),(12,13),-0.0792756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,14),-0.0891218 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,15),0.0362269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,16),0.0246637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,17),-0.0336709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,19),0.0777716 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,20),0.0376182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,21),-0.0343248 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,22),0.00656601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,23),0.0403283 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,12),(12,13),(12,14),-0.0258223 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,13),(12,15),-0.0419492 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,13),(12,16),-0.0419492 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,13),(12,17),-0.0181091 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,13),(12,19),0.0111615 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,13),(12,20),-0.0419492 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,13),(12,21),-0.0174164 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,13),(12,22),-0.0213924 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,13),(12,23),-0.0564372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,14),(12,15),-0.0434576 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,14),(12,16),-0.0434576 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,14),(12,17),-0.0204699 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,14),(12,19),-0.00693947 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,14),(12,20),-0.0434576 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,14),(12,21),-0.0204699 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,14),(12,22),-0.0208141 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,14),(12,23),0.0454827 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,15),(12,16),-0.0152969 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,15),(12,17),-0.00725503 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,15),(12,19),-0.0542739 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,15),(12,20),-0.0152969 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,15),(12,21),-0.00725488 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,15),(12,22),-0.0209326 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,15),(12,23),-0.00895558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,16),(12,17),-0.00725503 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,16),(12,19),-0.0542739 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,16),(12,20),-0.0152969 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,16),(12,21),-0.00725488 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,16),(12,22),-0.0209326 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,16),(12,23),-0.0177758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,17),(12,19),-0.0537561 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,17),(12,20),-0.0298479 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,17),(12,21),-0.0060922 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,17),(12,22),-0.0198145 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,17),(12,23),-0.0364759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,19),(12,20),-0.0500974 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,19),(12,21),-0.0101832 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,19),(12,22),-0.0194519 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,19),(12,23),-0.0327441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,20),(12,21),-0.00725488 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,20),(12,22),-0.0209326 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,20),(12,23),-0.0100338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,21),(12,22),-0.0198145 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,21),(12,23),-0.0348465 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,22),(12,23),-0.0121011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,12),(12,11),0.0985901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,10),0.130129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,9),0.162241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,8),0.107031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,7),0.130291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
