# _root_ The Financial Times 100-share index shed 47.3 points to close at 2082.1 , down 4.5 % from the previous Friday and 6.8 % from Oct. 13 , when Wall Street 's plunge helped spark the current weakness in London .
#goldHeads=5,5,5,5,6,0,8,6,10,6,10,11,10,21,16,14,14,20,20,17,10,23,16,17,24,25,25,34,30,32,30,33,25,33,37,37,34,37,38,6,
#predictedHeads=5,5,5,5,6,0,8,6,10,6,10,11,10,10,16,14,14,21,21,21,17,23,21,14,24,25,25,34,30,32,30,33,25,33,37,37,34,37,38,6,
(0,33),(33,32),(33,30),0.105897 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,32),(33,29),0.10587 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,32),(33,28),0.0516798 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,32),(33,27),0.284294 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,32),(33,26),0.104796 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,32),(33,25),0.104597 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,32),(33,24),-0.075262 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,32),(33,23),0.105898 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,32),(33,22),0.104796 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,32),(33,21),0.131635 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,32),(33,20),0.105326 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,32),(33,19),0.0905629 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,32),(33,18),0.0802404 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,32),(33,17),-0.075262 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,32),(33,16),0.105898 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,32),(33,14),0.109481 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,32),(33,13),0.284294 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,32),(33,11),-0.0778305 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,32),(33,10),0.12175 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,32),(33,8),0.109988 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,32),(33,6),0.12175 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,32),(33,3),0.104509 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,32),(33,2),0.105897 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,32),(33,-1),0.0623213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,33),(33,30),(33,29),0.105822 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,30),(33,28),0.0516798 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,30),(33,27),0.284282 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,30),(33,26),0.104796 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,30),(33,25),0.104549 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,30),(33,24),-0.0752669 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,30),(33,23),0.10585 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,30),(33,22),0.104796 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,30),(33,21),0.131635 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,30),(33,20),0.105278 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,30),(33,19),0.0905629 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,30),(33,18),0.0802404 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,30),(33,17),-0.0752669 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,30),(33,16),0.10585 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,30),(33,14),0.109481 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,30),(33,13),0.284282 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,30),(33,11),-0.0778354 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,30),(33,10),0.121451 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,30),(33,8),0.109941 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,30),(33,6),0.121452 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,30),(33,3),0.104462 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,30),(33,2),0.10585 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,30),(33,-1),0.0654683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,33),(33,29),(33,28),0.0516798 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,29),(33,27),0.284256 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,29),(33,26),0.104796 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,29),(33,25),0.104597 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,29),(33,24),-0.075262 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,29),(33,23),0.105898 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,29),(33,22),0.104796 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,29),(33,21),0.131635 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,29),(33,20),0.105326 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,29),(33,19),0.0905629 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,29),(33,18),0.0802404 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,29),(33,17),-0.075262 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,29),(33,16),0.105898 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,29),(33,14),0.109481 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,29),(33,13),0.284256 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,29),(33,11),-0.0778305 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,29),(33,10),0.12175 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,29),(33,8),0.109988 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,29),(33,6),0.12175 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,29),(33,3),0.104509 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,29),(33,2),0.105897 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,29),(33,-1),0.0633464 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,33),(33,28),(33,27),0.0969043 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,28),(33,26),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,28),(33,25),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,28),(33,24),0.109472 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,28),(33,23),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,28),(33,22),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,28),(33,21),0.108152 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,28),(33,20),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,28),(33,19),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,28),(33,18),0.107754 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,28),(33,17),0.109472 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,28),(33,16),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,28),(33,14),0.101525 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,28),(33,13),0.0969043 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,28),(33,11),0.109489 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,28),(33,10),0.106701 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,28),(33,8),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,28),(33,6),0.106701 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,28),(33,3),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,28),(33,2),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,28),(33,-1),-0.245108 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,33),(33,27),(33,26),0.093318 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,27),(33,25),0.107713 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,27),(33,24),0.308774 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,27),(33,23),0.09958 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,27),(33,22),0.093318 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,27),(33,21),0.0964949 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,27),(33,20),0.110574 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,27),(33,19),0.139948 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,27),(33,18),0.119908 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,27),(33,17),0.308774 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,27),(33,16),0.09958 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,27),(33,14),0.155379 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,27),(33,13),0.072063 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,27),(33,11),0.312154 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,27),(33,10),0.0880974 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,27),(33,8),0.0998644 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,27),(33,6),0.0880982 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,27),(33,3),0.101821 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,27),(33,2),0.101821 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,27),(33,-1),-0.349652 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,33),(33,26),(33,25),0.104272 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,26),(33,24),0.105998 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,26),(33,23),0.104831 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,26),(33,22),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,26),(33,21),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,26),(33,20),0.104831 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,26),(33,19),0.109258 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,26),(33,18),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,26),(33,17),0.105998 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,26),(33,16),0.104831 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,26),(33,14),0.104053 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,26),(33,13),0.133559 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,26),(33,11),0.105957 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,26),(33,10),0.108989 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,26),(33,8),0.104831 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,26),(33,6),0.108989 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,26),(33,3),0.104831 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,26),(33,2),0.104831 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,26),(33,-1),-0.101245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,33),(33,25),(33,24),-0.075262 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,25),(33,23),0.105898 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,25),(33,22),0.104796 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,25),(33,21),0.137906 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,25),(33,20),0.105326 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,25),(33,19),0.0905629 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,25),(33,18),0.0802404 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,25),(33,17),-0.075262 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,25),(33,16),0.105898 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,25),(33,14),0.109481 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,25),(33,13),0.280785 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,25),(33,11),-0.0778305 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,25),(33,10),0.12175 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,25),(33,8),0.109988 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,25),(33,6),0.12175 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,25),(33,3),0.104509 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,25),(33,2),0.105897 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,25),(33,-1),0.06009 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,33),(33,24),(33,23),0.162678 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,24),(33,22),0.105492 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,24),(33,21),0.098562 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,24),(33,20),0.167549 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,24),(33,19),0.10344 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,24),(33,18),0.109269 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,24),(33,17),0.116749 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,24),(33,16),0.162678 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,24),(33,14),0.0594582 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,24),(33,13),0.113959 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,24),(33,11),0.115604 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,24),(33,10),0.100767 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,24),(33,8),0.16266 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,24),(33,6),0.100767 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,24),(33,3),0.162679 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,24),(33,2),0.162679 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,24),(33,-1),-0.233104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,33),(33,23),(33,22),0.104796 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,23),(33,21),0.133162 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,23),(33,20),0.106411 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,23),(33,19),0.0905629 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,23),(33,18),0.0802404 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,23),(33,17),-0.0752863 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,23),(33,16),0.106983 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,23),(33,14),0.107462 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,23),(33,13),0.285692 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,23),(33,11),-0.0778549 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,23),(33,10),0.12175 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,23),(33,8),0.111074 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,23),(33,6),0.12175 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,23),(33,3),0.105594 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,23),(33,2),0.106983 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,23),(33,-1),0.0644235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,33),(33,22),(33,21),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,22),(33,20),0.104831 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,22),(33,19),0.109258 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,22),(33,18),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,22),(33,17),0.105998 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,22),(33,16),0.104831 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,22),(33,14),0.104053 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,22),(33,13),0.133559 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,22),(33,11),0.105957 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,22),(33,10),0.108989 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,22),(33,8),0.104831 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,22),(33,6),0.108989 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,22),(33,3),0.104831 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,22),(33,2),0.104831 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,22),(33,-1),-0.101245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,33),(33,21),(33,20),-0.0591299 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,21),(33,19),0.301298 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,21),(33,18),0.0911656 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,21),(33,17),-0.116054 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,21),(33,16),-0.0520956 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,21),(33,14),0.192316 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,21),(33,13),0.354841 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,21),(33,11),-0.00234845 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,21),(33,10),0.13924 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,21),(33,8),-0.0147778 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,21),(33,6),0.134062 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,21),(33,3),-0.0366583 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,21),(33,2),0.00155703 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,21),(33,-1),0.0117654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,33),(33,20),(33,19),0.0903737 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,20),(33,18),0.0802404 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,20),(33,17),-0.0626811 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,20),(33,16),0.110633 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,20),(33,14),0.108345 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,20),(33,13),0.287619 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,20),(33,11),-0.0652496 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,20),(33,10),0.121172 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,20),(33,8),0.114724 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,20),(33,6),0.121173 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,20),(33,3),0.109245 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,20),(33,2),0.110633 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,20),(33,-1),0.0554824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,33),(33,19),(33,18),0.106852 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,19),(33,17),0.106206 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,19),(33,16),0.0991534 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,19),(33,14),0.106267 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,19),(33,13),0.138326 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,19),(33,11),0.106192 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,19),(33,10),0.108853 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,19),(33,8),0.0991657 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,19),(33,6),0.108853 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,19),(33,3),0.0991657 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,19),(33,2),0.0991657 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,19),(33,-1),-0.0625869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,33),(33,18),(33,17),0.0986801 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,18),(33,16),0.113404 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,18),(33,14),0.118218 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,18),(33,13),0.143836 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,18),(33,11),0.0974212 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,18),(33,10),0.109893 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,18),(33,8),0.113404 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,18),(33,6),0.109893 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,18),(33,3),0.113404 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,18),(33,2),0.113404 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,18),(33,-1),-0.129852 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,33),(33,17),(33,16),0.162678 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,17),(33,14),0.0594582 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,17),(33,13),0.113959 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,17),(33,11),0.115604 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,17),(33,10),0.100767 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,17),(33,8),0.16266 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,17),(33,6),0.100767 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,17),(33,3),0.162679 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,17),(33,2),0.162679 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,17),(33,-1),-0.233104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,33),(33,16),(33,14),0.107462 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,16),(33,13),0.285692 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,16),(33,11),-0.0778549 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,16),(33,10),0.12175 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,16),(33,8),0.111074 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,16),(33,6),0.12175 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,16),(33,3),0.105594 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,16),(33,2),0.106983 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,16),(33,-1),0.0644235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,33),(33,14),(33,13),0.101901 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,14),(33,11),0.110107 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,14),(33,10),0.102514 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,14),(33,8),0.158347 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,14),(33,6),0.102514 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,14),(33,3),0.158347 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,14),(33,2),0.158347 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,14),(33,-1),-0.17418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,33),(33,13),(33,11),0.312154 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,13),(33,10),0.0880974 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,13),(33,8),0.0998644 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,13),(33,6),0.0880982 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,13),(33,3),0.101821 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,13),(33,2),0.101821 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,13),(33,-1),-0.349652 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,33),(33,11),(33,10),0.100811 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,11),(33,8),0.165542 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,11),(33,6),0.100811 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,11),(33,3),0.165561 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,11),(33,2),0.165561 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,11),(33,-1),-0.216063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,33),(33,10),(33,8),0.0536188 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,10),(33,6),0.108185 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,10),(33,3),0.0536188 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,10),(33,2),0.0536188 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,10),(33,-1),-0.0577381 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,33),(33,8),(33,6),0.12175 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,8),(33,3),0.104343 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,8),(33,2),0.105731 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,8),(33,-1),0.06295 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,33),(33,6),(33,3),0.0543284 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,6),(33,2),0.0543284 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,6),(33,-1),-0.057653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,33),(33,3),(33,2),0.105897 # DEPENDENCYPART_GRANDSIBL
(0,33),(33,3),(33,-1),0.0632671 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,33),(33,2),(33,-1),0.0633642 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,34),(34,34),(34,35),-0.00587567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,34),(34,34),(34,36),0.0588919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,34),(34,34),(34,37),-0.0281103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,34),(34,34),(34,38),-0.165635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,34),(34,34),(34,39),-0.0279861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,34),(34,34),(34,40),-0.111076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,34),(34,34),(34,41),-0.195809 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,34),(34,35),(34,36),-0.0218268 # DEPENDENCYPART_GRANDSIBL
(0,34),(34,35),(34,37),-0.000291251 # DEPENDENCYPART_GRANDSIBL
(0,34),(34,35),(34,38),-0.025485 # DEPENDENCYPART_GRANDSIBL
(0,34),(34,35),(34,39),-0.000291251 # DEPENDENCYPART_GRANDSIBL
(0,34),(34,35),(34,40),-0.0167013 # DEPENDENCYPART_GRANDSIBL
(0,34),(34,35),(34,41),-0.0273276 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,34),(34,36),(34,37),-0.0206285 # DEPENDENCYPART_GRANDSIBL
(0,34),(34,36),(34,38),0.00857596 # DEPENDENCYPART_GRANDSIBL
(0,34),(34,36),(34,39),-0.0206285 # DEPENDENCYPART_GRANDSIBL
(0,34),(34,36),(34,40),0.0680269 # DEPENDENCYPART_GRANDSIBL
(0,34),(34,36),(34,41),-0.0328261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,34),(34,37),(34,38),0.0661205 # DEPENDENCYPART_GRANDSIBL
(0,34),(34,37),(34,39),0.0259389 # DEPENDENCYPART_GRANDSIBL
(0,34),(34,37),(34,40),0.0527497 # DEPENDENCYPART_GRANDSIBL
(0,34),(34,37),(34,41),-0.0753363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,34),(34,38),(34,39),-0.00345167 # DEPENDENCYPART_GRANDSIBL
(0,34),(34,38),(34,40),0.111623 # DEPENDENCYPART_GRANDSIBL
