# _root_ So any bearish indicator , such as Friday 's precipitous drop in the stock market , sends shivers through the oil markets as well .
#goldHeads=17,4,4,17,4,7,4,11,8,11,7,11,15,15,12,4,0,17,17,22,22,19,17,23,17,
#predictedHeads=17,4,4,1,17,7,4,11,8,11,7,11,15,15,12,17,0,17,17,22,22,19,17,23,17,
(6,1),(6,16),0.207396 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.234574 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.130528 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0169325 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.124055 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0868879 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0929414 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.149143 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0479452 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.032851 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.0628033 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0609955 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.00959585 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.117372 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.566011 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0222592 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0596463 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0535211 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.029037 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0264436 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.114263 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.00376741 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.161134 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.302483 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.00117509 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0047782 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0991667 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.000716541 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.00973004 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0443991 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.0313073 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0194996 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0653601 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.122575 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.232223 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0953634 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.129741 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.014296 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0368089 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.127998 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.278205 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0912542 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.185572 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.161184 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.128911 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.169512 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0163664 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0675526 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0654105 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0297294 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.104816 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.127282 # DEPENDENCYPART_SIBL
(6,8),(6,19),0.0867389 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0799844 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.145168 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.155404 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.140387 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.0297529 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0634554 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.142715 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.027725 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.0365742 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0511712 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.0191963 # DEPENDENCYPART_SIBL
(6,11),(6,19),0.0247308 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0443492 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.0854741 # DEPENDENCYPART_SIBL
(6,16),(6,19),0.143135 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0448401 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.00076156 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.00165338 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.220858 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.000114795 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0939136 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.115698 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.100941 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.148821 # DEPENDENCYPART_SIBL
(7,1),(7,12),-9.62463e-06 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.194917 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.029264 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0147689 # DEPENDENCYPART_SIBL
(7,1),(7,23),-0.086969 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0525515 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0343626 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0291248 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0387845 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.107132 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0096474 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.138125 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.104481 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.00112323 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.135299 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0404379 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.00222124 # DEPENDENCYPART_SIBL
(7,2),(7,23),-0.12895 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0406828 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.184257 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0360459 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0144021 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0698444 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.113672 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0150059 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.155035 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0582541 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0645807 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.063549 # DEPENDENCYPART_SIBL
(7,3),(7,23),-0.081929 # DEPENDENCYPART_SIBL
(7,4),(7,5),-5.66781e-05 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0942372 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0058765 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.00334952 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0648258 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0591272 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0577856 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.104274 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.00746483 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.026042 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.0439007 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0357206 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0156543 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.183149 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0560861 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.12834 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0312836 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.174971 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.978259 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.130008 # DEPENDENCYPART_SIBL
(7,5),(7,23),-0.0532484 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.320943 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.084633 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0258815 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.318169 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0754401 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.273661 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0214925 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0725572 # DEPENDENCYPART_SIBL
(7,6),(7,23),0.309965 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.339103 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.365802 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.736488 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.188563 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.745062 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0959912 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.685007 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.0372384 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0505499 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.440286 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0995981 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.441399 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0892485 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.462132 # DEPENDENCYPART_SIBL
(7,9),(7,23),0.150602 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.471546 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.113754 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.481477 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0115576 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.534702 # DEPENDENCYPART_SIBL
(7,10),(7,23),0.0564894 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.203136 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.881263 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.0185396 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.73765 # DEPENDENCYPART_SIBL
(7,11),(7,23),0.0546143 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.168725 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.105102 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.417349 # DEPENDENCYPART_SIBL
(7,12),(7,23),0.121543 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.00938845 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.76136 # DEPENDENCYPART_SIBL
(7,15),(7,23),0.00783179 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0895536 # DEPENDENCYPART_SIBL
(7,16),(7,23),0.662996 # DEPENDENCYPART_SIBL
(7,17),(7,23),0.111876 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0763194 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0546863 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.106026 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.032298 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0287573 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0225314 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.015721 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0233661 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.140201 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.234958 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0189092 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.494125 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0603299 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.157851 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0708564 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.169836 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0802434 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0263501 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.118388 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0177912 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00517724 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0754912 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0117474 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.221539 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.114621 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0094697 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.110539 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0550675 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.116127 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.215187 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.185572 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.240257 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.293486 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.201821 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.094938 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.103291 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0963931 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0801557 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0263321 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.025064 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.289872 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.248872 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0808264 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0381746 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.301578 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.090554 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0745978 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0168258 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0476265 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0492073 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0917029 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0653122 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0625502 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0173843 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0548332 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0193375 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.151451 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.174392 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.081005 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.198025 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.355761 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.100282 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0906779 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0171575 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0684748 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0219613 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.271315 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0409376 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0741599 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.00978846 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0995553 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.061807 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0799411 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.250504 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0953106 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0809793 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.00594579 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0330835 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0607127 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.00559178 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.00568012 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.00586432 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.021983 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.00270399 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0378899 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.00220543 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.0028134 # DEPENDENCYPART_SIBL
(11,1),(11,22),-0.0326123 # DEPENDENCYPART_SIBL
(11,1),(11,23),-0.0190977 # DEPENDENCYPART_SIBL
(11,1),(11,24),-0.0206118 # DEPENDENCYPART_SIBL
(11,1),(11,25),0.070517 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0287719 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.123213 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.187267 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0284722 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0334316 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0927929 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0156713 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0223981 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.17388 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0658634 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.153306 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0218338 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.147424 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0349047 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.01517 # DEPENDENCYPART_SIBL
(11,2),(11,21),0.103451 # DEPENDENCYPART_SIBL
(11,2),(11,22),-0.0237616 # DEPENDENCYPART_SIBL
(11,2),(11,23),0.0959268 # DEPENDENCYPART_SIBL
(11,2),(11,24),0.120095 # DEPENDENCYPART_SIBL
(11,2),(11,25),0.046303 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.130299 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.313537 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.103989 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.127027 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0253713 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0299608 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0463808 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0208356 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0517779 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.116304 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0516471 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.043108 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0274659 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.194038 # DEPENDENCYPART_SIBL
(11,3),(11,21),0.0824543 # DEPENDENCYPART_SIBL
(11,3),(11,22),0.0492276 # DEPENDENCYPART_SIBL
(11,3),(11,23),0.187556 # DEPENDENCYPART_SIBL
(11,3),(11,24),0.0380997 # DEPENDENCYPART_SIBL
(11,3),(11,25),0.010546 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.150268 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.109764 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0548426 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0394618 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.00993596 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0681707 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0661957 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0399262 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0355674 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0355131 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0276206 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0397071 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.136918 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.00219973 # DEPENDENCYPART_SIBL
(11,4),(11,22),-0.0400392 # DEPENDENCYPART_SIBL
(11,4),(11,23),-0.0197798 # DEPENDENCYPART_SIBL
(11,4),(11,24),0.00612004 # DEPENDENCYPART_SIBL
(11,4),(11,25),-0.0752473 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0516508 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.179611 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0417402 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.169315 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.125471 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0358884 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0148244 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.00185312 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0272709 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.0128932 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0592972 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.129815 # DEPENDENCYPART_SIBL
(11,5),(11,21),0.00394801 # DEPENDENCYPART_SIBL
(11,5),(11,22),-0.0718669 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.00103269 # DEPENDENCYPART_SIBL
(11,5),(11,24),-0.00539649 # DEPENDENCYPART_SIBL
(11,5),(11,25),0.0475768 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.241324 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0927721 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.110061 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.140434 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0100793 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0222945 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0415652 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.185715 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0715534 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0391906 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.157459 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.00862742 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.0174315 # DEPENDENCYPART_SIBL
(11,6),(11,23),0.33731 # DEPENDENCYPART_SIBL
(11,6),(11,24),-0.0661752 # DEPENDENCYPART_SIBL
(11,6),(11,25),-0.117151 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0262958 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.063301 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0946855 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0995872 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0494242 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0364121 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.130245 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0318929 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0200363 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.017954 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0445746 # DEPENDENCYPART_SIBL
(11,7),(11,22),-0.0150057 # DEPENDENCYPART_SIBL
(11,7),(11,23),0.320506 # DEPENDENCYPART_SIBL
(11,7),(11,24),-0.0284418 # DEPENDENCYPART_SIBL
(11,7),(11,25),0.0365431 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.04606 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.00618685 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.100293 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0633228 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0454839 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.138165 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0408092 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.10099 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.215907 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.040631 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.0873961 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.0401513 # DEPENDENCYPART_SIBL
(11,8),(11,24),-0.0511817 # DEPENDENCYPART_SIBL
(11,8),(11,25),-0.0400539 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.15782 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0272144 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0312745 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0100607 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.054632 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0184825 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0375183 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0734256 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0145573 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.0300069 # DEPENDENCYPART_SIBL
(11,9),(11,23),0.0332346 # DEPENDENCYPART_SIBL
(11,9),(11,24),0.0168389 # DEPENDENCYPART_SIBL
(11,9),(11,25),0.192218 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0277014 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0543848 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.118912 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0542571 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0483135 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0300615 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.182489 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.0850613 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.0518232 # DEPENDENCYPART_SIBL
(11,10),(11,23),0.190154 # DEPENDENCYPART_SIBL
(11,10),(11,24),0.0406974 # DEPENDENCYPART_SIBL
(11,10),(11,25),0.0131557 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.23061 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.288284 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.230881 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.105007 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.188682 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.237082 # DEPENDENCYPART_SIBL
(11,12),(11,21),0.219819 # DEPENDENCYPART_SIBL
(11,12),(11,22),0.159982 # DEPENDENCYPART_SIBL
(11,12),(11,23),0.237422 # DEPENDENCYPART_SIBL
(11,12),(11,24),0.257476 # DEPENDENCYPART_SIBL
