# _root_ Among rail and highway accounts , the agreement provides $ 615 million for Amtrak , including $ 85 million for capital improvements .
#goldHeads=9,1,2,5,3,9,8,9,0,9,10,10,10,13,10,10,16,17,17,16,22,20,9,
#predictedHeads=9,1,2,5,3,9,8,9,0,9,10,10,9,13,10,10,16,17,17,17,22,20,9,
(8,6),(8,20),-0.0395663 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.0341642 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.220426 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.161432 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.129988 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0290896 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.162939 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.161432 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.129988 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.117017 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0338968 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0164006 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.230974 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.202396 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0338968 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.0164006 # DEPENDENCYPART_SIBL
(8,9),(8,23),0.0804607 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0906796 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.226221 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.183562 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.135339 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.0906796 # DEPENDENCYPART_SIBL
(8,10),(8,23),0.0619604 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.146709 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.236616 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0607689 # DEPENDENCYPART_SIBL
(8,13),(8,20),0.0240236 # DEPENDENCYPART_SIBL
(8,13),(8,23),0.161281 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.972432 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.127008 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.124539 # DEPENDENCYPART_SIBL
(8,15),(8,23),-0.0644571 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0351056 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.0332078 # DEPENDENCYPART_SIBL
(8,16),(8,23),-0.0328159 # DEPENDENCYPART_SIBL
(8,17),(8,20),0.0906796 # DEPENDENCYPART_SIBL
(8,17),(8,23),0.0619604 # DEPENDENCYPART_SIBL
(8,20),(8,23),0.161281 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0149578 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.16982 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0149071 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.065219 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.315199 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0954889 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.00894211 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0801241 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0438547 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0880195 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0634015 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0467456 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.00540264 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0374497 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.0801241 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.0634015 # DEPENDENCYPART_SIBL
(9,1),(9,22),0.0926523 # DEPENDENCYPART_SIBL
(9,1),(9,23),0.132766 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.339026 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.731754 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.418713 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.077065 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.497695 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.741601 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.00415846 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0492396 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0248954 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0522861 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0425277 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0213054 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.066171 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.00415846 # DEPENDENCYPART_SIBL
(9,2),(9,20),0.0522861 # DEPENDENCYPART_SIBL
(9,2),(9,22),0.0211557 # DEPENDENCYPART_SIBL
(9,2),(9,23),0.00350723 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.000134724 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0245154 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0587027 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0915271 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0121896 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0108482 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0612577 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0449717 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0340725 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0732969 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0634538 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0448371 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0108482 # DEPENDENCYPART_SIBL
(9,3),(9,20),0.0340725 # DEPENDENCYPART_SIBL
(9,3),(9,22),0.00866777 # DEPENDENCYPART_SIBL
(9,3),(9,23),0.101272 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.418747 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0759542 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.497695 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.741158 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0014317 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0448771 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0205329 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0245044 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0475921 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0208503 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0710449 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0014317 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.0245044 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.0154836 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.00557793 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0790117 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.11258 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.226509 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0543642 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0894728 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0704504 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.00807774 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0673911 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0705456 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.101362 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0543642 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.00807774 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.0288488 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.0515209 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0412148 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0130032 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0529756 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0845621 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.047809 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.00036597 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.00151877 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0635763 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.105972 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0529756 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.00036597 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.0159233 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.00390426 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.193677 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.172015 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.175626 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.148726 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.000999201 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.180023 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0679912 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.160324 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.172015 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.000999201 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.145971 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.221543 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0305512 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0232604 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.00108379 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.133701 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0096458 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0301835 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0428423 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0305512 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.133701 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.056758 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.0535219 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.053851 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0199753 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.153894 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.142896 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0498318 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0374571 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.301172 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.153894 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.3205 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.0391215 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0147924 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0635113 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.174618 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.071554 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.062364 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0699616 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.0635113 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.302632 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.0288847 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0441118 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.141408 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0578142 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.062807 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0710388 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0441118 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.300763 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.0319428 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.152197 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0585374 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.011145 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.15243 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.105342 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.147693 # DEPENDENCYPART_SIBL
(9,13),(9,23),0.0949594 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0151205 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0384915 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0105625 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.00413411 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.184759 # DEPENDENCYPART_SIBL
(9,14),(9,23),0.0111463 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.679943 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0111773 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.125994 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.00879901 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.0106429 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.207703 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.192703 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.324523 # DEPENDENCYPART_SIBL
(9,16),(9,23),-0.035855 # DEPENDENCYPART_SIBL
(9,17),(9,20),0.153894 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.3205 # DEPENDENCYPART_SIBL
(9,17),(9,23),-0.0391215 # DEPENDENCYPART_SIBL
(9,20),(9,22),-0.147693 # DEPENDENCYPART_SIBL
(9,20),(9,23),0.0949594 # DEPENDENCYPART_SIBL
(9,22),(9,23),0.0858174 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0332365 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0630032 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0191856 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.217778 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0317908 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0257636 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.00363264 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0578817 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0452562 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0341574 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0406413 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0399008 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.100949 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.126496 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.0315852 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0452562 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.0341574 # DEPENDENCYPART_SIBL
(10,1),(10,23),-0.0375089 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0280745 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.10046 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0942958 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0704669 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0906669 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0802318 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0402882 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.052266 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0147782 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.01532 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0760701 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.00764379 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.030907 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.0295666 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.052266 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.0147782 # DEPENDENCYPART_SIBL
(10,2),(10,23),-0.0655285 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.00239259 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0790926 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.203623 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0157175 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0151659 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0420475 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.130568 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.00210914 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.102317 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0965132 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0617719 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0899093 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0527403 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.130568 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.00210914 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.0538032 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.034868 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.065759 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.065611 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.025336 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0186681 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0625968 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0142199 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.046468 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.00334336 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0309969 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0767336 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.00797086 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0625968 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0142199 # DEPENDENCYPART_SIBL
(10,5),(10,23),-0.0552191 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0610736 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.102884 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.00765668 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.107156 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.210232 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0325115 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.136219 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0628719 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.126647 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.145546 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.117884 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.210232 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0325115 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.096193 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.076926 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0105066 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.130114 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0273955 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.149541 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0161123 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.108466 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.102819 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0209126 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.11918 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.0273955 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.149541 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.0489599 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.080229 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0399245 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0526298 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0400782 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0134179 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0650761 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.00911361 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0308469 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0292029 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0526298 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.0400782 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.0510902 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.00448728 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0816467 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0421143 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.000237515 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0551184 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0480816 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0845508 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0151802 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0816467 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0421143 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.0668461 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.234261 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.00565395 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.11711 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.00829002 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.167545 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.193712 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.117459 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.234261 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.00565395 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.00620132 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0618217 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0458989 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0818435 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.20321 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.194148 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0996036 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.253924 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.0618217 # DEPENDENCYPART_SIBL
(10,12),(10,23),0.0384997 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0149249 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.207259 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.180472 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.25166 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0586805 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0633825 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0405969 # DEPENDENCYPART_SIBL
(10,13),(10,23),0.21581 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.121426 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0416437 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.168646 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0934978 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.0297565 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0783767 # DEPENDENCYPART_SIBL
(10,14),(10,23),0.0129787 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.749956 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.409187 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0754234 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0654498 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.053129 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.0206467 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0563068 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.136941 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0356051 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.127451 # DEPENDENCYPART_SIBL
(10,16),(10,23),0.0162548 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.247297 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.38727 # DEPENDENCYPART_SIBL
(10,17),(10,20),0.0799357 # DEPENDENCYPART_SIBL
(10,17),(10,23),0.0518855 # DEPENDENCYPART_SIBL
(10,18),(10,19),0.250917 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.00718087 # DEPENDENCYPART_SIBL
(10,18),(10,23),0.0181216 # DEPENDENCYPART_SIBL
(10,19),(10,20),0.0618217 # DEPENDENCYPART_SIBL
(10,19),(10,23),0.0384997 # DEPENDENCYPART_SIBL
(10,20),(10,23),0.21581 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.00733185 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0203839 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0520475 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.0495182 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.29689 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.398589 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0470013 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.0420453 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.184138 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.0663906 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0159224 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.0404323 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.00919206 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.0743305 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.307172 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.188194 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.203249 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.149001 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0782444 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.019237 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0260803 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.0591808 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.00678939 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.0258945 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.186095 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.13041 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.027395 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0349458 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.00180849 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.087733 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0180257 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0239594 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.00781958 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.156664 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.234962 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.42984 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.00667081 # DEPENDENCYPART_SIBL
