# _root_ While the third-quarter earnings were a `` moderate disappointment , '' he said , `` the real bad news is the intensity of price competition '' in the premium-beer sector .
#goldHeads=5,4,4,5,20,9,9,9,5,13,13,13,20,13,13,19,19,19,20,0,22,20,22,25,23,25,25,30,30,27,20,
#predictedHeads=5,4,4,5,20,9,9,9,5,13,13,13,20,13,20,19,19,19,20,0,22,20,22,25,23,25,25,30,30,27,20,
(19,9),(9,15),0.110615 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),0.13793 # DEPENDENCYPART_GRANDPAR
(19,9),(9,17),0.495066 # DEPENDENCYPART_GRANDPAR
(19,9),(9,18),0.497392 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-1.3769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,20),-0.784348 # DEPENDENCYPART_GRANDPAR
(19,9),(9,22),-0.902838 # DEPENDENCYPART_GRANDPAR
(19,9),(9,23),-0.663203 # DEPENDENCYPART_GRANDPAR
(19,9),(9,25),-0.882016 # DEPENDENCYPART_GRANDPAR
(19,9),(9,30),-1.09754 # DEPENDENCYPART_GRANDPAR
(19,9),(9,31),-1.29667 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),-0.92332 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-0.307215 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.861358 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.619222 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.539462 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.0233562 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.224373 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.417887 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),0.0296018 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.0503928 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.28811 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.00361348 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),0.106656 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),0.346773 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.333861 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-1.52171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.870168 # DEPENDENCYPART_GRANDPAR
(19,13),(13,22),-1.04765 # DEPENDENCYPART_GRANDPAR
(19,13),(13,26),-0.62224 # DEPENDENCYPART_GRANDPAR
(19,13),(13,31),-1.34977 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),0.0022028 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.402881 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.650106 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.312559 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.28648 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),0.128457 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.154236 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.023037 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.446506 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.37427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.703356 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.900215 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.628978 # DEPENDENCYPART_GRANDPAR
(19,17),(17,25),-0.87939 # DEPENDENCYPART_GRANDPAR
(19,17),(17,26),-0.524479 # DEPENDENCYPART_GRANDPAR
(19,17),(17,27),-0.460219 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.310059 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),0.131729 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.157119 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.0192745 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.457061 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.37407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.703151 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.90001 # DEPENDENCYPART_GRANDPAR
(19,20),(20,1),-1.60455 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-0.800766 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-1.26887 # DEPENDENCYPART_GRANDPAR
(19,20),(20,7),-0.659054 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-0.717453 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-1.10783 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.529633 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.676903 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.837236 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.97991 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.534298 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.426944 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.534575 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.104886 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.117057 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.932895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.336205 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.281405 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.172685 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.357311 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.274885 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),-0.033453 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),0.102433 # DEPENDENCYPART_GRANDPAR
(19,20),(20,30),-0.479989 # DEPENDENCYPART_GRANDPAR
(19,20),(20,31),-0.828496 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.354989 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-0.519616 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.0695117 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.0816822 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.874534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),-0.0875786 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.0862587 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.258731 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.410608 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.318574 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.0551205 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.125824 # DEPENDENCYPART_GRANDPAR
(19,22),(22,30),-0.537094 # DEPENDENCYPART_GRANDPAR
(19,22),(22,31),-0.74858 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.982558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,21),-0.218259 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.292528 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.208078 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),0.043147 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),0.0844743 # DEPENDENCYPART_GRANDPAR
(19,23),(23,30),-0.402519 # DEPENDENCYPART_GRANDPAR
(19,23),(23,31),-0.794118 # DEPENDENCYPART_GRANDPAR
(19,25),(25,15),-0.354996 # DEPENDENCYPART_GRANDPAR
(19,25),(25,16),-0.519672 # DEPENDENCYPART_GRANDPAR
(19,25),(25,17),-0.0695218 # DEPENDENCYPART_GRANDPAR
(19,25),(25,18),-0.0816924 # DEPENDENCYPART_GRANDPAR
(19,25),(25,19),-0.886996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,25),(25,21),-0.0924308 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),-0.406858 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),-0.12666 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.461795 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.055141 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),-0.103154 # DEPENDENCYPART_GRANDPAR
(19,25),(25,28),-0.472749 # DEPENDENCYPART_GRANDPAR
(19,25),(25,29),-0.58127 # DEPENDENCYPART_GRANDPAR
(19,25),(25,30),-0.537106 # DEPENDENCYPART_GRANDPAR
(19,25),(25,31),-0.748596 # DEPENDENCYPART_GRANDPAR
(19,27),(27,22),-0.429085 # DEPENDENCYPART_GRANDPAR
(19,27),(27,23),-0.177397 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),-0.40765 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),-0.509266 # DEPENDENCYPART_GRANDPAR
(19,27),(27,29),-0.561126 # DEPENDENCYPART_GRANDPAR
(19,27),(27,30),-0.509817 # DEPENDENCYPART_GRANDPAR
(19,27),(27,31),-0.889343 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),0.338606 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.247384 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),-0.0924604 # DEPENDENCYPART_GRANDPAR
(20,1),(1,5),-0.199243 # DEPENDENCYPART_GRANDPAR
(20,1),(1,7),0.116342 # DEPENDENCYPART_GRANDPAR
(20,1),(1,9),0.0482894 # DEPENDENCYPART_GRANDPAR
(20,1),(1,10),0.119149 # DEPENDENCYPART_GRANDPAR
(20,1),(1,11),0.0376169 # DEPENDENCYPART_GRANDPAR
(20,1),(1,13),-0.000351008 # DEPENDENCYPART_GRANDPAR
(20,1),(1,26),-0.15056 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),1.41364 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),0.480046 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),0.0302271 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),-0.147285 # DEPENDENCYPART_GRANDPAR
(20,3),(3,9),0.170374 # DEPENDENCYPART_GRANDPAR
(20,3),(3,11),0.074576 # DEPENDENCYPART_GRANDPAR
(20,3),(3,13),0.0511533 # DEPENDENCYPART_GRANDPAR
(20,5),(5,1),1.63557 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),0.490474 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),0.0182702 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),0.0479791 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.166093 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),0.00639668 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),-0.0950621 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),0.0706158 # DEPENDENCYPART_GRANDPAR
(20,5),(5,10),-0.000725188 # DEPENDENCYPART_GRANDPAR
(20,5),(5,11),-0.0871523 # DEPENDENCYPART_GRANDPAR
(20,5),(5,13),-0.0404263 # DEPENDENCYPART_GRANDPAR
(20,5),(5,14),-0.025023 # DEPENDENCYPART_GRANDPAR
(20,5),(5,15),-0.0565903 # DEPENDENCYPART_GRANDPAR
(20,5),(5,17),-0.0179007 # DEPENDENCYPART_GRANDPAR
(20,5),(5,19),0.227666 # DEPENDENCYPART_GRANDPAR
(20,5),(5,20),-0.877141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,5),(5,22),0.211944 # DEPENDENCYPART_GRANDPAR
(20,5),(5,25),-0.195307 # DEPENDENCYPART_GRANDPAR
(20,5),(5,26),-0.147866 # DEPENDENCYPART_GRANDPAR
(20,5),(5,27),0.291103 # DEPENDENCYPART_GRANDPAR
(20,5),(5,30),-0.552422 # DEPENDENCYPART_GRANDPAR
(20,5),(5,31),-0.483242 # DEPENDENCYPART_GRANDPAR
(20,8),(8,1),1.41428 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),-0.13594 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),0.00323866 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),0.230269 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),0.169498 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),0.198886 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),0.0737023 # DEPENDENCYPART_GRANDPAR
(20,8),(8,13),0.0502827 # DEPENDENCYPART_GRANDPAR
(20,8),(8,20),-0.775811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,9),(9,1),1.4714 # DEPENDENCYPART_GRANDPAR
(20,9),(9,2),0.602373 # DEPENDENCYPART_GRANDPAR
(20,9),(9,3),0.085576 # DEPENDENCYPART_GRANDPAR
(20,9),(9,4),0.000757229 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.181299 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.0157864 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),0.306024 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),0.198107 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),0.26943 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),0.0322766 # DEPENDENCYPART_GRANDPAR
(20,9),(9,13),0.0977215 # DEPENDENCYPART_GRANDPAR
(20,9),(9,14),0.245132 # DEPENDENCYPART_GRANDPAR
(20,9),(9,15),0.134432 # DEPENDENCYPART_GRANDPAR
(20,9),(9,16),0.740343 # DEPENDENCYPART_GRANDPAR
(20,9),(9,17),0.0750802 # DEPENDENCYPART_GRANDPAR
(20,9),(9,18),0.288939 # DEPENDENCYPART_GRANDPAR
(20,9),(9,19),0.263716 # DEPENDENCYPART_GRANDPAR
(20,9),(9,20),-0.822357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,9),(9,22),0.391909 # DEPENDENCYPART_GRANDPAR
(20,9),(9,23),0.379474 # DEPENDENCYPART_GRANDPAR
(20,9),(9,25),-0.0153439 # DEPENDENCYPART_GRANDPAR
(20,9),(9,30),-0.372456 # DEPENDENCYPART_GRANDPAR
(20,9),(9,31),-0.447299 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),0.0334548 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),0.247592 # DEPENDENCYPART_GRANDPAR
(20,13),(13,1),1.67188 # DEPENDENCYPART_GRANDPAR
(20,13),(13,3),0.0532505 # DEPENDENCYPART_GRANDPAR
(20,13),(13,4),0.060374 # DEPENDENCYPART_GRANDPAR
(20,13),(13,5),-0.115886 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),0.0330832 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),0.457587 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),0.175078 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),0.198929 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),0.458939 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),0.362644 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),0.263245 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),0.149027 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.0308133 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),-0.0876516 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),0.0990829 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),0.165463 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-0.890803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,22),0.206046 # DEPENDENCYPART_GRANDPAR
(20,13),(13,26),-0.155483 # DEPENDENCYPART_GRANDPAR
(20,13),(13,31),-0.489854 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),0.0635237 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.115937 # DEPENDENCYPART_GRANDPAR
(20,16),(16,23),0.24016 # DEPENDENCYPART_GRANDPAR
(20,17),(17,9),0.00601625 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),0.0163101 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),0.0408654 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),0.164708 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),0.66837 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.302775 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.319378 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-0.775811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,22),0.286988 # DEPENDENCYPART_GRANDPAR
(20,17),(17,23),0.34806 # DEPENDENCYPART_GRANDPAR
(20,17),(17,25),-0.120262 # DEPENDENCYPART_GRANDPAR
(20,17),(17,26),-0.110195 # DEPENDENCYPART_GRANDPAR
(20,17),(17,27),0.353712 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),0.00440788 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),0.0405765 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),0.163952 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),0.668958 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.138681 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.335678 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.775811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,22),0.286988 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.0136318 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),0.201512 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),0.146045 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),0.158208 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),0.0540554 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),0.13391 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),0.241336 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),0.79261 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.3104 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.47534 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.822355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,22),0.391907 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),0.379474 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-0.0153464 # DEPENDENCYPART_GRANDPAR
(20,19),(19,26),-0.110687 # DEPENDENCYPART_GRANDPAR
(20,19),(19,27),0.366198 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.452964 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),0.366166 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-0.155291 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),0.175561 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.218336 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.0370871 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.00801044 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.273462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.734801 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.483664 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),0.282479 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),0.318368 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),0.369565 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),0.363769 # DEPENDENCYPART_GRANDPAR
(20,22),(22,30),-0.0738121 # DEPENDENCYPART_GRANDPAR
(20,22),(22,31),-0.046162 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.203214 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),0.551538 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),0.216766 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),0.219361 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),0.227947 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),0.358982 # DEPENDENCYPART_GRANDPAR
(20,23),(23,30),-0.146405 # DEPENDENCYPART_GRANDPAR
(20,23),(23,31),-0.246007 # DEPENDENCYPART_GRANDPAR
(20,24),(24,15),-0.155532 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),0.329052 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),0.367037 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),0.345568 # DEPENDENCYPART_GRANDPAR
(20,24),(24,30),-0.0631284 # DEPENDENCYPART_GRANDPAR
(20,25),(25,15),-0.155339 # DEPENDENCYPART_GRANDPAR
(20,25),(25,16),0.17546 # DEPENDENCYPART_GRANDPAR
(20,25),(25,17),-0.218386 # DEPENDENCYPART_GRANDPAR
(20,25),(25,18),-0.0371378 # DEPENDENCYPART_GRANDPAR
(20,25),(25,19),-0.00805841 # DEPENDENCYPART_GRANDPAR
(20,25),(25,21),0.725021 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),0.63707 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),0.35644 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),0.233108 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),0.369753 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),0.39594 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),0.100323 # DEPENDENCYPART_GRANDPAR
(20,25),(25,29),0.00767295 # DEPENDENCYPART_GRANDPAR
(20,25),(25,30),-0.0736168 # DEPENDENCYPART_GRANDPAR
(20,25),(25,31),-0.0459698 # DEPENDENCYPART_GRANDPAR
(20,27),(27,22),0.737709 # DEPENDENCYPART_GRANDPAR
(20,27),(27,23),0.470224 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),0.323759 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.0470079 # DEPENDENCYPART_GRANDPAR
(20,27),(27,29),0.00403618 # DEPENDENCYPART_GRANDPAR
(20,27),(27,30),-0.0785932 # DEPENDENCYPART_GRANDPAR
(20,27),(27,31),-0.191397 # DEPENDENCYPART_GRANDPAR
(20,30),(30,16),0.175558 # DEPENDENCYPART_GRANDPAR
(20,30),(30,18),-0.0370871 # DEPENDENCYPART_GRANDPAR
(20,30),(30,21),0.72734 # DEPENDENCYPART_GRANDPAR
(20,30),(30,22),0.63477 # DEPENDENCYPART_GRANDPAR
(20,30),(30,23),0.365289 # DEPENDENCYPART_GRANDPAR
(20,30),(30,24),0.230807 # DEPENDENCYPART_GRANDPAR
(20,30),(30,25),0.224721 # DEPENDENCYPART_GRANDPAR
(20,30),(30,27),0.315058 # DEPENDENCYPART_GRANDPAR
(20,30),(30,28),0.0307445 # DEPENDENCYPART_GRANDPAR
(20,30),(30,29),-0.0542906 # DEPENDENCYPART_GRANDPAR
(20,30),(30,31),-0.0228496 # DEPENDENCYPART_GRANDPAR
(20,31),(31,30),-0.230808 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.579735 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.834239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,24),0.0952451 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),0.0870449 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),0.118712 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),0.141736 # DEPENDENCYPART_GRANDPAR
(21,23),(23,30),-0.0389589 # DEPENDENCYPART_GRANDPAR
(21,23),(23,31),-0.204761 # DEPENDENCYPART_GRANDPAR
(21,27),(27,22),0.230511 # DEPENDENCYPART_GRANDPAR
(21,27),(27,23),0.0454685 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),-0.0839966 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.10063 # DEPENDENCYPART_GRANDPAR
(21,27),(27,29),-0.090444 # DEPENDENCYPART_GRANDPAR
(21,27),(27,30),-0.0941767 # DEPENDENCYPART_GRANDPAR
(21,27),(27,31),-0.217085 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.330524 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),0.0283858 # DEPENDENCYPART_GRANDPAR
(22,16),(16,23),-0.277262 # DEPENDENCYPART_GRANDPAR
(22,17),(17,9),-0.583195 # DEPENDENCYPART_GRANDPAR
(22,17),(17,12),-0.283643 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.204192 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.0623465 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.0953737 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),0.101791 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),-0.523069 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),-0.0695308 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-1.02168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,23),-0.256134 # DEPENDENCYPART_GRANDPAR
(22,17),(17,25),-0.208088 # DEPENDENCYPART_GRANDPAR
(22,17),(17,26),-0.117474 # DEPENDENCYPART_GRANDPAR
(22,17),(17,27),-0.190282 # DEPENDENCYPART_GRANDPAR
(22,18),(18,9),-0.580696 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.20092 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.0594637 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.0916112 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),0.0816868 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.522464 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.0695095 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-1.02147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,6),-0.562819 # DEPENDENCYPART_GRANDPAR
(22,19),(19,8),-0.475715 # DEPENDENCYPART_GRANDPAR
(22,19),(19,9),-0.666438 # DEPENDENCYPART_GRANDPAR
(22,19),(19,10),-0.0958071 # DEPENDENCYPART_GRANDPAR
(22,19),(19,13),-0.463998 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),-0.237436 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),-0.159198 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.143913 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.0355188 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.0342949 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),0.0216405 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.0243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.290359 # DEPENDENCYPART_GRANDPAR
(22,19),(19,25),-0.210717 # DEPENDENCYPART_GRANDPAR
(22,19),(19,26),-0.160839 # DEPENDENCYPART_GRANDPAR
(22,19),(19,27),-0.240813 # DEPENDENCYPART_GRANDPAR
(22,20),(20,1),-1.00304 # DEPENDENCYPART_GRANDPAR
(22,20),(20,3),-0.46418 # DEPENDENCYPART_GRANDPAR
(22,20),(20,5),-0.708348 # DEPENDENCYPART_GRANDPAR
