# _root_ At the appointed exit , the family pulled over , and Mrs. Engelken went to get her papers .
#goldHeads=11,4,4,1,11,7,8,11,8,11,0,13,14,11,16,14,18,16,11,
#predictedHeads=8,4,4,1,8,7,8,11,8,11,0,13,14,11,16,14,18,16,11,
(3,4),(4,5),0.0801663 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.183507 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.157179 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.194575 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.0338647 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),0.0358181 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.297974 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.412385 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.343967 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.236621 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.129487 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.2101 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.55918 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.498232 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.528061 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.638416 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.942666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.301552 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.128656 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.155401 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.197472 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.0341339 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.0390207 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.299354 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.239517 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.570317 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.569504 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.01031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.284046 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.0707564 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.283847 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.153892 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.0264561 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.0756648 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.150213 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.352208 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.273516 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.206861 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.122315 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.171897 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.491093 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.534263 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.332066 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.669618 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.966104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.198893 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.130842 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.249766 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.272243 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.23266 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.165704 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.367843 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.338475 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-0.734904 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.264136 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.425213 # DEPENDENCYPART_GRANDPAR
(4,2),(2,5),-0.175283 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.169868 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.211747 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.920102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,7),-0.0848396 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.238598 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),0.19075 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.412111 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.169347 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.715654 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.302486 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.048182 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.398326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.315551 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.400283 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.175333 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.182552 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.320032 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),0.305481 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),0.0832296 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.860293 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.311967 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.0777118 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.506961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.191465 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.170405 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.334286 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.245165 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.198098 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.472097 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),0.169007 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),0.271591 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),0.079782 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),0.121017 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.0663722 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.189203 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.363806 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.717878 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.336465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.330936 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.503362 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.266297 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.461895 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.147274 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.247051 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),0.164732 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),0.242165 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.206587 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.101926 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.834207 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.278222 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.0517625 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.41815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.369599 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.257259 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.43227 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.400652 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.174446 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.335832 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),0.148792 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),0.247082 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),0.230317 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),0.214924 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),0.0556108 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.209484 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.230444 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),0.248959 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),0.087759 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.0697094 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.216786 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.048161 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.409583 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),0.443516 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.174432 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.278311 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.416731 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),0.0904998 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),0.0876785 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.0697899 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.204243 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.216844 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.860359 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.0777118 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.513251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),0.181108 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),0.159904 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),0.327997 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),0.267289 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),0.122689 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),0.147341 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),0.335127 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.0276294 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.0808131 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),0.12455 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.0751744 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.197653 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.377462 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.0355226 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.170594 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.302153 # DEPENDENCYPART_GRANDPAR
(4,16),(16,1),-0.860779 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.508763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,5),0.187903 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),0.332485 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),0.123174 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),0.154136 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),0.328844 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.0231414 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),0.0853012 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),0.301713 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.0852385 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.185683 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.351377 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),0.172749 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),0.287762 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),0.415952 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),0.0913792 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),0.205207 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),0.26506 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),0.189949 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),0.107189 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.0512431 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.217194 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.359189 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.471192 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.450576 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.406976 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.330892 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.790522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.00775266 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.0731606 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.111872 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.198368 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.271195 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.444781 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.429957 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.427696 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.478076 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.290888 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.916643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.141707 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.0298388 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.181696 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.128765 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.4519 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.441543 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.307771 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.464147 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.311579 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.596839 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.577674 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.0108339 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.315692 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.271272 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.196648 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.25657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.490448 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.677645 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.370353 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.637595 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-0.668404 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),-0.698646 # DEPENDENCYPART_GRANDPAR
(7,1),(1,19),-1.12506 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.445293 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.0712967 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.117042 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.350997 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.13318 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.330454 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.21056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.479281 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.447752 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.192951 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.00337981 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.248017 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.256201 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.2131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.552432 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.711492 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.460736 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.675136 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.79882 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.624933 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.761294 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.554931 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.749078 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-1.09408 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-1.15909 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.166863 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.19314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.469851 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.04688 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.65688 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.431536 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.935475 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.371898 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.427306 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.792327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.165107 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.056828 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.00879858 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.207863 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.0400519 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.285038 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.0856999 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.261212 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.507358 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.757533 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.904468 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.794271 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.253737 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.622481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,10),0.1286 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0127659 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.225398 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.0603936 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.196432 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),0.0390208 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.520544 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.303491 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-1.0208 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.623134 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.405587 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.92248 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.329712 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.39356 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.695028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.156922 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.23233 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.196809 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.226188 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.0626713 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.132001 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.0106255 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.136726 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.52575 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.621754 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-1.04695 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.431536 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.935498 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.371898 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.427306 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.798617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.0252574 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.283492 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.00888218 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.131946 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.394301 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.220632 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.0821671 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.270014 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.515808 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.771189 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.0838222 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.0364368 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.0399044 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.0382369 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.0494851 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-0.906826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.00950366 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),-0.276323 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.310237 # DEPENDENCYPART_GRANDPAR
(8,1),(1,13),-0.515977 # DEPENDENCYPART_GRANDPAR
(8,1),(1,14),-0.407681 # DEPENDENCYPART_GRANDPAR
(8,1),(1,19),-0.74712 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.318974 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.070016 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.0714895 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.266858 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.0624949 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.0250953 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.113924 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-0.868464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,1),0.24738 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.073939 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.145476 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.146432 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.610403 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.0840164 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.899488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),0.0109239 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.346887 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.296742 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.421314 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.357738 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.40167 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.466684 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.432592 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.479738 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.724956 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.000136437 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.110284 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.928981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,1),0.235108 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),0.0774138 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.144568 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.0490115 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.0540077 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.591331 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.899528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.0109048 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.346906 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.296819 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.40171 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),0.15575 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.429552 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.412845 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.339722 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),0.114591 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.225629 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0860785 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.0169692 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.0908567 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.0346067 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.139209 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.350014 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.0593375 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.542222 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.44501 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.622734 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.559554 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.0283049 # DEPENDENCYPART_GRANDPAR
