# _root_ Complex cases , such as antitrust suits and many business disputes , would receive intense supervision by federal judges to keep pretrial proceedings moving .
#goldHeads=2,13,2,5,2,7,8,5,11,11,8,2,0,13,16,14,16,19,17,21,14,23,24,21,13,
#predictedHeads=2,13,2,5,2,7,8,5,11,11,8,2,0,13,16,14,14,19,17,21,19,23,21,23,13,
(6,5),(5,4),-0.0934426 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.53049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.25498 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.431678 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.635878 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.58099 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.602987 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.302388 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.405103 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.637233 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.868391 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.921454 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.566065 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.511029 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.05665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.0240008 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.236686 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.0723569 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.180093 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.07844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.197489 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.0191261 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.0741669 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.354397 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.191791 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.110855 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.13784 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.191566 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.298332 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.0337264 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.493735 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.3079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),0.0191762 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.707834 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.354035 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.335845 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.513799 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.297762 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.595841 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.564892 # DEPENDENCYPART_GRANDPAR
(7,2),(2,25),-1.41844 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.0114539 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.152328 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.227964 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.125526 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.355092 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.31133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),0.123806 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.629439 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.372804 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.235866 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.528713 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.233748 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.213977 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.186211 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.543685 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.35677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),0.0657146 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.651963 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.405074 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.38471 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.379882 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.240953 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.125178 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.252503 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.148647 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.146227 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.31132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,9),-0.629431 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.644077 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.05082 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.460555 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.481568 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.716549 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.240735 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.711751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.00272428 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.417143 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.338232 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.219216 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.307938 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.151341 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.153964 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.0490011 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),0.207215 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.192515 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),0.0659646 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-0.214634 # DEPENDENCYPART_GRANDPAR
(7,8),(8,24),-0.0277162 # DEPENDENCYPART_GRANDPAR
(7,8),(8,25),-0.777407 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.150595 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.779088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,10),0.443981 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.33203 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.524561 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.468784 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.578831 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.227714 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.687246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.754534 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.0115353 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.274123 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.222272 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.212729 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.0109625 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.448435 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.0629022 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.244246 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),0.0260366 # DEPENDENCYPART_GRANDPAR
(7,11),(11,25),-0.767924 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),0.212506 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),0.640275 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),0.0399814 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.700292 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.223443 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.705828 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.0214549 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),1.04377 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.19528 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.3111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),0.368188 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),0.183877 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),0.0956617 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.38365 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.459029 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.617527 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-0.339566 # DEPENDENCYPART_GRANDPAR
(8,2),(2,25),-1.36763 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.619433 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.346094 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.0446183 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.0297586 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.965619 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.0187007 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.25759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),0.40092 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.259821 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.457508 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.605046 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.344903 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.0787258 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.616042 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.751591 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.18794 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.30811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),0.387824 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),0.122982 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),0.0361387 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.25652 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.45446 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.348004 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.0479336 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.628197 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.0622212 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.0204801 # DEPENDENCYPART_GRANDPAR
(8,6),(6,9),0.400921 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),0.706836 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),0.441022 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.273284 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.716338 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.0547838 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),1.09378 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.31109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.368188 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),0.0956646 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.38365 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),0.464261 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.372504 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),0.63633 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.00255448 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),0.432197 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.312147 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.495539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.951463 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.647283 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.0207569 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.692335 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),0.100121 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.331852 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),0.432384 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.311799 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.501099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.982495 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.654569 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.573038 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.00174813 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.034022 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.0827798 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.172009 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.124961 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),0.539295 # DEPENDENCYPART_GRANDPAR
(8,11),(11,25),-0.803456 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),0.0738313 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.219353 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.595289 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),0.0943859 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.472145 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),0.426336 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.407805 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.687927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.876964 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.48613 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.428444 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.358656 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.120343 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.0782669 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.039958 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),0.0132268 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.0649916 # DEPENDENCYPART_GRANDPAR
(8,13),(13,25),-0.962317 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.295171 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.732995 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),0.0280373 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.674795 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.626381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,11),0.413541 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.275957 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.0228442 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.03312 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),0.116031 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),0.21475 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.0841744 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.144247 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),0.469658 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.0108611 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.259758 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-0.363919 # DEPENDENCYPART_GRANDPAR
(8,14),(14,24),-0.315784 # DEPENDENCYPART_GRANDPAR
(8,14),(14,25),-0.897872 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),0.0689923 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),0.0967355 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.130674 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.18743 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.0315775 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-0.123346 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),0.100122 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),0.432385 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.505929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),0.977694 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.598106 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),0.533114 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.0812215 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.0623577 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),0.116702 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.0154626 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.126708 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),0.539691 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),0.0323152 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.213914 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.311342 # DEPENDENCYPART_GRANDPAR
(8,16),(16,24),-0.311908 # DEPENDENCYPART_GRANDPAR
(8,16),(16,25),-0.803058 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.20357 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.178743 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.0968654 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.118289 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),0.338138 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.10745 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.265646 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.343498 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),-0.43596 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),0.0620146 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),0.0824265 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),0.068948 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.1301 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),0.522041 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),0.0371542 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.233563 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.364187 # DEPENDENCYPART_GRANDPAR
(8,19),(19,24),-0.307069 # DEPENDENCYPART_GRANDPAR
(8,19),(19,25),-0.820742 # DEPENDENCYPART_GRANDPAR
(8,21),(21,3),-0.732997 # DEPENDENCYPART_GRANDPAR
(8,21),(21,5),-0.671416 # DEPENDENCYPART_GRANDPAR
(8,21),(21,7),-0.484732 # DEPENDENCYPART_GRANDPAR
(8,21),(21,11),0.416598 # DEPENDENCYPART_GRANDPAR
(8,21),(21,12),0.25808 # DEPENDENCYPART_GRANDPAR
(8,21),(21,13),0.0292311 # DEPENDENCYPART_GRANDPAR
(8,21),(21,15),-0.0855035 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),-0.0898924 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),0.153964 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.259388 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.28974 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),0.605057 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.232525 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-0.369692 # DEPENDENCYPART_GRANDPAR
(8,21),(21,24),-0.266102 # DEPENDENCYPART_GRANDPAR
(8,21),(21,25),-0.873986 # DEPENDENCYPART_GRANDPAR
(8,23),(23,15),0.0639643 # DEPENDENCYPART_GRANDPAR
(8,23),(23,18),-0.128137 # DEPENDENCYPART_GRANDPAR
(8,23),(23,19),-0.131313 # DEPENDENCYPART_GRANDPAR
(8,23),(23,20),0.341879 # DEPENDENCYPART_GRANDPAR
(8,23),(23,21),0.124534 # DEPENDENCYPART_GRANDPAR
(8,23),(23,22),-0.229716 # DEPENDENCYPART_GRANDPAR
(8,23),(23,24),-0.314701 # DEPENDENCYPART_GRANDPAR
(8,23),(23,25),-0.811578 # DEPENDENCYPART_GRANDPAR
(8,24),(24,16),-0.0887153 # DEPENDENCYPART_GRANDPAR
(8,24),(24,17),0.13437 # DEPENDENCYPART_GRANDPAR
(8,24),(24,19),-0.288563 # DEPENDENCYPART_GRANDPAR
(8,24),(24,20),0.5965 # DEPENDENCYPART_GRANDPAR
(8,24),(24,23),-0.570192 # DEPENDENCYPART_GRANDPAR
(8,24),(24,25),-0.905662 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.897783 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.82986 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.597736 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.506398 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.762129 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.53189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,1),-0.72556 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.928186 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.84671 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.647127 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.582977 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.602896 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.610665 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.56978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),-0.359454 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.368423 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.02358 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.12101 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.19442 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.10547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.0936299 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.0309023 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-1.11933 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-1.43528 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-1.32493 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-1.04755 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.980789 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.999951 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-1.18016 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-1.15617 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.13856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.192225 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.0409044 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.134167 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.0654574 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.357449 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.339957 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.0941386 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.336464 # DEPENDENCYPART_GRANDPAR
(9,13),(13,25),-0.604245 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.399103 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.0155443 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.0706005 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.0826315 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.222329 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.39711 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.10769 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.491741 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.0451122 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.0545874 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.267721 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.176357 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.0235719 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.517016 # DEPENDENCYPART_GRANDPAR
(10,7),(7,11),-0.227978 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.766908 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),0.189985 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.438315 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.0352807 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),0.228705 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.0472238 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.467859 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.0455857 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.481325 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.7156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.400519 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.702542 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.450146 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.801688 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.829784 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-1.07133 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.697241 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-1.18072 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.935149 # DEPENDENCYPART_GRANDPAR
(10,8),(8,23),-1.1798 # DEPENDENCYPART_GRANDPAR
(10,8),(8,24),-1.02952 # DEPENDENCYPART_GRANDPAR
(10,8),(8,25),-1.42027 # DEPENDENCYPART_GRANDPAR
