# _root_ In New York Stock Exchange composite trading yesterday , Bear Stearns shares closed at $ 13.625 , down 25 cents .
#goldHeads=13,7,7,7,7,7,1,13,13,12,12,13,0,13,14,15,13,13,20,18,13,
#predictedHeads=13,7,7,7,7,7,1,13,13,12,12,13,0,13,14,15,13,13,20,18,13,
(8,7),(8,12),0.0545346 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.022231 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0341652 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0541461 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0296621 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0886126 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.00557201 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.0130879 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.58146 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.557534 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.539575 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.544791 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.189365 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.193286 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.154631 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.550915 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.647256 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.00471711 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.179985 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.098385 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0491147 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0118049 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0188962 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.00640514 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0808992 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0883146 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.0754096 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0986638 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0489445 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0128882 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0191627 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.0210114 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0839429 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0885937 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.0666951 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0968597 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0935208 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0810467 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0484395 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0394331 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.24086 # DEPENDENCYPART_SIBL
(8,12),(8,21),0.0459745 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.00323254 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.012528 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.28777 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0464623 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.00798907 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.0632519 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0488344 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.115439 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.147904 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.00936918 # DEPENDENCYPART_SIBL
(8,14),(8,21),0.102349 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.218163 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.13819 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.0825976 # DEPENDENCYPART_SIBL
(8,15),(8,21),0.0732279 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.550915 # DEPENDENCYPART_SIBL
(8,17),(8,20),0.647256 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.00471711 # DEPENDENCYPART_SIBL
(8,18),(8,20),0.0992077 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.0437864 # DEPENDENCYPART_SIBL
(8,20),(8,21),0.0101904 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.392292 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.366554 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.373111 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.431158 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0391218 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.0106269 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.149568 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.154353 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0768306 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.000944428 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0828339 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.109274 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0333665 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.00480193 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.134694 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.20717 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.02925 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.052678 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.106884 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.121526 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.0210483 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.249017 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.187493 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.111082 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.38262 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.351123 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.365835 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.684227 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.154162 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0188143 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0106123 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.0554004 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.003895 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.016517 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.000772706 # DEPENDENCYPART_SIBL
(11,2),(11,21),-0.0189614 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.183033 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.116899 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.435538 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.399487 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.416725 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.608106 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.158095 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.00181239 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.000265919 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0192141 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0479922 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0241674 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.0215177 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.0382771 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0163569 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.405527 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.377457 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.387294 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.59433 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0352626 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.00143878 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.00973644 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0357262 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.00857741 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0114606 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.0205142 # DEPENDENCYPART_SIBL
(11,4),(11,21),0.010839 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.420713 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.394976 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.401532 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.587893 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0856614 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0102701 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0351385 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.00969397 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.129599 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.00976091 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.030748 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.0180156 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.148868 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.153653 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.138249 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.111554 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0186139 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.036614 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0107793 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0260336 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0024976 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.044761 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.0791107 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.108574 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0947844 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0704661 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0281259 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0248088 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0233003 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0811446 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0206729 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0620559 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.130971 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.268587 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.136625 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0341566 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0109429 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0310794 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.104403 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0305832 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0496795 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.0489548 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0125351 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.104995 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0204785 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0727584 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0364075 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.104775 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0994436 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.141217 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.00785705 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.00703212 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0227129 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0293558 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0129181 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.018799 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.00428138 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0911511 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0182243 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.058334 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0292587 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.234425 # DEPENDENCYPART_SIBL
(11,12),(11,21),0.185098 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0104801 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0841572 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.13021 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0589602 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.0074106 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0103646 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.111802 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.146074 # DEPENDENCYPART_SIBL
(11,15),(11,21),0.202869 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.581671 # DEPENDENCYPART_SIBL
(11,17),(11,20),0.36777 # DEPENDENCYPART_SIBL
(11,17),(11,21),0.00423525 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.0845698 # DEPENDENCYPART_SIBL
(11,18),(11,21),0.0297773 # DEPENDENCYPART_SIBL
(11,20),(11,21),0.0826928 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0341186 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.00509416 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.0261741 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0231741 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0991089 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.101199 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0575056 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.205078 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0116638 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0104737 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.118 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.106838 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0486079 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0947933 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.0190389 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.0519342 # DEPENDENCYPART_SIBL
(12,1),(12,21),-0.0599867 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.299983 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.172983 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.174982 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.160346 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.128826 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.109052 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.174057 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.150111 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.131924 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0215414 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.0598141 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0021976 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.109426 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.0875852 # DEPENDENCYPART_SIBL
(12,2),(12,20),0.041074 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.0491243 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.102451 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.119994 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.150793 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.115941 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0974723 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0629128 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0925241 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0743369 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0724748 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0740015 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0787022 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0621023 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0748435 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.0250247 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.107932 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.0260978 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.125711 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0945058 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0731814 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0397328 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0028521 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0153351 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.194372 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.186555 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.147494 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.111354 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.18915 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.112637 # DEPENDENCYPART_SIBL
(12,4),(12,21),-0.169691 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.141306 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.11417 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0876169 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0504338 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0595023 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0413151 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.069544 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0834102 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.091213 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.146603 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0808564 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.0215921 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.0764589 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.159133 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.168306 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.00980371 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0571982 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0544297 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0159677 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0476689 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0500091 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.0365416 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.0187587 # DEPENDENCYPART_SIBL
(12,6),(12,20),0.00290445 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.0974366 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.258599 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0893186 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.130311 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.127543 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0752889 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.142339 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.122548 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.105328 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.114155 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0746222 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.239326 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.109206 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0312101 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0284416 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0311744 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.042963 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0599312 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0541987 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0413484 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.00820049 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.0569335 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0694481 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0559131 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0373414 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0269706 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0645353 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0302576 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.040994 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.000692288 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.0728463 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0213442 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0721592 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.055357 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0678606 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0303921 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0672508 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0186217 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.063165 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0670086 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0478173 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0675227 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0441583 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0655816 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.000294338 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0649131 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.00208265 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0150862 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.280216 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.00727684 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.0164313 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.0613254 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.128378 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0498413 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.142578 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0987989 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0905989 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0262768 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0969847 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.141689 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.00570561 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.6447 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.806128 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.0974324 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.179191 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.00666007 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.0159895 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.111408 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.0431933 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.0825347 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.0522555 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0200616 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0220247 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.177434 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.375907 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.0890063 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.073718 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.252461 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.0242992 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.00541544 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0326358 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.0759307 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.0555073 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.030477 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.0184533 # DEPENDENCYPART_SIBL
(13,1),(13,21),0.101324 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.33511 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.388994 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.389885 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.178751 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.212396 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0838061 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.0970011 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.387907 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.426266 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.226038 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0415274 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.01451 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.00362936 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.0187521 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.0487204 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.0246913 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.0686079 # DEPENDENCYPART_SIBL
(13,2),(13,21),-0.00955733 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.424208 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.416316 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.176265 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.212928 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0843089 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.00632648 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.416231 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.454591 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.201427 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0248056 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0671012 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.041418 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0536627 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.0480577 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0130974 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.108549 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.0865179 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.489326 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.188037 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.221014 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0933334 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.025032 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.484865 # DEPENDENCYPART_SIBL
