# _root_ Kellogg suspended work on a $ 1 billion cereal plant , indicating a pessimistic outlook by the cereal maker , which has been losing market share .
#goldHeads=2,0,2,3,10,10,6,6,10,4,2,2,15,15,12,15,19,19,16,19,22,19,22,23,26,24,2,
#predictedHeads=2,0,2,3,10,10,6,6,10,4,2,2,15,15,12,15,19,19,16,19,22,19,22,23,26,24,2,
(6,6),(6,-1),-0.419053 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(6,5),(6,4),-0.700045 # DEPENDENCYPART_NEXTSIBL
(6,5),(6,3),-1.0416 # DEPENDENCYPART_NEXTSIBL
(6,5),(6,-1),-0.700073 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,4),(6,3),-0.64957 # DEPENDENCYPART_NEXTSIBL
(6,4),(6,-1),-0.817867 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,3),(6,-1),-0.730106 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,7),(7,8),-0.944115 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,9),-0.487132 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,10),-0.503785 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,11),-1.24023 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,12),-0.355488 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,15),-0.649149 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,19),-0.30869 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,28),-0.412686 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,8),(7,9),-0.754173 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,10),-1.02622 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,11),-0.948864 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,12),-1.00396 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,15),-1.13799 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,19),-1.32121 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,28),-1.00348 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,9),(7,10),-0.944821 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,11),-0.662314 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,12),-1.00471 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,15),-1.22773 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,19),-1.25685 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,28),-1.30899 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,10),(7,11),-0.325028 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,12),-1.03689 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,15),-1.27958 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,19),-1.39683 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,28),-0.721746 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,11),(7,12),0.228042 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,15),-0.436736 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,19),-0.25258 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,28),-1.24809 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,12),(7,15),-0.539149 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,19),-0.518348 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,28),-0.625685 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,15),(7,19),-1.07726 # DEPENDENCYPART_NEXTSIBL
(7,15),(7,28),-0.67179 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,19),(7,28),-0.926567 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,7),(7,6),-0.177665 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,5),-0.914475 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,4),-0.513577 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,3),-0.545581 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,-1),-0.532519 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,6),(7,5),-0.0536312 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,4),-0.559349 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,3),-0.558922 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,-1),-0.506547 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,5),(7,4),-0.716052 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,3),-1.01836 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,-1),-0.681141 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,4),(7,3),-0.746963 # DEPENDENCYPART_NEXTSIBL
(7,4),(7,-1),-0.857882 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,3),(7,-1),-0.723574 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,8),(8,9),-0.468212 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,10),-0.4849 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,11),-1.23078 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,28),-0.370626 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,9),(8,10),-0.918955 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,11),-0.648986 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,28),-1.30765 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,10),(8,11),-0.311717 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,28),-0.720438 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,11),(8,28),-1.24394 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,8),(8,7),-0.471315 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,6),-0.264084 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,5),-0.915819 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,3),-0.510517 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,-1),-0.527675 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,7),(8,6),-0.73908 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,5),-1.1665 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,3),-1.35791 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,-1),-1.07977 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,6),(8,5),-0.0833707 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,3),-0.575552 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,-1),-0.56544 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,5),(8,3),-1.00817 # DEPENDENCYPART_NEXTSIBL
(8,5),(8,-1),-0.685465 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,3),(8,-1),-0.692606 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,9),(9,10),-0.567163 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,12),-0.313487 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,15),-0.69532 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,19),-0.357128 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,28),-0.524568 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,10),(9,12),-0.998997 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,15),-1.18951 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,19),-1.30145 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,28),-0.693892 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,12),(9,15),-0.497704 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,19),-0.471541 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,28),-0.606673 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,15),(9,19),-0.970608 # DEPENDENCYPART_NEXTSIBL
(9,15),(9,28),-0.617232 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,19),(9,28),-0.869315 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,9),(9,8),-0.796161 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,7),-0.625353 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,6),-0.227999 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,5),-0.8644 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,-1),-0.556323 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,8),(9,7),-0.702829 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,6),-1.02854 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,5),-1.10235 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,-1),-0.814508 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,7),(9,6),-0.841454 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,5),-1.09829 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,-1),-1.12442 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,6),(9,5),0.149403 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,-1),-0.862508 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,5),(9,-1),-0.365064 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,11),-1.16271 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,12),-0.338466 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,15),-0.702762 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,16),-0.510984 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,19),-0.36457 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,20),-0.635409 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,22),-0.359473 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,23),-0.635876 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,24),-0.259893 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,26),0.13605 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,27),-0.83875 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,28),-0.520806 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,11),(10,12),0.336036 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,15),-0.215802 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,16),-0.804211 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,19),-0.0102002 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,20),-0.862636 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,22),-0.179109 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,23),-0.438167 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,24),-0.445247 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,26),-0.494282 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,27),-1.33598 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,28),-1.03584 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,12),(10,15),-0.508457 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,16),-0.425016 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,19),-0.482294 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,20),-0.0331824 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,22),-0.500871 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,23),-0.656748 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,24),-0.631 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,26),-0.465643 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,27),-0.232859 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,28),-0.623779 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,15),(10,16),-0.393931 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,19),-0.976223 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,20),-0.325652 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,22),-0.819017 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,23),-0.873988 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,24),-0.837896 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,26),-1.2024 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,27),-0.594002 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,28),-0.620154 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,16),(10,19),-0.712424 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,20),-0.350995 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,22),-0.483759 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,23),-0.668199 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,24),-0.694608 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,26),-0.491194 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,27),-0.663422 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,28),-0.830402 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,19),(10,20),-0.152129 # DEPENDENCYPART_NEXTSIBL
(10,19),(10,22),-0.931794 # DEPENDENCYPART_NEXTSIBL
(10,19),(10,23),-1.00579 # DEPENDENCYPART_NEXTSIBL
(10,19),(10,24),-0.970159 # DEPENDENCYPART_NEXTSIBL
(10,19),(10,26),-1.25311 # DEPENDENCYPART_NEXTSIBL
(10,19),(10,27),-0.344213 # DEPENDENCYPART_NEXTSIBL
(10,19),(10,28),-0.872238 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,20),(10,22),0.794761 # DEPENDENCYPART_NEXTSIBL
(10,20),(10,23),0.233266 # DEPENDENCYPART_NEXTSIBL
(10,20),(10,24),0.199531 # DEPENDENCYPART_NEXTSIBL
(10,20),(10,26),-0.156897 # DEPENDENCYPART_NEXTSIBL
(10,20),(10,27),-0.641527 # DEPENDENCYPART_NEXTSIBL
(10,20),(10,28),-1.17932 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,22),(10,23),-0.84623 # DEPENDENCYPART_NEXTSIBL
(10,22),(10,24),-0.979416 # DEPENDENCYPART_NEXTSIBL
(10,22),(10,26),-0.673819 # DEPENDENCYPART_NEXTSIBL
(10,22),(10,27),-0.124731 # DEPENDENCYPART_NEXTSIBL
(10,22),(10,28),-0.746475 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,23),(10,24),-1.01381 # DEPENDENCYPART_NEXTSIBL
(10,23),(10,26),-0.847801 # DEPENDENCYPART_NEXTSIBL
(10,23),(10,27),-0.192316 # DEPENDENCYPART_NEXTSIBL
(10,23),(10,28),-0.582917 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,24),(10,26),-0.922323 # DEPENDENCYPART_NEXTSIBL
(10,24),(10,27),-0.206879 # DEPENDENCYPART_NEXTSIBL
(10,24),(10,28),-0.524021 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,26),(10,27),-0.424418 # DEPENDENCYPART_NEXTSIBL
(10,26),(10,28),-0.557924 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,27),(10,28),-1.73267 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,9),-0.376887 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,8),-0.79513 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,7),-0.624286 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,6),-0.224775 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,5),-0.850434 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,4),-0.481509 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,3),-0.36617 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,2),-0.4312 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,1),-0.385137 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,-1),-0.561091 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,9),(10,8),-0.839302 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,7),-0.996914 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,6),-0.40038 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,5),-0.97398 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,4),-1.21248 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,3),-1.53972 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,2),-1.15451 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,1),-1.35037 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,-1),-1.25205 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,8),(10,7),-0.703278 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,6),-1.02555 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,5),-1.09155 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,4),-1.3552 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,3),-1.15326 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,2),-1.11144 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,1),-1.15802 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,-1),-0.81514 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,7),(10,6),-0.838442 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,5),-1.08748 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,4),-1.46034 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,3),-1.2898 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,2),-1.23505 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,1),-1.33928 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,-1),-1.12502 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,6),(10,5),0.166874 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,4),-0.612619 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,3),-0.480313 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,2),-0.63739 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,1),-0.535868 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,-1),-0.859282 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,5),(10,4),-0.60682 # DEPENDENCYPART_NEXTSIBL
(10,5),(10,3),-0.762235 # DEPENDENCYPART_NEXTSIBL
(10,5),(10,2),-0.984759 # DEPENDENCYPART_NEXTSIBL
(10,5),(10,1),-0.756221 # DEPENDENCYPART_NEXTSIBL
(10,5),(10,-1),-0.326615 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,4),(10,3),-0.688044 # DEPENDENCYPART_NEXTSIBL
(10,4),(10,2),-1.06029 # DEPENDENCYPART_NEXTSIBL
(10,4),(10,1),-1.01824 # DEPENDENCYPART_NEXTSIBL
(10,4),(10,-1),-0.79674 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,3),(10,2),-0.737294 # DEPENDENCYPART_NEXTSIBL
(10,3),(10,1),-0.954367 # DEPENDENCYPART_NEXTSIBL
(10,3),(10,-1),-0.640425 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,2),(10,1),-0.635875 # DEPENDENCYPART_NEXTSIBL
(10,2),(10,-1),-1.15585 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,1),(10,-1),-0.157416 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,12),-0.467101 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,28),-0.238674 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,12),(11,28),-0.724952 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,-1),-0.335486 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,12),(12,13),-0.99445 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,14),-0.287571 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,15),-0.472541 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,16),-0.491574 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,18),-0.203541 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,19),-0.0898479 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,20),-0.700314 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,22),-0.373761 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,23),-0.680691 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,24),-0.283518 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,26),0.303775 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,27),-1.19736 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,28),-0.827501 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,13),(12,14),-0.858898 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,15),-0.829505 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,16),-0.848962 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,18),-0.901045 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,19),-0.97091 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,20),-0.990636 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,22),-0.950965 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,23),-0.980378 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,24),-1.06021 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,26),-1.10785 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,27),-1.1162 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,28),-0.940119 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,14),(12,15),-0.981375 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,16),-0.93273 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,18),-1.05994 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,19),-1.18677 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,20),-0.72005 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,22),-0.8916 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,23),-0.918802 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,24),-0.877213 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,26),-1.42965 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,27),-0.985536 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,28),-0.813783 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,15),(12,16),-0.361931 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,18),-0.941148 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,19),-0.911144 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,20),-0.628188 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,22),-0.884795 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,23),-0.92568 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,24),-0.892428 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,26),-1.14694 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,27),-0.691531 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,28),-0.587342 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,16),(12,18),-0.706173 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,19),-0.622598 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,20),-0.281488 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,22),-0.591748 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,23),-0.744239 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,24),-0.778734 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,26),-0.412516 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,27),-0.693239 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,28),-0.635728 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,18),(12,19),-1.03317 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,20),-0.988971 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,22),-1.24952 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,23),-1.30511 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,24),-1.23734 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,26),-1.3711 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,27),-1.01414 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,28),-1.21336 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,19),(12,20),-0.459927 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,22),-0.990668 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,23),-1.05058 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,24),-1.01779 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,26),-1.17553 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,27),-0.436035 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,28),-0.824836 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,20),(12,22),0.611985 # DEPENDENCYPART_NEXTSIBL
(12,20),(12,23),0.0946219 # DEPENDENCYPART_NEXTSIBL
(12,20),(12,24),0.0662858 # DEPENDENCYPART_NEXTSIBL
(12,20),(12,26),-0.475568 # DEPENDENCYPART_NEXTSIBL
(12,20),(12,27),-0.726304 # DEPENDENCYPART_NEXTSIBL
(12,20),(12,28),-1.42287 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,22),(12,23),-0.979512 # DEPENDENCYPART_NEXTSIBL
(12,22),(12,24),-1.11913 # DEPENDENCYPART_NEXTSIBL
(12,22),(12,26),-0.719456 # DEPENDENCYPART_NEXTSIBL
(12,22),(12,27),-0.170781 # DEPENDENCYPART_NEXTSIBL
(12,22),(12,28),-0.635146 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,23),(12,24),-1.1405 # DEPENDENCYPART_NEXTSIBL
(12,23),(12,26),-0.872754 # DEPENDENCYPART_NEXTSIBL
(12,23),(12,27),-0.189948 # DEPENDENCYPART_NEXTSIBL
(12,23),(12,28),-0.52761 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,24),(12,26),-0.955743 # DEPENDENCYPART_NEXTSIBL
(12,24),(12,27),-0.207248 # DEPENDENCYPART_NEXTSIBL
(12,24),(12,28),-0.456982 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,26),(12,27),-0.542494 # DEPENDENCYPART_NEXTSIBL
(12,26),(12,28),-0.54355 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,27),(12,28),-1.8298 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,12),(12,11),-1.8236 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
