# _root_ Consider Gap Inc. , whose latest ad campaign features black-and-white shots of Hollywood stars , artists and other well-known personalities modeling the retailer 's jeans and T-shirts .
#goldHeads=0,1,2,2,8,8,8,9,2,11,9,11,14,12,14,14,16,19,20,17,14,23,25,23,21,25,26,1,
#predictedHeads=0,1,2,2,8,8,8,9,2,11,9,11,14,12,14,14,16,20,20,17,20,23,25,23,21,25,26,1,
(11,5),(11,7),-0.0187587 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.00501515 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0307607 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0698297 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0499318 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.00111288 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.00848123 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0537971 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.00809127 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.0889326 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.0380778 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.0270016 # DEPENDENCYPART_SIBL
(11,5),(11,20),0.00848123 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.046209 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.00584302 # DEPENDENCYPART_SIBL
(11,5),(11,24),-0.134094 # DEPENDENCYPART_SIBL
(11,5),(11,25),0.00848123 # DEPENDENCYPART_SIBL
(11,5),(11,26),0.0889326 # DEPENDENCYPART_SIBL
(11,5),(11,28),-0.0166158 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.026497 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0023711 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.00193246 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.000247486 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0358761 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0181777 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0351558 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0441088 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0355458 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.00570822 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0296488 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.012204 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.0351558 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.0961551 # DEPENDENCYPART_SIBL
(11,6),(11,23),0.00778546 # DEPENDENCYPART_SIBL
(11,6),(11,24),-0.132652 # DEPENDENCYPART_SIBL
(11,6),(11,25),-0.0351558 # DEPENDENCYPART_SIBL
(11,6),(11,26),-0.00570822 # DEPENDENCYPART_SIBL
(11,6),(11,28),-0.0289266 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0948187 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.00638797 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0993356 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0707056 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.00795613 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.00593902 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0347041 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.00554485 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0437534 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.00287478 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0183696 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.00357418 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.037635 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.00129299 # DEPENDENCYPART_SIBL
(11,7),(11,24),-0.0775599 # DEPENDENCYPART_SIBL
(11,7),(11,25),0.00595565 # DEPENDENCYPART_SIBL
(11,7),(11,26),0.0437534 # DEPENDENCYPART_SIBL
(11,7),(11,28),0.0160672 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0104588 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0825183 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.112523 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0176107 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0166428 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0137156 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.017037 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0159424 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0272788 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0427735 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0190076 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.0609176 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.00285099 # DEPENDENCYPART_SIBL
(11,8),(11,24),-0.0982949 # DEPENDENCYPART_SIBL
(11,8),(11,25),-0.0166262 # DEPENDENCYPART_SIBL
(11,8),(11,26),0.0159424 # DEPENDENCYPART_SIBL
(11,8),(11,28),-0.0190256 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0226886 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0566125 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0884161 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.00950809 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0143939 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.00911816 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0108023 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.00215701 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0120901 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.00950811 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0374827 # DEPENDENCYPART_SIBL
(11,9),(11,23),0.00132282 # DEPENDENCYPART_SIBL
(11,9),(11,24),-0.136898 # DEPENDENCYPART_SIBL
(11,9),(11,25),0.00950811 # DEPENDENCYPART_SIBL
(11,9),(11,26),0.0108023 # DEPENDENCYPART_SIBL
(11,9),(11,28),0.0601267 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0011507 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0513878 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0310756 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.00592537 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0313247 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0206918 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0388452 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.066317 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0308715 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.0199276 # DEPENDENCYPART_SIBL
(11,10),(11,23),0.00250543 # DEPENDENCYPART_SIBL
(11,10),(11,24),-0.159515 # DEPENDENCYPART_SIBL
(11,10),(11,25),-0.0308795 # DEPENDENCYPART_SIBL
(11,10),(11,26),-0.0206918 # DEPENDENCYPART_SIBL
(11,10),(11,28),-0.127782 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0120212 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0120689 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0677934 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0155317 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.00452045 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.018053 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0112279 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0120685 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0857296 # DEPENDENCYPART_SIBL
(11,12),(11,23),0.00980159 # DEPENDENCYPART_SIBL
(11,12),(11,24),-0.0867775 # DEPENDENCYPART_SIBL
(11,12),(11,25),-0.0120773 # DEPENDENCYPART_SIBL
(11,12),(11,26),-0.00452045 # DEPENDENCYPART_SIBL
(11,12),(11,28),-0.0506483 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0317735 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.018006 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0351994 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0197566 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.00202378 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.000255383 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0317408 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.0871069 # DEPENDENCYPART_SIBL
(11,13),(11,23),-0.0376451 # DEPENDENCYPART_SIBL
(11,13),(11,24),-0.159589 # DEPENDENCYPART_SIBL
(11,13),(11,25),-0.031745 # DEPENDENCYPART_SIBL
(11,13),(11,26),-0.0197566 # DEPENDENCYPART_SIBL
(11,13),(11,28),0.0414681 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0158419 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.22108 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0419025 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.00281881 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.00240432 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.217616 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.0519938 # DEPENDENCYPART_SIBL
(11,14),(11,23),-0.0635827 # DEPENDENCYPART_SIBL
(11,14),(11,24),-0.118871 # DEPENDENCYPART_SIBL
(11,14),(11,25),-0.21762 # DEPENDENCYPART_SIBL
(11,14),(11,26),-0.0419025 # DEPENDENCYPART_SIBL
(11,14),(11,28),0.0144689 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.648437 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.451376 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.311381 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.310389 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.667244 # DEPENDENCYPART_SIBL
(11,15),(11,21),0.468173 # DEPENDENCYPART_SIBL
(11,15),(11,23),0.558572 # DEPENDENCYPART_SIBL
(11,15),(11,24),-0.0133708 # DEPENDENCYPART_SIBL
(11,15),(11,25),0.665972 # DEPENDENCYPART_SIBL
(11,15),(11,26),0.451376 # DEPENDENCYPART_SIBL
(11,15),(11,28),0.0016693 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0507709 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.00297764 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.00224549 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.217775 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.0517897 # DEPENDENCYPART_SIBL
(11,16),(11,23),-0.0637235 # DEPENDENCYPART_SIBL
(11,16),(11,24),-0.119029 # DEPENDENCYPART_SIBL
(11,16),(11,25),-0.217779 # DEPENDENCYPART_SIBL
(11,16),(11,26),-0.0507709 # DEPENDENCYPART_SIBL
(11,16),(11,28),0.00964086 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.00955589 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.00081156 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0217411 # DEPENDENCYPART_SIBL
(11,17),(11,21),0.00402376 # DEPENDENCYPART_SIBL
(11,17),(11,23),0.00254122 # DEPENDENCYPART_SIBL
(11,17),(11,24),-0.189056 # DEPENDENCYPART_SIBL
(11,17),(11,25),-0.0221016 # DEPENDENCYPART_SIBL
(11,17),(11,26),-1.02426 # DEPENDENCYPART_SIBL
(11,17),(11,28),-0.0404353 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.105493 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.0216796 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.0465325 # DEPENDENCYPART_SIBL
(11,18),(11,23),-0.0442107 # DEPENDENCYPART_SIBL
(11,18),(11,24),-0.0931695 # DEPENDENCYPART_SIBL
(11,18),(11,25),-0.0216838 # DEPENDENCYPART_SIBL
(11,18),(11,26),-0.0203721 # DEPENDENCYPART_SIBL
(11,18),(11,28),0.00124327 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.00116893 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.0341776 # DEPENDENCYPART_SIBL
(11,19),(11,23),-0.0322459 # DEPENDENCYPART_SIBL
(11,19),(11,24),-0.0821985 # DEPENDENCYPART_SIBL
(11,19),(11,25),-0.00117313 # DEPENDENCYPART_SIBL
(11,19),(11,26),0.000794474 # DEPENDENCYPART_SIBL
(11,19),(11,28),0.0257626 # DEPENDENCYPART_SIBL
(11,20),(11,21),-0.0516309 # DEPENDENCYPART_SIBL
(11,20),(11,23),-0.0635647 # DEPENDENCYPART_SIBL
(11,20),(11,24),-0.118871 # DEPENDENCYPART_SIBL
(11,20),(11,25),-0.21762 # DEPENDENCYPART_SIBL
(11,20),(11,26),-0.0504773 # DEPENDENCYPART_SIBL
(11,20),(11,28),0.0108225 # DEPENDENCYPART_SIBL
(11,21),(11,23),-0.0625812 # DEPENDENCYPART_SIBL
(11,21),(11,24),-0.0843853 # DEPENDENCYPART_SIBL
(11,21),(11,25),-0.0397294 # DEPENDENCYPART_SIBL
(11,21),(11,26),0.0813012 # DEPENDENCYPART_SIBL
(11,21),(11,28),0.0654682 # DEPENDENCYPART_SIBL
(11,23),(11,24),-0.13011 # DEPENDENCYPART_SIBL
(11,23),(11,25),-0.125606 # DEPENDENCYPART_SIBL
(11,23),(11,26),-0.0325304 # DEPENDENCYPART_SIBL
(11,23),(11,28),0.0470999 # DEPENDENCYPART_SIBL
(11,24),(11,25),-0.161516 # DEPENDENCYPART_SIBL
(11,24),(11,26),-0.0772929 # DEPENDENCYPART_SIBL
(11,24),(11,28),-0.16941 # DEPENDENCYPART_SIBL
(11,25),(11,26),-0.0508933 # DEPENDENCYPART_SIBL
(11,25),(11,28),0.0154912 # DEPENDENCYPART_SIBL
(11,26),(11,28),-0.0404353 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.851298 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0832133 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.851351 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.109135 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.851265 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.00222904 # DEPENDENCYPART_SIBL
(12,14),(12,16),-1.10403 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.13347 # DEPENDENCYPART_SIBL
(12,14),(12,20),-1.10394 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0188985 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.636202 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.0282962 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.166611 # DEPENDENCYPART_SIBL
(12,16),(12,20),-1.11967 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.167201 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0233102 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.230857 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0273399 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.347689 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.423117 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0360581 # DEPENDENCYPART_SIBL
(14,1),(14,2),0.0400234 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.112588 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.0488894 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0120078 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0377909 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0133597 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0443879 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.0223301 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.0109204 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.0505806 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0440416 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0578731 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0438072 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0407533 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.0518287 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.0574831 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.0869081 # DEPENDENCYPART_SIBL
(14,1),(14,23),-0.0559418 # DEPENDENCYPART_SIBL
(14,1),(14,24),-0.175234 # DEPENDENCYPART_SIBL
(14,1),(14,25),-0.0574831 # DEPENDENCYPART_SIBL
(14,1),(14,26),-0.0438072 # DEPENDENCYPART_SIBL
(14,1),(14,28),-0.0412568 # DEPENDENCYPART_SIBL
(14,2),(14,4),0.0348236 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.0774578 # DEPENDENCYPART_SIBL
(14,2),(14,6),0.0079043 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.0278401 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.0367595 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0236096 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.0206953 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.0193856 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.020787 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.01302 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0315467 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0422849 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.0904048 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.102766 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.0308346 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.144891 # DEPENDENCYPART_SIBL
(14,2),(14,23),-0.0315278 # DEPENDENCYPART_SIBL
(14,2),(14,24),-0.134501 # DEPENDENCYPART_SIBL
(14,2),(14,25),-0.0321978 # DEPENDENCYPART_SIBL
(14,2),(14,26),-0.0422849 # DEPENDENCYPART_SIBL
(14,2),(14,28),-0.0140798 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.0590291 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.0140058 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0665341 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.111258 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.0889165 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.133618 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0710069 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.103154 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.00439003 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0349754 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0772617 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0256028 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0350589 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.0345676 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.046793 # DEPENDENCYPART_SIBL
(14,4),(14,23),-0.0375269 # DEPENDENCYPART_SIBL
(14,4),(14,24),-0.345428 # DEPENDENCYPART_SIBL
(14,4),(14,25),-0.0345752 # DEPENDENCYPART_SIBL
(14,4),(14,26),-0.0772617 # DEPENDENCYPART_SIBL
(14,4),(14,28),0.129409 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.0251926 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0196472 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.00412667 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.0692807 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0710812 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.0641194 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.096463 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0797042 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.0081605 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.0890079 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.0380778 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.0270016 # DEPENDENCYPART_SIBL
(14,5),(14,20),0.00855045 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.0456722 # DEPENDENCYPART_SIBL
(14,5),(14,23),-0.00590021 # DEPENDENCYPART_SIBL
(14,5),(14,24),-0.134094 # DEPENDENCYPART_SIBL
(14,5),(14,25),0.00855045 # DEPENDENCYPART_SIBL
(14,5),(14,26),0.0890079 # DEPENDENCYPART_SIBL
(14,5),(14,28),-0.0226219 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0307276 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.00660173 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.00310767 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.034774 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.0513253 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.0450782 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0192907 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0365656 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.00672192 # DEPENDENCYPART_SIBL
(14,6),(14,18),0.0285597 # DEPENDENCYPART_SIBL
(14,6),(14,19),0.011115 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0361756 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.0977932 # DEPENDENCYPART_SIBL
(14,6),(14,23),0.00663924 # DEPENDENCYPART_SIBL
(14,6),(14,24),-0.133741 # DEPENDENCYPART_SIBL
(14,6),(14,25),-0.0361756 # DEPENDENCYPART_SIBL
(14,6),(14,26),-0.00672192 # DEPENDENCYPART_SIBL
(14,6),(14,28),-0.0360217 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0956818 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0998592 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0678278 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0803167 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0373233 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0268465 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0222525 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.0605408 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.0137679 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0017269 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.0202818 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.0182478 # DEPENDENCYPART_SIBL
(14,7),(14,23),0.015291 # DEPENDENCYPART_SIBL
(14,7),(14,24),-0.0609183 # DEPENDENCYPART_SIBL
(14,7),(14,25),0.0226633 # DEPENDENCYPART_SIBL
(14,7),(14,26),0.0605408 # DEPENDENCYPART_SIBL
(14,7),(14,28),0.0316261 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0830419 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0637352 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0830431 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0378921 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.047835 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.000329353 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.0327297 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0106361 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.0261308 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.00230002 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.0415305 # DEPENDENCYPART_SIBL
(14,8),(14,23),0.013733 # DEPENDENCYPART_SIBL
(14,8),(14,24),-0.0816532 # DEPENDENCYPART_SIBL
(14,8),(14,25),8.14453e-05 # DEPENDENCYPART_SIBL
(14,8),(14,26),0.0327297 # DEPENDENCYPART_SIBL
(14,8),(14,28),-0.00346671 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0234028 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0362588 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0574039 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0524844 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0231363 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0124971 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0307261 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0581978 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0226831 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.00888549 # DEPENDENCYPART_SIBL
(14,10),(14,23),0.0105674 # DEPENDENCYPART_SIBL
(14,10),(14,24),-0.151397 # DEPENDENCYPART_SIBL
(14,10),(14,25),-0.0226911 # DEPENDENCYPART_SIBL
(14,10),(14,26),-0.0124971 # DEPENDENCYPART_SIBL
(14,10),(14,28),-0.125669 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.352028 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0266769 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0180169 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0293229 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.00290041 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0403141 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0501233 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0286484 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0540587 # DEPENDENCYPART_SIBL
(14,11),(14,23),-0.00148672 # DEPENDENCYPART_SIBL
(14,11),(14,24),-0.153247 # DEPENDENCYPART_SIBL
(14,11),(14,25),-0.0286484 # DEPENDENCYPART_SIBL
(14,11),(14,26),0.00290041 # DEPENDENCYPART_SIBL
(14,11),(14,28),-0.00196723 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.00984688 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0447665 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.019914 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.113119 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0175688 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0274979 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0195189 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0688889 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.0066578 # DEPENDENCYPART_SIBL
(14,12),(14,24),-0.139277 # DEPENDENCYPART_SIBL
(14,12),(14,25),-0.0195224 # DEPENDENCYPART_SIBL
(14,12),(14,26),-0.113119 # DEPENDENCYPART_SIBL
(14,12),(14,28),0.0419814 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.00893278 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0458674 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0176614 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.10705 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.119412 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0451553 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.156764 # DEPENDENCYPART_SIBL
