# _root_ In New York Stock Exchange composite trading yesterday , H.H. Robertson closed at $ 11.625 , up 62.5 cents .
#goldHeads=12,7,7,7,7,7,1,12,12,11,12,0,12,15,13,12,12,19,17,12,
#predictedHeads=12,7,7,7,7,7,1,12,12,11,12,0,12,15,13,12,12,19,17,12,
(3,8),(8,8),(8,21),0.084977 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,8),(8,9),(8,10),0.134181 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,11),0.134181 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,12),-0.117279 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,13),-0.0257324 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,14),-0.0427092 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,15),-0.0354845 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,16),-0.0496519 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,17),-0.0380839 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,19),0.134165 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,20),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,21),-0.0437646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,10),(8,11),-0.0133061 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,10),(8,12),-0.042993 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,10),(8,13),-0.0263882 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,10),(8,14),-0.0420684 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,10),(8,15),-0.0469336 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,10),(8,16),-0.0517457 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,10),(8,17),-0.0370625 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,10),(8,19),-0.0133072 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,10),(8,20),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,10),(8,21),0.00252831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,11),(8,12),-0.042993 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,11),(8,13),-0.0263882 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,11),(8,14),-0.0420684 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,11),(8,15),-0.0469336 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,11),(8,16),-0.0517457 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,11),(8,17),-0.0370625 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,11),(8,19),-0.0133071 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,11),(8,20),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,11),(8,21),0.00252935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,12),(8,13),-0.0521116 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,12),(8,14),-0.0425119 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,12),(8,15),-0.0425768 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,12),(8,16),-0.0559394 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,12),(8,17),-0.042131 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,12),(8,19),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,12),(8,20),-0.0421598 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,12),(8,21),-0.0145346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,13),(8,14),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,13),(8,15),-0.0423614 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,13),(8,16),-0.0679537 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,13),(8,17),-0.0425586 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,13),(8,19),-0.0425478 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,13),(8,20),-0.0454722 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,13),(8,21),-0.0525747 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,14),(8,15),-0.0422826 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,14),(8,16),-0.0423688 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,14),(8,17),-0.0424516 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,14),(8,19),-0.0454103 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,14),(8,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,14),(8,21),-0.0518828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,15),(8,16),-0.0358236 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,15),(8,17),-0.0434696 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,15),(8,19),-0.0533401 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,15),(8,20),-0.0430845 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,15),(8,21),-0.148356 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,16),(8,17),-0.0380839 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,16),(8,19),0.134165 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,16),(8,20),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,16),(8,21),-0.0437646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,17),(8,19),-0.0448653 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,17),(8,20),-0.0427916 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,17),(8,21),-0.0740646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,19),(8,20),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,19),(8,21),0.00555976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,20),(8,21),0.0957841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,8),(8,7),0.144897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,6),0.0894749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,5),0.147051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,4),0.145265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,3),0.146639 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,8),(8,8),(8,2),-0.141378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,1),-0.144064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,-1),0.00882937 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,8),(8,7),(8,6),0.150942 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,7),(8,5),0.107003 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,7),(8,4),0.104979 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,7),(8,3),0.110604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,7),(8,2),-0.125449 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,7),(8,1),-0.125035 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,7),(8,-1),-0.146567 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,6),(8,5),0.135302 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,6),(8,4),0.135099 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,6),(8,3),0.13533 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,6),(8,2),-0.124914 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,6),(8,1),-0.124894 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,6),(8,-1),-0.159278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,5),(8,4),0.105152 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,5),(8,3),0.110777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,5),(8,2),-0.125449 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,5),(8,1),-0.125035 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,5),(8,-1),-0.145601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,4),(8,3),0.109874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,4),(8,2),-0.125449 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,4),(8,1),-0.125035 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,4),(8,-1),-0.146264 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,3),(8,2),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,3),(8,1),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,3),(8,-1),-0.146748 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,8),(8,2),(8,1),-0.125035 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,2),(8,-1),-0.133583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,1),(8,-1),-0.0845262 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,9),(9,21),-0.0112689 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,9),(9,9),(9,-1),-0.0961259 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,11),(11,11),(11,12),0.0455387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,13),-0.0312509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,14),-0.0468244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,15),-0.147135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,16),0.138951 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,17),-0.07202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,19),-0.183597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,20),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,21),0.0919099 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,11),(11,12),(11,13),-0.0521116 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,12),(11,14),-0.0425119 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,12),(11,15),-0.0425768 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,12),(11,16),-0.0559391 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,12),(11,17),-0.042131 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,12),(11,19),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,12),(11,20),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,12),(11,21),-0.013557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,13),(11,14),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,13),(11,15),-0.0423614 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,13),(11,16),-0.0679473 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,13),(11,17),-0.0425586 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,13),(11,19),-0.0425468 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,13),(11,20),-0.0454722 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,13),(11,21),-0.0510574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,14),(11,15),-0.0422826 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,14),(11,16),-0.0423688 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,14),(11,17),-0.0424516 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,14),(11,19),-0.0454103 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,14),(11,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,14),(11,21),-0.0518807 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,15),(11,16),-0.0358216 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,15),(11,17),-0.0434696 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,15),(11,19),-0.0533401 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,15),(11,20),-0.0430845 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,15),(11,21),-0.148356 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,16),(11,17),-0.0380839 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,16),(11,19),0.134187 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,16),(11,20),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,16),(11,21),-0.043764 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,17),(11,19),-0.0448653 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,17),(11,20),-0.0427916 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,17),(11,21),-0.0732811 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,19),(11,20),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,19),(11,21),0.00576577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,20),(11,21),0.0957853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,11),(11,10),0.150376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,9),0.165535 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,8),0.148826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,7),0.147753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,6),0.0895295 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,5),0.149907 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,4),0.148121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,3),0.149495 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,11),(11,11),(11,2),-0.141378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,-1),0.00763906 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,11),(11,10),(11,9),0.122624 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,10),(11,8),0.111172 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,10),(11,7),0.111185 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,10),(11,6),0.150735 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,10),(11,5),0.111181 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,10),(11,4),0.109157 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,10),(11,3),0.114782 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,10),(11,2),-0.125449 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,10),(11,-1),-0.143392 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,9),(11,8),0.1124 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,9),(11,7),0.112765 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,9),(11,6),0.0938145 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,9),(11,5),0.112773 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,9),(11,4),0.112773 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,9),(11,3),0.112735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,9),(11,2),-0.129532 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,9),(11,-1),-0.00348196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,8),(11,7),0.111176 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,8),(11,6),0.150735 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,8),(11,5),0.111172 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,8),(11,4),0.109148 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,8),(11,3),0.114773 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,8),(11,2),-0.125449 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,8),(11,-1),-0.144881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,7),(11,6),0.150947 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,7),(11,5),0.110869 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,7),(11,4),0.108845 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,7),(11,3),0.11447 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,7),(11,2),-0.125449 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,7),(11,-1),-0.144489 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,6),(11,5),0.135302 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,6),(11,4),0.135099 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,6),(11,3),0.13533 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,6),(11,2),-0.124914 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,6),(11,-1),-0.159372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,5),(11,4),0.109018 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,5),(11,3),0.114643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,5),(11,2),-0.125449 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,5),(11,-1),-0.143524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,4),(11,3),0.11374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,4),(11,2),-0.125449 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,4),(11,-1),-0.144187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,3),(11,2),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,3),(11,-1),-0.144671 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,11),(11,2),(11,-1),-0.131505 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,2),(2,3),0.139149 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,4),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,2),(2,2),(2,5),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,6),-0.126121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,21),0.0806171 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,2),(2,3),(2,4),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,3),(2,5),-0.125449 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,3),(2,6),-0.125126 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,3),(2,21),-0.156318 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,4),(2,5),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,6),-0.125126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,21),-0.155833 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,2),(2,5),(2,6),-0.125126 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,5),(2,21),-0.155171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,6),(2,21),-0.163595 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,2),(2,1),-0.0435069 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,-1),0.147967 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,2),(2,1),(2,-1),-0.129708 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,3),(3,4),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,3),(3,5),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,6),-0.126121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,8),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,9),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,11),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,21),0.0478285 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,4),(3,5),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,6),-0.125126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,8),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,9),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,11),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,21),-0.145121 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,5),(3,6),-0.125126 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,8),-0.125449 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,9),-0.126785 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,11),-0.125449 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,21),-0.144458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,6),(3,8),-0.124928 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,9),-0.125225 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,11),-0.124928 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,21),-0.162426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,8),(3,9),-0.126785 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,11),-0.125449 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,21),-0.145815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,9),(3,11),-0.129532 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,9),(3,21),-0.00366753 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,11),(3,21),-0.144472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,3),(3,2),-0.199541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,1),-0.0434429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,-1),0.123859 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,2),(3,1),-0.031491 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,2),(3,-1),-0.00256693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,1),(3,-1),-0.129644 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,5),(5,6),-0.0624809 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,7),-0.185303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,8),-0.187523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,9),0.138535 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,10),-0.185253 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,11),-0.185251 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,12),0.0447694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,13),-0.0290359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,16),0.138535 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,17),-0.07202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,19),-0.185697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,20),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,21),0.100812 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,6),(5,7),-0.0605551 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,8),-0.0607757 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,9),-0.0325486 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,10),-0.0605551 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,11),-0.0605551 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,12),-0.0395124 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,13),-0.0448105 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,16),-0.0325486 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,17),-0.0479308 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,19),-0.0605551 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,20),-0.0421103 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,21),-0.0508226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,7),(5,8),-0.0161643 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,9),-0.0517455 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,10),-0.0160485 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,11),-0.0160486 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,12),-0.0430007 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,13),-0.0263879 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,16),-0.0517455 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,17),-0.0370627 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,19),-0.0160496 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,20),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,21),0.00052232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,8),(5,9),-0.0517521 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,10),-0.0162785 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,11),-0.0162786 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,12),-0.0430159 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,13),-0.0263896 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,16),-0.0517521 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,17),-0.0370627 # DEPENDENCYPART_GRANDSIBL
