# _root_ Hughes Aircraft Co. , a unit of General Motors Corp. , said it agreed to purchase the Electro-Optics Technology division of Perkin-Elmer Corp .
#goldHeads=2,12,2,2,6,2,6,9,7,9,2,0,14,12,14,15,20,20,20,16,20,21,22,12,
#predictedHeads=2,12,2,2,6,2,6,9,7,9,2,0,14,12,14,15,20,20,20,16,20,21,22,12,
(6,7),(6,10),-0.0541788 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.00725946 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.245754 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0818953 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.297126 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.193359 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.0199132 # DEPENDENCYPART_SIBL
(6,7),(6,24),-0.0986765 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.130635 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.201319 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.104672 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0284055 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0222444 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0643632 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.00588503 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.076172 # DEPENDENCYPART_SIBL
(6,8),(6,24),-0.0496748 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.216176 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.107282 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0431463 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0363466 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.079104 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.00142934 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.090392 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.0552494 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0209859 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0863781 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0685626 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.117538 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0509887 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.108463 # DEPENDENCYPART_SIBL
(6,10),(6,24),-0.0303439 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.355086 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.217853 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.465237 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.170434 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.774784 # DEPENDENCYPART_SIBL
(6,11),(6,24),0.0300863 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.00642326 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.319165 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0314347 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.0358456 # DEPENDENCYPART_SIBL
(6,12),(6,24),0.0767979 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0589069 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.00129897 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.072307 # DEPENDENCYPART_SIBL
(6,13),(6,24),-0.0892056 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.033964 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.0212581 # DEPENDENCYPART_SIBL
(6,14),(6,24),0.0101614 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.122343 # DEPENDENCYPART_SIBL
(6,15),(6,24),0.0164561 # DEPENDENCYPART_SIBL
(6,20),(6,24),0.00467491 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0154299 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0423225 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0358451 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0687207 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.576412 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.132764 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0950741 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0505563 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0508681 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0585565 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.00820238 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.148577 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0235728 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.857967 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.903257 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.118692 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.417689 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.611125 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.891835 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0848098 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.40585 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.599894 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.109496 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.415316 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.61557 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0959446 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.434202 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.551941 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.240752 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0636343 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.105544 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0293996 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.06008 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.434839 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0666456 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.449983 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0994753 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.306849 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0684119 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.020083 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.345878 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0284218 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0050129 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0242869 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0267538 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.106694 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.0501749 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.0183514 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.0333636 # DEPENDENCYPART_SIBL
(9,1),(9,22),0.0570694 # DEPENDENCYPART_SIBL
(9,1),(9,23),0.252957 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.448225 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.108247 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.331349 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0779133 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0371711 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.338726 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.100078 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.00506204 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.031042 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0166646 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.116988 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.0430229 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.000804685 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.0245928 # DEPENDENCYPART_SIBL
(9,2),(9,22),0.0499174 # DEPENDENCYPART_SIBL
(9,2),(9,23),0.242409 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0750591 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0930366 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0973984 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.00624454 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.00835037 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.00499614 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.430345 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0816633 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0435757 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.109426 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.119758 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.144431 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.0781505 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.104104 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.0435142 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.137829 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.147155 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.1303 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.238734 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.029334 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.270648 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0737163 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.257096 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.138746 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.025031 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0083203 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.0155875 # DEPENDENCYPART_SIBL
(9,5),(9,22),0.043003 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.100821 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.087664 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.129127 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.165772 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.00137606 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0267778 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0678763 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.00125929 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0605071 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0151829 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.0353348 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.061895 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.0129331 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.0588138 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0240434 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0738559 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0618103 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0173171 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.019656 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0142351 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.101782 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0712865 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0456107 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.0169062 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0555227 # DEPENDENCYPART_SIBL
(9,7),(9,23),0.00890686 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.425484 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.06485 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0250132 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0537425 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.00512804 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0969331 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.100829 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.0371785 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.0869056 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.107723 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.313433 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.14922 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0225452 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.023934 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0258994 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0368825 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0995827 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0281405 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.112398 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.109853 # DEPENDENCYPART_SIBL
(9,10),(9,23),0.00229453 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.279844 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0563848 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.427101 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.108865 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.646817 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.659599 # DEPENDENCYPART_SIBL
(9,11),(9,21),0.327056 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.70446 # DEPENDENCYPART_SIBL
(9,11),(9,23),0.541005 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0421559 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.296779 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0227697 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.033815 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.101625 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.0520052 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.0384656 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.00723867 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0486289 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0284022 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.0275553 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.023441 # DEPENDENCYPART_SIBL
(9,13),(9,21),0.00426778 # DEPENDENCYPART_SIBL
(9,13),(9,22),0.0322059 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.0134965 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0516518 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.0195137 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.118337 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.0624083 # DEPENDENCYPART_SIBL
(9,14),(9,22),0.0241644 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.02154 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0942266 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.0220537 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.0755167 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.10038 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.0546743 # DEPENDENCYPART_SIBL
(9,19),(9,20),-0.0740574 # DEPENDENCYPART_SIBL
(9,19),(9,21),0.023825 # DEPENDENCYPART_SIBL
(9,19),(9,22),-0.0453592 # DEPENDENCYPART_SIBL
(9,19),(9,23),-0.128805 # DEPENDENCYPART_SIBL
(9,20),(9,21),-0.0654904 # DEPENDENCYPART_SIBL
(9,20),(9,22),-0.027822 # DEPENDENCYPART_SIBL
(9,20),(9,23),-0.0763555 # DEPENDENCYPART_SIBL
(9,21),(9,22),0.067301 # DEPENDENCYPART_SIBL
(9,21),(9,23),-0.00370173 # DEPENDENCYPART_SIBL
(9,22),(9,23),-0.120119 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.163973 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.155689 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.349247 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.129614 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.174274 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.118966 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.155797 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.100228 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.105204 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.164461 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.373747 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.146702 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.191346 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.190614 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.162545 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.11031 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.122736 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0976422 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.088451 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0607581 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0346202 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0652403 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.246096 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0257392 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.144712 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.132323 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0381366 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0433832 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0234011 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.0425352 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.228467 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.191645 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.209456 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.157499 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.116581 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.168457 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.183561 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.123407 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.136155 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.00533145 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.371138 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.605466 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.050322 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0134662 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.104988 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.581232 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.659732 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.108313 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.366156 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.165189 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.59121 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.56869 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.619579 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.108313 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0143998 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0263222 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.237223 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0250097 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.178816 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.113826 # DEPENDENCYPART_SIBL
(12,1),(12,21),-0.127737 # DEPENDENCYPART_SIBL
(12,1),(12,22),-0.175005 # DEPENDENCYPART_SIBL
(12,1),(12,24),0.0282214 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.667577 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.140337 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.360647 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.175018 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.59859 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.576101 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.62696 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.140337 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0224455 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.021578 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.262555 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0456541 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.195378 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.10965 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.155828 # DEPENDENCYPART_SIBL
(12,2),(12,22),-0.191566 # DEPENDENCYPART_SIBL
(12,2),(12,24),-0.0192698 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.185949 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.349879 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.181273 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.615647 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.591966 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.64393 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.185949 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.253009 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.252311 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.518084 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.292529 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.458579 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.386977 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.352351 # DEPENDENCYPART_SIBL
(12,3),(12,22),-0.454768 # DEPENDENCYPART_SIBL
(12,3),(12,24),-0.531601 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0369144 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0495973 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0956776 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0992349 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.00669037 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.324472 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.141513 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.144797 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.248478 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.166965 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0131289 # DEPENDENCYPART_SIBL
(12,4),(12,20),0.0135599 # DEPENDENCYPART_SIBL
(12,4),(12,21),-0.183606 # DEPENDENCYPART_SIBL
(12,4),(12,22),0.0079332 # DEPENDENCYPART_SIBL
(12,4),(12,24),0.01006 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.119374 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.53196 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.542331 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.586173 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.27094 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.138281 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.00767473 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.241552 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.060388 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.167952 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.0510858 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.159091 # DEPENDENCYPART_SIBL
(12,6),(12,22),-0.167834 # DEPENDENCYPART_SIBL
(12,6),(12,24),0.0255474 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.00858972 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.00274494 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0741564 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.109809 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.081575 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0653431 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.23983 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0590632 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.14915 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0294776 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.0431674 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.130794 # DEPENDENCYPART_SIBL
(12,7),(12,24),0.037569 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.535301 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.605731 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.101544 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0258712 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0195404 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.278586 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0410155 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.187393 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.159087 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.121847 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.183581 # DEPENDENCYPART_SIBL
(12,8),(12,24),-0.0119127 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.606971 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0670737 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0293074 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0612164 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.213336 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0192699 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.136095 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0593603 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.0662012 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.132283 # DEPENDENCYPART_SIBL
(12,9),(12,24),0.0893857 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0802405 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.180801 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.178829 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.511093 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.217877 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.370868 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.354893 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.300385 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.367057 # DEPENDENCYPART_SIBL
(12,10),(12,24),-0.35812 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.141513 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.144797 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.248478 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.166965 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0131289 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0135599 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.183606 # DEPENDENCYPART_SIBL
