# _root_ `` When I want to buy , they run from you -- they keep changing their prices , '' Mr. Smith said .
#goldHeads=22,6,4,9,4,5,9,9,22,9,10,9,14,9,14,17,15,22,22,21,22,0,22,
#predictedHeads=22,6,4,22,4,5,9,9,22,9,10,9,14,9,14,17,15,22,22,21,22,0,22,
(5,3),(5,14),-0.0339261 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0682806 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.00419656 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0202021 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0464903 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0296544 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0161157 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.211231 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0488441 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.203314 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.274105 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.261798 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0393427 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.277263 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.00626807 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.264799 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0457219 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.293486 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.287459 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0553118 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.193541 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.275611 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.181996 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0520214 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.19821 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0521394 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.181573 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.00875017 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.108681 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.128132 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.26216 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.165629 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.137169 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.129312 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0772546 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.154967 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.185536 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0595725 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.181846 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0477754 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0436773 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0615573 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0706361 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0299705 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.085506 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0375439 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0378589 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0706361 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0349217 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.0402385 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.0116891 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.0615573 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.55626 # DEPENDENCYPART_SIBL
(6,1),(6,21),-0.00428185 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0409834 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0747506 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0847766 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.176366 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0235495 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.128519 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.13074 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0100744 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0431781 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0235495 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.131487 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.249135 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.106817 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.176366 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.144605 # DEPENDENCYPART_SIBL
(6,2),(6,21),-0.0202391 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0151867 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0229156 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0531695 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.096651 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0373068 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.120335 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0732339 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0580205 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.096651 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0189662 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0272794 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0513149 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0531695 # DEPENDENCYPART_SIBL
(6,3),(6,19),0.0740461 # DEPENDENCYPART_SIBL
(6,3),(6,21),-0.0787925 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0599556 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0499407 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0239444 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.069916 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0662043 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.00417426 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0127877 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0239444 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0737639 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0627972 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.038435 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0499407 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0576867 # DEPENDENCYPART_SIBL
(6,4),(6,21),-0.00061245 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.133007 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0346192 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0723901 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0911064 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0491124 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0638329 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0346192 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0765293 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0373793 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0130064 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.133007 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.0531951 # DEPENDENCYPART_SIBL
(6,5),(6,21),-0.0358439 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0593775 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.240004 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.00503466 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0521361 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.00253837 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0593775 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.207204 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.657225 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.157833 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.104004 # DEPENDENCYPART_SIBL
(6,7),(6,19),0.0863003 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.125014 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.037466 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0141434 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0989067 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.00291826 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0895234 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.049203 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0176509 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.197177 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.132697 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0873849 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0773055 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0457935 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0424712 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.176578 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0349758 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.17651 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0288363 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.1116 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.100992 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.100529 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0436115 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0997588 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.183526 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0876163 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0193953 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0849035 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0571471 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.0941882 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.0417194 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0720576 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.00242818 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0579454 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0309058 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0189385 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.154405 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0796491 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0337471 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.0410008 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0443193 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.213539 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.244318 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.102799 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.0531739 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.00177765 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.207247 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.049203 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0176509 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.197177 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.132697 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0873849 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.0773055 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.017175 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.153842 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.032323 # DEPENDENCYPART_SIBL
(6,14),(6,19),0.0485283 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.0803283 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.275372 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.0539997 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0402437 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.174904 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.0157066 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.0399888 # DEPENDENCYPART_SIBL
(6,17),(6,21),-0.0829617 # DEPENDENCYPART_SIBL
(6,18),(6,19),0.0863003 # DEPENDENCYPART_SIBL
(6,18),(6,21),0.125014 # DEPENDENCYPART_SIBL
(6,19),(6,21),0.0631009 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0830881 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.156475 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.004119 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0696604 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0142836 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0153663 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0682731 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0533137 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.047122 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0423389 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0693108 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0656926 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0549444 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.00448164 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0929505 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0165978 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.398015 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.0170208 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.0943921 # DEPENDENCYPART_SIBL
(9,1),(9,23),0.127947 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0502624 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.00473388 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.00775393 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.00368195 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.10035 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0164245 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0917833 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0152688 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0174806 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0209447 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0570203 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.270336 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.131578 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.203174 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0638941 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.0731743 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.0405877 # DEPENDENCYPART_SIBL
(9,2),(9,23),-0.404758 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.145547 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.143975 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.172138 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0591118 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.572051 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.122539 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.147163 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0227999 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.201443 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0374838 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.00583323 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.125396 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.0255989 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.0656527 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.0663645 # DEPENDENCYPART_SIBL
(9,3),(9,22),-0.0432673 # DEPENDENCYPART_SIBL
(9,3),(9,23),0.0515203 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.049453 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.046497 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0866471 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.00829043 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0463488 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0167874 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0282836 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0642218 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0678455 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0231495 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.037731 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0350378 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0163229 # DEPENDENCYPART_SIBL
(9,4),(9,21),0.0103956 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.0612219 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.016955 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0243909 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.144746 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0633956 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0555791 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0191123 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0390096 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0545731 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0818655 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0118844 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0241424 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.174724 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0216162 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.0515283 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.0706467 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.0397029 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0568995 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.149706 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0499412 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.068571 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.091597 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.103332 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0841639 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0755132 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0965887 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.122151 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.137421 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0338288 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.0807602 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.0974625 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.00873403 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0395947 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0988276 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.104734 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.137246 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0779176 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0134839 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0640267 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0167271 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.018612 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.0536725 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.140784 # DEPENDENCYPART_SIBL
(9,7),(9,23),0.0221457 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.014641 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.051099 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0494124 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.109883 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.00199261 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0746436 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.025218 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.04072 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.150161 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.011835 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.0211215 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.100843 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.147603 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0274515 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.155184 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.00777818 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0462308 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.137637 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0138107 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0279966 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.0959849 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.0970306 # DEPENDENCYPART_SIBL
(9,10),(9,23),0.0272666 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0972453 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0754288 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0503956 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0245072 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.134806 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.109149 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0535473 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.0164573 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.0757727 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.0315199 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0348208 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.328011 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.085079 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0424511 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.206907 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0786479 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.166976 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.120651 # DEPENDENCYPART_SIBL
(9,12),(9,23),0.0107893 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.000747694 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0374236 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.155695 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.122484 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0755917 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0307737 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.0897259 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.0881942 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.100367 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.153684 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0300489 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.00794363 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.0864697 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.258479 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.0120197 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.280236 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.00781921 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0311248 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.164241 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.214118 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.0413484 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0551107 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.01206 # DEPENDENCYPART_SIBL
(9,17),(9,21),-0.0810348 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.137645 # DEPENDENCYPART_SIBL
(9,17),(9,23),0.0263359 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.026672 # DEPENDENCYPART_SIBL
(9,18),(9,21),0.121876 # DEPENDENCYPART_SIBL
(9,18),(9,22),-0.121663 # DEPENDENCYPART_SIBL
(9,18),(9,23),-0.0791635 # DEPENDENCYPART_SIBL
(9,19),(9,21),-0.0132879 # DEPENDENCYPART_SIBL
(9,19),(9,22),-0.132202 # DEPENDENCYPART_SIBL
(9,19),(9,23),-0.122189 # DEPENDENCYPART_SIBL
(9,21),(9,22),-0.144685 # DEPENDENCYPART_SIBL
(9,21),(9,23),-0.0117084 # DEPENDENCYPART_SIBL
(9,22),(9,23),0.0819307 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.11666 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0419882 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.101093 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0376452 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.101714 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.157735 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.263071 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.0266122 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.253089 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.149837 # DEPENDENCYPART_SIBL
(10,2),(10,21),0.0492246 # DEPENDENCYPART_SIBL
(10,2),(10,22),-0.0525597 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0293287 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.196843 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0639465 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.205859 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.168642 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.134904 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0618883 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.365147 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.175087 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.0878783 # DEPENDENCYPART_SIBL
(10,7),(10,22),0.108855 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0695691 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0978952 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0758807 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0797659 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0388966 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0215826 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0980632 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0619376 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.0331845 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.00520193 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.168566 # DEPENDENCYPART_SIBL
