# _root_ Sales climbed to an estimated $ 245 million in fiscal 1989 , ended Aug. 31 , from $ 99.9 million in fiscal 1985 .
#goldHeads=2,0,2,6,6,3,6,6,3,11,9,11,11,13,14,11,2,17,18,18,17,23,21,2,
#predictedHeads=2,0,2,6,6,3,6,6,6,11,9,2,11,13,14,6,2,17,18,18,18,23,21,2,
(3,11),(3,16),-0.147711 # DEPENDENCYPART_SIBL
(3,11),(3,17),-0.0569232 # DEPENDENCYPART_SIBL
(3,11),(3,18),-0.283379 # DEPENDENCYPART_SIBL
(3,11),(3,21),0.0153737 # DEPENDENCYPART_SIBL
(3,11),(3,23),-0.306527 # DEPENDENCYPART_SIBL
(3,12),(3,13),0.475565 # DEPENDENCYPART_SIBL
(3,12),(3,14),0.103426 # DEPENDENCYPART_SIBL
(3,12),(3,15),0.130815 # DEPENDENCYPART_SIBL
(3,12),(3,16),-0.00139793 # DEPENDENCYPART_SIBL
(3,12),(3,17),0.287459 # DEPENDENCYPART_SIBL
(3,12),(3,18),0.000369961 # DEPENDENCYPART_SIBL
(3,12),(3,21),0.212021 # DEPENDENCYPART_SIBL
(3,12),(3,23),0.149577 # DEPENDENCYPART_SIBL
(3,13),(3,14),-0.304921 # DEPENDENCYPART_SIBL
(3,13),(3,15),-0.145962 # DEPENDENCYPART_SIBL
(3,13),(3,16),0.0735688 # DEPENDENCYPART_SIBL
(3,13),(3,17),-0.0345395 # DEPENDENCYPART_SIBL
(3,13),(3,18),-0.247436 # DEPENDENCYPART_SIBL
(3,13),(3,21),-0.0227911 # DEPENDENCYPART_SIBL
(3,13),(3,23),-0.145612 # DEPENDENCYPART_SIBL
(3,14),(3,15),-0.314008 # DEPENDENCYPART_SIBL
(3,14),(3,16),-0.0821253 # DEPENDENCYPART_SIBL
(3,14),(3,17),-0.0780201 # DEPENDENCYPART_SIBL
(3,14),(3,18),-0.350125 # DEPENDENCYPART_SIBL
(3,14),(3,21),-0.153945 # DEPENDENCYPART_SIBL
(3,14),(3,23),-0.31267 # DEPENDENCYPART_SIBL
(3,15),(3,16),-0.153997 # DEPENDENCYPART_SIBL
(3,15),(3,17),-0.086054 # DEPENDENCYPART_SIBL
(3,15),(3,18),-0.281227 # DEPENDENCYPART_SIBL
(3,15),(3,21),-0.015453 # DEPENDENCYPART_SIBL
(3,15),(3,23),-0.264741 # DEPENDENCYPART_SIBL
(3,16),(3,17),0.287459 # DEPENDENCYPART_SIBL
(3,16),(3,18),0.000369961 # DEPENDENCYPART_SIBL
(3,16),(3,21),0.212021 # DEPENDENCYPART_SIBL
(3,16),(3,23),0.149577 # DEPENDENCYPART_SIBL
(3,17),(3,18),-0.288076 # DEPENDENCYPART_SIBL
(3,17),(3,21),-0.0130443 # DEPENDENCYPART_SIBL
(3,17),(3,23),-0.15852 # DEPENDENCYPART_SIBL
(3,18),(3,21),0.196167 # DEPENDENCYPART_SIBL
(3,18),(3,23),-0.0484199 # DEPENDENCYPART_SIBL
(3,21),(3,23),-0.211886 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0723167 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0443328 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0125762 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0988221 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0444522 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0498846 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0601772 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0727251 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.0263317 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0438918 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.0290502 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.00243814 # DEPENDENCYPART_SIBL
(5,1),(5,14),-0.00753059 # DEPENDENCYPART_SIBL
(5,1),(5,16),0.0290502 # DEPENDENCYPART_SIBL
(5,1),(5,17),0.0694816 # DEPENDENCYPART_SIBL
(5,1),(5,18),0.0444522 # DEPENDENCYPART_SIBL
(5,1),(5,21),0.0727251 # DEPENDENCYPART_SIBL
(5,1),(5,24),0.142718 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0176871 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0296124 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0589591 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0314903 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0395235 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.00470892 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0284748 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0316508 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0225517 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.0084481 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.0252063 # DEPENDENCYPART_SIBL
(5,2),(5,16),0.0225517 # DEPENDENCYPART_SIBL
(5,2),(5,17),0.0161474 # DEPENDENCYPART_SIBL
(5,2),(5,18),0.0589591 # DEPENDENCYPART_SIBL
(5,2),(5,21),-0.00470892 # DEPENDENCYPART_SIBL
(5,2),(5,24),0.126011 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0253369 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0401793 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0369042 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.00113493 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0681077 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0804272 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0371516 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.136449 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0601994 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.0892198 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.136449 # DEPENDENCYPART_SIBL
(5,3),(5,17),-0.0592382 # DEPENDENCYPART_SIBL
(5,3),(5,18),0.0401793 # DEPENDENCYPART_SIBL
(5,3),(5,21),-0.0681077 # DEPENDENCYPART_SIBL
(5,3),(5,24),0.0584667 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.156631 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0330457 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0440605 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.186559 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0213568 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0461892 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0109602 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.134535 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0363888 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0109602 # DEPENDENCYPART_SIBL
(5,4),(5,17),0.167064 # DEPENDENCYPART_SIBL
(5,4),(5,18),0.156631 # DEPENDENCYPART_SIBL
(5,4),(5,21),0.186559 # DEPENDENCYPART_SIBL
(5,4),(5,24),0.0814053 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0908751 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0600866 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.163347 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0357289 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0857931 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0380109 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.101095 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.0996547 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.0380109 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.0394295 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.258301 # DEPENDENCYPART_SIBL
(5,6),(5,21),0.163347 # DEPENDENCYPART_SIBL
(5,6),(5,24),-0.0358259 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.069824 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0100733 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0704458 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0126826 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0249416 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0767433 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.102002 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.0249416 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.175939 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.0233399 # DEPENDENCYPART_SIBL
(5,7),(5,21),-0.0100733 # DEPENDENCYPART_SIBL
(5,7),(5,24),-0.0773911 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0782296 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0704932 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.000404702 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0074247 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0661137 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0655426 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0074247 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.126775 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.0257234 # DEPENDENCYPART_SIBL
(5,8),(5,21),0.0782296 # DEPENDENCYPART_SIBL
(5,8),(5,24),-0.0763711 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.101578 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0353202 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0346626 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.1061 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0765206 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0346626 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.375156 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.223648 # DEPENDENCYPART_SIBL
(5,9),(5,21),-0.270189 # DEPENDENCYPART_SIBL
(5,9),(5,24),-0.0836794 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0632518 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.00550291 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0212323 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.0872725 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.00550291 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.171357 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.109572 # DEPENDENCYPART_SIBL
(5,10),(5,21),0.0458267 # DEPENDENCYPART_SIBL
(5,10),(5,24),-0.0900891 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0255159 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.0823409 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.11289 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.0255159 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.166111 # DEPENDENCYPART_SIBL
(5,11),(5,18),-0.034979 # DEPENDENCYPART_SIBL
(5,11),(5,21),0.00142524 # DEPENDENCYPART_SIBL
(5,11),(5,24),-0.0557585 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.523061 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.132068 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.0585871 # DEPENDENCYPART_SIBL
(5,12),(5,17),0.096529 # DEPENDENCYPART_SIBL
(5,12),(5,18),0.0566801 # DEPENDENCYPART_SIBL
(5,12),(5,21),0.16018 # DEPENDENCYPART_SIBL
(5,12),(5,24),-0.0246374 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.221579 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.0894237 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.248715 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.179371 # DEPENDENCYPART_SIBL
(5,13),(5,21),-0.144293 # DEPENDENCYPART_SIBL
(5,13),(5,24),0.0200616 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.00913314 # DEPENDENCYPART_SIBL
(5,14),(5,17),-0.0526215 # DEPENDENCYPART_SIBL
(5,14),(5,18),-0.0219006 # DEPENDENCYPART_SIBL
(5,14),(5,21),-0.017703 # DEPENDENCYPART_SIBL
(5,14),(5,24),-0.00200779 # DEPENDENCYPART_SIBL
(5,16),(5,17),0.096529 # DEPENDENCYPART_SIBL
(5,16),(5,18),0.0566801 # DEPENDENCYPART_SIBL
(5,16),(5,21),0.16018 # DEPENDENCYPART_SIBL
(5,16),(5,24),-0.0246374 # DEPENDENCYPART_SIBL
(5,17),(5,18),-0.176547 # DEPENDENCYPART_SIBL
(5,17),(5,21),-0.0726749 # DEPENDENCYPART_SIBL
(5,17),(5,24),-0.0426223 # DEPENDENCYPART_SIBL
(5,18),(5,21),0.163347 # DEPENDENCYPART_SIBL
(5,18),(5,24),-0.0358259 # DEPENDENCYPART_SIBL
(5,21),(5,24),-0.0836794 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0376035 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.337178 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0004445 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0848739 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0026601 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0861074 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0311822 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.082061 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.00696017 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0164183 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0463636 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0502793 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.00164173 # DEPENDENCYPART_SIBL
(6,1),(6,16),0.0164183 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.0433099 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.0886868 # DEPENDENCYPART_SIBL
(6,1),(6,20),-0.0861074 # DEPENDENCYPART_SIBL
(6,1),(6,21),0.0311822 # DEPENDENCYPART_SIBL
(6,1),(6,22),-0.082061 # DEPENDENCYPART_SIBL
(6,1),(6,24),-0.101554 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.256668 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0458799 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.00722827 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0509395 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0404111 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.00272903 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.040366 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.040489 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.0492598 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0407844 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0192246 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0521101 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0492598 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0636075 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0447913 # DEPENDENCYPART_SIBL
(6,2),(6,20),-0.0404111 # DEPENDENCYPART_SIBL
(6,2),(6,21),-0.00272903 # DEPENDENCYPART_SIBL
(6,2),(6,22),-0.040366 # DEPENDENCYPART_SIBL
(6,2),(6,24),-0.0245154 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.162254 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0314191 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0782364 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0761133 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0860882 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0682852 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0676185 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.157499 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0594328 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0686753 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.0793005 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.157499 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0178818 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0616571 # DEPENDENCYPART_SIBL
(6,3),(6,20),0.0761133 # DEPENDENCYPART_SIBL
(6,3),(6,21),0.0860882 # DEPENDENCYPART_SIBL
(6,3),(6,22),-0.0682852 # DEPENDENCYPART_SIBL
(6,3),(6,24),-0.0677676 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.570985 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0931959 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0290749 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0577309 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0371774 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0685208 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0890595 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.135671 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0912704 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0892373 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0890595 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.0347113 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.048717 # DEPENDENCYPART_SIBL
(6,4),(6,20),-0.0290749 # DEPENDENCYPART_SIBL
(6,4),(6,21),0.0577309 # DEPENDENCYPART_SIBL
(6,4),(6,22),-0.0371774 # DEPENDENCYPART_SIBL
(6,4),(6,24),-0.0930475 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.199788 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.133069 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0800201 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0182748 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.191661 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0250424 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0848975 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0676734 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.199797 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0250424 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0555594 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.0345474 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.133069 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.0800201 # DEPENDENCYPART_SIBL
(6,5),(6,22),0.0182748 # DEPENDENCYPART_SIBL
(6,5),(6,24),0.0455975 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.259023 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.20742 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.107265 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0803189 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0257234 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.000137801 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.09913 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0260445 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0257234 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.0418722 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.222976 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.259023 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.20742 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.107265 # DEPENDENCYPART_SIBL
(6,7),(6,24),0.0118013 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.398089 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0987314 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.100212 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0818435 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0525183 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0459222 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0230957 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0818435 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.156332 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.194148 # DEPENDENCYPART_SIBL
(6,8),(6,20),0.253924 # DEPENDENCYPART_SIBL
(6,8),(6,21),0.398089 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.0987314 # DEPENDENCYPART_SIBL
(6,8),(6,24),0.0384997 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.080635 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0148036 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.127105 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0206407 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0302106 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0589327 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.127105 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.106062 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.107701 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.0228676 # DEPENDENCYPART_SIBL
(6,9),(6,21),0.021089 # DEPENDENCYPART_SIBL
(6,9),(6,22),0.080635 # DEPENDENCYPART_SIBL
(6,9),(6,24),0.116836 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.121565 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0623586 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0582968 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.153183 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.159407 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0623586 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0954416 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.00460705 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.0876879 # DEPENDENCYPART_SIBL
(6,10),(6,21),0.0295653 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.192172 # DEPENDENCYPART_SIBL
(6,10),(6,24),-0.0424269 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.00153708 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.037685 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.141196 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0920339 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.00153708 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.0308742 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.172507 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.193026 # DEPENDENCYPART_SIBL
(6,11),(6,21),0.197942 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.163982 # DEPENDENCYPART_SIBL
(6,11),(6,24),0.000288768 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.400496 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.19647 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0558993 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.00239937 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.150297 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.409187 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.0654498 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.0571826 # DEPENDENCYPART_SIBL
(6,12),(6,22),0.294038 # DEPENDENCYPART_SIBL
(6,12),(6,24),-0.0206467 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.14674 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0581029 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.162614 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.11458 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.0942667 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.0116321 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.119412 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.0982983 # DEPENDENCYPART_SIBL
(6,13),(6,24),0.126165 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0544999 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.127093 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.0709981 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.167479 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.0297019 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.0045128 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.0079645 # DEPENDENCYPART_SIBL
(6,14),(6,24),0.0315134 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0309344 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.00829662 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.17299 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.233005 # DEPENDENCYPART_SIBL
(6,15),(6,21),0.157201 # DEPENDENCYPART_SIBL
(6,15),(6,22),-0.14574 # DEPENDENCYPART_SIBL
(6,15),(6,24),-0.0363248 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.150297 # DEPENDENCYPART_SIBL
(6,16),(6,18),0.409187 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.0654498 # DEPENDENCYPART_SIBL
(6,16),(6,21),0.0571826 # DEPENDENCYPART_SIBL
(6,16),(6,22),0.294038 # DEPENDENCYPART_SIBL
(6,16),(6,24),-0.0206467 # DEPENDENCYPART_SIBL
(6,17),(6,18),0.0769339 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.0324633 # DEPENDENCYPART_SIBL
(6,17),(6,21),-0.0135895 # DEPENDENCYPART_SIBL
(6,17),(6,22),-0.0171304 # DEPENDENCYPART_SIBL
(6,17),(6,24),0.0933946 # DEPENDENCYPART_SIBL
(6,18),(6,20),0.38727 # DEPENDENCYPART_SIBL
(6,18),(6,21),0.200904 # DEPENDENCYPART_SIBL
(6,18),(6,22),-0.0360949 # DEPENDENCYPART_SIBL
(6,18),(6,24),0.0518855 # DEPENDENCYPART_SIBL
(6,20),(6,21),0.398089 # DEPENDENCYPART_SIBL
(6,20),(6,22),-0.0987314 # DEPENDENCYPART_SIBL
(6,20),(6,24),0.0384997 # DEPENDENCYPART_SIBL
(6,21),(6,22),0.080635 # DEPENDENCYPART_SIBL
(6,21),(6,24),0.116836 # DEPENDENCYPART_SIBL
(6,22),(6,24),-0.0424269 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.388189 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0229975 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.145224 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.00264204 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0715795 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0962581 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.388295 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.123699 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.116813 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0532209 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0233129 # DEPENDENCYPART_SIBL
