# _root_ NCNB Texas National , formed from the remnants of of the failed First RepublicBank Corp. of Dallas , contributed $ 76.9 million to NCNB 's bottom line in the third quarter .
#goldHeads=3,3,19,3,3,5,8,6,8,8,14,14,14,10,14,14,16,3,0,19,20,20,19,27,24,27,23,19,31,31,28,19,
#predictedHeads=3,3,19,3,3,5,8,6,8,9,14,14,14,10,14,14,16,3,0,19,20,20,19,27,24,27,23,19,31,31,28,19,
(14,10),(14,19),-0.011403 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.010634 # DEPENDENCYPART_SIBL
(14,10),(14,24),-0.073271 # DEPENDENCYPART_SIBL
(14,10),(14,25),-0.102765 # DEPENDENCYPART_SIBL
(14,10),(14,27),-0.0224883 # DEPENDENCYPART_SIBL
(14,10),(14,28),-0.0474692 # DEPENDENCYPART_SIBL
(14,10),(14,32),-0.0513195 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.483191 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.176089 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.198775 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.197885 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0111616 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0338447 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.184167 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0594717 # DEPENDENCYPART_SIBL
(14,11),(14,24),-0.0182034 # DEPENDENCYPART_SIBL
(14,11),(14,25),0.506867 # DEPENDENCYPART_SIBL
(14,11),(14,27),0.0196985 # DEPENDENCYPART_SIBL
(14,11),(14,28),0.0930693 # DEPENDENCYPART_SIBL
(14,11),(14,32),-0.0649358 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.174316 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.175844 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0407096 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0300041 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0557746 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.00982144 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.00768462 # DEPENDENCYPART_SIBL
(14,12),(14,24),0.0233935 # DEPENDENCYPART_SIBL
(14,12),(14,25),-0.164053 # DEPENDENCYPART_SIBL
(14,12),(14,27),-0.00672207 # DEPENDENCYPART_SIBL
(14,12),(14,28),0.0891803 # DEPENDENCYPART_SIBL
(14,12),(14,32),-0.0219932 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.403033 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.295413 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.150896 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0624443 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0558373 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.142771 # DEPENDENCYPART_SIBL
(14,13),(14,24),0.132307 # DEPENDENCYPART_SIBL
(14,13),(14,25),0.20301 # DEPENDENCYPART_SIBL
(14,13),(14,27),0.101255 # DEPENDENCYPART_SIBL
(14,13),(14,28),0.374894 # DEPENDENCYPART_SIBL
(14,13),(14,32),0.112525 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.10813 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.112172 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.105268 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0125093 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.14916 # DEPENDENCYPART_SIBL
(14,15),(14,24),0.0822039 # DEPENDENCYPART_SIBL
(14,15),(14,25),-0.100565 # DEPENDENCYPART_SIBL
(14,15),(14,27),0.0399377 # DEPENDENCYPART_SIBL
(14,15),(14,28),-0.0061958 # DEPENDENCYPART_SIBL
(14,15),(14,32),0.193448 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0736167 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0107424 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0280177 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.114938 # DEPENDENCYPART_SIBL
(14,16),(14,24),0.0631392 # DEPENDENCYPART_SIBL
(14,16),(14,25),0.470697 # DEPENDENCYPART_SIBL
(14,16),(14,27),0.198529 # DEPENDENCYPART_SIBL
(14,16),(14,28),0.138015 # DEPENDENCYPART_SIBL
(14,16),(14,32),-0.020456 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0415068 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.057312 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0654679 # DEPENDENCYPART_SIBL
(14,17),(14,24),-0.0492186 # DEPENDENCYPART_SIBL
(14,17),(14,25),-0.11966 # DEPENDENCYPART_SIBL
(14,17),(14,27),-0.0483786 # DEPENDENCYPART_SIBL
(14,17),(14,28),-0.0187065 # DEPENDENCYPART_SIBL
(14,17),(14,32),0.0131185 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.464939 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.138665 # DEPENDENCYPART_SIBL
(14,18),(14,24),0.702767 # DEPENDENCYPART_SIBL
(14,18),(14,25),0.0116417 # DEPENDENCYPART_SIBL
(14,18),(14,27),0.69597 # DEPENDENCYPART_SIBL
(14,18),(14,28),0.226792 # DEPENDENCYPART_SIBL
(14,18),(14,32),0.00426558 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0306451 # DEPENDENCYPART_SIBL
(14,19),(14,24),0.0314098 # DEPENDENCYPART_SIBL
(14,19),(14,25),0.00283847 # DEPENDENCYPART_SIBL
(14,19),(14,27),-0.0944879 # DEPENDENCYPART_SIBL
(14,19),(14,28),0.02511 # DEPENDENCYPART_SIBL
(14,19),(14,32),0.0314962 # DEPENDENCYPART_SIBL
(14,20),(14,24),0.0536025 # DEPENDENCYPART_SIBL
(14,20),(14,25),0.0357294 # DEPENDENCYPART_SIBL
(14,20),(14,27),-0.0236175 # DEPENDENCYPART_SIBL
(14,20),(14,28),0.273044 # DEPENDENCYPART_SIBL
(14,20),(14,32),0.203033 # DEPENDENCYPART_SIBL
(14,24),(14,25),-0.127213 # DEPENDENCYPART_SIBL
(14,24),(14,27),-0.0554584 # DEPENDENCYPART_SIBL
(14,24),(14,28),-0.0292627 # DEPENDENCYPART_SIBL
(14,24),(14,32),0.00564445 # DEPENDENCYPART_SIBL
(14,25),(14,27),-0.22525 # DEPENDENCYPART_SIBL
(14,25),(14,28),0.275968 # DEPENDENCYPART_SIBL
(14,25),(14,32),-0.0775828 # DEPENDENCYPART_SIBL
(14,27),(14,28),0.0340205 # DEPENDENCYPART_SIBL
(14,27),(14,32),0.106958 # DEPENDENCYPART_SIBL
(14,28),(14,32),-0.00169471 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.0530774 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.0730902 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.2074 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.206639 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0248957 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0142004 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0391234 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.0155114 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.0408906 # DEPENDENCYPART_SIBL
(15,5),(15,25),0.333236 # DEPENDENCYPART_SIBL
(15,5),(15,32),-0.0940674 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.435008 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0871389 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0377988 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.200235 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0456361 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0517472 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.188601 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0975426 # DEPENDENCYPART_SIBL
(15,11),(15,25),1.04231 # DEPENDENCYPART_SIBL
(15,11),(15,32),-0.117976 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.166054 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.165293 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0329539 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0146927 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0510603 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0152521 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0406087 # DEPENDENCYPART_SIBL
(15,12),(15,25),0.330897 # DEPENDENCYPART_SIBL
(15,12),(15,32),-0.0852559 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.142876 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.424752 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.201309 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.155498 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.183078 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.184094 # DEPENDENCYPART_SIBL
(15,13),(15,25),1.26153 # DEPENDENCYPART_SIBL
(15,13),(15,32),0.129383 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.177899 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0973267 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.165615 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.15368 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.102248 # DEPENDENCYPART_SIBL
(15,14),(15,25),1.09525 # DEPENDENCYPART_SIBL
(15,14),(15,32),0.0651503 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0706555 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.19075 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0241664 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.149173 # DEPENDENCYPART_SIBL
(15,16),(15,25),0.52234 # DEPENDENCYPART_SIBL
(15,16),(15,32),0.101767 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.199967 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.00285044 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.102003 # DEPENDENCYPART_SIBL
(15,17),(15,25),-0.0653682 # DEPENDENCYPART_SIBL
(15,17),(15,32),0.149636 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.399502 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0594135 # DEPENDENCYPART_SIBL
(15,18),(15,25),-0.0503605 # DEPENDENCYPART_SIBL
(15,18),(15,32),0.0280544 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0104324 # DEPENDENCYPART_SIBL
(15,19),(15,25),0.000383388 # DEPENDENCYPART_SIBL
(15,19),(15,32),0.081157 # DEPENDENCYPART_SIBL
(15,20),(15,25),0.013884 # DEPENDENCYPART_SIBL
(15,20),(15,32),0.204148 # DEPENDENCYPART_SIBL
(15,25),(15,32),-0.0293571 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.59346 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.522685 # DEPENDENCYPART_SIBL
(16,17),(16,27),-0.959231 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.265197 # DEPENDENCYPART_SIBL
(16,19),(16,27),-0.539785 # DEPENDENCYPART_SIBL
(16,20),(16,27),-0.897047 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.174444 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.124159 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.0165277 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.0171425 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.183693 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.059933 # DEPENDENCYPART_SIBL
(17,11),(17,25),0.506406 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0643746 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0230905 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0335816 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0516105 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.13855 # DEPENDENCYPART_SIBL
(17,13),(17,25),0.198789 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0101731 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.049959 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0285092 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.0630002 # DEPENDENCYPART_SIBL
(17,14),(17,25),0.0459736 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.108589 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0523767 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.019674 # DEPENDENCYPART_SIBL
(17,15),(17,25),-0.0486202 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.428108 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.103881 # DEPENDENCYPART_SIBL
(17,18),(17,25),-0.0231421 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0306078 # DEPENDENCYPART_SIBL
(17,19),(17,25),0.00280123 # DEPENDENCYPART_SIBL
(17,20),(17,25),0.0357294 # DEPENDENCYPART_SIBL
(19,1),(19,2),-0.488591 # DEPENDENCYPART_SIBL
(19,1),(19,3),-0.45105 # DEPENDENCYPART_SIBL
(19,1),(19,4),-0.0389137 # DEPENDENCYPART_SIBL
(19,1),(19,5),-0.0412804 # DEPENDENCYPART_SIBL
(19,1),(19,6),-0.0653275 # DEPENDENCYPART_SIBL
(19,1),(19,8),-0.357903 # DEPENDENCYPART_SIBL
(19,1),(19,9),-0.137898 # DEPENDENCYPART_SIBL
(19,1),(19,10),-0.137898 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.359039 # DEPENDENCYPART_SIBL
(19,1),(19,12),-0.0191741 # DEPENDENCYPART_SIBL
(19,1),(19,13),-0.418296 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.462795 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.499734 # DEPENDENCYPART_SIBL
(19,1),(19,16),-0.137898 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.46457 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.0389137 # DEPENDENCYPART_SIBL
(19,1),(19,20),0.00227993 # DEPENDENCYPART_SIBL
(19,1),(19,21),-0.0154129 # DEPENDENCYPART_SIBL
(19,1),(19,22),-0.00913101 # DEPENDENCYPART_SIBL
(19,1),(19,23),-0.00804461 # DEPENDENCYPART_SIBL
(19,1),(19,24),-0.03744 # DEPENDENCYPART_SIBL
(19,1),(19,25),0.00193375 # DEPENDENCYPART_SIBL
(19,1),(19,26),-0.0752211 # DEPENDENCYPART_SIBL
(19,1),(19,27),-0.0265805 # DEPENDENCYPART_SIBL
(19,1),(19,28),-0.0837292 # DEPENDENCYPART_SIBL
(19,1),(19,31),-0.0286808 # DEPENDENCYPART_SIBL
(19,1),(19,32),-0.0217323 # DEPENDENCYPART_SIBL
(19,2),(19,3),-0.420749 # DEPENDENCYPART_SIBL
(19,2),(19,4),-0.0616533 # DEPENDENCYPART_SIBL
(19,2),(19,5),-0.0426121 # DEPENDENCYPART_SIBL
(19,2),(19,6),-0.0674631 # DEPENDENCYPART_SIBL
(19,2),(19,8),-0.356096 # DEPENDENCYPART_SIBL
(19,2),(19,9),-0.140041 # DEPENDENCYPART_SIBL
(19,2),(19,10),-0.140041 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.363078 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.0205058 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.387899 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.432398 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.468816 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.140041 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.434173 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.0616533 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.0149752 # DEPENDENCYPART_SIBL
(19,2),(19,21),-0.0295023 # DEPENDENCYPART_SIBL
(19,2),(19,22),-0.0232203 # DEPENDENCYPART_SIBL
(19,2),(19,23),-0.0436874 # DEPENDENCYPART_SIBL
(19,2),(19,24),-0.081024 # DEPENDENCYPART_SIBL
(19,2),(19,25),-0.015372 # DEPENDENCYPART_SIBL
(19,2),(19,26),-0.0838501 # DEPENDENCYPART_SIBL
(19,2),(19,27),-0.0659006 # DEPENDENCYPART_SIBL
(19,2),(19,28),-0.0890559 # DEPENDENCYPART_SIBL
(19,2),(19,31),-0.0680009 # DEPENDENCYPART_SIBL
(19,2),(19,32),-0.0646144 # DEPENDENCYPART_SIBL
(19,3),(19,4),0.0492476 # DEPENDENCYPART_SIBL
(19,3),(19,5),-0.0293369 # DEPENDENCYPART_SIBL
(19,3),(19,6),-0.0396491 # DEPENDENCYPART_SIBL
(19,3),(19,8),-0.343862 # DEPENDENCYPART_SIBL
(19,3),(19,9),-0.114825 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.114825 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.343481 # DEPENDENCYPART_SIBL
(19,3),(19,12),-0.00723058 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.376543 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.420146 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.457307 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.114825 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.421921 # DEPENDENCYPART_SIBL
(19,3),(19,18),0.0492476 # DEPENDENCYPART_SIBL
(19,3),(19,20),0.00534556 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.0225643 # DEPENDENCYPART_SIBL
(19,3),(19,22),-0.0162847 # DEPENDENCYPART_SIBL
(19,3),(19,23),0.00111784 # DEPENDENCYPART_SIBL
(19,3),(19,24),-0.0400094 # DEPENDENCYPART_SIBL
(19,3),(19,25),-0.02759 # DEPENDENCYPART_SIBL
(19,3),(19,26),-0.0805672 # DEPENDENCYPART_SIBL
(19,3),(19,27),-0.0357696 # DEPENDENCYPART_SIBL
(19,3),(19,28),-0.0595125 # DEPENDENCYPART_SIBL
(19,3),(19,31),-0.0378701 # DEPENDENCYPART_SIBL
(19,3),(19,32),-0.0246566 # DEPENDENCYPART_SIBL
(19,4),(19,5),0.1919 # DEPENDENCYPART_SIBL
(19,4),(19,6),0.0392453 # DEPENDENCYPART_SIBL
(19,4),(19,8),0.0600668 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.0528604 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.0528604 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.0581074 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.259163 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.0518968 # DEPENDENCYPART_SIBL
(19,4),(19,14),0.0825823 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.0107544 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.0528604 # DEPENDENCYPART_SIBL
(19,4),(19,17),0.0791998 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.0418737 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.0145994 # DEPENDENCYPART_SIBL
(19,4),(19,21),-0.0733797 # DEPENDENCYPART_SIBL
(19,4),(19,22),-0.0809141 # DEPENDENCYPART_SIBL
(19,4),(19,23),0.0155382 # DEPENDENCYPART_SIBL
(19,4),(19,24),-0.01508 # DEPENDENCYPART_SIBL
(19,4),(19,25),-0.220161 # DEPENDENCYPART_SIBL
(19,4),(19,26),-0.0692783 # DEPENDENCYPART_SIBL
(19,4),(19,27),-0.0190355 # DEPENDENCYPART_SIBL
(19,4),(19,28),-0.0317846 # DEPENDENCYPART_SIBL
(19,4),(19,31),-0.0397489 # DEPENDENCYPART_SIBL
(19,4),(19,32),0.0919122 # DEPENDENCYPART_SIBL
(19,5),(19,6),-0.100834 # DEPENDENCYPART_SIBL
(19,5),(19,8),-0.0832781 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.123961 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.123961 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.146447 # DEPENDENCYPART_SIBL
(19,5),(19,12),0.0173175 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.00572345 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.00349815 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.0397685 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.123961 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.00437432 # DEPENDENCYPART_SIBL
(19,5),(19,18),0.315172 # DEPENDENCYPART_SIBL
(19,5),(19,20),0.0217714 # DEPENDENCYPART_SIBL
(19,5),(19,21),-0.0123498 # DEPENDENCYPART_SIBL
(19,5),(19,22),-0.0100702 # DEPENDENCYPART_SIBL
(19,5),(19,23),-0.0222065 # DEPENDENCYPART_SIBL
(19,5),(19,24),0.0207936 # DEPENDENCYPART_SIBL
(19,5),(19,25),-0.0615358 # DEPENDENCYPART_SIBL
(19,5),(19,26),-0.0663535 # DEPENDENCYPART_SIBL
(19,5),(19,27),-0.0501441 # DEPENDENCYPART_SIBL
(19,5),(19,28),-0.021927 # DEPENDENCYPART_SIBL
(19,5),(19,31),-0.0613224 # DEPENDENCYPART_SIBL
(19,5),(19,32),0.0447645 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.0229236 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.100915 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.100915 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.0405668 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.0281734 # DEPENDENCYPART_SIBL
(19,6),(19,13),0.0397357 # DEPENDENCYPART_SIBL
(19,6),(19,14),0.0295589 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.04186 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.100915 # DEPENDENCYPART_SIBL
(19,6),(19,17),0.0290834 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.352521 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.0496499 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.0274663 # DEPENDENCYPART_SIBL
(19,6),(19,22),-0.0165418 # DEPENDENCYPART_SIBL
(19,6),(19,23),0.0355315 # DEPENDENCYPART_SIBL
(19,6),(19,24),-0.0336881 # DEPENDENCYPART_SIBL
(19,6),(19,25),-0.0501806 # DEPENDENCYPART_SIBL
(19,6),(19,26),-0.0120208 # DEPENDENCYPART_SIBL
(19,6),(19,27),-0.0096739 # DEPENDENCYPART_SIBL
(19,6),(19,28),-0.0747676 # DEPENDENCYPART_SIBL
(19,6),(19,31),-0.0335215 # DEPENDENCYPART_SIBL
(19,6),(19,32),-0.00883455 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.0239939 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.0239939 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.26372 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.111061 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.485395 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.501235 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.536292 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.0239939 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.501555 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.0556422 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.0425522 # DEPENDENCYPART_SIBL
(19,8),(19,21),-0.0561068 # DEPENDENCYPART_SIBL
(19,8),(19,22),-0.0686469 # DEPENDENCYPART_SIBL
(19,8),(19,23),-0.0869957 # DEPENDENCYPART_SIBL
(19,8),(19,24),-0.0743519 # DEPENDENCYPART_SIBL
(19,8),(19,25),-0.0682523 # DEPENDENCYPART_SIBL
(19,8),(19,26),-0.0594914 # DEPENDENCYPART_SIBL
(19,8),(19,27),-0.0359657 # DEPENDENCYPART_SIBL
(19,8),(19,28),-0.0300012 # DEPENDENCYPART_SIBL
(19,8),(19,31),-0.0285501 # DEPENDENCYPART_SIBL
(19,8),(19,32),-0.0279912 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.135721 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.0492538 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.00698512 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.0636862 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.0537952 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0176185 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.135721 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.0533187 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.15377 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.0257421 # DEPENDENCYPART_SIBL
(19,9),(19,21),0.00229549 # DEPENDENCYPART_SIBL
(19,9),(19,22),0.00672625 # DEPENDENCYPART_SIBL
(19,9),(19,23),-0.0292191 # DEPENDENCYPART_SIBL
(19,9),(19,24),-0.0246146 # DEPENDENCYPART_SIBL
(19,9),(19,25),-0.0203474 # DEPENDENCYPART_SIBL
(19,9),(19,26),-0.0606665 # DEPENDENCYPART_SIBL
(19,9),(19,27),0.0193996 # DEPENDENCYPART_SIBL
(19,9),(19,28),-0.0441674 # DEPENDENCYPART_SIBL
(19,9),(19,31),-0.00444696 # DEPENDENCYPART_SIBL
(19,9),(19,32),0.012318 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.0492538 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.00698512 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.0636862 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.0537952 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.0176185 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.135721 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.0533187 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.15377 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.0257421 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.00229549 # DEPENDENCYPART_SIBL
(19,10),(19,22),0.00672625 # DEPENDENCYPART_SIBL
(19,10),(19,23),-0.0292191 # DEPENDENCYPART_SIBL
(19,10),(19,24),-0.0246146 # DEPENDENCYPART_SIBL
(19,10),(19,25),-0.0203474 # DEPENDENCYPART_SIBL
(19,10),(19,26),-0.0606665 # DEPENDENCYPART_SIBL
(19,10),(19,27),0.0193996 # DEPENDENCYPART_SIBL
(19,10),(19,28),-0.0441674 # DEPENDENCYPART_SIBL
(19,10),(19,31),-0.00444696 # DEPENDENCYPART_SIBL
(19,10),(19,32),0.012318 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.184833 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.126369 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.195244 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.255234 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.162587 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.187463 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0945735 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.173512 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.175207 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.177173 # DEPENDENCYPART_SIBL
