# _root_ Other credit houses , such as Credit Exchange and Solo Credit Service Corp. , are suggesting that their clients study each order before shipping .
#goldHeads=3,3,15,3,6,3,8,9,6,13,13,13,9,3,0,15,20,19,20,16,22,20,20,23,15,
#predictedHeads=3,3,15,3,6,3,8,9,6,13,13,13,9,3,0,15,20,19,20,16,22,20,20,23,15,
(2,1),(1,1),(1,2),-0.146105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,3),-0.146105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,5),-0.145457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,6),-0.149022 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,9),-0.147163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,26),0.0180146 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,2),(1,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,5),-0.144703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,26),-0.121737 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,3),(1,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,5),-0.144703 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,26),-0.121737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,4),(1,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,26),-0.136689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,5),(1,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,5),(1,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,5),(1,26),-0.139954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,6),(1,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,6),(1,26),-0.17942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,9),(1,26),-0.134011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,1),(1,-1),0.0752068 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,3),(3,4),0.13383 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,5),-0.0442437 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,6),-0.00556319 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,7),-0.133322 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,8),-0.133752 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,9),-0.0408344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,10),-0.132012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,11),-0.133322 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,12),-0.132366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,14),0.13383 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,15),0.0482669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,17),-0.0194865 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,19),-0.132012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,22),-0.132012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,23),-0.00419123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,25),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,26),0.131538 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,4),(3,5),-0.0312528 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,6),0.00286321 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,7),0.135096 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,8),0.135076 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,9),-0.0318761 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,10),0.135096 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,11),0.135096 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,12),0.132803 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,14),-0.0232074 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,15),-0.0666199 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,17),0.00352783 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,19),0.135096 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,22),0.135087 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,23),0.00362379 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,25),-0.0242318 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,26),-0.0202264 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,5),(3,6),-0.0238565 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,7),-0.0388241 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,8),-0.0388357 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,9),-0.0198425 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,10),-0.0388241 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,11),-0.0388241 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,12),-0.0388241 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,14),-0.0272939 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,15),-0.0152969 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,17),-0.0238544 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,19),-0.0388241 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,22),-0.0388241 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,23),-0.0238544 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,26),-0.0324504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,6),(3,7),-0.0214506 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,8),-0.0214506 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,9),-0.0150179 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,10),-0.0214506 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,11),-0.0214506 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,12),-0.0218897 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,14),-0.0480661 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,15),-0.0148779 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,17),-0.0300195 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,19),-0.0214506 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,22),-0.0214506 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,23),-0.0300071 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,25),-0.0204459 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,26),-0.018839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,7),(3,8),-0.00139681 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,9),-0.0202714 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,10),-0.00139681 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,11),-0.0014547 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,12),-0.00139681 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,14),0.00438453 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,15),-0.0207496 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,17),-0.0197103 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,19),-0.00139681 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,22),-0.00139681 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,23),-0.0196548 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,25),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,26),0.0245031 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,8),(3,9),-0.0202714 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,10),-0.00139456 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,11),-0.00145245 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,12),-0.00139456 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,14),0.00438228 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,15),-0.0207496 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,17),-0.0197103 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,19),-0.00139456 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,22),-0.00139456 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,23),-0.0196548 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,25),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,26),0.0240991 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,9),(3,10),-0.15179 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,11),-0.149122 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,12),-0.188429 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,14),0.106346 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,15),0.223991 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,17),0.383289 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,19),-0.173461 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,22),-0.257376 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,23),0.179407 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,25),0.0279568 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,26),-0.0343427 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,10),(3,11),-0.00145106 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,10),(3,12),-0.00139317 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,10),(3,14),0.00438453 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,10),(3,15),-0.0207496 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,10),(3,17),-0.0197103 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,10),(3,19),-0.00139317 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,10),(3,22),-0.00139317 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,10),(3,23),-0.0196548 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,10),(3,25),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,10),(3,26),0.0258673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,11),(3,12),-0.00139681 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,11),(3,14),0.00438453 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,11),(3,15),-0.0207496 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,11),(3,17),-0.0197103 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,11),(3,19),-0.00139681 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,11),(3,22),-0.00139681 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,11),(3,23),-0.0196548 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,11),(3,25),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,11),(3,26),0.0245031 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,12),(3,14),0.0042152 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,12),(3,15),-0.0208248 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,12),(3,17),-0.0197103 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,12),(3,19),-0.00174846 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,12),(3,22),-0.00174846 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,12),(3,23),-0.0196548 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,12),(3,25),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,12),(3,26),0.0243262 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,14),(3,15),-0.0666199 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,14),(3,17),0.00352783 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,14),(3,19),0.135096 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,14),(3,22),0.135087 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,14),(3,23),0.00362379 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,14),(3,25),-0.0242318 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,14),(3,26),-0.0202264 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,15),(3,17),-0.0240179 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,15),(3,19),-0.0233486 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,15),(3,22),-0.0233486 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,15),(3,23),-0.0239394 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,15),(3,25),-0.0195617 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,15),(3,26),0.0030256 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,17),(3,19),-0.0211768 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,17),(3,22),-0.0211768 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,17),(3,23),-0.0300742 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,17),(3,25),-0.0204459 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,17),(3,26),-0.030689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,19),(3,22),-0.00139317 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,19),(3,23),-0.0196548 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,19),(3,25),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,19),(3,26),0.0258673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,22),(3,23),-0.0196548 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,22),(3,25),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,22),(3,26),0.0258577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,23),(3,25),-0.0204459 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,23),(3,26),-0.015265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,25),(3,26),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,3),(3,2),0.160965 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,1),-0.147939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,-1),-0.0207541 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,2),(3,1),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,2),(3,-1),-0.174671 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,1),(3,-1),-0.194421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,4),(4,6),-0.0452553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,26),-0.0484765 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,6),(4,26),-0.0452553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,4),(4,-1),-0.188911 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,5),(5,6),0.0567428 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,7),-0.0146144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,8),-0.0146145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,9),-0.0261716 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,10),-0.0146144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,11),-0.0146144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,20),-0.0225102 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,26),0.0487867 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,6),(5,7),-0.0211023 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,8),-0.0211023 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,9),-0.0222816 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,10),-0.0211023 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,11),-0.0211023 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,20),-0.0238639 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,26),0.0477309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,7),(5,8),0.00247454 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,9),-0.0196411 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,10),0.00247454 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,11),0.00247454 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,20),-0.0214655 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,26),0.0174172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,8),(5,9),-0.0196411 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,10),0.00247447 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,11),0.00247447 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,20),-0.0214655 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,26),0.0174172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,9),(5,10),-0.15291 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,11),-0.150242 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,20),0.200146 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,26),-0.0287906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,10),(5,11),0.00247454 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,10),(5,20),-0.0214655 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,10),(5,26),0.0174172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,11),(5,20),-0.0214655 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,11),(5,26),0.0174172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,20),(5,26),-0.0318392 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,5),(5,4),0.114846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,3),0.124344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,2),0.124344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,1),-0.145205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,-1),-0.0186888 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,4),(5,3),0.106658 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,4),(5,2),0.106658 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,4),(5,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,4),(5,-1),-0.1367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,3),(5,2),0.10791 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,3),(5,1),-0.144703 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,3),(5,-1),-0.122996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,2),(5,1),-0.144703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,2),(5,-1),-0.122996 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,1),(5,-1),-0.137291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,6),(6,7),0.077402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,8),0.0754811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,9),0.112176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,10),0.0772158 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,11),0.077402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,12),0.0867862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,13),0.0903648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,26),-0.365866 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,7),(6,8),-0.0518463 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,9),-0.0348086 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,10),-0.0513311 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,11),-0.0513311 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,12),-0.0513311 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,13),-0.05164 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,26),0.00426286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,8),(6,9),-0.0348086 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,10),-0.0515041 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,11),-0.0515041 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,12),-0.0515041 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,13),-0.051813 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,26),0.00128266 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,9),(6,10),-0.165233 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,11),-0.162565 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,12),-0.20188 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,13),-0.199845 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,26),0.0808151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,10),(6,11),-0.0513311 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,12),-0.0513311 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,13),-0.05164 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,26),0.00339354 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,11),(6,12),-0.0513311 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,13),-0.05164 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,26),0.00426286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,12),(6,13),-0.05164 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,26),0.0127755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,13),(6,26),0.0159554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,6),(6,5),0.263976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,4),0.0915044 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,3),0.0376352 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,-1),-0.186075 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,5),(6,4),0.0964743 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,5),(6,3),0.107878 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,5),(6,-1),-0.0487494 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,4),(6,3),0.107374 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,4),(6,-1),-0.152698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,3),(6,-1),-0.200699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,9),(9,10),-0.0675896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,11),-0.0676707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,12),-0.0641763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,13),-0.0656016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,14),-0.0290923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,15),0.00949321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,16),0.00831106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,17),-0.00656236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,19),-0.0675895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,20),0.00831106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,22),-0.0675895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
