# _root_ In savings activity , Mr. Sandler said consumer deposits have enjoyed a steady increase throughout 1989 , and topped $ 11 billion at quarter 's end for the first time in the company 's history .
#goldHeads=7,3,1,7,6,7,0,9,10,7,10,14,14,11,11,15,10,10,18,19,20,20,19,26,24,23,19,30,30,27,30,33,35,33,31,7,
#predictedHeads=7,3,1,7,6,7,0,9,10,7,10,14,14,11,11,15,10,10,18,19,20,20,19,26,24,23,19,30,30,27,30,33,35,33,31,7,
(11,18),(11,24),-0.0915754 # DEPENDENCYPART_SIBL
(11,18),(11,25),-0.113642 # DEPENDENCYPART_SIBL
(11,18),(11,26),-0.0867686 # DEPENDENCYPART_SIBL
(11,18),(11,27),-0.0108013 # DEPENDENCYPART_SIBL
(11,18),(11,30),-0.0728973 # DEPENDENCYPART_SIBL
(11,18),(11,31),0.00387489 # DEPENDENCYPART_SIBL
(11,18),(11,35),-0.0839587 # DEPENDENCYPART_SIBL
(11,18),(11,36),0.0146256 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.105455 # DEPENDENCYPART_SIBL
(11,19),(11,23),-0.0446745 # DEPENDENCYPART_SIBL
(11,19),(11,24),-0.163938 # DEPENDENCYPART_SIBL
(11,19),(11,25),-0.0897021 # DEPENDENCYPART_SIBL
(11,19),(11,26),-0.16508 # DEPENDENCYPART_SIBL
(11,19),(11,27),-0.0658045 # DEPENDENCYPART_SIBL
(11,19),(11,30),-0.141144 # DEPENDENCYPART_SIBL
(11,19),(11,31),-0.0481884 # DEPENDENCYPART_SIBL
(11,19),(11,35),-0.163513 # DEPENDENCYPART_SIBL
(11,19),(11,36),0.000260539 # DEPENDENCYPART_SIBL
(11,20),(11,23),-0.0048041 # DEPENDENCYPART_SIBL
(11,20),(11,24),-0.11661 # DEPENDENCYPART_SIBL
(11,20),(11,25),-0.0720022 # DEPENDENCYPART_SIBL
(11,20),(11,26),-0.104557 # DEPENDENCYPART_SIBL
(11,20),(11,27),0.123425 # DEPENDENCYPART_SIBL
(11,20),(11,30),-0.0621986 # DEPENDENCYPART_SIBL
(11,20),(11,31),0.0600713 # DEPENDENCYPART_SIBL
(11,20),(11,35),-0.104131 # DEPENDENCYPART_SIBL
(11,20),(11,36),0.00347529 # DEPENDENCYPART_SIBL
(11,23),(11,24),-0.0587645 # DEPENDENCYPART_SIBL
(11,23),(11,25),-0.0644498 # DEPENDENCYPART_SIBL
(11,23),(11,26),-0.0413592 # DEPENDENCYPART_SIBL
(11,23),(11,27),-0.0214438 # DEPENDENCYPART_SIBL
(11,23),(11,30),-0.0238926 # DEPENDENCYPART_SIBL
(11,23),(11,31),-0.013078 # DEPENDENCYPART_SIBL
(11,23),(11,35),-0.0366062 # DEPENDENCYPART_SIBL
(11,23),(11,36),-0.0484343 # DEPENDENCYPART_SIBL
(11,24),(11,25),-0.0761529 # DEPENDENCYPART_SIBL
(11,24),(11,26),-0.208343 # DEPENDENCYPART_SIBL
(11,24),(11,27),-0.0585886 # DEPENDENCYPART_SIBL
(11,24),(11,30),-0.147931 # DEPENDENCYPART_SIBL
(11,24),(11,31),-0.0101259 # DEPENDENCYPART_SIBL
(11,24),(11,35),-0.220186 # DEPENDENCYPART_SIBL
(11,24),(11,36),0.016155 # DEPENDENCYPART_SIBL
(11,25),(11,26),-0.235743 # DEPENDENCYPART_SIBL
(11,25),(11,27),-0.011735 # DEPENDENCYPART_SIBL
(11,25),(11,30),-0.211666 # DEPENDENCYPART_SIBL
(11,25),(11,31),0.0722332 # DEPENDENCYPART_SIBL
(11,25),(11,35),-0.234118 # DEPENDENCYPART_SIBL
(11,25),(11,36),-0.0907399 # DEPENDENCYPART_SIBL
(11,26),(11,27),-0.0525618 # DEPENDENCYPART_SIBL
(11,26),(11,30),-0.141526 # DEPENDENCYPART_SIBL
(11,26),(11,31),-0.00345102 # DEPENDENCYPART_SIBL
(11,26),(11,35),-0.213782 # DEPENDENCYPART_SIBL
(11,26),(11,36),0.0404027 # DEPENDENCYPART_SIBL
(11,27),(11,30),-0.072956 # DEPENDENCYPART_SIBL
(11,27),(11,31),-0.0341598 # DEPENDENCYPART_SIBL
(11,27),(11,35),-0.0810185 # DEPENDENCYPART_SIBL
(11,27),(11,36),-0.0507321 # DEPENDENCYPART_SIBL
(11,30),(11,31),0.0178154 # DEPENDENCYPART_SIBL
(11,30),(11,35),-0.167414 # DEPENDENCYPART_SIBL
(11,30),(11,36),0.0646753 # DEPENDENCYPART_SIBL
(11,31),(11,35),-0.0956894 # DEPENDENCYPART_SIBL
(11,31),(11,36),-0.0662405 # DEPENDENCYPART_SIBL
(11,35),(11,36),0.0409502 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0418775 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0659118 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0411087 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.107737 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0852608 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.140125 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0573263 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0382135 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.312939 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0845974 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.026048 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0923136 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0440345 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0753692 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0308895 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.103162 # DEPENDENCYPART_SIBL
(14,9),(14,23),-0.00116872 # DEPENDENCYPART_SIBL
(14,9),(14,25),-0.0682698 # DEPENDENCYPART_SIBL
(14,9),(14,27),-0.0815102 # DEPENDENCYPART_SIBL
(14,9),(14,31),0.0385416 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.298365 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.025775 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0466227 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.00345397 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0046954 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.00388011 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0203255 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0152257 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.0230176 # DEPENDENCYPART_SIBL
(14,11),(14,25),-0.0153485 # DEPENDENCYPART_SIBL
(14,11),(14,27),0.082308 # DEPENDENCYPART_SIBL
(14,11),(14,31),0.192959 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.10562 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.308111 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.128425 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0764104 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0793111 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.295835 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0764505 # DEPENDENCYPART_SIBL
(14,12),(14,23),0.402179 # DEPENDENCYPART_SIBL
(14,12),(14,25),0.206122 # DEPENDENCYPART_SIBL
(14,12),(14,27),0.229701 # DEPENDENCYPART_SIBL
(14,12),(14,31),0.503287 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0448429 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0627973 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.013552 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0395664 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0176335 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0304052 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.131396 # DEPENDENCYPART_SIBL
(14,13),(14,25),0.0712331 # DEPENDENCYPART_SIBL
(14,13),(14,27),-0.0246118 # DEPENDENCYPART_SIBL
(14,13),(14,31),0.170798 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0458729 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0631541 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.108188 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0475483 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0727991 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.165401 # DEPENDENCYPART_SIBL
(14,15),(14,25),-0.0290687 # DEPENDENCYPART_SIBL
(14,15),(14,27),0.0347254 # DEPENDENCYPART_SIBL
(14,15),(14,31),0.188601 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0474697 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.019546 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0191938 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.0103093 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.0888548 # DEPENDENCYPART_SIBL
(14,16),(14,25),-0.0330485 # DEPENDENCYPART_SIBL
(14,16),(14,27),-0.0692556 # DEPENDENCYPART_SIBL
(14,16),(14,31),0.0421087 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.50569 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.502009 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.15112 # DEPENDENCYPART_SIBL
(14,17),(14,23),0.109083 # DEPENDENCYPART_SIBL
(14,17),(14,25),-0.0267013 # DEPENDENCYPART_SIBL
(14,17),(14,27),0.110007 # DEPENDENCYPART_SIBL
(14,17),(14,31),0.102581 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0829416 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.210921 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.188404 # DEPENDENCYPART_SIBL
(14,18),(14,25),-0.188967 # DEPENDENCYPART_SIBL
(14,18),(14,27),-0.14565 # DEPENDENCYPART_SIBL
(14,18),(14,31),0.0178355 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0416235 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.0520554 # DEPENDENCYPART_SIBL
(14,19),(14,25),-0.0525792 # DEPENDENCYPART_SIBL
(14,19),(14,27),-0.0909167 # DEPENDENCYPART_SIBL
(14,19),(14,31),0.0349174 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.00966788 # DEPENDENCYPART_SIBL
(14,20),(14,25),-0.0156288 # DEPENDENCYPART_SIBL
(14,20),(14,27),0.0197224 # DEPENDENCYPART_SIBL
(14,20),(14,31),0.179433 # DEPENDENCYPART_SIBL
(14,23),(14,25),-0.0477632 # DEPENDENCYPART_SIBL
(14,23),(14,27),-0.0108358 # DEPENDENCYPART_SIBL
(14,23),(14,31),0.117757 # DEPENDENCYPART_SIBL
(14,25),(14,27),-0.0854883 # DEPENDENCYPART_SIBL
(14,25),(14,31),0.151213 # DEPENDENCYPART_SIBL
(14,27),(14,31),0.328146 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0856483 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0181762 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.00183606 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.00541644 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0713918 # DEPENDENCYPART_SIBL
(15,14),(15,26),-0.00321493 # DEPENDENCYPART_SIBL
(15,14),(15,27),-0.0349526 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0862716 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0729024 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.505466 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.337473 # DEPENDENCYPART_SIBL
(15,16),(15,26),-0.573552 # DEPENDENCYPART_SIBL
(15,16),(15,27),-0.0660052 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.581358 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.157294 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0599924 # DEPENDENCYPART_SIBL
(15,17),(15,26),0.0379909 # DEPENDENCYPART_SIBL
(15,17),(15,27),0.365853 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.226513 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.160405 # DEPENDENCYPART_SIBL
(15,18),(15,26),-0.0372134 # DEPENDENCYPART_SIBL
(15,18),(15,27),0.26195 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.241299 # DEPENDENCYPART_SIBL
(15,19),(15,26),-0.403069 # DEPENDENCYPART_SIBL
(15,19),(15,27),0.0672979 # DEPENDENCYPART_SIBL
(15,20),(15,26),-0.527122 # DEPENDENCYPART_SIBL
(15,20),(15,27),0.0850688 # DEPENDENCYPART_SIBL
(15,26),(15,27),-0.0401738 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.172904 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0769407 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0997249 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0136956 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0173044 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0563288 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0756008 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0503939 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0361668 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.456297 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.523509 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.336868 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0355012 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0355289 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0407091 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.267921 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.189475 # DEPENDENCYPART_SIBL
(18,19),(18,26),-0.520833 # DEPENDENCYPART_SIBL
(18,19),(18,27),-0.17355 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.0247744 # DEPENDENCYPART_SIBL
(18,20),(18,26),-0.367813 # DEPENDENCYPART_SIBL
(18,20),(18,27),0.0477014 # DEPENDENCYPART_SIBL
(18,23),(18,26),-0.173232 # DEPENDENCYPART_SIBL
(18,23),(18,27),0.116812 # DEPENDENCYPART_SIBL
(18,26),(18,27),-0.0589587 # DEPENDENCYPART_SIBL
(19,1),(19,4),0.326602 # DEPENDENCYPART_SIBL
(19,1),(19,6),0.0762122 # DEPENDENCYPART_SIBL
(19,1),(19,9),0.0310872 # DEPENDENCYPART_SIBL
(19,1),(19,10),-0.170966 # DEPENDENCYPART_SIBL
(19,1),(19,14),0.00100919 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.0474163 # DEPENDENCYPART_SIBL
(19,1),(19,16),-0.102594 # DEPENDENCYPART_SIBL
(19,1),(19,17),0.326602 # DEPENDENCYPART_SIBL
(19,1),(19,20),0.0349523 # DEPENDENCYPART_SIBL
(19,1),(19,21),-0.0324871 # DEPENDENCYPART_SIBL
(19,1),(19,22),-0.0644673 # DEPENDENCYPART_SIBL
(19,1),(19,23),0.00822828 # DEPENDENCYPART_SIBL
(19,1),(19,24),-0.00174721 # DEPENDENCYPART_SIBL
(19,1),(19,25),-0.0613692 # DEPENDENCYPART_SIBL
(19,1),(19,26),0.00722321 # DEPENDENCYPART_SIBL
(19,1),(19,27),0.036743 # DEPENDENCYPART_SIBL
(19,1),(19,30),0.0542008 # DEPENDENCYPART_SIBL
(19,1),(19,31),-0.0236341 # DEPENDENCYPART_SIBL
(19,1),(19,35),0.0231044 # DEPENDENCYPART_SIBL
(19,1),(19,36),0.084911 # DEPENDENCYPART_SIBL
(19,4),(19,6),0.0729401 # DEPENDENCYPART_SIBL
(19,4),(19,9),0.0484727 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.154785 # DEPENDENCYPART_SIBL
(19,4),(19,14),0.0234318 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.0970916 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.0149366 # DEPENDENCYPART_SIBL
(19,4),(19,17),0.00693972 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.0137548 # DEPENDENCYPART_SIBL
(19,4),(19,21),-0.0464269 # DEPENDENCYPART_SIBL
(19,4),(19,22),-0.0645646 # DEPENDENCYPART_SIBL
(19,4),(19,23),0.0716526 # DEPENDENCYPART_SIBL
(19,4),(19,24),-0.00998527 # DEPENDENCYPART_SIBL
(19,4),(19,25),-0.212047 # DEPENDENCYPART_SIBL
(19,4),(19,26),0.0203196 # DEPENDENCYPART_SIBL
(19,4),(19,27),0.0195662 # DEPENDENCYPART_SIBL
(19,4),(19,30),0.0779156 # DEPENDENCYPART_SIBL
(19,4),(19,31),0.0503845 # DEPENDENCYPART_SIBL
(19,4),(19,35),0.0385493 # DEPENDENCYPART_SIBL
(19,4),(19,36),0.101172 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.351482 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.281051 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.214521 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.013724 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.209801 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.0431055 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.0200555 # DEPENDENCYPART_SIBL
(19,6),(19,21),0.0191617 # DEPENDENCYPART_SIBL
(19,6),(19,22),-0.0067876 # DEPENDENCYPART_SIBL
(19,6),(19,23),0.0237142 # DEPENDENCYPART_SIBL
(19,6),(19,24),0.0127032 # DEPENDENCYPART_SIBL
(19,6),(19,25),0.0233186 # DEPENDENCYPART_SIBL
(19,6),(19,26),0.0125445 # DEPENDENCYPART_SIBL
(19,6),(19,27),-0.0170201 # DEPENDENCYPART_SIBL
(19,6),(19,30),0.0231281 # DEPENDENCYPART_SIBL
(19,6),(19,31),0.0214929 # DEPENDENCYPART_SIBL
(19,6),(19,35),0.00663418 # DEPENDENCYPART_SIBL
(19,6),(19,36),0.0286218 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.309206 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.503757 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0374892 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.335208 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.0691141 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.0422666 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.0269336 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.0284931 # DEPENDENCYPART_SIBL
(19,9),(19,23),0.016317 # DEPENDENCYPART_SIBL
(19,9),(19,24),0.0121635 # DEPENDENCYPART_SIBL
(19,9),(19,25),-0.0453568 # DEPENDENCYPART_SIBL
(19,9),(19,26),0.00230188 # DEPENDENCYPART_SIBL
(19,9),(19,27),0.0257435 # DEPENDENCYPART_SIBL
(19,9),(19,30),-0.00576135 # DEPENDENCYPART_SIBL
(19,9),(19,31),0.0877471 # DEPENDENCYPART_SIBL
(19,9),(19,35),0.00399543 # DEPENDENCYPART_SIBL
(19,9),(19,36),0.0284779 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.0346818 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.0957328 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.0870755 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.156164 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0698939 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.0848376 # DEPENDENCYPART_SIBL
(19,10),(19,22),-0.0954778 # DEPENDENCYPART_SIBL
(19,10),(19,23),-0.124396 # DEPENDENCYPART_SIBL
(19,10),(19,24),-0.0147186 # DEPENDENCYPART_SIBL
(19,10),(19,25),-0.116527 # DEPENDENCYPART_SIBL
(19,10),(19,26),-0.00105885 # DEPENDENCYPART_SIBL
(19,10),(19,27),-0.0987437 # DEPENDENCYPART_SIBL
(19,10),(19,30),3.49172e-05 # DEPENDENCYPART_SIBL
(19,10),(19,31),-0.0598224 # DEPENDENCYPART_SIBL
(19,10),(19,35),-0.000901911 # DEPENDENCYPART_SIBL
(19,10),(19,36),0.00370404 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0374245 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.267711 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0485474 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.00188832 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0862809 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0850045 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.0188753 # DEPENDENCYPART_SIBL
(19,14),(19,24),-0.0552109 # DEPENDENCYPART_SIBL
(19,14),(19,25),-0.0196238 # DEPENDENCYPART_SIBL
(19,14),(19,26),-0.0173384 # DEPENDENCYPART_SIBL
(19,14),(19,27),-0.00582676 # DEPENDENCYPART_SIBL
(19,14),(19,30),0.00217646 # DEPENDENCYPART_SIBL
(19,14),(19,31),-0.0474407 # DEPENDENCYPART_SIBL
(19,14),(19,35),-0.0241951 # DEPENDENCYPART_SIBL
(19,14),(19,36),-0.0279935 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0420211 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.400726 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0244926 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.0118926 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0169258 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.0135602 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.0254236 # DEPENDENCYPART_SIBL
(19,15),(19,25),-0.0560233 # DEPENDENCYPART_SIBL
(19,15),(19,26),-0.0184427 # DEPENDENCYPART_SIBL
(19,15),(19,27),0.0342633 # DEPENDENCYPART_SIBL
(19,15),(19,30),0.0249767 # DEPENDENCYPART_SIBL
(19,15),(19,31),0.0244309 # DEPENDENCYPART_SIBL
(19,15),(19,35),-0.00421288 # DEPENDENCYPART_SIBL
(19,15),(19,36),0.0507808 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.10592 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0263954 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0697826 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0826441 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0294768 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.00954109 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.137833 # DEPENDENCYPART_SIBL
(19,16),(19,26),-0.00347657 # DEPENDENCYPART_SIBL
(19,16),(19,27),-0.0501755 # DEPENDENCYPART_SIBL
(19,16),(19,30),0.00167149 # DEPENDENCYPART_SIBL
(19,16),(19,31),-0.0810767 # DEPENDENCYPART_SIBL
(19,16),(19,35),-0.0116117 # DEPENDENCYPART_SIBL
(19,16),(19,36),-0.0302736 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0137548 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0464269 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0645646 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.0716526 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.00998527 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.212047 # DEPENDENCYPART_SIBL
(19,17),(19,26),0.0203196 # DEPENDENCYPART_SIBL
(19,17),(19,27),0.0195662 # DEPENDENCYPART_SIBL
(19,17),(19,30),0.0779156 # DEPENDENCYPART_SIBL
(19,17),(19,31),0.0503845 # DEPENDENCYPART_SIBL
(19,17),(19,35),0.0385493 # DEPENDENCYPART_SIBL
(19,17),(19,36),0.101172 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0100392 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0287487 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.104037 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.168969 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.00582215 # DEPENDENCYPART_SIBL
(19,20),(19,26),-0.14225 # DEPENDENCYPART_SIBL
(19,20),(19,27),0.116164 # DEPENDENCYPART_SIBL
(19,20),(19,30),-0.11869 # DEPENDENCYPART_SIBL
(19,20),(19,31),0.00468363 # DEPENDENCYPART_SIBL
(19,20),(19,35),-0.159941 # DEPENDENCYPART_SIBL
(19,20),(19,36),0.000804602 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.030708 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.128118 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.166632 # DEPENDENCYPART_SIBL
(19,21),(19,25),0.0136399 # DEPENDENCYPART_SIBL
(19,21),(19,26),-0.163344 # DEPENDENCYPART_SIBL
(19,21),(19,27),0.010155 # DEPENDENCYPART_SIBL
(19,21),(19,30),-0.159231 # DEPENDENCYPART_SIBL
(19,21),(19,31),0.0136501 # DEPENDENCYPART_SIBL
(19,21),(19,35),-0.179696 # DEPENDENCYPART_SIBL
(19,21),(19,36),-0.0408887 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.161607 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.168294 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.00612363 # DEPENDENCYPART_SIBL
(19,22),(19,26),-0.164778 # DEPENDENCYPART_SIBL
(19,22),(19,27),-0.057771 # DEPENDENCYPART_SIBL
(19,22),(19,30),-0.16066 # DEPENDENCYPART_SIBL
(19,22),(19,31),-0.063145 # DEPENDENCYPART_SIBL
(19,22),(19,35),-0.181125 # DEPENDENCYPART_SIBL
(19,22),(19,36),-0.0651911 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.00201843 # DEPENDENCYPART_SIBL
(19,23),(19,25),0.0617394 # DEPENDENCYPART_SIBL
(19,23),(19,26),0.033319 # DEPENDENCYPART_SIBL
(19,23),(19,27),0.15506 # DEPENDENCYPART_SIBL
(19,23),(19,30),0.0284142 # DEPENDENCYPART_SIBL
(19,23),(19,31),0.137444 # DEPENDENCYPART_SIBL
(19,23),(19,35),0.019407 # DEPENDENCYPART_SIBL
(19,23),(19,36),-0.0313807 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.036784 # DEPENDENCYPART_SIBL
(19,24),(19,26),-0.175693 # DEPENDENCYPART_SIBL
(19,24),(19,27),-0.031325 # DEPENDENCYPART_SIBL
(19,24),(19,30),-0.141884 # DEPENDENCYPART_SIBL
(19,24),(19,31),-0.0233837 # DEPENDENCYPART_SIBL
(19,24),(19,35),-0.2214 # DEPENDENCYPART_SIBL
(19,24),(19,36),-0.0339148 # DEPENDENCYPART_SIBL
(19,25),(19,26),-0.283452 # DEPENDENCYPART_SIBL
(19,25),(19,27),-0.0364564 # DEPENDENCYPART_SIBL
(19,25),(19,30),-0.278126 # DEPENDENCYPART_SIBL
(19,25),(19,31),0.0313984 # DEPENDENCYPART_SIBL
(19,25),(19,35),-0.299944 # DEPENDENCYPART_SIBL
(19,25),(19,36),-0.102193 # DEPENDENCYPART_SIBL
(19,26),(19,27),-0.00221783 # DEPENDENCYPART_SIBL
(19,26),(19,30),-0.115164 # DEPENDENCYPART_SIBL
(19,26),(19,31),0.00612044 # DEPENDENCYPART_SIBL
(19,26),(19,35),-0.194682 # DEPENDENCYPART_SIBL
(19,26),(19,36),0.0297365 # DEPENDENCYPART_SIBL
