# _root_ Cineplex traded on the New York Stock Exchange at $ 11.25 a share , up $ 1.125 , before trading was halted .
#goldHeads=2,0,2,8,8,8,8,3,2,11,9,13,11,11,11,17,15,2,21,21,2,21,2,
#predictedHeads=2,0,2,8,8,8,8,3,2,11,9,13,11,2,2,17,15,2,21,21,2,21,2,
(1,8),(8,8),(8,18),0.138954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,19),-0.0413847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,21),0.0458796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,23),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,24),0.0924991 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,8),(8,9),(8,10),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,9),(8,11),-0.0423614 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,9),(8,13),-0.0426798 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,9),(8,14),-0.0679476 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,9),(8,15),-0.0425586 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,9),(8,16),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,9),(8,18),-0.0679476 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,9),(8,19),-0.0449248 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,9),(8,21),-0.0334929 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,9),(8,23),-0.0454722 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,9),(8,24),-0.0496815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,10),(8,11),-0.0422826 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,10),(8,13),-0.0454103 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,10),(8,14),-0.0423688 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,10),(8,15),-0.0424516 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,10),(8,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,10),(8,18),-0.0423688 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,10),(8,19),-0.0428362 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,10),(8,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,10),(8,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,10),(8,24),-0.0518762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,11),(8,13),-0.0533401 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,11),(8,14),-0.0358216 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,11),(8,15),-0.0434696 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,11),(8,16),-0.0423875 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,11),(8,18),-0.0358216 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,11),(8,19),-0.0469443 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,11),(8,21),-0.0427019 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,11),(8,23),-0.0430845 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,11),(8,24),-0.148357 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,13),(8,14),-0.0519016 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,13),(8,15),-0.0370627 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,13),(8,16),-0.0420684 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,13),(8,18),-0.0519016 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,13),(8,19),-0.0332305 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,13),(8,21),-0.0437245 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,13),(8,23),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,13),(8,24),0.00713222 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,14),(8,15),-0.0380839 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,14),(8,16),-0.0427071 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,14),(8,18),-0.0496519 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,14),(8,19),-0.0279914 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,14),(8,21),-0.11726 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,14),(8,23),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,14),(8,24),-0.0440407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,15),(8,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,15),(8,18),-0.0471619 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,15),(8,19),-0.0475562 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,15),(8,21),-0.0450059 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,15),(8,23),-0.0427916 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,15),(8,24),-0.0732818 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,16),(8,18),-0.0423688 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,16),(8,19),-0.0428362 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,16),(8,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,16),(8,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,16),(8,24),-0.0518762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,18),(8,19),-0.0279914 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,18),(8,21),-0.11726 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,18),(8,23),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,18),(8,24),-0.0440407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,19),(8,21),-0.0385372 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,19),(8,23),-0.0454342 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,19),(8,24),-0.0791394 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,21),(8,23),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,21),(8,24),-0.0174167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,23),(8,24),0.0957853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,8),(8,7),0.14865 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,6),0.150024 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,5),0.14425 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,4),0.112325 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,1),0.150904 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,8),(8,8),(8,-1),0.0214231 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,8),(8,7),(8,6),0.112285 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,7),(8,5),0.111478 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,7),(8,4),0.132326 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,7),(8,1),0.108689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,7),(8,-1),-0.144566 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,6),(8,5),0.118182 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,6),(8,4),0.13059 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,6),(8,1),0.115394 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,6),(8,-1),-0.14505 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,5),(8,4),0.124078 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,5),(8,1),0.102441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,5),(8,-1),-0.131885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,4),(8,1),0.147666 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,4),(8,-1),-0.163469 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,1),(8,-1),-0.143771 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,9),(9,9),(9,10),-0.00199999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,11),0.0262036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,13),0.0881796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,14),-0.0855493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,15),-0.0873204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,16),-0.00199999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,20),0.103084 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,24),-0.343025 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,9),(9,10),(9,11),-0.046123 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,10),(9,13),-0.0496127 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,10),(9,14),-0.0421588 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,10),(9,15),-0.0489862 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,10),(9,16),-0.0421364 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,10),(9,20),-0.0496127 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,10),(9,24),0.0323802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,11),(9,13),-0.0504909 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,11),(9,14),-0.0440313 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,11),(9,15),-0.0162678 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,11),(9,16),-0.0425711 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,11),(9,20),-0.0504655 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,11),(9,24),-0.0032766 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,13),(9,14),-0.0249291 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,13),(9,15),-0.0549681 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,13),(9,16),-0.0426363 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,13),(9,20),-0.0805478 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,13),(9,24),0.0529819 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,14),(9,15),-0.0346902 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,14),(9,16),-0.0420075 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,14),(9,20),-0.0597677 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,14),(9,24),-0.0366775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,15),(9,16),-0.0420127 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,15),(9,20),-0.0468156 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,15),(9,24),-0.0414795 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,16),(9,20),-0.0496127 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,16),(9,24),0.0323802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,20),(9,24),0.0690801 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,9),(9,-1),-0.0654589 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,10),(10,10),(10,11),-0.0658755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,12),-0.050717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,13),-0.0433601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,14),-0.042042 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,15),-0.0601321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,16),-0.0431158 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,17),-0.0658755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,20),-0.0433209 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,21),-0.036659 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,22),-0.036659 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,24),0.0906113 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,10),(10,11),(10,12),-0.0430328 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,11),(10,13),-0.0348496 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,11),(10,14),-0.0479615 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,11),(10,15),-0.0442862 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,11),(10,16),-0.0220037 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,11),(10,17),-0.0345742 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,11),(10,20),-0.0387487 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,11),(10,21),-0.049447 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,11),(10,22),-0.049447 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,11),(10,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,11),(10,24),-0.0523025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,10),(10,12),(10,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,12),(10,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,12),(10,15),-0.0421139 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,12),(10,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,12),(10,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,12),(10,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,12),(10,21),-0.042003 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,12),(10,22),-0.042003 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,12),(10,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,12),(10,24),-0.0651624 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,10),(10,13),(10,14),-0.0174915 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,13),(10,15),-0.0420097 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,13),(10,16),-0.0420104 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,13),(10,17),-0.0420409 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,13),(10,20),-0.0435532 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,13),(10,21),-0.0423675 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,13),(10,22),-0.0423675 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,13),(10,23),-0.0420062 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,13),(10,24),-0.0456102 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,10),(10,14),(10,15),-0.0457169 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,14),(10,16),-0.0424015 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,14),(10,17),-0.0431679 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,14),(10,20),-0.0183328 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,14),(10,21),-0.0289465 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,14),(10,22),-0.0289465 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,14),(10,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,14),(10,24),-0.0412524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,10),(10,15),(10,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,15),(10,17),-0.0437072 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,15),(10,20),-0.0426939 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,15),(10,21),-0.0420125 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,15),(10,22),-0.0420125 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,15),(10,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,15),(10,24),-0.0812595 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,10),(10,16),(10,17),-0.0430686 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,16),(10,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,16),(10,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,16),(10,22),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,16),(10,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,16),(10,24),-0.00791068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,10),(10,17),(10,20),-0.0387487 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,17),(10,21),-0.049447 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,17),(10,22),-0.049447 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,17),(10,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,17),(10,24),-0.0523025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,10),(10,20),(10,21),-0.0423675 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,20),(10,22),-0.0423675 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,20),(10,23),-0.0420062 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,20),(10,24),-0.0450171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,10),(10,21),(10,22),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,21),(10,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,21),(10,24),-0.00816024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,10),(10,22),(10,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,22),(10,24),-0.00816024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,10),(10,23),(10,24),-0.0449236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,10),(10,10),(10,9),0.123321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,8),0.10262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,4),0.118101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,-1),-0.257756 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,10),(10,9),(10,8),0.118915 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,9),(10,4),0.11763 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,9),(10,-1),-0.184312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,10),(10,8),(10,4),0.119132 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,8),(10,-1),-0.120879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,10),(10,4),(10,-1),-0.136897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,14),(14,14),(14,24),-0.00662278 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,14),(14,14),(14,-1),-0.0914932 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,18),(18,18),(18,24),-0.00662278 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,18),(18,18),(18,-1),-0.0914932 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,23),(23,23),(23,24),-0.00516393 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,23),(23,23),(23,22),0.117049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,23),(23,23),(23,-1),-0.0509464 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,23),(23,22),(23,-1),-0.127001 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,1),(1,2),-0.093484 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,1),(1,3),-0.0139958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,6),-0.00686827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,8),-0.00687178 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,9),-0.0410365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,10),-0.127571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,14),-0.127499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,18),-0.127499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,24),-0.156062 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,2),(1,3),-0.128922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,6),-0.12541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,8),-0.12541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,9),-0.127925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,14),-0.143505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,18),-0.143505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,23),-0.124894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,24),-0.0811364 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,3),(1,6),-0.127235 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,8),-0.127235 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,9),-0.12993 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,14),-0.127037 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,18),-0.127037 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,24),0.0120077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,6),(1,8),-0.10657 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,6),(1,9),-0.127315 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,6),(1,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,6),(1,14),-0.140211 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,6),(1,18),-0.140211 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,6),(1,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,6),(1,24),-0.111139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,8),(1,9),-0.127315 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,8),(1,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,8),(1,14),-0.140336 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,8),(1,18),-0.140336 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,8),(1,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,8),(1,24),-0.108525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,9),(1,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,9),(1,14),-0.127314 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,9),(1,18),-0.127314 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,9),(1,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,9),(1,24),-0.0235714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,10),(1,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,10),(1,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,10),(1,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,10),(1,24),-0.154171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,14),(1,18),-0.128777 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,14),(1,23),-0.125335 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,14),(1,24),-0.124228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,18),(1,23),-0.125335 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,18),(1,24),-0.124228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,23),(1,24),-0.139005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,1),(1,-1),0.0465655 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,3),(3,4),-0.0216023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,5),0.0519637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,6),0.0466253 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,7),0.0499977 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,8),0.0638734 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,9),-0.0790425 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,10),-0.0192676 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,15),-0.0415829 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,23),-0.0473928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,24),-0.115901 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,4),(3,5),-0.0480575 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,6),-0.0476247 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,7),-0.0476247 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,8),-0.0476247 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,9),-0.0487721 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,10),-0.0424757 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,15),-0.0428719 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
