# _root_ Federal National Mortgage Association , a recently hot stock , climbed 4 to 124 on nearly 1.6 million shares .
#goldHeads=4,4,4,11,4,9,8,9,4,4,0,11,11,13,11,19,16,16,15,11,
#predictedHeads=4,4,4,11,4,9,8,9,4,4,0,11,11,13,11,19,16,16,15,11,
(8,3),(8,7),0.123674 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.062413 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0545933 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.164412 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.575482 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0935054 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.131901 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0382475 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0494561 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.159437 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.143332 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.152574 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0544481 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.081467 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0772064 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0219966 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.00627031 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0508663 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0178991 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0423745 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0173828 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0116539 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.129682 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.104136 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0338201 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.127324 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0866933 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0570131 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.133365 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.276109 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0766133 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.341955 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.21635 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.156334 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.142092 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.467162 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.155907 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.281958 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.23925 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.141928 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.170952 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0885723 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0693466 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.180292 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.288509 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0615743 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.281166 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.138257 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0681311 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0790564 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.232932 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0930959 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.158536 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.194763 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0919971 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.114385 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0440925 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.113592 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.304291 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0492672 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.248095 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.138729 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0485836 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0545443 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.231371 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0685837 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.123286 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.175607 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0668127 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0866258 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0829857 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.323037 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0396079 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.222948 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0301946 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.00154133 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0106784 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.18768 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0247178 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.101136 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.133616 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0473815 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0440793 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0086518 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0272179 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.249992 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0513398 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0336009 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0312461 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0862476 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.05797 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0641657 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.142687 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0378501 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.0622471 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.093903 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.176376 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.000166685 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.318678 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.174395 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.16564 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.147997 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.136437 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0300842 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0677224 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.0488639 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0467285 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0902561 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0695134 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0694563 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.189156 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.100593 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.127851 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.170249 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0143493 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.0212908 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0509833 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0224244 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.00635187 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0733505 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0272932 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.00196677 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.088149 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.063956 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.00134465 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.532078 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.39228 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.161939 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.356458 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.274678 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.292728 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.559851 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.00435582 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0405818 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0144278 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0124559 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.00542507 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0320285 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0195345 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.0675713 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0157647 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.000423009 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.00206089 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0320031 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.127544 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.063826 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.305464 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.175316 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0964413 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.0358112 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.0291585 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0103007 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0400797 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.124484 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0562326 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0936535 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0242661 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.145394 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.0527789 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.085923 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.0205213 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.417569 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.400676 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.422212 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.031873 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.26585 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0080499 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.150912 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.208541 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.031873 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0267069 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.000342958 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0452779 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0663152 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0342035 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.0464982 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.052808 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.0546037 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.0025125 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.391224 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.402313 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0365567 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.256927 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0122093 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.172125 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.185049 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0365567 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0179082 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0300686 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.000437789 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.0646925 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0986698 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.0016581 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.00797356 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.0128839 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.0280236 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.417954 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0600877 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.271353 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.00250129 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.19826 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.206488 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0600877 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.00353511 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.021764 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0148109 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0660892 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.100614 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.0160312 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.022349 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.014152 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.0156613 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0906884 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.277201 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.00818496 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.20547 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.231531 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0906884 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.00397507 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0175743 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.022321 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.022548 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.103183 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.0235414 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.0291114 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.00462186 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.00881225 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0902861 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0591449 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0458988 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0264654 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0273978 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0653564 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0174504 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0613528 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.021271 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.213143 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0608654 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0683875 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.00819652 # DEPENDENCYPART_SIBL
(11,5),(11,20),0.0598656 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0837199 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0145631 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.144562 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0378778 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0168376 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0294502 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0131139 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.149109 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.103525 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.00543818 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0246021 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.00438487 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.010032 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0556537 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0612459 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.107793 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.00660323 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0765035 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.00802814 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.012619 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0601309 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0155262 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.010223 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0343982 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.0129269 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0570516 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.114807 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0583165 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0400839 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0490786 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.00874162 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.13497 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0447198 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.093245 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.00291091 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0304341 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.108184 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0401099 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.211088 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0441307 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.081065 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0979094 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0446148 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0381732 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0861984 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.0929434 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0653564 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0174504 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0613528 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.021271 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.213143 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0608654 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0683875 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.00819652 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.0598656 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0519076 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0915958 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0226123 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0267229 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.091638 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.000357518 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.318945 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.00465807 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0117308 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.164697 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0136988 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0117329 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.064361 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.278876 # DEPENDENCYPART_SIBL
(11,13),(11,20),0.0966198 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0233656 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.010821 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.115433 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.00752117 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.323728 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.00435124 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.00974066 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.103217 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0982524 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.18898 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.0402117 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.139445 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.151354 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.237549 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.0698308 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.021161 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.32366 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.00428034 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.30543 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.00932213 # DEPENDENCYPART_SIBL
(11,19),(11,20),0.0719219 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0119867 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0104485 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.164928 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.00920036 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0896392 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.126246 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.0595178 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0812205 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.24312 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0223406 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.000616636 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0885729 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.00742095 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.191676 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0399498 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0119731 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0221178 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0110086 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0535834 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0898377 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.046806 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.108546 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.335257 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.149112 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.103609 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0232617 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0141566 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0381204 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0722447 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0439427 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.355574 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.028564 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0137242 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0260824 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0977923 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.0140846 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.0185806 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0448009 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0444009 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.377471 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0362756 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0178985 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0841754 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.12299 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.025935 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.025677 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0357794 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.29191 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0705452 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0320911 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0135664 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0555875 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0320889 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0219426 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0151458 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.125049 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.00991515 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.00912263 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.129494 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.00991615 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.000448605 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0900126 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.114653 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.00462566 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0541499 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.114653 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0944218 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0110483 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0785969 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0673167 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.274266 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.181632 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.604189 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0385341 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.147835 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.148081 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.398446 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0933657 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.110436 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.270268 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.195345 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.604194 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.578428 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0119925 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0104133 # DEPENDENCYPART_SIBL
