# _root_ Company officials said the new company , Sin Kean Boon-Sanwa ( J.V . ) is capitalized at the equivalent of 54 million yen ( $ 381,000 ) .
#goldHeads=2,3,0,6,6,15,6,10,10,6,12,10,12,12,3,15,16,19,17,19,22,23,20,26,26,23,26,3,
#predictedHeads=2,3,0,6,6,15,15,10,10,15,12,10,12,12,3,15,16,19,17,19,22,23,20,26,26,23,26,3,
(16,12),(12,13),-0.0649152 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.202881 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.242411 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.898159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),0.277694 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.200929 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),0.0495037 # DEPENDENCYPART_GRANDPAR
(16,12),(12,28),-0.630385 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.40803 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.198935 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),0.0281814 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.164553 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.0570561 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),0.0687643 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),0.0602521 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.0738212 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.0433899 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),0.0295825 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.00249456 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.0638241 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.03015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),0.00157848 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.450579 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.233487 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.448597 # DEPENDENCYPART_GRANDPAR
(16,15),(15,27),-0.25917 # DEPENDENCYPART_GRANDPAR
(16,15),(15,28),-0.727467 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.548921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.0825027 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.208017 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.306302 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.224112 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),0.131522 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),0.228901 # DEPENDENCYPART_GRANDPAR
(16,17),(17,27),0.199456 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.197647 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.426811 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.422602 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.299154 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.0578975 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.159968 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.167717 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),0.0806364 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),0.132076 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),0.102275 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),0.14242 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),0.184217 # DEPENDENCYPART_GRANDPAR
(16,19),(19,28),-0.262774 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.27296 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.00733033 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.17159 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),0.0967567 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),0.149141 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),0.120612 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),0.14129 # DEPENDENCYPART_GRANDPAR
(16,20),(20,27),0.133432 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.0985385 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),0.0346103 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),0.119971 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),0.118326 # DEPENDENCYPART_GRANDPAR
(16,21),(21,27),0.174732 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),-0.104465 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),0.208259 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),0.272232 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),0.072349 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),0.138094 # DEPENDENCYPART_GRANDPAR
(16,22),(22,26),0.137329 # DEPENDENCYPART_GRANDPAR
(16,22),(22,27),0.168642 # DEPENDENCYPART_GRANDPAR
(16,23),(23,17),0.281737 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),-0.0637442 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),0.0669281 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),0.0893565 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),0.0519871 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.0984073 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),0.182873 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),0.120366 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),0.164484 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),0.227472 # DEPENDENCYPART_GRANDPAR
(16,23),(23,28),-0.234618 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.56418 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.232786 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.419963 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.237346 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.280714 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.272697 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.212898 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.107485 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.158206 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.154726 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.879264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),0.287644 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),0.162959 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.325104 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.17679 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.264022 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.281226 # DEPENDENCYPART_GRANDPAR
(17,16),(16,28),-0.565455 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.268855 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.541521 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.676697 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.450373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.823588 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.256771 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.336319 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.239889 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),0.141841 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),0.129994 # DEPENDENCYPART_GRANDPAR
(17,19),(19,26),0.0948421 # DEPENDENCYPART_GRANDPAR
(17,19),(19,27),-0.0440763 # DEPENDENCYPART_GRANDPAR
(17,19),(19,28),-0.166062 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.563693 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.586326 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.344237 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),0.242997 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),0.198983 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),0.113654 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),0.0977539 # DEPENDENCYPART_GRANDPAR
(17,20),(20,27),-0.134319 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),0.713939 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.215209 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),0.101323 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),0.095108 # DEPENDENCYPART_GRANDPAR
(17,21),(21,27),-0.0692228 # DEPENDENCYPART_GRANDPAR
(17,22),(22,18),0.709266 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.757547 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.126964 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),0.257335 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),0.121067 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),0.109528 # DEPENDENCYPART_GRANDPAR
(17,22),(22,27),-0.081674 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.437981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,18),0.847617 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),0.76251 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),0.144376 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),0.265573 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),0.128313 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.114908 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),0.113993 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),0.0933658 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),-0.0396512 # DEPENDENCYPART_GRANDPAR
(17,23),(23,28),-0.16366 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.875179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.148976 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.119549 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.081219 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),0.0321709 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.00288125 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-0.0591958 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-0.0366854 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),-0.463142 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),-0.555308 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.861828 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.254984 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.509569 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.514089 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.593632 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.127865 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.0105274 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),0.00519975 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.0303945 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),-0.0735403 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),-0.12073 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-1.00638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,20),-0.332526 # DEPENDENCYPART_GRANDPAR
(19,12),(12,28),-0.515071 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.232897 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.446133 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.05659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.326508 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.473339 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.349568 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.36143 # DEPENDENCYPART_GRANDPAR
(19,17),(17,27),-0.016761 # DEPENDENCYPART_GRANDPAR
(19,18),(18,20),-0.319429 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.118472 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.611182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.221153 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.314626 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),0.399443 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),0.240705 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),0.220887 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),0.570187 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.102463 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.14008 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.0674693 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),0.0602553 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),0.470764 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.102628 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.413967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.122104 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.0652044 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.0463691 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),0.0956058 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),0.462527 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-0.540319 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.188401 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.494876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),0.203886 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-0.0272892 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.069607 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),0.380644 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.026997 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.0197145 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),0.536298 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),0.0206403 # DEPENDENCYPART_GRANDPAR
(19,25),(25,20),0.0443088 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),-0.00921294 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),0.393296 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),0.103915 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),0.444798 # DEPENDENCYPART_GRANDPAR
(19,25),(25,28),-0.089107 # DEPENDENCYPART_GRANDPAR
(19,26),(26,22),0.0551954 # DEPENDENCYPART_GRANDPAR
(19,26),(26,24),0.485228 # DEPENDENCYPART_GRANDPAR
(19,26),(26,25),0.242824 # DEPENDENCYPART_GRANDPAR
(19,26),(26,27),0.470764 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.01302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,11),-0.440802 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.693615 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.140696 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.168266 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.02323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),0.282901 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),0.100313 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),0.0768598 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-0.0396907 # DEPENDENCYPART_GRANDPAR
(20,19),(19,26),-0.243828 # DEPENDENCYPART_GRANDPAR
(20,19),(19,27),-0.421458 # DEPENDENCYPART_GRANDPAR
(20,19),(19,28),-0.521623 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.669764 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),0.587225 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),0.430673 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),0.283819 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),0.00523642 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.670042 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.822346 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.679872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.668145 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),0.447868 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),0.296927 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.0106806 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-0.614281 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-0.779733 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.834696 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.663572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),0.68401 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.4436 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.0354499 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),0.46762 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),0.294373 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),0.0535561 # DEPENDENCYPART_GRANDPAR
(20,23),(23,28),-0.0737933 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-0.417659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,22),0.69618 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),0.22095 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),0.463503 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),0.0257384 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),-0.137991 # DEPENDENCYPART_GRANDPAR
(20,26),(26,22),0.472275 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),-0.00703584 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),0.528621 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),0.0052372 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.293993 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.822226 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.741217 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.634311 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.790696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,25),0.090561 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),0.0884552 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),0.407083 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),-0.671232 # DEPENDENCYPART_GRANDPAR
(21,25),(25,22),0.0940361 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),0.27369 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),0.13448 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),0.416191 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),-0.151507 # DEPENDENCYPART_GRANDPAR
(21,26),(26,22),0.14743 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),0.284784 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),0.324481 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),0.41976 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.27678 # DEPENDENCYPART_GRANDPAR
(22,19),(19,11),-0.450235 # DEPENDENCYPART_GRANDPAR
(22,19),(19,12),-0.421267 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.381725 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.328341 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.240352 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),-0.0971097 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.247465 # DEPENDENCYPART_GRANDPAR
(22,19),(19,25),-0.31801 # DEPENDENCYPART_GRANDPAR
(22,19),(19,26),-0.374922 # DEPENDENCYPART_GRANDPAR
(22,19),(19,27),-0.117941 # DEPENDENCYPART_GRANDPAR
(22,19),(19,28),-0.560387 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.336993 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.22085 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.160874 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.28919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.324354 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-0.310654 # DEPENDENCYPART_GRANDPAR
(22,20),(20,26),-0.367235 # DEPENDENCYPART_GRANDPAR
(22,20),(20,27),-0.114103 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.318524 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.28218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,25),-0.311726 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-0.360214 # DEPENDENCYPART_GRANDPAR
(22,21),(21,27),-0.11182 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-0.663774 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.964677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,24),0.27322 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),0.183433 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),0.343181 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),-0.206686 # DEPENDENCYPART_GRANDPAR
(22,26),(26,22),-0.897989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,26),(26,24),0.270113 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),0.233578 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),0.299819 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),-0.301582 # DEPENDENCYPART_GRANDPAR
(23,17),(17,18),0.393892 # DEPENDENCYPART_GRANDPAR
(23,17),(17,19),0.0506344 # DEPENDENCYPART_GRANDPAR
(23,17),(17,20),0.185882 # DEPENDENCYPART_GRANDPAR
(23,17),(17,21),0.930578 # DEPENDENCYPART_GRANDPAR
(23,17),(17,22),0.84825 # DEPENDENCYPART_GRANDPAR
(23,17),(17,23),-1.00814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,17),(17,27),0.245369 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),0.0347636 # DEPENDENCYPART_GRANDPAR
(23,19),(19,11),0.00597995 # DEPENDENCYPART_GRANDPAR
(23,19),(19,12),-0.577942 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),0.00223465 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),0.245626 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),0.194921 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),0.833291 # DEPENDENCYPART_GRANDPAR
(23,19),(19,22),0.714496 # DEPENDENCYPART_GRANDPAR
(23,19),(19,23),-0.963829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,19),(19,25),-0.127322 # DEPENDENCYPART_GRANDPAR
(23,19),(19,26),0.0306956 # DEPENDENCYPART_GRANDPAR
(23,19),(19,27),0.208305 # DEPENDENCYPART_GRANDPAR
(23,19),(19,28),-0.138642 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),0.318511 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),0.225989 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),0.831334 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),0.747414 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-1.01139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,25),-0.0913323 # DEPENDENCYPART_GRANDPAR
(23,20),(20,26),0.0712731 # DEPENDENCYPART_GRANDPAR
(23,20),(20,27),0.244003 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),0.210717 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),0.732661 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-0.0857668 # DEPENDENCYPART_GRANDPAR
(23,21),(21,26),0.0907922 # DEPENDENCYPART_GRANDPAR
(23,21),(21,27),0.26141 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),0.210766 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.036065 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),0.0710239 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),1.00232 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.0859713 # DEPENDENCYPART_GRANDPAR
(23,22),(22,26),0.0907178 # DEPENDENCYPART_GRANDPAR
(23,22),(22,27),0.261318 # DEPENDENCYPART_GRANDPAR
(23,25),(25,20),-0.332534 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),0.322257 # DEPENDENCYPART_GRANDPAR
(23,25),(25,24),0.545812 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),0.622298 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),0.672657 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),0.267761 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),0.34651 # DEPENDENCYPART_GRANDPAR
(23,26),(26,24),0.693312 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),0.519645 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),0.75069 # DEPENDENCYPART_GRANDPAR
(25,20),(20,18),-0.195376 # DEPENDENCYPART_GRANDPAR
(25,20),(20,19),-0.167882 # DEPENDENCYPART_GRANDPAR
(25,20),(20,21),-0.370146 # DEPENDENCYPART_GRANDPAR
(25,20),(20,22),-0.388117 # DEPENDENCYPART_GRANDPAR
(25,20),(20,23),-0.307832 # DEPENDENCYPART_GRANDPAR
(25,20),(20,25),-1.16279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,20),(20,26),-0.301838 # DEPENDENCYPART_GRANDPAR
(25,20),(20,27),-0.241021 # DEPENDENCYPART_GRANDPAR
(25,22),(22,18),-0.344907 # DEPENDENCYPART_GRANDPAR
(25,22),(22,19),-0.605579 # DEPENDENCYPART_GRANDPAR
(25,22),(22,20),-0.50486 # DEPENDENCYPART_GRANDPAR
