# _root_ `` We have no plans to adjust our asset allocation in foreign equities , '' said Masato Murakami , chief portfolio manager in the pension fund management department at Yasuda Trust & Banking Co .
#goldHeads=16,3,16,5,3,5,6,10,10,7,10,13,11,16,16,0,18,16,18,22,22,18,22,28,28,28,28,23,28,31,29,31,32,33,16,
#predictedHeads=16,3,16,5,3,5,6,10,10,7,7,13,11,16,16,0,18,16,18,22,22,18,22,28,28,28,28,23,22,31,29,31,32,33,16,
(16,1),(16,35),0.415924 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.270687 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.0376012 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.190861 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.0109547 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.0249587 # DEPENDENCYPART_SIBL
(16,2),(16,8),0.0188392 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.0709456 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.0686126 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.0824497 # DEPENDENCYPART_SIBL
(16,2),(16,12),0.0628119 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.18219 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.135465 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.0726034 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0498698 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0498698 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.0570857 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.0866166 # DEPENDENCYPART_SIBL
(16,2),(16,21),-0.142429 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.131739 # DEPENDENCYPART_SIBL
(16,2),(16,23),-0.165354 # DEPENDENCYPART_SIBL
(16,2),(16,29),-0.208468 # DEPENDENCYPART_SIBL
(16,2),(16,31),-0.0472103 # DEPENDENCYPART_SIBL
(16,2),(16,32),-0.0401813 # DEPENDENCYPART_SIBL
(16,2),(16,34),-0.0525898 # DEPENDENCYPART_SIBL
(16,2),(16,35),0.0326735 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.117137 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.0801502 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.111345 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.095515 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.082009 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.0289903 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.0262889 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.132975 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.0922398 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.0714767 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.153822 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.0744992 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.0101703 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0101703 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.0382826 # DEPENDENCYPART_SIBL
(16,3),(16,20),-0.132987 # DEPENDENCYPART_SIBL
(16,3),(16,21),0.0552577 # DEPENDENCYPART_SIBL
(16,3),(16,22),0.064763 # DEPENDENCYPART_SIBL
(16,3),(16,23),0.0186975 # DEPENDENCYPART_SIBL
(16,3),(16,29),-0.128434 # DEPENDENCYPART_SIBL
(16,3),(16,31),-0.00980055 # DEPENDENCYPART_SIBL
(16,3),(16,32),-0.0794804 # DEPENDENCYPART_SIBL
(16,3),(16,34),-0.0129017 # DEPENDENCYPART_SIBL
(16,3),(16,35),0.098929 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.285605 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.292042 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.16746 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.226924 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.198562 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.194691 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.103855 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.0911975 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.276427 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.159848 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.192057 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.235842 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.235842 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.202454 # DEPENDENCYPART_SIBL
(16,4),(16,20),-0.202405 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.161101 # DEPENDENCYPART_SIBL
(16,4),(16,22),-0.147323 # DEPENDENCYPART_SIBL
(16,4),(16,23),-0.0351342 # DEPENDENCYPART_SIBL
(16,4),(16,29),-0.138719 # DEPENDENCYPART_SIBL
(16,4),(16,31),-0.234297 # DEPENDENCYPART_SIBL
(16,4),(16,32),-0.122914 # DEPENDENCYPART_SIBL
(16,4),(16,34),-0.243368 # DEPENDENCYPART_SIBL
(16,4),(16,35),-0.049741 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.27628 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.300149 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.295222 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.586398 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.585467 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0927121 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.304798 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.869778 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.138677 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.378161 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.139007 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.139007 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.0184834 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.0961273 # DEPENDENCYPART_SIBL
(16,5),(16,21),-0.0067208 # DEPENDENCYPART_SIBL
(16,5),(16,22),0.00662578 # DEPENDENCYPART_SIBL
(16,5),(16,23),0.0238881 # DEPENDENCYPART_SIBL
(16,5),(16,29),-0.123046 # DEPENDENCYPART_SIBL
(16,5),(16,31),-0.14153 # DEPENDENCYPART_SIBL
(16,5),(16,32),0.0111651 # DEPENDENCYPART_SIBL
(16,5),(16,34),-0.142353 # DEPENDENCYPART_SIBL
(16,5),(16,35),0.0471187 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.11681 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.106393 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.138748 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.132736 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.178018 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.116839 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.163231 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.0235592 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.244553 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.17935 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.17935 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.183878 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.13601 # DEPENDENCYPART_SIBL
(16,6),(16,21),-0.0970551 # DEPENDENCYPART_SIBL
(16,6),(16,22),-0.0877999 # DEPENDENCYPART_SIBL
(16,6),(16,23),-0.0383218 # DEPENDENCYPART_SIBL
(16,6),(16,29),-0.0926557 # DEPENDENCYPART_SIBL
(16,6),(16,31),-0.178935 # DEPENDENCYPART_SIBL
(16,6),(16,32),-0.138828 # DEPENDENCYPART_SIBL
(16,6),(16,34),-0.18207 # DEPENDENCYPART_SIBL
(16,6),(16,35),-0.0773642 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.0181227 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.062218 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.0598817 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.0102057 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0276303 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0877244 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.0588234 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.077487 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.00770444 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.00770444 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.00114979 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.0798534 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.01581 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.00668012 # DEPENDENCYPART_SIBL
(16,7),(16,23),0.0883291 # DEPENDENCYPART_SIBL
(16,7),(16,29),-0.0271235 # DEPENDENCYPART_SIBL
(16,7),(16,31),-0.00735294 # DEPENDENCYPART_SIBL
(16,7),(16,32),-0.0731475 # DEPENDENCYPART_SIBL
(16,7),(16,34),-0.0104612 # DEPENDENCYPART_SIBL
(16,7),(16,35),0.0424308 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.093535 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.0912943 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.0678057 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.00960081 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.212409 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.0643449 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.085181 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0685536 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0685536 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.0397908 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.162071 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.0462479 # DEPENDENCYPART_SIBL
(16,8),(16,22),-0.0371171 # DEPENDENCYPART_SIBL
(16,8),(16,23),0.018479 # DEPENDENCYPART_SIBL
(16,8),(16,29),-0.146753 # DEPENDENCYPART_SIBL
(16,8),(16,31),-0.0649644 # DEPENDENCYPART_SIBL
(16,8),(16,32),-0.0468594 # DEPENDENCYPART_SIBL
(16,8),(16,34),-0.0771682 # DEPENDENCYPART_SIBL
(16,8),(16,35),-0.071444 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.599065 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0511192 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.352672 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.621355 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.238421 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.350379 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.168589 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.168589 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.109025 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.172236 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.12031 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.110835 # DEPENDENCYPART_SIBL
(16,9),(16,23),-0.031976 # DEPENDENCYPART_SIBL
(16,9),(16,29),-0.0908125 # DEPENDENCYPART_SIBL
(16,9),(16,31),-0.165341 # DEPENDENCYPART_SIBL
(16,9),(16,32),-0.131915 # DEPENDENCYPART_SIBL
(16,9),(16,34),-0.18824 # DEPENDENCYPART_SIBL
(16,9),(16,35),0.0125572 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.0510216 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.352473 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.621194 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.236392 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.350662 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.162855 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.162855 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0803768 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.155545 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.107432 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.0979274 # DEPENDENCYPART_SIBL
(16,10),(16,23),-0.0254894 # DEPENDENCYPART_SIBL
(16,10),(16,29),-0.0828155 # DEPENDENCYPART_SIBL
(16,10),(16,31),-0.159607 # DEPENDENCYPART_SIBL
(16,10),(16,32),-0.116164 # DEPENDENCYPART_SIBL
(16,10),(16,34),-0.182506 # DEPENDENCYPART_SIBL
(16,10),(16,35),0.0474741 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0675261 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.00913958 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.166243 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.203587 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.105181 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.105181 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.122163 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0633357 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0186539 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.00918175 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.0192016 # DEPENDENCYPART_SIBL
(16,11),(16,29),-0.0627831 # DEPENDENCYPART_SIBL
(16,11),(16,31),-0.106718 # DEPENDENCYPART_SIBL
(16,11),(16,32),-0.0249453 # DEPENDENCYPART_SIBL
(16,11),(16,34),-0.110487 # DEPENDENCYPART_SIBL
(16,11),(16,35),0.139989 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.190582 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0107372 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.188924 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0995448 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0995448 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0736925 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.107963 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0178838 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.0116231 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.104596 # DEPENDENCYPART_SIBL
(16,12),(16,29),-0.144267 # DEPENDENCYPART_SIBL
(16,12),(16,31),-0.0918087 # DEPENDENCYPART_SIBL
(16,12),(16,32),-0.080268 # DEPENDENCYPART_SIBL
(16,12),(16,34),-0.106518 # DEPENDENCYPART_SIBL
(16,12),(16,35),-0.0239581 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.222838 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.396595 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.17324 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.17324 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0416366 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.124994 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0490261 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0356795 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.0280765 # DEPENDENCYPART_SIBL
(16,13),(16,29),-0.120068 # DEPENDENCYPART_SIBL
(16,13),(16,31),-0.175763 # DEPENDENCYPART_SIBL
(16,13),(16,32),-0.0461388 # DEPENDENCYPART_SIBL
(16,13),(16,34),-0.176585 # DEPENDENCYPART_SIBL
(16,13),(16,35),-0.0232954 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.568542 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0079332 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0079332 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0972144 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.190259 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.0047509 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0195433 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0239132 # DEPENDENCYPART_SIBL
(16,14),(16,29),-0.106719 # DEPENDENCYPART_SIBL
(16,14),(16,31),0.00948412 # DEPENDENCYPART_SIBL
(16,14),(16,32),-0.222275 # DEPENDENCYPART_SIBL
(16,14),(16,34),-0.00227079 # DEPENDENCYPART_SIBL
(16,14),(16,35),0.01006 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0183778 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0183778 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.180908 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.138418 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.0724911 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0896767 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.164091 # DEPENDENCYPART_SIBL
(16,15),(16,29),-0.115608 # DEPENDENCYPART_SIBL
(16,15),(16,31),-0.0179385 # DEPENDENCYPART_SIBL
(16,15),(16,32),-0.140898 # DEPENDENCYPART_SIBL
(16,15),(16,34),-0.0232743 # DEPENDENCYPART_SIBL
(16,15),(16,35),0.163678 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.279194 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0325808 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0929354 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.164303 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.168538 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.00627605 # DEPENDENCYPART_SIBL
(16,17),(16,29),0.0200235 # DEPENDENCYPART_SIBL
(16,17),(16,31),-0.275497 # DEPENDENCYPART_SIBL
(16,17),(16,32),-0.15834 # DEPENDENCYPART_SIBL
(16,17),(16,34),-0.286143 # DEPENDENCYPART_SIBL
(16,17),(16,35),-0.0680305 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0325808 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0929354 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.164303 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.168538 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.00627605 # DEPENDENCYPART_SIBL
(16,18),(16,29),0.0200235 # DEPENDENCYPART_SIBL
(16,18),(16,31),-0.275497 # DEPENDENCYPART_SIBL
(16,18),(16,32),-0.15834 # DEPENDENCYPART_SIBL
(16,18),(16,34),-0.286143 # DEPENDENCYPART_SIBL
(16,18),(16,35),-0.0680305 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.18614 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.125969 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.139079 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.0619268 # DEPENDENCYPART_SIBL
(16,19),(16,29),-0.0946348 # DEPENDENCYPART_SIBL
(16,19),(16,31),-0.0167376 # DEPENDENCYPART_SIBL
(16,19),(16,32),0.559087 # DEPENDENCYPART_SIBL
(16,19),(16,34),-0.0629148 # DEPENDENCYPART_SIBL
(16,19),(16,35),-0.220475 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.12978 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.130548 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.0106015 # DEPENDENCYPART_SIBL
(16,20),(16,29),-0.0624096 # DEPENDENCYPART_SIBL
(16,20),(16,31),-0.144386 # DEPENDENCYPART_SIBL
(16,20),(16,32),-0.0653308 # DEPENDENCYPART_SIBL
(16,20),(16,34),-0.145313 # DEPENDENCYPART_SIBL
(16,20),(16,35),-0.122035 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.240393 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.0618277 # DEPENDENCYPART_SIBL
(16,21),(16,29),-0.0435513 # DEPENDENCYPART_SIBL
(16,21),(16,31),-0.162709 # DEPENDENCYPART_SIBL
(16,21),(16,32),-0.123712 # DEPENDENCYPART_SIBL
(16,21),(16,34),-0.162515 # DEPENDENCYPART_SIBL
(16,21),(16,35),-0.166924 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.0521436 # DEPENDENCYPART_SIBL
(16,22),(16,29),-0.0306031 # DEPENDENCYPART_SIBL
(16,22),(16,31),-0.14853 # DEPENDENCYPART_SIBL
(16,22),(16,32),-0.0996717 # DEPENDENCYPART_SIBL
(16,22),(16,34),-0.148336 # DEPENDENCYPART_SIBL
(16,22),(16,35),-0.109902 # DEPENDENCYPART_SIBL
(16,23),(16,29),0.327177 # DEPENDENCYPART_SIBL
(16,23),(16,31),0.0770273 # DEPENDENCYPART_SIBL
(16,23),(16,32),0.0796197 # DEPENDENCYPART_SIBL
(16,23),(16,34),0.0780787 # DEPENDENCYPART_SIBL
(16,23),(16,35),0.00363171 # DEPENDENCYPART_SIBL
(16,29),(16,31),-0.0249958 # DEPENDENCYPART_SIBL
(16,29),(16,32),0.0698799 # DEPENDENCYPART_SIBL
(16,29),(16,34),-0.0242634 # DEPENDENCYPART_SIBL
(16,29),(16,35),-0.0777125 # DEPENDENCYPART_SIBL
(16,31),(16,32),-0.169029 # DEPENDENCYPART_SIBL
(16,31),(16,34),-0.298648 # DEPENDENCYPART_SIBL
(16,31),(16,35),-0.0705725 # DEPENDENCYPART_SIBL
(16,32),(16,34),-0.176565 # DEPENDENCYPART_SIBL
(16,32),(16,35),-0.196016 # DEPENDENCYPART_SIBL
(16,34),(16,35),-0.11346 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.00642347 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0411779 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.061743 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0398355 # DEPENDENCYPART_SIBL
(17,18),(17,32),-0.189506 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.362588 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.654888 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.739526 # DEPENDENCYPART_SIBL
(17,19),(17,32),0.391822 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.102932 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.0768935 # DEPENDENCYPART_SIBL
(17,20),(17,32),-0.114585 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.276408 # DEPENDENCYPART_SIBL
(17,21),(17,32),-0.103536 # DEPENDENCYPART_SIBL
(17,22),(17,32),-0.0919564 # DEPENDENCYPART_SIBL
(18,1),(18,3),0.157698 # DEPENDENCYPART_SIBL
(18,1),(18,8),0.0505371 # DEPENDENCYPART_SIBL
(18,1),(18,10),0.292082 # DEPENDENCYPART_SIBL
(18,1),(18,12),0.198128 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.171873 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.0938178 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.902488 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.0962678 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.115559 # DEPENDENCYPART_SIBL
(18,1),(18,20),0.12637 # DEPENDENCYPART_SIBL
(18,1),(18,21),0.229814 # DEPENDENCYPART_SIBL
(18,1),(18,22),0.26007 # DEPENDENCYPART_SIBL
(18,1),(18,23),0.193878 # DEPENDENCYPART_SIBL
(18,1),(18,25),0.230621 # DEPENDENCYPART_SIBL
(18,1),(18,26),0.219402 # DEPENDENCYPART_SIBL
(18,1),(18,27),0.224407 # DEPENDENCYPART_SIBL
(18,1),(18,28),0.25946 # DEPENDENCYPART_SIBL
(18,1),(18,31),0.191092 # DEPENDENCYPART_SIBL
(18,1),(18,32),0.147487 # DEPENDENCYPART_SIBL
(18,1),(18,34),0.27551 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.0401617 # DEPENDENCYPART_SIBL
(18,3),(18,10),0.165853 # DEPENDENCYPART_SIBL
(18,3),(18,12),0.0632278 # DEPENDENCYPART_SIBL
(18,3),(18,13),0.121721 # DEPENDENCYPART_SIBL
(18,3),(18,14),0.11447 # DEPENDENCYPART_SIBL
(18,3),(18,15),0.18854 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.0843158 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.0728855 # DEPENDENCYPART_SIBL
(18,3),(18,20),-0.0345886 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.00573914 # DEPENDENCYPART_SIBL
(18,3),(18,22),0.0151566 # DEPENDENCYPART_SIBL
(18,3),(18,23),-0.00814845 # DEPENDENCYPART_SIBL
(18,3),(18,25),-0.00503867 # DEPENDENCYPART_SIBL
(18,3),(18,26),-0.0177201 # DEPENDENCYPART_SIBL
(18,3),(18,27),-0.0199806 # DEPENDENCYPART_SIBL
(18,3),(18,28),0.0250645 # DEPENDENCYPART_SIBL
(18,3),(18,31),-0.00120992 # DEPENDENCYPART_SIBL
(18,3),(18,32),0.0261087 # DEPENDENCYPART_SIBL
(18,3),(18,34),0.09014 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.250414 # DEPENDENCYPART_SIBL
(18,8),(18,12),0.275082 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.0950677 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.0888416 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.215334 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.203277 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.035143 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.00311837 # DEPENDENCYPART_SIBL
(18,8),(18,21),0.000868925 # DEPENDENCYPART_SIBL
(18,8),(18,22),0.0200445 # DEPENDENCYPART_SIBL
(18,8),(18,23),0.112899 # DEPENDENCYPART_SIBL
(18,8),(18,25),0.004282 # DEPENDENCYPART_SIBL
(18,8),(18,26),-0.00376663 # DEPENDENCYPART_SIBL
(18,8),(18,27),-0.00813211 # DEPENDENCYPART_SIBL
(18,8),(18,28),0.0298292 # DEPENDENCYPART_SIBL
(18,8),(18,31),-0.0277766 # DEPENDENCYPART_SIBL
(18,8),(18,32),0.239738 # DEPENDENCYPART_SIBL
(18,8),(18,34),0.054395 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.0966188 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.0910774 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.0899805 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.187915 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.144656 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0414344 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.0295182 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.00560725 # DEPENDENCYPART_SIBL
(18,10),(18,22),0.0100032 # DEPENDENCYPART_SIBL
(18,10),(18,23),0.00762701 # DEPENDENCYPART_SIBL
(18,10),(18,25),-0.00227405 # DEPENDENCYPART_SIBL
(18,10),(18,26),-0.0103652 # DEPENDENCYPART_SIBL
(18,10),(18,27),-0.00771036 # DEPENDENCYPART_SIBL
(18,10),(18,28),0.033118 # DEPENDENCYPART_SIBL
(18,10),(18,31),-0.0202329 # DEPENDENCYPART_SIBL
(18,10),(18,32),0.0409958 # DEPENDENCYPART_SIBL
