# _root_ In composite trading on the New York Stock Exchange , Black & Decker closed at $ 19.75 yesterday , down 25 cents .
#goldHeads=14,3,1,3,9,9,9,9,4,14,12,14,12,0,14,17,15,14,14,14,22,20,14,
#predictedHeads=14,3,1,3,9,9,9,9,4,14,12,14,12,0,14,17,15,14,14,14,22,20,14,
(13,13),(13,22),0.0757603 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,24),-0.23181 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,14),(13,15),-0.420092 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,16),-0.585607 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,17),-0.46185 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,18),-0.527464 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,22),-0.510297 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,24),-0.384482 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,15),(13,16),-0.814615 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,17),-0.770266 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,18),-0.571638 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,22),-0.640053 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,24),-0.797833 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,16),(13,17),-1.10895 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,18),-0.967449 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,22),-1.15487 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,24),-0.71339 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,17),(13,18),-0.619575 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,22),-0.88142 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,24),-0.618645 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,18),(13,22),-1.02393 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,24),-0.626077 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,22),(13,24),-1.07791 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,12),0.680154 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,11),-0.0013752 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,10),-1.11875 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,8),-0.0932611 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,6),-0.293967 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,5),-0.261713 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,-1),-0.307005 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,12),(13,11),-0.394752 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,10),0.237846 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,8),-0.41108 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,6),-0.349516 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,5),-0.985244 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,-1),-0.48009 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,11),(13,10),-0.162656 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,8),-0.774713 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,6),-0.770726 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,5),-0.449585 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,-1),-0.575656 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,10),(13,8),-0.730519 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,6),-0.77881 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,5),-1.17643 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,-1),-1.18333 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,8),(13,6),-0.341944 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,5),-0.576517 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,-1),-0.57199 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,6),(13,5),-0.0339908 # DEPENDENCYPART_NEXTSIBL
(13,6),(13,-1),-0.525088 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,5),(13,-1),-0.225477 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,15),-0.452582 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,16),-0.464909 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,17),-0.33134 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,18),-1.04773 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,19),-0.756339 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,20),-0.020253 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,22),0.296269 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,23),-1.04441 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,24),-0.539124 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,15),(14,16),-0.775499 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,17),-0.733045 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,18),-0.440054 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,19),-0.213336 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,20),-0.454506 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,22),-0.579054 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,23),-0.440751 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,24),-0.728654 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,16),(14,17),-1.11643 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,18),-0.895213 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,19),-0.917034 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,20),-0.965021 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,22),-1.13339 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,23),-0.857198 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,24),-0.671813 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,17),(14,18),-0.59075 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,19),-0.656735 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,20),-0.762644 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,22),-0.902294 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,23),-0.725921 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,24),-0.610263 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,18),(14,19),-0.687179 # DEPENDENCYPART_NEXTSIBL
(14,18),(14,20),-0.820832 # DEPENDENCYPART_NEXTSIBL
(14,18),(14,22),-0.929613 # DEPENDENCYPART_NEXTSIBL
(14,18),(14,23),-0.561112 # DEPENDENCYPART_NEXTSIBL
(14,18),(14,24),-0.505876 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,19),(14,20),0.0336181 # DEPENDENCYPART_NEXTSIBL
(14,19),(14,22),-0.743064 # DEPENDENCYPART_NEXTSIBL
(14,19),(14,23),-0.767553 # DEPENDENCYPART_NEXTSIBL
(14,19),(14,24),-0.869555 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,20),(14,22),-0.34769 # DEPENDENCYPART_NEXTSIBL
(14,20),(14,23),-0.171284 # DEPENDENCYPART_NEXTSIBL
(14,20),(14,24),-0.744421 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,22),(14,23),-0.560535 # DEPENDENCYPART_NEXTSIBL
(14,22),(14,24),-1.04028 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,23),(14,24),-1.4108 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,13),0.257705 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,12),0.49242 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,11),0.0949905 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,10),-1.26506 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,9),-0.163879 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,8),-0.111468 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,7),-0.18748 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,6),-0.264789 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,5),-0.371428 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,4),-0.282971 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,3),0.106705 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,2),-0.297506 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,1),-0.598504 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,-1),-0.507409 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,13),(14,12),-0.646868 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,11),-1.00732 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,10),-0.728026 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,9),-1.20839 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,8),-1.15251 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,7),-1.25828 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,6),-1.17768 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,5),-0.990412 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,4),-0.703312 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,3),-1.37654 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,2),-1.33593 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,1),-1.03558 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,-1),-0.919277 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,12),(14,11),-0.596354 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,10),0.177315 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,9),-0.74768 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,8),-0.649793 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,7),-0.638054 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,6),-0.575823 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,5),-1.23649 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,4),-0.912229 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,3),-0.736261 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,2),-0.603493 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,1),-0.967708 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,-1),-0.541185 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,11),(14,10),-0.0879219 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,9),-0.94874 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,8),-1.06039 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,7),-1.1222 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,6),-1.04145 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,5),-0.684116 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,4),-0.887602 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,3),-1.30181 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,2),-1.11652 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,1),-1.07285 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,-1),-0.757297 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,10),(14,9),-0.19948 # DEPENDENCYPART_NEXTSIBL
(14,10),(14,8),-0.759221 # DEPENDENCYPART_NEXTSIBL
(14,10),(14,7),-0.810544 # DEPENDENCYPART_NEXTSIBL
(14,10),(14,6),-0.810888 # DEPENDENCYPART_NEXTSIBL
(14,10),(14,5),-1.27324 # DEPENDENCYPART_NEXTSIBL
(14,10),(14,4),-0.755101 # DEPENDENCYPART_NEXTSIBL
(14,10),(14,3),-0.638025 # DEPENDENCYPART_NEXTSIBL
(14,10),(14,2),-0.697705 # DEPENDENCYPART_NEXTSIBL
(14,10),(14,1),-0.344384 # DEPENDENCYPART_NEXTSIBL
(14,10),(14,-1),-1.04394 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,9),(14,8),-0.414586 # DEPENDENCYPART_NEXTSIBL
(14,9),(14,7),-0.649944 # DEPENDENCYPART_NEXTSIBL
(14,9),(14,6),-0.64081 # DEPENDENCYPART_NEXTSIBL
(14,9),(14,5),-0.539157 # DEPENDENCYPART_NEXTSIBL
(14,9),(14,4),-0.306453 # DEPENDENCYPART_NEXTSIBL
(14,9),(14,3),-1.09902 # DEPENDENCYPART_NEXTSIBL
(14,9),(14,2),-0.899563 # DEPENDENCYPART_NEXTSIBL
(14,9),(14,1),-0.666947 # DEPENDENCYPART_NEXTSIBL
(14,9),(14,-1),-0.783311 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,8),(14,7),-0.243954 # DEPENDENCYPART_NEXTSIBL
(14,8),(14,6),-0.659356 # DEPENDENCYPART_NEXTSIBL
(14,8),(14,5),-0.849789 # DEPENDENCYPART_NEXTSIBL
(14,8),(14,4),-0.567408 # DEPENDENCYPART_NEXTSIBL
(14,8),(14,3),-1.21366 # DEPENDENCYPART_NEXTSIBL
(14,8),(14,2),-0.91274 # DEPENDENCYPART_NEXTSIBL
(14,8),(14,1),-0.914932 # DEPENDENCYPART_NEXTSIBL
(14,8),(14,-1),-0.833757 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,7),(14,6),-0.306837 # DEPENDENCYPART_NEXTSIBL
(14,7),(14,5),-0.671523 # DEPENDENCYPART_NEXTSIBL
(14,7),(14,4),-0.621103 # DEPENDENCYPART_NEXTSIBL
(14,7),(14,3),-1.20248 # DEPENDENCYPART_NEXTSIBL
(14,7),(14,2),-0.779502 # DEPENDENCYPART_NEXTSIBL
(14,7),(14,1),-1.03615 # DEPENDENCYPART_NEXTSIBL
(14,7),(14,-1),-0.974735 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,6),(14,5),-0.296914 # DEPENDENCYPART_NEXTSIBL
(14,6),(14,4),-0.451379 # DEPENDENCYPART_NEXTSIBL
(14,6),(14,3),-1.25795 # DEPENDENCYPART_NEXTSIBL
(14,6),(14,2),-0.862428 # DEPENDENCYPART_NEXTSIBL
(14,6),(14,1),-0.800057 # DEPENDENCYPART_NEXTSIBL
(14,6),(14,-1),-0.775281 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,5),(14,4),-0.750923 # DEPENDENCYPART_NEXTSIBL
(14,5),(14,3),-1.19305 # DEPENDENCYPART_NEXTSIBL
(14,5),(14,2),-1.14829 # DEPENDENCYPART_NEXTSIBL
(14,5),(14,1),-0.996639 # DEPENDENCYPART_NEXTSIBL
(14,5),(14,-1),-0.673667 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,4),(14,3),-0.59273 # DEPENDENCYPART_NEXTSIBL
(14,4),(14,2),-0.662655 # DEPENDENCYPART_NEXTSIBL
(14,4),(14,1),-0.792737 # DEPENDENCYPART_NEXTSIBL
(14,4),(14,-1),-0.582147 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,3),(14,2),-0.735242 # DEPENDENCYPART_NEXTSIBL
(14,3),(14,1),-0.445337 # DEPENDENCYPART_NEXTSIBL
(14,3),(14,-1),-0.560519 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,2),(14,1),-0.65687 # DEPENDENCYPART_NEXTSIBL
(14,2),(14,-1),-0.874598 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,1),(14,-1),-0.480293 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,16),-0.438222 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,17),-0.343917 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,18),-1.185 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,19),-0.886403 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,20),-0.0733476 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,21),-0.431779 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,22),0.321518 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,23),-0.909627 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,24),-0.741607 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,16),(15,17),-1.0874 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,18),-1.0356 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,19),-0.927705 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,20),-1.03772 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,21),-1.16548 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,22),-1.18487 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,23),-0.800663 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,24),-0.628187 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,17),(15,18),-0.630371 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,19),-0.622686 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,20),-0.784227 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,21),-0.680718 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,22),-0.853011 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,23),-0.700988 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,24),-0.507996 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,18),(15,19),-0.67795 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,20),-1.00216 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,21),-0.909258 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,22),-1.19546 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,23),-0.715349 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,24),-0.571629 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,19),(15,20),-0.0816788 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,21),-0.194367 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,22),-0.69626 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,23),-0.786771 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,24),-0.709691 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,20),(15,21),-0.409665 # DEPENDENCYPART_NEXTSIBL
(15,20),(15,22),-0.42457 # DEPENDENCYPART_NEXTSIBL
(15,20),(15,23),-0.340458 # DEPENDENCYPART_NEXTSIBL
(15,20),(15,24),-0.806874 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,21),(15,22),-0.667604 # DEPENDENCYPART_NEXTSIBL
(15,21),(15,23),-0.917395 # DEPENDENCYPART_NEXTSIBL
(15,21),(15,24),-0.776472 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,22),(15,23),-0.612139 # DEPENDENCYPART_NEXTSIBL
(15,22),(15,24),-0.901589 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,23),(15,24),-1.51456 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,12),0.493659 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,-1),-0.0924875 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,12),(15,-1),-0.515423 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,17),-0.485448 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,18),-1.27798 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,19),-0.827179 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,20),-0.0710164 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,23),-0.888929 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,24),-0.10968 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,17),(16,18),-0.587767 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,19),-0.685121 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,20),-0.733889 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,23),-0.679635 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,24),-0.526432 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,18),(16,19),-0.633439 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,20),-0.942036 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,23),-0.655675 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,24),-0.738979 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,19),(16,20),-0.0705113 # DEPENDENCYPART_NEXTSIBL
(16,19),(16,23),-0.779067 # DEPENDENCYPART_NEXTSIBL
(16,19),(16,24),-0.908044 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,20),(16,23),-0.310712 # DEPENDENCYPART_NEXTSIBL
(16,20),(16,24),-0.818811 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,23),(16,24),-1.48289 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,15),-0.267572 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,-1),-0.256496 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,15),(16,-1),-0.759993 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,17),(17,18),-1.23073 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,19),-0.797351 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,20),-0.0286454 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,21),-0.618645 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,24),-0.161436 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,18),(17,19),-0.616846 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,20),-0.913579 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,21),-0.93754 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,24),-0.667013 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,19),(17,20),0.0139759 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,21),-0.243387 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,24),-0.874174 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,20),(17,21),-0.437179 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,24),-0.765955 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,21),(17,24),-0.996429 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,17),(17,16),-0.207263 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,15),-0.307401 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,-1),-0.287139 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,16),(17,15),-0.37183 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,-1),-0.372181 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,15),(17,-1),-0.889818 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,18),(18,19),-0.746869 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,20),-0.0384497 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,21),-0.422089 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,22),0.0710688 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,23),-0.688796 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,24),-0.150519 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(18,19),(18,20),0.00219545 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,21),-0.110662 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,22),-0.445686 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,23),-0.67262 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,24),-0.77754 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,20),(18,21),-0.412724 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,22),-0.336748 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,23),-0.240277 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,24),-0.755691 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,21),(18,22),-0.709992 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,23),-0.871997 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,24),-0.921795 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,22),(18,23),-0.440285 # DEPENDENCYPART_NEXTSIBL
(18,22),(18,24),-1.08261 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,23),(18,24),-1.31568 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,18),(18,17),-0.371573 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,16),-0.217211 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,15),-0.213581 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,12),0.681374 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,-1),-0.0111058 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(18,17),(18,16),-0.546096 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,15),-0.971372 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,12),-0.849387 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,-1),-0.534297 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,16),(18,15),-0.390677 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,12),-0.550365 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,-1),-0.609071 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,15),(18,12),-0.885123 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,-1),-0.813179 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,12),(18,-1),-0.479706 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,19),(19,24),-0.0538987 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(19,19),(19,-1),-0.146363 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,20),(20,21),-0.464871 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,22),0.319738 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,24),-0.143809 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,21),(20,22),-0.665625 # DEPENDENCYPART_NEXTSIBL
(20,21),(20,24),-0.90133 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,22),(20,24),-1.01481 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,20),(20,19),-0.907975 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,18),-1.32515 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
