# _root_ But then it suddenly burst upward 7.5 as Goldman , Sachs & Co. stepped in and bought almost every share offer , traders said .
#goldHeads=5,5,5,5,24,5,5,5,14,9,9,11,12,8,14,14,16,21,21,21,17,24,24,0,24,
#predictedHeads=5,5,5,5,24,5,6,5,8,9,9,11,12,8,14,14,16,17,21,21,17,24,24,0,24,
(14,3),(14,9),-0.160788 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0212827 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.153344 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0363374 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.192668 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.0587764 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0085347 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.0247856 # DEPENDENCYPART_SIBL
(14,3),(14,18),0.0532811 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.0153135 # DEPENDENCYPART_SIBL
(14,3),(14,20),0.0648479 # DEPENDENCYPART_SIBL
(14,3),(14,21),0.190327 # DEPENDENCYPART_SIBL
(14,3),(14,22),-0.0227168 # DEPENDENCYPART_SIBL
(14,3),(14,23),0.0231647 # DEPENDENCYPART_SIBL
(14,3),(14,24),-0.0650511 # DEPENDENCYPART_SIBL
(14,3),(14,25),0.0164994 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.0347222 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.0562908 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0655369 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.0327672 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0424301 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.123675 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0349865 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0402314 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0747258 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.037684 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.067947 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.0400433 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.0197283 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.0658927 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.0370219 # DEPENDENCYPART_SIBL
(14,4),(14,21),0.0918983 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.0110959 # DEPENDENCYPART_SIBL
(14,4),(14,23),0.0108796 # DEPENDENCYPART_SIBL
(14,4),(14,24),0.0468302 # DEPENDENCYPART_SIBL
(14,4),(14,25),0.042356 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.0684522 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0694812 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.118201 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.00892867 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.234069 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.00167742 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0868637 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0458244 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0443894 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0258883 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0409593 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0440646 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0115635 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.0710638 # DEPENDENCYPART_SIBL
(14,5),(14,21),0.038683 # DEPENDENCYPART_SIBL
(14,5),(14,22),0.0141253 # DEPENDENCYPART_SIBL
(14,5),(14,23),-0.0400849 # DEPENDENCYPART_SIBL
(14,5),(14,24),-0.0526607 # DEPENDENCYPART_SIBL
(14,5),(14,25),0.0242328 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0884285 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.00865884 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0765723 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.0559279 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0691287 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.063123 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.108868 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0324794 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0243567 # DEPENDENCYPART_SIBL
(14,6),(14,17),0.00684023 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0307417 # DEPENDENCYPART_SIBL
(14,6),(14,19),0.0337499 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0650463 # DEPENDENCYPART_SIBL
(14,6),(14,21),0.0643595 # DEPENDENCYPART_SIBL
(14,6),(14,22),-0.0220763 # DEPENDENCYPART_SIBL
(14,6),(14,23),-0.0252442 # DEPENDENCYPART_SIBL
(14,6),(14,24),0.0136345 # DEPENDENCYPART_SIBL
(14,6),(14,25),-0.0100464 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0656796 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0901595 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.113649 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0827154 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0444304 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.114479 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.143206 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0176286 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0452202 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.1174 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.00429049 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.0294002 # DEPENDENCYPART_SIBL
(14,7),(14,21),0.0453909 # DEPENDENCYPART_SIBL
(14,7),(14,22),-0.0143743 # DEPENDENCYPART_SIBL
(14,7),(14,23),-0.0111204 # DEPENDENCYPART_SIBL
(14,7),(14,24),-0.0572728 # DEPENDENCYPART_SIBL
(14,7),(14,25),-0.0455902 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.0144323 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.515008 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.00704338 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0714297 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0724125 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.00486896 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.0451241 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0116944 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0553332 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.0163145 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.129715 # DEPENDENCYPART_SIBL
(14,8),(14,21),0.0166227 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.0721118 # DEPENDENCYPART_SIBL
(14,8),(14,23),0.0523452 # DEPENDENCYPART_SIBL
(14,8),(14,24),-0.0335444 # DEPENDENCYPART_SIBL
(14,8),(14,25),0.0352001 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.10251 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.489469 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.23336 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.563718 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0199645 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.00929289 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0129655 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.00218452 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.0359471 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.0596058 # DEPENDENCYPART_SIBL
(14,9),(14,21),0.0940831 # DEPENDENCYPART_SIBL
(14,9),(14,22),0.0410042 # DEPENDENCYPART_SIBL
(14,9),(14,23),0.00460367 # DEPENDENCYPART_SIBL
(14,9),(14,24),0.00314035 # DEPENDENCYPART_SIBL
(14,9),(14,25),0.0239975 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0423271 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0449025 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0651391 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0113262 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0528027 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.000444155 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0366573 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.0521152 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.115178 # DEPENDENCYPART_SIBL
(14,10),(14,21),0.115485 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.0147654 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.0108311 # DEPENDENCYPART_SIBL
(14,10),(14,24),0.11659 # DEPENDENCYPART_SIBL
(14,10),(14,25),0.0529438 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.232712 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.551567 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0180934 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0329507 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0284332 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.00653458 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0382267 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.032167 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.121522 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.0809987 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.00967006 # DEPENDENCYPART_SIBL
(14,11),(14,24),0.018605 # DEPENDENCYPART_SIBL
(14,11),(14,25),0.0042622 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0462012 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0846902 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0846492 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0376215 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0673854 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.077794 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0850563 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.0222389 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.0674265 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.0513255 # DEPENDENCYPART_SIBL
(14,12),(14,24),-0.0429616 # DEPENDENCYPART_SIBL
(14,12),(14,25),0.0250592 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.135379 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.10738 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.180556 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.166661 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.139946 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.276479 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.121617 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.182866 # DEPENDENCYPART_SIBL
(14,13),(14,23),-0.194402 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.190566 # DEPENDENCYPART_SIBL
(14,13),(14,25),-0.452392 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0547392 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0141337 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0429016 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0458874 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0112761 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.034222 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.0464283 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.000455793 # DEPENDENCYPART_SIBL
(14,15),(14,24),-0.00846254 # DEPENDENCYPART_SIBL
(14,15),(14,25),0.00263096 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0922501 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0293782 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.051428 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.15991 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.103943 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0803027 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.039782 # DEPENDENCYPART_SIBL
(14,16),(14,24),-0.0985613 # DEPENDENCYPART_SIBL
(14,16),(14,25),0.0493962 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.125432 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.149628 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.281188 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.250503 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.101064 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.290398 # DEPENDENCYPART_SIBL
(14,17),(14,24),-0.489886 # DEPENDENCYPART_SIBL
(14,17),(14,25),-0.00128449 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0689505 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.216588 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.166768 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.040164 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.206058 # DEPENDENCYPART_SIBL
(14,18),(14,24),-0.0937977 # DEPENDENCYPART_SIBL
(14,18),(14,25),-0.0432292 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.152928 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.122139 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.0174382 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.0895292 # DEPENDENCYPART_SIBL
(14,19),(14,24),0.0310298 # DEPENDENCYPART_SIBL
(14,19),(14,25),0.0346093 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.269543 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.00390495 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.419795 # DEPENDENCYPART_SIBL
(14,20),(14,24),-0.104691 # DEPENDENCYPART_SIBL
(14,20),(14,25),-0.0562093 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.033184 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.378935 # DEPENDENCYPART_SIBL
(14,21),(14,24),-0.0827301 # DEPENDENCYPART_SIBL
(14,21),(14,25),0.0212841 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.00891559 # DEPENDENCYPART_SIBL
(14,22),(14,24),0.110866 # DEPENDENCYPART_SIBL
(14,22),(14,25),0.0433596 # DEPENDENCYPART_SIBL
(14,23),(14,24),-0.0314025 # DEPENDENCYPART_SIBL
(14,23),(14,25),0.0789658 # DEPENDENCYPART_SIBL
(14,24),(14,25),0.0549426 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.111224 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0175888 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.10938 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0319565 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0236278 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0402154 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.206678 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.00197406 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.211025 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.191179 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.101906 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0866383 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.00414804 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.0731701 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.108886 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.235209 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.523807 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.530472 # DEPENDENCYPART_SIBL
(16,17),(16,24),-1.09584 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.337378 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.339104 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.60387 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.597523 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.753436 # DEPENDENCYPART_SIBL
(16,23),(16,24),-0.712924 # DEPENDENCYPART_SIBL
(17,1),(17,2),0.139516 # DEPENDENCYPART_SIBL
(17,1),(17,3),0.0767474 # DEPENDENCYPART_SIBL
(17,1),(17,4),0.0869418 # DEPENDENCYPART_SIBL
(17,1),(17,5),0.000486686 # DEPENDENCYPART_SIBL
(17,1),(17,9),0.0363711 # DEPENDENCYPART_SIBL
(17,1),(17,11),0.0438147 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.0289071 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.0835321 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.0084685 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0817992 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.0223244 # DEPENDENCYPART_SIBL
(17,1),(17,21),0.0857376 # DEPENDENCYPART_SIBL
(17,1),(17,22),0.0349802 # DEPENDENCYPART_SIBL
(17,1),(17,23),-0.0501064 # DEPENDENCYPART_SIBL
(17,1),(17,24),0.0145838 # DEPENDENCYPART_SIBL
(17,1),(17,25),0.33206 # DEPENDENCYPART_SIBL
(17,2),(17,3),0.233021 # DEPENDENCYPART_SIBL
(17,2),(17,4),0.0578858 # DEPENDENCYPART_SIBL
(17,2),(17,5),0.029743 # DEPENDENCYPART_SIBL
(17,2),(17,9),0.0391632 # DEPENDENCYPART_SIBL
(17,2),(17,11),0.0466068 # DEPENDENCYPART_SIBL
(17,2),(17,15),0.0104147 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.0203338 # DEPENDENCYPART_SIBL
(17,2),(17,18),0.0406019 # DEPENDENCYPART_SIBL
(17,2),(17,19),0.0709902 # DEPENDENCYPART_SIBL
(17,2),(17,20),0.0542542 # DEPENDENCYPART_SIBL
(17,2),(17,21),0.183261 # DEPENDENCYPART_SIBL
(17,2),(17,22),0.0946898 # DEPENDENCYPART_SIBL
(17,2),(17,23),-0.010417 # DEPENDENCYPART_SIBL
(17,2),(17,24),0.0343481 # DEPENDENCYPART_SIBL
(17,2),(17,25),0.0634905 # DEPENDENCYPART_SIBL
(17,3),(17,4),0.165956 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.0573732 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.15916 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.151716 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.145581 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.0734846 # DEPENDENCYPART_SIBL
(17,3),(17,18),0.0765557 # DEPENDENCYPART_SIBL
(17,3),(17,19),0.00589149 # DEPENDENCYPART_SIBL
(17,3),(17,20),0.12317 # DEPENDENCYPART_SIBL
(17,3),(17,21),0.24865 # DEPENDENCYPART_SIBL
(17,3),(17,22),-0.0524906 # DEPENDENCYPART_SIBL
(17,3),(17,23),0.0194928 # DEPENDENCYPART_SIBL
(17,3),(17,24),-0.0965329 # DEPENDENCYPART_SIBL
(17,3),(17,25),0.00844729 # DEPENDENCYPART_SIBL
(17,4),(17,5),-0.0321652 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.0308053 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.0233617 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.0974295 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0779391 # DEPENDENCYPART_SIBL
(17,4),(17,18),0.0528343 # DEPENDENCYPART_SIBL
(17,4),(17,19),0.0754477 # DEPENDENCYPART_SIBL
(17,4),(17,20),0.0183856 # DEPENDENCYPART_SIBL
(17,4),(17,21),0.147306 # DEPENDENCYPART_SIBL
(17,4),(17,22),0.040417 # DEPENDENCYPART_SIBL
(17,4),(17,23),0.0243823 # DEPENDENCYPART_SIBL
(17,4),(17,24),0.0430462 # DEPENDENCYPART_SIBL
(17,4),(17,25),0.0588371 # DEPENDENCYPART_SIBL
(17,5),(17,9),0.000991016 # DEPENDENCYPART_SIBL
(17,5),(17,11),0.00824226 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.123515 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.118952 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.00288119 # DEPENDENCYPART_SIBL
(17,5),(17,19),0.0132473 # DEPENDENCYPART_SIBL
(17,5),(17,20),0.016169 # DEPENDENCYPART_SIBL
(17,5),(17,21),0.125916 # DEPENDENCYPART_SIBL
(17,5),(17,22),0.0761277 # DEPENDENCYPART_SIBL
(17,5),(17,23),-0.0104873 # DEPENDENCYPART_SIBL
(17,5),(17,24),-0.0422093 # DEPENDENCYPART_SIBL
(17,5),(17,25),0.0426996 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.473466 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.0160767 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.258962 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.0422959 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.0522432 # DEPENDENCYPART_SIBL
(17,9),(17,20),0.0240675 # DEPENDENCYPART_SIBL
(17,9),(17,21),0.177757 # DEPENDENCYPART_SIBL
(17,9),(17,22),0.116925 # DEPENDENCYPART_SIBL
(17,9),(17,23),0.0338853 # DEPENDENCYPART_SIBL
(17,9),(17,24),0.00166285 # DEPENDENCYPART_SIBL
(17,9),(17,25),0.048642 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0166522 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.258314 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.0379459 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.0545228 # DEPENDENCYPART_SIBL
(17,11),(17,20),0.0515062 # DEPENDENCYPART_SIBL
(17,11),(17,21),0.205196 # DEPENDENCYPART_SIBL
(17,11),(17,22),0.156919 # DEPENDENCYPART_SIBL
(17,11),(17,23),0.0389517 # DEPENDENCYPART_SIBL
(17,11),(17,24),0.0171275 # DEPENDENCYPART_SIBL
(17,11),(17,25),0.0289066 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.117686 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.016861 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0603462 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.000440684 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.140001 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.0643239 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.00940232 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.0215689 # DEPENDENCYPART_SIBL
(17,15),(17,25),0.0373449 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0336914 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0741238 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0371567 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0737842 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0175009 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0248455 # DEPENDENCYPART_SIBL
(17,16),(17,24),-0.021466 # DEPENDENCYPART_SIBL
(17,16),(17,25),0.0842861 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0617295 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.205132 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.155312 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0780302 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.176629 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.0993464 # DEPENDENCYPART_SIBL
(17,18),(17,25),-0.0886643 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.151218 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.120428 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0398223 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.0783553 # DEPENDENCYPART_SIBL
(17,19),(17,24),0.0130509 # DEPENDENCYPART_SIBL
(17,19),(17,25),-0.0384329 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.241365 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.0258094 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.38941 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.107707 # DEPENDENCYPART_SIBL
(17,20),(17,25),-0.105127 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.0550885 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.34855 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.0857458 # DEPENDENCYPART_SIBL
(17,21),(17,25),-0.0276336 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.0350324 # DEPENDENCYPART_SIBL
(17,22),(17,24),0.0499327 # DEPENDENCYPART_SIBL
(17,22),(17,25),-0.0952126 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.0304668 # DEPENDENCYPART_SIBL
(17,23),(17,25),0.0382381 # DEPENDENCYPART_SIBL
(17,24),(17,25),-0.0160203 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0338008 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0270606 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.0636875 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.0381461 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.0430984 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.218485 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.10069 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.228585 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.127478 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.00228295 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.244841 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.156907 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.22762 # DEPENDENCYPART_SIBL
(18,22),(18,24),0.221907 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.103676 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0151966 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0330709 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.0560601 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.130796 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.0405941 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.0785662 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.000364318 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.378146 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.0904562 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.039789 # DEPENDENCYPART_SIBL
(21,11),(21,23),-0.0712941 # DEPENDENCYPART_SIBL
(21,11),(21,24),0.0210252 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.0390887 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.12814 # DEPENDENCYPART_SIBL
