# _root_ For example , Halliburton jumped 3 1\/4 to 38 , Schlumberger rose 2 1\/2 to 43 1\/4 and Baker Hughes rose 1 1\/8 to 22 .
#goldHeads=0,1,1,5,1,7,5,5,8,5,12,5,14,12,12,17,15,12,20,21,18,23,21,21,24,1,
#predictedHeads=5,1,5,5,0,7,5,5,8,5,12,5,14,12,12,17,15,12,20,21,18,23,21,21,24,5,
(14,8),(14,15),0.0907104 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.0989735 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.096674 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.0389786 # DEPENDENCYPART_SIBL
(14,8),(14,21),0.0183184 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.221253 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.175803 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0527329 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0165048 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0194782 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0130063 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0448642 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.0203512 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.00683008 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0317493 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.000306811 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0635023 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0654333 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.183753 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.0241427 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.00169282 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0401614 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0386334 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0410081 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0117379 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0569774 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0115617 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.00555825 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0120421 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0516009 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0506396 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.321127 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.307937 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.163147 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.0445901 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.00765638 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.036235 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0585355 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.01216 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0531954 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.012297 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0198584 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.102763 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.091037 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0579223 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0941986 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0961383 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0382361 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.106216 # DEPENDENCYPART_SIBL
(15,13),(15,23),0.0996583 # DEPENDENCYPART_SIBL
(15,13),(15,25),0.106416 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0964729 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0862016 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0471831 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0996603 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.1016 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0316801 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.10142 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.0948594 # DEPENDENCYPART_SIBL
(15,14),(15,25),0.101612 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.277584 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0748407 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.383729 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.382437 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.21291 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.280164 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.277871 # DEPENDENCYPART_SIBL
(15,16),(15,25),-0.285054 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0557592 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.391391 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.390099 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.212367 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.286804 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.284647 # DEPENDENCYPART_SIBL
(15,17),(15,25),-0.291633 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0205617 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0202075 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0322861 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.0579852 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.0578806 # DEPENDENCYPART_SIBL
(15,18),(15,25),-0.0578545 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.535469 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.29715 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.316291 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.312661 # DEPENDENCYPART_SIBL
(15,19),(15,25),-0.312652 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.296035 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.31687 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.313241 # DEPENDENCYPART_SIBL
(15,20),(15,25),-0.313231 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.103941 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.104744 # DEPENDENCYPART_SIBL
(15,21),(15,25),-0.10379 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.286377 # DEPENDENCYPART_SIBL
(15,22),(15,25),-0.293302 # DEPENDENCYPART_SIBL
(15,23),(15,25),-0.290288 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.123265 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.809771 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0059377 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.031498 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.00169646 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0438039 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.781803 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.00400313 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0383043 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.000422126 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0328211 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.104749 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0553627 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0375598 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.0273236 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0119812 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0468237 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0523059 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0704176 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.00522316 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0723555 # DEPENDENCYPART_SIBL
(17,1),(17,5),-0.0401575 # DEPENDENCYPART_SIBL
(17,1),(17,6),0.0056383 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.00596471 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.0546365 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.0295169 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.485716 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.0208959 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.00642095 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0687683 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.0678952 # DEPENDENCYPART_SIBL
(17,1),(17,21),-0.0746053 # DEPENDENCYPART_SIBL
(17,1),(17,24),-0.00629619 # DEPENDENCYPART_SIBL
(17,5),(17,6),0.0521582 # DEPENDENCYPART_SIBL
(17,5),(17,9),0.0424793 # DEPENDENCYPART_SIBL
(17,5),(17,13),0.0234641 # DEPENDENCYPART_SIBL
(17,5),(17,14),0.0336832 # DEPENDENCYPART_SIBL
(17,5),(17,15),0.27502 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.0529384 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.00576885 # DEPENDENCYPART_SIBL
(17,5),(17,19),0.00556245 # DEPENDENCYPART_SIBL
(17,5),(17,20),0.00560572 # DEPENDENCYPART_SIBL
(17,5),(17,21),-0.0589934 # DEPENDENCYPART_SIBL
(17,5),(17,24),-0.0444224 # DEPENDENCYPART_SIBL
(17,6),(17,9),0.142504 # DEPENDENCYPART_SIBL
(17,6),(17,13),0.114006 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.169989 # DEPENDENCYPART_SIBL
(17,6),(17,15),0.844893 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.153761 # DEPENDENCYPART_SIBL
(17,6),(17,18),0.0136716 # DEPENDENCYPART_SIBL
(17,6),(17,19),0.0558489 # DEPENDENCYPART_SIBL
(17,6),(17,20),0.0539092 # DEPENDENCYPART_SIBL
(17,6),(17,21),0.00957793 # DEPENDENCYPART_SIBL
(17,6),(17,24),0.0296928 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.0927776 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.134789 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.871352 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.132523 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0185631 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.0436764 # DEPENDENCYPART_SIBL
(17,9),(17,20),0.0417367 # DEPENDENCYPART_SIBL
(17,9),(17,21),0.00383847 # DEPENDENCYPART_SIBL
(17,9),(17,24),0.0390611 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.090382 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.819606 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0899716 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0198798 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0302747 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.028335 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0211205 # DEPENDENCYPART_SIBL
(17,13),(17,24),0.0168186 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.785897 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0738095 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0285583 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0271531 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.0252134 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0118959 # DEPENDENCYPART_SIBL
(17,14),(17,24),0.0343517 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.115337 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0741047 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0640298 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.0640377 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.051414 # DEPENDENCYPART_SIBL
(17,15),(17,24),0.123205 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0132907 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0614283 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0594886 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0219697 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.0542508 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0699662 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0703177 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.00623813 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.0733066 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.110776 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0749775 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.0339504 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0732828 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.0316321 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.0629049 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.00434615 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.00628586 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0811098 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.0353091 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.0364581 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.101473 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.0350021 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.522846 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.723973 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.22731 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.223667 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.195464 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.223684 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.722278 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.22731 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.223667 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.193146 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.223684 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.312127 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.312917 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.247593 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.31199 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.208073 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.142511 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.215028 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.0644607 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.206089 # DEPENDENCYPART_SIBL
(18,24),(18,25),0.0908703 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.00816708 # DEPENDENCYPART_SIBL
(20,11),(20,15),0.00277837 # DEPENDENCYPART_SIBL
(20,11),(20,16),0.189834 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.194814 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.0989882 # DEPENDENCYPART_SIBL
(20,11),(20,21),0.0135566 # DEPENDENCYPART_SIBL
(20,11),(20,22),-0.00552944 # DEPENDENCYPART_SIBL
(20,11),(20,23),0.00616088 # DEPENDENCYPART_SIBL
(20,11),(20,25),0.00290648 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.101737 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.0972943 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0106047 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0508755 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0411592 # DEPENDENCYPART_SIBL
(20,15),(20,23),-0.0199577 # DEPENDENCYPART_SIBL
(20,15),(20,25),-0.0194561 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.0882761 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.138412 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.0272496 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.00104513 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.0130402 # DEPENDENCYPART_SIBL
(20,16),(20,25),0.0148598 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.136699 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0233109 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.00480518 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.009279 # DEPENDENCYPART_SIBL
(20,17),(20,25),0.0111214 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0145531 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0114532 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.000278207 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.00297619 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0313675 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0311749 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.0258905 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.0248897 # DEPENDENCYPART_SIBL
(20,22),(20,25),0.0215123 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.0199387 # DEPENDENCYPART_SIBL
(21,1),(21,2),-0.0194772 # DEPENDENCYPART_SIBL
(21,1),(21,3),0.478168 # DEPENDENCYPART_SIBL
(21,1),(21,4),0.0538179 # DEPENDENCYPART_SIBL
(21,1),(21,5),-0.0505083 # DEPENDENCYPART_SIBL
(21,1),(21,7),-0.0424804 # DEPENDENCYPART_SIBL
(21,1),(21,8),0.0121432 # DEPENDENCYPART_SIBL
(21,1),(21,9),-0.0544312 # DEPENDENCYPART_SIBL
(21,1),(21,10),0.478168 # DEPENDENCYPART_SIBL
(21,1),(21,11),0.0674975 # DEPENDENCYPART_SIBL
(21,1),(21,12),-0.0534206 # DEPENDENCYPART_SIBL
(21,1),(21,13),-0.078995 # DEPENDENCYPART_SIBL
(21,1),(21,14),-0.0662389 # DEPENDENCYPART_SIBL
(21,1),(21,15),0.0121432 # DEPENDENCYPART_SIBL
(21,1),(21,16),-0.0419281 # DEPENDENCYPART_SIBL
(21,1),(21,17),-0.0424804 # DEPENDENCYPART_SIBL
(21,1),(21,18),-0.109937 # DEPENDENCYPART_SIBL
(21,1),(21,19),0.0362697 # DEPENDENCYPART_SIBL
(21,1),(21,20),0.0533598 # DEPENDENCYPART_SIBL
(21,1),(21,22),-0.0658521 # DEPENDENCYPART_SIBL
(21,1),(21,23),-0.099565 # DEPENDENCYPART_SIBL
(21,1),(21,24),0.0473475 # DEPENDENCYPART_SIBL
(21,1),(21,25),-0.0852752 # DEPENDENCYPART_SIBL
(21,1),(21,26),-0.026837 # DEPENDENCYPART_SIBL
(21,2),(21,3),-0.0117506 # DEPENDENCYPART_SIBL
(21,2),(21,4),-0.368907 # DEPENDENCYPART_SIBL
(21,2),(21,5),-0.197515 # DEPENDENCYPART_SIBL
(21,2),(21,7),-0.270615 # DEPENDENCYPART_SIBL
(21,2),(21,8),-0.202535 # DEPENDENCYPART_SIBL
(21,2),(21,9),-0.27376 # DEPENDENCYPART_SIBL
(21,2),(21,10),-0.0117506 # DEPENDENCYPART_SIBL
(21,2),(21,11),-0.361553 # DEPENDENCYPART_SIBL
(21,2),(21,12),-0.201286 # DEPENDENCYPART_SIBL
(21,2),(21,13),-0.265869 # DEPENDENCYPART_SIBL
(21,2),(21,14),-0.279234 # DEPENDENCYPART_SIBL
(21,2),(21,15),-0.202535 # DEPENDENCYPART_SIBL
(21,2),(21,16),-0.270048 # DEPENDENCYPART_SIBL
(21,2),(21,17),-0.270615 # DEPENDENCYPART_SIBL
(21,2),(21,18),-0.273544 # DEPENDENCYPART_SIBL
(21,2),(21,19),-0.34371 # DEPENDENCYPART_SIBL
(21,2),(21,20),-0.3707 # DEPENDENCYPART_SIBL
(21,2),(21,22),-0.0466774 # DEPENDENCYPART_SIBL
(21,2),(21,23),-0.0248303 # DEPENDENCYPART_SIBL
(21,2),(21,24),0.131247 # DEPENDENCYPART_SIBL
(21,2),(21,25),-0.0396875 # DEPENDENCYPART_SIBL
(21,2),(21,26),-0.0118042 # DEPENDENCYPART_SIBL
(21,3),(21,4),0.0306359 # DEPENDENCYPART_SIBL
(21,3),(21,5),0.00725435 # DEPENDENCYPART_SIBL
(21,3),(21,7),0.0305052 # DEPENDENCYPART_SIBL
(21,3),(21,8),-0.00153083 # DEPENDENCYPART_SIBL
(21,3),(21,9),0.0263533 # DEPENDENCYPART_SIBL
(21,3),(21,10),-0.00752634 # DEPENDENCYPART_SIBL
(21,3),(21,11),0.0547554 # DEPENDENCYPART_SIBL
(21,3),(21,12),0.0105499 # DEPENDENCYPART_SIBL
(21,3),(21,13),0.0186909 # DEPENDENCYPART_SIBL
(21,3),(21,14),0.0507688 # DEPENDENCYPART_SIBL
(21,3),(21,15),-0.00153083 # DEPENDENCYPART_SIBL
(21,3),(21,16),0.031363 # DEPENDENCYPART_SIBL
(21,3),(21,17),0.0305052 # DEPENDENCYPART_SIBL
(21,3),(21,18),0.00912268 # DEPENDENCYPART_SIBL
(21,3),(21,19),0.0394844 # DEPENDENCYPART_SIBL
(21,3),(21,20),0.0306074 # DEPENDENCYPART_SIBL
(21,3),(21,22),-0.0763217 # DEPENDENCYPART_SIBL
(21,3),(21,23),-0.123782 # DEPENDENCYPART_SIBL
(21,3),(21,24),0.0699588 # DEPENDENCYPART_SIBL
(21,3),(21,25),-0.0623006 # DEPENDENCYPART_SIBL
(21,3),(21,26),0.0457228 # DEPENDENCYPART_SIBL
(21,4),(21,5),-0.139625 # DEPENDENCYPART_SIBL
(21,4),(21,7),-0.196587 # DEPENDENCYPART_SIBL
(21,4),(21,8),-0.192138 # DEPENDENCYPART_SIBL
(21,4),(21,9),-0.206442 # DEPENDENCYPART_SIBL
(21,4),(21,10),0.0475422 # DEPENDENCYPART_SIBL
(21,4),(21,11),-0.42658 # DEPENDENCYPART_SIBL
(21,4),(21,12),-0.138626 # DEPENDENCYPART_SIBL
(21,4),(21,13),-0.204582 # DEPENDENCYPART_SIBL
(21,4),(21,14),-0.184676 # DEPENDENCYPART_SIBL
(21,4),(21,15),-0.192138 # DEPENDENCYPART_SIBL
(21,4),(21,16),-0.201219 # DEPENDENCYPART_SIBL
(21,4),(21,17),-0.196587 # DEPENDENCYPART_SIBL
(21,4),(21,18),-0.240252 # DEPENDENCYPART_SIBL
(21,4),(21,19),-0.428703 # DEPENDENCYPART_SIBL
(21,4),(21,20),-0.43278 # DEPENDENCYPART_SIBL
(21,4),(21,22),0.0139472 # DEPENDENCYPART_SIBL
(21,4),(21,23),0.0198595 # DEPENDENCYPART_SIBL
(21,4),(21,24),0.0537599 # DEPENDENCYPART_SIBL
(21,4),(21,25),0.00240482 # DEPENDENCYPART_SIBL
(21,4),(21,26),-0.017131 # DEPENDENCYPART_SIBL
(21,5),(21,7),-0.0733868 # DEPENDENCYPART_SIBL
(21,5),(21,8),-0.0794239 # DEPENDENCYPART_SIBL
(21,5),(21,9),-0.0747021 # DEPENDENCYPART_SIBL
(21,5),(21,10),0.274946 # DEPENDENCYPART_SIBL
(21,5),(21,11),0.0107 # DEPENDENCYPART_SIBL
(21,5),(21,12),-0.228996 # DEPENDENCYPART_SIBL
(21,5),(21,13),-0.0746398 # DEPENDENCYPART_SIBL
(21,5),(21,14),-0.073082 # DEPENDENCYPART_SIBL
(21,5),(21,15),-0.0794239 # DEPENDENCYPART_SIBL
(21,5),(21,16),-0.0731016 # DEPENDENCYPART_SIBL
(21,5),(21,17),-0.0733868 # DEPENDENCYPART_SIBL
(21,5),(21,18),-0.124459 # DEPENDENCYPART_SIBL
(21,5),(21,19),0.0170322 # DEPENDENCYPART_SIBL
(21,5),(21,20),0.00333029 # DEPENDENCYPART_SIBL
(21,5),(21,22),-0.0792921 # DEPENDENCYPART_SIBL
(21,5),(21,23),-0.084513 # DEPENDENCYPART_SIBL
(21,5),(21,24),-0.0381925 # DEPENDENCYPART_SIBL
(21,5),(21,25),-0.0802322 # DEPENDENCYPART_SIBL
(21,5),(21,26),-0.0298117 # DEPENDENCYPART_SIBL
(21,7),(21,8),0.237459 # DEPENDENCYPART_SIBL
(21,7),(21,9),-0.160999 # DEPENDENCYPART_SIBL
(21,7),(21,10),-0.0822194 # DEPENDENCYPART_SIBL
(21,7),(21,11),-0.0703386 # DEPENDENCYPART_SIBL
(21,7),(21,12),-0.0894821 # DEPENDENCYPART_SIBL
(21,7),(21,13),-0.16873 # DEPENDENCYPART_SIBL
(21,7),(21,14),-0.133264 # DEPENDENCYPART_SIBL
(21,7),(21,15),0.237459 # DEPENDENCYPART_SIBL
(21,7),(21,16),-0.158645 # DEPENDENCYPART_SIBL
(21,7),(21,17),-0.134382 # DEPENDENCYPART_SIBL
(21,7),(21,18),-0.0213078 # DEPENDENCYPART_SIBL
(21,7),(21,19),-0.0677754 # DEPENDENCYPART_SIBL
(21,7),(21,20),-0.0777083 # DEPENDENCYPART_SIBL
(21,7),(21,22),-0.079652 # DEPENDENCYPART_SIBL
(21,7),(21,23),-0.0790062 # DEPENDENCYPART_SIBL
(21,7),(21,24),-0.0919641 # DEPENDENCYPART_SIBL
(21,7),(21,25),-0.0807359 # DEPENDENCYPART_SIBL
(21,7),(21,26),-0.0908357 # DEPENDENCYPART_SIBL
(21,8),(21,9),-0.0126709 # DEPENDENCYPART_SIBL
(21,8),(21,10),0.155386 # DEPENDENCYPART_SIBL
(21,8),(21,11),0.00774481 # DEPENDENCYPART_SIBL
(21,8),(21,12),-0.0794421 # DEPENDENCYPART_SIBL
(21,8),(21,13),-0.0104049 # DEPENDENCYPART_SIBL
(21,8),(21,14),-0.00506646 # DEPENDENCYPART_SIBL
(21,8),(21,15),-0.10807 # DEPENDENCYPART_SIBL
(21,8),(21,16),-0.0031013 # DEPENDENCYPART_SIBL
(21,8),(21,17),-0.00791094 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.0399926 # DEPENDENCYPART_SIBL
(21,8),(21,19),0.0106062 # DEPENDENCYPART_SIBL
(21,8),(21,20),0.000375105 # DEPENDENCYPART_SIBL
(21,8),(21,22),-0.00203088 # DEPENDENCYPART_SIBL
(21,8),(21,23),0.00467691 # DEPENDENCYPART_SIBL
(21,8),(21,24),-0.00592755 # DEPENDENCYPART_SIBL
(21,8),(21,25),0.00176755 # DEPENDENCYPART_SIBL
(21,8),(21,26),-0.0108646 # DEPENDENCYPART_SIBL
(21,9),(21,10),-0.0889372 # DEPENDENCYPART_SIBL
(21,9),(21,11),-0.0703427 # DEPENDENCYPART_SIBL
(21,9),(21,12),-0.0910557 # DEPENDENCYPART_SIBL
(21,9),(21,13),-0.189504 # DEPENDENCYPART_SIBL
(21,9),(21,14),-0.150922 # DEPENDENCYPART_SIBL
(21,9),(21,15),0.212469 # DEPENDENCYPART_SIBL
(21,9),(21,16),-0.179418 # DEPENDENCYPART_SIBL
(21,9),(21,17),-0.155154 # DEPENDENCYPART_SIBL
(21,9),(21,18),-0.0228555 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.0677796 # DEPENDENCYPART_SIBL
(21,9),(21,20),-0.0777124 # DEPENDENCYPART_SIBL
(21,9),(21,22),-0.0803254 # DEPENDENCYPART_SIBL
(21,9),(21,23),-0.0796791 # DEPENDENCYPART_SIBL
(21,9),(21,24),-0.0783868 # DEPENDENCYPART_SIBL
(21,9),(21,25),-0.081431 # DEPENDENCYPART_SIBL
