# _root_ But in another dramatic burst , the Dow tacked on 42 points in five minutes , and at 10:25 the index showed a gain of 5.74 .
#goldHeads=9,9,5,5,2,9,8,9,0,9,12,10,9,15,13,9,9,22,18,21,22,17,24,22,24,25,9,
#predictedHeads=9,9,5,5,2,9,8,9,0,9,12,9,9,15,13,9,9,22,18,21,22,17,24,22,24,25,9,
(12,13),(12,16),-0.012269 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.113888 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.24081 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0430312 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.0596464 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.0876151 # DEPENDENCYPART_SIBL
(12,13),(12,24),0.0703453 # DEPENDENCYPART_SIBL
(12,13),(12,25),-0.032128 # DEPENDENCYPART_SIBL
(12,13),(12,27),0.00781702 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0814131 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.00466031 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0177191 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0525563 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.013913 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0206647 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0342612 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.0302878 # DEPENDENCYPART_SIBL
(12,14),(12,25),0.00635035 # DEPENDENCYPART_SIBL
(12,14),(12,27),-0.0243435 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0130486 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.00389418 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0567104 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0385308 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0579175 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.0658096 # DEPENDENCYPART_SIBL
(12,15),(12,24),-0.0536407 # DEPENDENCYPART_SIBL
(12,15),(12,25),-0.0293961 # DEPENDENCYPART_SIBL
(12,15),(12,27),0.0224917 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.559104 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.11857 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.311516 # DEPENDENCYPART_SIBL
(12,16),(12,21),0.478879 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.475335 # DEPENDENCYPART_SIBL
(12,16),(12,24),0.521183 # DEPENDENCYPART_SIBL
(12,16),(12,25),0.0650908 # DEPENDENCYPART_SIBL
(12,16),(12,27),-0.0843929 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0368277 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0576299 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.0236212 # DEPENDENCYPART_SIBL
(12,17),(12,22),0.0129502 # DEPENDENCYPART_SIBL
(12,17),(12,24),0.030057 # DEPENDENCYPART_SIBL
(12,17),(12,25),0.083079 # DEPENDENCYPART_SIBL
(12,17),(12,27),-0.0206852 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0123495 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.00692787 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.0517593 # DEPENDENCYPART_SIBL
(12,18),(12,24),0.0148284 # DEPENDENCYPART_SIBL
(12,18),(12,25),-0.0465907 # DEPENDENCYPART_SIBL
(12,18),(12,27),-0.0383361 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.0131695 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.0161865 # DEPENDENCYPART_SIBL
(12,19),(12,24),-0.0227926 # DEPENDENCYPART_SIBL
(12,19),(12,25),-0.00419648 # DEPENDENCYPART_SIBL
(12,19),(12,27),0.0112482 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.0570368 # DEPENDENCYPART_SIBL
(12,21),(12,24),-0.106875 # DEPENDENCYPART_SIBL
(12,21),(12,25),-0.00149933 # DEPENDENCYPART_SIBL
(12,21),(12,27),0.0108828 # DEPENDENCYPART_SIBL
(12,22),(12,24),0.00300861 # DEPENDENCYPART_SIBL
(12,22),(12,25),-0.0444006 # DEPENDENCYPART_SIBL
(12,22),(12,27),0.0444139 # DEPENDENCYPART_SIBL
(12,24),(12,25),0.00818455 # DEPENDENCYPART_SIBL
(12,24),(12,27),-0.0171564 # DEPENDENCYPART_SIBL
(12,25),(12,27),-0.0452314 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.0411252 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0222749 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.0643936 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.0519097 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0202935 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.225908 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0191383 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.128383 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.0534269 # DEPENDENCYPART_SIBL
(13,1),(13,22),0.139245 # DEPENDENCYPART_SIBL
(13,1),(13,27),0.315208 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0219143 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0025805 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0692648 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.09543 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0285343 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.157837 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0398984 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0677856 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.058678 # DEPENDENCYPART_SIBL
(13,10),(13,27),-0.0404385 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0367376 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0292278 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0992051 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0895007 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0666416 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0921663 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0318057 # DEPENDENCYPART_SIBL
(13,11),(13,22),0.00775649 # DEPENDENCYPART_SIBL
(13,11),(13,27),0.00643637 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0696479 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.202969 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.00804926 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0174192 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0191689 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0643144 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.100645 # DEPENDENCYPART_SIBL
(13,12),(13,27),-0.0563691 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.847989 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.157065 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.147646 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.152367 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.514418 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.542594 # DEPENDENCYPART_SIBL
(13,14),(13,27),-0.171608 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0415915 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0314142 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.14018 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.434804 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.518323 # DEPENDENCYPART_SIBL
(13,15),(13,27),0.0361972 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.480329 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.442763 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0261324 # DEPENDENCYPART_SIBL
(13,16),(13,22),0.343724 # DEPENDENCYPART_SIBL
(13,16),(13,27),0.395117 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.317183 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.126062 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.120684 # DEPENDENCYPART_SIBL
(13,17),(13,27),0.0687683 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.21458 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.198833 # DEPENDENCYPART_SIBL
(13,18),(13,27),0.060553 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.520122 # DEPENDENCYPART_SIBL
(13,19),(13,27),-0.132906 # DEPENDENCYPART_SIBL
(13,22),(13,27),0.40274 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.136255 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.429018 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0519548 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0229468 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.200921 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0762873 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.173212 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0239646 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.00488721 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.418372 # DEPENDENCYPART_SIBL
(15,2),(15,3),-0.0944963 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.156446 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.0029377 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.0828227 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.010259 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.013883 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.133341 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.00035593 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0826658 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.142066 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0357692 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.0148475 # DEPENDENCYPART_SIBL
(15,2),(15,21),-0.00624247 # DEPENDENCYPART_SIBL
(15,2),(15,22),-0.0859906 # DEPENDENCYPART_SIBL
(15,2),(15,24),0.0230109 # DEPENDENCYPART_SIBL
(15,2),(15,25),0.0537692 # DEPENDENCYPART_SIBL
(15,2),(15,26),-0.0148475 # DEPENDENCYPART_SIBL
(15,2),(15,27),0.0220178 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.578099 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.0414385 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.0531118 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.0931783 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.00415219 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.0418309 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.131855 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.0233513 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.113358 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.0675528 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.0340928 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.138903 # DEPENDENCYPART_SIBL
(15,3),(15,22),-0.0334247 # DEPENDENCYPART_SIBL
(15,3),(15,24),-0.126707 # DEPENDENCYPART_SIBL
(15,3),(15,25),0.0980499 # DEPENDENCYPART_SIBL
(15,3),(15,26),-0.0340928 # DEPENDENCYPART_SIBL
(15,3),(15,27),-0.064663 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.0813335 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.0248513 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.190393 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.0593642 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.024428 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.12077 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.041886 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0330712 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.0899481 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.00228799 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.0576382 # DEPENDENCYPART_SIBL
(15,7),(15,22),0.132938 # DEPENDENCYPART_SIBL
(15,7),(15,24),-0.0395595 # DEPENDENCYPART_SIBL
(15,7),(15,25),0.490921 # DEPENDENCYPART_SIBL
(15,7),(15,26),0.00228799 # DEPENDENCYPART_SIBL
(15,7),(15,27),-0.106774 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.0364201 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0261303 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.04249 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.0233214 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.011699 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0214355 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.0167409 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.0660481 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.0171576 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.0176459 # DEPENDENCYPART_SIBL
(15,8),(15,22),-0.0383285 # DEPENDENCYPART_SIBL
(15,8),(15,24),0.0111515 # DEPENDENCYPART_SIBL
(15,8),(15,25),-0.073879 # DEPENDENCYPART_SIBL
(15,8),(15,26),0.0171576 # DEPENDENCYPART_SIBL
(15,8),(15,27),0.0340584 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0621575 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0132339 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0603219 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0620571 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0358216 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0772519 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0537815 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0476298 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0370915 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.0830984 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.0405396 # DEPENDENCYPART_SIBL
(15,10),(15,25),0.00253255 # DEPENDENCYPART_SIBL
(15,10),(15,26),-0.0476298 # DEPENDENCYPART_SIBL
(15,10),(15,27),-0.04351 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.118264 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0711271 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0585469 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0307513 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0366166 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.103748 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0285992 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.037776 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0313858 # DEPENDENCYPART_SIBL
(15,11),(15,24),0.0486076 # DEPENDENCYPART_SIBL
(15,11),(15,25),0.027627 # DEPENDENCYPART_SIBL
(15,11),(15,26),0.0285992 # DEPENDENCYPART_SIBL
(15,11),(15,27),-0.00996444 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.165774 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.088766 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0105692 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0161436 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.000356137 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0308885 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.0117511 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.0038519 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.0215605 # DEPENDENCYPART_SIBL
(15,12),(15,25),0.00409072 # DEPENDENCYPART_SIBL
(15,12),(15,26),-0.0308885 # DEPENDENCYPART_SIBL
(15,12),(15,27),-0.0158111 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.00035593 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0826658 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.142066 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0357692 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0148475 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.00624247 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0859906 # DEPENDENCYPART_SIBL
(15,13),(15,24),0.0230109 # DEPENDENCYPART_SIBL
(15,13),(15,25),0.0537692 # DEPENDENCYPART_SIBL
(15,13),(15,26),-0.0148475 # DEPENDENCYPART_SIBL
(15,13),(15,27),0.0220178 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0142145 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.068511 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.00540524 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.00736475 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0576308 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0580237 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.0469127 # DEPENDENCYPART_SIBL
(15,14),(15,25),-0.0872625 # DEPENDENCYPART_SIBL
(15,14),(15,26),-0.00736475 # DEPENDENCYPART_SIBL
(15,14),(15,27),-0.0491897 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.452934 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.14017 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.302931 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.476462 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.447825 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.518765 # DEPENDENCYPART_SIBL
(15,16),(15,25),0.0885999 # DEPENDENCYPART_SIBL
(15,16),(15,26),0.302931 # DEPENDENCYPART_SIBL
(15,16),(15,27),-0.00357811 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0808496 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0892883 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0110424 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0291837 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.00460675 # DEPENDENCYPART_SIBL
(15,17),(15,25),0.0397447 # DEPENDENCYPART_SIBL
(15,17),(15,26),-0.0892883 # DEPENDENCYPART_SIBL
(15,17),(15,27),-0.0407035 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0167622 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.00111506 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.065984 # DEPENDENCYPART_SIBL
(15,18),(15,24),0.00901536 # DEPENDENCYPART_SIBL
(15,18),(15,25),-0.0828251 # DEPENDENCYPART_SIBL
(15,18),(15,26),-0.0167622 # DEPENDENCYPART_SIBL
(15,18),(15,27),-0.0304297 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0183741 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.0285253 # DEPENDENCYPART_SIBL
(15,19),(15,24),-0.0279974 # DEPENDENCYPART_SIBL
(15,19),(15,25),-0.0174908 # DEPENDENCYPART_SIBL
(15,19),(15,26),-0.0054099 # DEPENDENCYPART_SIBL
(15,19),(15,27),0.0380555 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.0710174 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.11378 # DEPENDENCYPART_SIBL
(15,21),(15,25),-0.0215365 # DEPENDENCYPART_SIBL
(15,21),(15,26),-0.038755 # DEPENDENCYPART_SIBL
(15,21),(15,27),0.0381187 # DEPENDENCYPART_SIBL
(15,22),(15,24),-0.016797 # DEPENDENCYPART_SIBL
(15,22),(15,25),-0.0641053 # DEPENDENCYPART_SIBL
(15,22),(15,26),-0.00580615 # DEPENDENCYPART_SIBL
(15,22),(15,27),0.0696938 # DEPENDENCYPART_SIBL
(15,24),(15,25),-0.0118531 # DEPENDENCYPART_SIBL
(15,24),(15,26),-0.0516709 # DEPENDENCYPART_SIBL
(15,24),(15,27),0.0100791 # DEPENDENCYPART_SIBL
(15,25),(15,26),-0.0352958 # DEPENDENCYPART_SIBL
(15,25),(15,27),-0.0323767 # DEPENDENCYPART_SIBL
(15,26),(15,27),0.0380555 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.00704403 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0562428 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0254369 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.00616897 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.00970335 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.03071 # DEPENDENCYPART_SIBL
(17,15),(17,25),-0.0455859 # DEPENDENCYPART_SIBL
(17,15),(17,26),-0.0254369 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0832974 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0742414 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0628786 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0670011 # DEPENDENCYPART_SIBL
(17,16),(17,24),-0.078144 # DEPENDENCYPART_SIBL
(17,16),(17,25),-0.129703 # DEPENDENCYPART_SIBL
(17,16),(17,26),-0.0742414 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0596052 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.165488 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.479366 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.161693 # DEPENDENCYPART_SIBL
(17,18),(17,25),-0.104406 # DEPENDENCYPART_SIBL
(17,18),(17,26),-0.0596052 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.39354 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.577891 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.405461 # DEPENDENCYPART_SIBL
(17,19),(17,25),-0.111425 # DEPENDENCYPART_SIBL
(17,19),(17,26),-0.192061 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.707727 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.578302 # DEPENDENCYPART_SIBL
(17,21),(17,25),-0.128154 # DEPENDENCYPART_SIBL
(17,21),(17,26),-0.267558 # DEPENDENCYPART_SIBL
(17,22),(17,24),-0.521221 # DEPENDENCYPART_SIBL
(17,22),(17,25),-0.289599 # DEPENDENCYPART_SIBL
(17,22),(17,26),-0.31003 # DEPENDENCYPART_SIBL
(17,24),(17,25),-0.116454 # DEPENDENCYPART_SIBL
(17,24),(17,26),-0.268662 # DEPENDENCYPART_SIBL
(17,25),(17,26),-0.0958768 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.612884 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.544275 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.623915 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.0723067 # DEPENDENCYPART_SIBL
(18,19),(18,26),-0.407637 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.673779 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.855768 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.00804504 # DEPENDENCYPART_SIBL
(18,21),(18,26),-0.463452 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.428557 # DEPENDENCYPART_SIBL
(18,22),(18,25),0.0644433 # DEPENDENCYPART_SIBL
(18,22),(18,26),-0.23308 # DEPENDENCYPART_SIBL
(18,24),(18,25),0.0190756 # DEPENDENCYPART_SIBL
(18,24),(18,26),-0.454708 # DEPENDENCYPART_SIBL
(18,25),(18,26),-0.0928356 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.224267 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.180091 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0541097 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.0431131 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.0703498 # DEPENDENCYPART_SIBL
(19,13),(19,24),0.0791406 # DEPENDENCYPART_SIBL
(19,13),(19,25),0.061035 # DEPENDENCYPART_SIBL
(19,13),(19,26),-0.0305793 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.00614261 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0940631 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0407527 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0469181 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.0349792 # DEPENDENCYPART_SIBL
(19,17),(19,25),0.00722282 # DEPENDENCYPART_SIBL
(19,17),(19,26),-0.0671398 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0782062 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0297733 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0506589 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.0485956 # DEPENDENCYPART_SIBL
(19,18),(19,25),0.0951168 # DEPENDENCYPART_SIBL
(19,18),(19,26),-0.0184305 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0297606 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0476417 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.0213678 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.0517644 # DEPENDENCYPART_SIBL
(19,20),(19,26),0.03316 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0550751 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.081085 # DEPENDENCYPART_SIBL
(19,21),(19,25),0.0409011 # DEPENDENCYPART_SIBL
(19,21),(19,26),0.0209241 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.00186813 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.0205545 # DEPENDENCYPART_SIBL
(19,22),(19,26),0.0274893 # DEPENDENCYPART_SIBL
(19,24),(19,25),0.0595199 # DEPENDENCYPART_SIBL
(19,24),(19,26),0.0268027 # DEPENDENCYPART_SIBL
(19,25),(19,26),0.107622 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0833414 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0107284 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.177942 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.03534 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.0466705 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.115307 # DEPENDENCYPART_SIBL
(21,18),(21,26),0.0342342 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.497658 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0148706 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.0101969 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.0693876 # DEPENDENCYPART_SIBL
(21,19),(21,26),0.00303695 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.222708 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0257027 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.396018 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.0949399 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0226933 # DEPENDENCYPART_SIBL
