# _root_ It points to the pernicious impact of local government regulation , particularly zoning and building fees , which pushes the price of housing out of the reach of low- and middle-income people .
#goldHeads=2,0,2,6,6,3,6,10,10,7,10,13,10,13,16,14,10,19,10,21,19,21,22,19,24,27,25,27,32,29,30,28,2,
#predictedHeads=2,0,2,6,6,3,6,10,10,7,10,13,10,13,16,14,10,19,10,21,19,21,22,19,24,27,25,27,32,29,30,28,2,
(13,4),(13,33),-0.113725 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0535119 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.088104 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.142709 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.275715 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0978861 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0063966 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0368775 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.00504827 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.0166446 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.017821 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.0346205 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.000797546 # DEPENDENCYPART_SIBL
(13,5),(13,22),-0.0129204 # DEPENDENCYPART_SIBL
(13,5),(13,23),0.0260123 # DEPENDENCYPART_SIBL
(13,5),(13,24),0.077322 # DEPENDENCYPART_SIBL
(13,5),(13,25),-0.0129204 # DEPENDENCYPART_SIBL
(13,5),(13,27),0.00993468 # DEPENDENCYPART_SIBL
(13,5),(13,28),-0.0129204 # DEPENDENCYPART_SIBL
(13,5),(13,33),0.00755984 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0517988 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.118324 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.254492 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.116239 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0168148 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0276495 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0199719 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.00669841 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0427502 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.0183804 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.0100255 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.0410519 # DEPENDENCYPART_SIBL
(13,8),(13,23),0.0167843 # DEPENDENCYPART_SIBL
(13,8),(13,24),0.045807 # DEPENDENCYPART_SIBL
(13,8),(13,25),-0.0410519 # DEPENDENCYPART_SIBL
(13,8),(13,27),0.000706683 # DEPENDENCYPART_SIBL
(13,8),(13,28),-0.0410519 # DEPENDENCYPART_SIBL
(13,8),(13,33),-0.0163476 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0262316 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.161079 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0414506 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0349929 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0217738 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0103596 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0263375 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.00597971 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.00428912 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.0262311 # DEPENDENCYPART_SIBL
(13,9),(13,22),0.00174098 # DEPENDENCYPART_SIBL
(13,9),(13,23),-0.0122318 # DEPENDENCYPART_SIBL
(13,9),(13,24),0.00244642 # DEPENDENCYPART_SIBL
(13,9),(13,25),0.00174098 # DEPENDENCYPART_SIBL
(13,9),(13,27),-0.00934839 # DEPENDENCYPART_SIBL
(13,9),(13,28),0.00174098 # DEPENDENCYPART_SIBL
(13,9),(13,33),-0.0382855 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.15114 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0343632 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.00905607 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0305744 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0134163 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0134359 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.00694643 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.00347569 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.0174305 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.0364256 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.00343114 # DEPENDENCYPART_SIBL
(13,10),(13,24),-0.0214541 # DEPENDENCYPART_SIBL
(13,10),(13,25),-0.0364256 # DEPENDENCYPART_SIBL
(13,10),(13,27),-0.00054778 # DEPENDENCYPART_SIBL
(13,10),(13,28),-0.0364256 # DEPENDENCYPART_SIBL
(13,10),(13,33),-0.0237548 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0518214 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0684701 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.00629237 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0642275 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0141581 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0696917 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.028725 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0238092 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.0438309 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.0129624 # DEPENDENCYPART_SIBL
(13,11),(13,24),0.0257108 # DEPENDENCYPART_SIBL
(13,11),(13,25),-0.0438309 # DEPENDENCYPART_SIBL
(13,11),(13,27),-0.0533514 # DEPENDENCYPART_SIBL
(13,11),(13,28),-0.0438309 # DEPENDENCYPART_SIBL
(13,11),(13,33),0.0626703 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.102687 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0120541 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0136171 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0636322 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0367772 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0016674 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0226959 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.0629492 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.000812676 # DEPENDENCYPART_SIBL
(13,12),(13,24),0.033761 # DEPENDENCYPART_SIBL
(13,12),(13,25),0.0629492 # DEPENDENCYPART_SIBL
(13,12),(13,27),0.00677976 # DEPENDENCYPART_SIBL
(13,12),(13,28),0.0629492 # DEPENDENCYPART_SIBL
(13,12),(13,33),0.0456723 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0731037 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0062883 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.00953888 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.10399 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.00724007 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.0743998 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.161622 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.0612239 # DEPENDENCYPART_SIBL
(13,14),(13,24),-0.0477323 # DEPENDENCYPART_SIBL
(13,14),(13,25),0.161622 # DEPENDENCYPART_SIBL
(13,14),(13,27),-0.0475034 # DEPENDENCYPART_SIBL
(13,14),(13,28),0.161622 # DEPENDENCYPART_SIBL
(13,14),(13,33),-0.0447892 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.136944 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.00240482 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.114066 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0306017 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.11468 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.0737419 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.099895 # DEPENDENCYPART_SIBL
(13,15),(13,24),0.0824689 # DEPENDENCYPART_SIBL
(13,15),(13,25),0.0737419 # DEPENDENCYPART_SIBL
(13,15),(13,27),-0.0791618 # DEPENDENCYPART_SIBL
(13,15),(13,28),0.0737419 # DEPENDENCYPART_SIBL
(13,15),(13,33),0.0153009 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.019727 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.130175 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0717345 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.0909451 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.0212908 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.0942464 # DEPENDENCYPART_SIBL
(13,16),(13,24),0.0743759 # DEPENDENCYPART_SIBL
(13,16),(13,25),-0.0212908 # DEPENDENCYPART_SIBL
(13,16),(13,27),-0.0806384 # DEPENDENCYPART_SIBL
(13,16),(13,28),-0.0212908 # DEPENDENCYPART_SIBL
(13,16),(13,33),2.38493e-05 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.00347871 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.518938 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.678772 # DEPENDENCYPART_SIBL
(13,17),(13,22),0.29217 # DEPENDENCYPART_SIBL
(13,17),(13,23),0.724653 # DEPENDENCYPART_SIBL
(13,17),(13,24),0.390687 # DEPENDENCYPART_SIBL
(13,17),(13,25),0.29217 # DEPENDENCYPART_SIBL
(13,17),(13,27),0.74504 # DEPENDENCYPART_SIBL
(13,17),(13,28),0.29217 # DEPENDENCYPART_SIBL
(13,17),(13,33),-0.00473053 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.061971 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.0915431 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.0522354 # DEPENDENCYPART_SIBL
(13,18),(13,23),-0.0788849 # DEPENDENCYPART_SIBL
(13,18),(13,24),-0.0612244 # DEPENDENCYPART_SIBL
(13,18),(13,25),-0.0522354 # DEPENDENCYPART_SIBL
(13,18),(13,27),-0.0669227 # DEPENDENCYPART_SIBL
(13,18),(13,28),-0.0522354 # DEPENDENCYPART_SIBL
(13,18),(13,33),-0.128554 # DEPENDENCYPART_SIBL
(13,19),(13,21),0.033204 # DEPENDENCYPART_SIBL
(13,19),(13,22),0.0727214 # DEPENDENCYPART_SIBL
(13,19),(13,23),0.0435944 # DEPENDENCYPART_SIBL
(13,19),(13,24),0.060471 # DEPENDENCYPART_SIBL
(13,19),(13,25),0.0727214 # DEPENDENCYPART_SIBL
(13,19),(13,27),0.0546957 # DEPENDENCYPART_SIBL
(13,19),(13,28),0.0727214 # DEPENDENCYPART_SIBL
(13,19),(13,33),0.0998601 # DEPENDENCYPART_SIBL
(13,21),(13,22),0.0236313 # DEPENDENCYPART_SIBL
(13,21),(13,23),-0.0997895 # DEPENDENCYPART_SIBL
(13,21),(13,24),0.041365 # DEPENDENCYPART_SIBL
(13,21),(13,25),0.0236313 # DEPENDENCYPART_SIBL
(13,21),(13,27),-0.0790562 # DEPENDENCYPART_SIBL
(13,21),(13,28),0.0236313 # DEPENDENCYPART_SIBL
(13,21),(13,33),-0.0189299 # DEPENDENCYPART_SIBL
(13,22),(13,23),0.0594431 # DEPENDENCYPART_SIBL
(13,22),(13,24),0.0131982 # DEPENDENCYPART_SIBL
(13,22),(13,25),-0.495812 # DEPENDENCYPART_SIBL
(13,22),(13,27),0.082113 # DEPENDENCYPART_SIBL
(13,22),(13,28),-0.495812 # DEPENDENCYPART_SIBL
(13,22),(13,33),-0.0443224 # DEPENDENCYPART_SIBL
(13,23),(13,24),0.0529375 # DEPENDENCYPART_SIBL
(13,23),(13,25),0.044345 # DEPENDENCYPART_SIBL
(13,23),(13,27),-0.0901085 # DEPENDENCYPART_SIBL
(13,23),(13,28),0.044345 # DEPENDENCYPART_SIBL
(13,23),(13,33),-0.00377833 # DEPENDENCYPART_SIBL
(13,24),(13,25),-0.00648543 # DEPENDENCYPART_SIBL
(13,24),(13,27),0.117797 # DEPENDENCYPART_SIBL
(13,24),(13,28),-0.00648543 # DEPENDENCYPART_SIBL
(13,24),(13,33),0.150636 # DEPENDENCYPART_SIBL
(13,25),(13,27),0.082113 # DEPENDENCYPART_SIBL
(13,25),(13,28),-0.495812 # DEPENDENCYPART_SIBL
(13,25),(13,33),-0.0443224 # DEPENDENCYPART_SIBL
(13,27),(13,28),0.0458338 # DEPENDENCYPART_SIBL
(13,27),(13,33),-0.0174931 # DEPENDENCYPART_SIBL
(13,28),(13,33),-0.0443224 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0288861 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.104663 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.113245 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0675647 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0358785 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0387315 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.027735 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.60294 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.29415 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.283891 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.602235 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.573994 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.577607 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.305145 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.240856 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.575244 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.462114 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.482535 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0621537 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0595087 # DEPENDENCYPART_SIBL
(14,17),(14,21),0.159386 # DEPENDENCYPART_SIBL
(14,17),(14,23),0.177175 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.385922 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.308797 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.313259 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.362301 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.369013 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.559479 # DEPENDENCYPART_SIBL
(16,4),(16,8),0.0712662 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.0622775 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.122901 # DEPENDENCYPART_SIBL
(16,4),(16,11),0.178957 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.0110256 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.122468 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0944113 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.127532 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.0400616 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0282279 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.320802 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.0373398 # DEPENDENCYPART_SIBL
(16,4),(16,22),0.43828 # DEPENDENCYPART_SIBL
(16,4),(16,23),0.00872163 # DEPENDENCYPART_SIBL
(16,4),(16,24),-0.11758 # DEPENDENCYPART_SIBL
(16,4),(16,25),0.43828 # DEPENDENCYPART_SIBL
(16,4),(16,27),-0.0241755 # DEPENDENCYPART_SIBL
(16,4),(16,29),0.0031769 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.021203 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.0120784 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.290545 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.122244 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.0159362 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.100277 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.0181381 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.0319842 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0927325 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.0153653 # DEPENDENCYPART_SIBL
(16,8),(16,21),0.0232763 # DEPENDENCYPART_SIBL
(16,8),(16,22),-0.01796 # DEPENDENCYPART_SIBL
(16,8),(16,23),0.0689052 # DEPENDENCYPART_SIBL
(16,8),(16,24),-0.0082943 # DEPENDENCYPART_SIBL
(16,8),(16,25),-0.01796 # DEPENDENCYPART_SIBL
(16,8),(16,27),0.03011 # DEPENDENCYPART_SIBL
(16,8),(16,29),-0.0505282 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.00863254 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.102418 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.0167237 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.00570867 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0395592 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.00827525 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.0168274 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0632729 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.00623035 # DEPENDENCYPART_SIBL
(16,9),(16,21),0.00581053 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.0966446 # DEPENDENCYPART_SIBL
(16,9),(16,23),0.0233583 # DEPENDENCYPART_SIBL
(16,9),(16,24),-0.0862815 # DEPENDENCYPART_SIBL
(16,9),(16,25),-0.0966446 # DEPENDENCYPART_SIBL
(16,9),(16,27),0.0195266 # DEPENDENCYPART_SIBL
(16,9),(16,29),-0.00306327 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0560887 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.0201019 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0813843 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0712455 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0839509 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0293453 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0838598 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0168655 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.000738704 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.109438 # DEPENDENCYPART_SIBL
(16,10),(16,23),0.0182864 # DEPENDENCYPART_SIBL
(16,10),(16,24),-0.0873999 # DEPENDENCYPART_SIBL
(16,10),(16,25),-0.109438 # DEPENDENCYPART_SIBL
(16,10),(16,27),0.0144547 # DEPENDENCYPART_SIBL
(16,10),(16,29),-0.0215539 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0319774 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.101171 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.182404 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0939194 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0274134 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.102002 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0450498 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.015505 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.0628683 # DEPENDENCYPART_SIBL
(16,11),(16,23),0.00247908 # DEPENDENCYPART_SIBL
(16,11),(16,24),-0.00801594 # DEPENDENCYPART_SIBL
(16,11),(16,25),-0.0628683 # DEPENDENCYPART_SIBL
(16,11),(16,27),-0.0488097 # DEPENDENCYPART_SIBL
(16,11),(16,29),-0.0183775 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0947062 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.00434698 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.106022 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0269273 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0476554 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0430447 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.0522147 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.0621536 # DEPENDENCYPART_SIBL
(16,12),(16,23),0.0812952 # DEPENDENCYPART_SIBL
(16,12),(16,24),0.0423746 # DEPENDENCYPART_SIBL
(16,12),(16,25),0.0621536 # DEPENDENCYPART_SIBL
(16,12),(16,27),0.0778847 # DEPENDENCYPART_SIBL
(16,12),(16,29),0.0531526 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0711184 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0835717 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0279354 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0837667 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0105851 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.00105228 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.110038 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.0186 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.0880477 # DEPENDENCYPART_SIBL
(16,13),(16,25),-0.110038 # DEPENDENCYPART_SIBL
(16,13),(16,27),0.0147683 # DEPENDENCYPART_SIBL
(16,13),(16,29),-0.0214616 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0190625 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0448117 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0255838 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.05339 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.0097448 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.04954 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.0168174 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.0184978 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.04954 # DEPENDENCYPART_SIBL
(16,14),(16,27),-0.000764388 # DEPENDENCYPART_SIBL
(16,14),(16,29),0.0156785 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0198561 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0590824 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0070286 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.028333 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0884802 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.0458807 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.0644548 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.0884802 # DEPENDENCYPART_SIBL
(16,15),(16,27),0.042049 # DEPENDENCYPART_SIBL
(16,15),(16,29),-0.00271885 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0344653 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.302951 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.591531 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.127347 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.660599 # DEPENDENCYPART_SIBL
(16,17),(16,24),0.399046 # DEPENDENCYPART_SIBL
(16,17),(16,25),0.127347 # DEPENDENCYPART_SIBL
(16,17),(16,27),0.621897 # DEPENDENCYPART_SIBL
(16,17),(16,29),0.344374 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0737217 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0863644 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0865728 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.0521118 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.0427897 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.0865728 # DEPENDENCYPART_SIBL
(16,18),(16,27),-0.0756603 # DEPENDENCYPART_SIBL
(16,18),(16,29),-0.0488213 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0339939 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.00234974 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.0659473 # DEPENDENCYPART_SIBL
(16,19),(16,24),0.0429967 # DEPENDENCYPART_SIBL
(16,19),(16,25),0.00234974 # DEPENDENCYPART_SIBL
(16,19),(16,27),0.041538 # DEPENDENCYPART_SIBL
(16,19),(16,29),0.00179973 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0389837 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.0735745 # DEPENDENCYPART_SIBL
(16,21),(16,24),0.0385151 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.0389837 # DEPENDENCYPART_SIBL
(16,21),(16,27),-0.0883518 # DEPENDENCYPART_SIBL
(16,21),(16,29),-0.034983 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.0751649 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.035056 # DEPENDENCYPART_SIBL
(16,22),(16,25),-0.418476 # DEPENDENCYPART_SIBL
(16,22),(16,27),0.0382039 # DEPENDENCYPART_SIBL
(16,22),(16,29),0.00103837 # DEPENDENCYPART_SIBL
(16,23),(16,24),0.058113 # DEPENDENCYPART_SIBL
(16,23),(16,25),-0.00978323 # DEPENDENCYPART_SIBL
(16,23),(16,27),-0.0920858 # DEPENDENCYPART_SIBL
(16,23),(16,29),-0.0156942 # DEPENDENCYPART_SIBL
(16,24),(16,25),-0.124119 # DEPENDENCYPART_SIBL
(16,24),(16,27),0.0191209 # DEPENDENCYPART_SIBL
(16,24),(16,29),0.023984 # DEPENDENCYPART_SIBL
(16,25),(16,27),0.0382039 # DEPENDENCYPART_SIBL
(16,25),(16,29),0.00103837 # DEPENDENCYPART_SIBL
(16,27),(16,29),-0.0244602 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0112512 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0168225 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0263965 # DEPENDENCYPART_SIBL
(19,2),(19,6),-0.0437522 # DEPENDENCYPART_SIBL
(19,2),(19,10),-0.0434553 # DEPENDENCYPART_SIBL
(19,2),(19,11),0.160956 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.0234282 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.0430741 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.138113 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.0249193 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.0443012 # DEPENDENCYPART_SIBL
(19,2),(19,17),0.160956 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.133674 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.0768759 # DEPENDENCYPART_SIBL
(19,2),(19,21),-0.0407694 # DEPENDENCYPART_SIBL
(19,2),(19,22),-0.0694185 # DEPENDENCYPART_SIBL
(19,2),(19,23),-0.00157926 # DEPENDENCYPART_SIBL
(19,2),(19,24),-0.00352244 # DEPENDENCYPART_SIBL
(19,2),(19,25),-0.0694185 # DEPENDENCYPART_SIBL
(19,2),(19,27),-0.0163849 # DEPENDENCYPART_SIBL
(19,2),(19,28),-0.0694185 # DEPENDENCYPART_SIBL
(19,2),(19,29),-0.0361418 # DEPENDENCYPART_SIBL
(19,2),(19,30),-0.00556417 # DEPENDENCYPART_SIBL
(19,2),(19,32),-0.0329597 # DEPENDENCYPART_SIBL
