# _root_ The cold guys in the set were Will Clark , Kevin Mitchell and Matt Williams , the Giants ' 3-4-5 hitters .
#goldHeads=3,3,7,3,6,4,0,9,7,9,12,9,12,15,13,9,18,21,18,21,9,7,
#predictedHeads=3,3,7,3,6,4,0,9,7,9,12,9,12,15,13,15,18,21,18,21,12,7,
(7,2),(7,5),-0.328043 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0524341 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0454606 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.00160303 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.163367 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.00278102 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0157661 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.00402129 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.00267795 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.00273888 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.163367 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.0197726 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.0189311 # DEPENDENCYPART_SIBL
(7,2),(7,21),0.0482387 # DEPENDENCYPART_SIBL
(7,2),(7,22),0.0570521 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0351849 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.325267 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.58187 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0819858 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0623609 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0043478 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0620569 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0505894 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.00789032 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0619544 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0566532 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0043478 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0698409 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0492987 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.0522923 # DEPENDENCYPART_SIBL
(7,3),(7,22),0.0359926 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0594496 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0255588 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0585296 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0587762 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0318083 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0584868 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0470119 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0123703 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0583842 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0529888 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0318083 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0866086 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0849004 # DEPENDENCYPART_SIBL
(7,4),(7,21),0.0255175 # DEPENDENCYPART_SIBL
(7,4),(7,22),0.0750882 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.19311 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.219465 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.218879 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.154913 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.218591 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.208237 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.173581 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.218487 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.213071 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.154913 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.235058 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.11113 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.131275 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.224223 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0819698 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0735463 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0285357 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0733236 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0617927 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0722596 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0735294 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0689919 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0285357 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0922712 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0257397 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.00648252 # DEPENDENCYPART_SIBL
(7,6),(7,22),-0.0395396 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.266328 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.046363 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.260109 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.260169 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0624908 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.260109 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.260136 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.046363 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.264913 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.129401 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.189363 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.00139836 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.00619123 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.205 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.205059 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0506179 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.205 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.205027 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.00619123 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.209804 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0858138 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.134849 # DEPENDENCYPART_SIBL
(7,9),(7,22),0.00474183 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0223195 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0280361 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.595846 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0221884 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0243163 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0865951 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.030954 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.00283216 # DEPENDENCYPART_SIBL
(7,10),(7,21),0.0771297 # DEPENDENCYPART_SIBL
(7,10),(7,22),0.00167636 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.197394 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0429486 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.197334 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.197361 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.0180733 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.202138 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0781481 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.127182 # DEPENDENCYPART_SIBL
(7,11),(7,22),0.0159959 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0374207 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.191431 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.191458 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0217108 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.196235 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0722449 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.121279 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.0368848 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0886181 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0886207 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0538841 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0935154 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.127595 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.00167096 # DEPENDENCYPART_SIBL
(7,13),(7,22),0.0120936 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.197365 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.0179194 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.202142 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.0781474 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.127182 # DEPENDENCYPART_SIBL
(7,14),(7,22),0.0156575 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0321739 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.200638 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.076648 # DEPENDENCYPART_SIBL
(7,15),(7,21),-0.125682 # DEPENDENCYPART_SIBL
(7,15),(7,22),0.025511 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.030954 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.00283216 # DEPENDENCYPART_SIBL
(7,16),(7,21),0.0771297 # DEPENDENCYPART_SIBL
(7,16),(7,22),0.00167636 # DEPENDENCYPART_SIBL
(7,18),(7,19),-0.0720805 # DEPENDENCYPART_SIBL
(7,18),(7,21),-0.121113 # DEPENDENCYPART_SIBL
(7,18),(7,22),0.00613163 # DEPENDENCYPART_SIBL
(7,19),(7,21),-0.173828 # DEPENDENCYPART_SIBL
(7,19),(7,22),-0.178698 # DEPENDENCYPART_SIBL
(7,21),(7,22),0.00677379 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.107154 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.056675 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.00853299 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0367866 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.00666298 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0122235 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.384065 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0134181 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0367866 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.0139036 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.0689848 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.178628 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0707202 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.000142385 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0688653 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0755343 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0132832 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0755042 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.000142385 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.0567762 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.124179 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0576581 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0401085 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0558693 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0613665 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0787641 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0636964 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0401085 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.0928755 # DEPENDENCYPART_SIBL
(8,6),(8,22),-0.0973403 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.00492314 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0538696 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0538826 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0231514 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0539177 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.00492314 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.0246095 # DEPENDENCYPART_SIBL
(8,9),(8,22),0.0159107 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.71907 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.713393 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.572741 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.717029 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.107469 # DEPENDENCYPART_SIBL
(8,10),(8,21),0.404313 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.026025 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0538777 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0231661 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0539128 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.00692707 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.0246033 # DEPENDENCYPART_SIBL
(8,11),(8,22),0.0177099 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0216732 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0548465 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.00213432 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.0255371 # DEPENDENCYPART_SIBL
(8,12),(8,22),0.0240124 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.014814 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0534065 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.151719 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.164 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.0195208 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.0246072 # DEPENDENCYPART_SIBL
(8,15),(8,22),0.0227215 # DEPENDENCYPART_SIBL
(8,16),(8,21),0.404313 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.026025 # DEPENDENCYPART_SIBL
(8,21),(8,22),0.151507 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.396743 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.130158 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.046335 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.40091 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.250118 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0802548 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0408053 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0206525 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0273417 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0037213 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.021687 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0272914 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0408053 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0370646 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0216827 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.312794 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.0138678 # DEPENDENCYPART_SIBL
(9,1),(9,21),-0.00370896 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.0650651 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.17269 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.075803 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.211791 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.325279 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.161444 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.00162388 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0197405 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0172474 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0117661 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.018706 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0131015 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.00162388 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.0373999 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.0183424 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0519634 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0587709 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.0055754 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.0190122 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0941929 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0279885 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.172764 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.00708988 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.00426167 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0130447 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.00745993 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.308315 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0120097 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.00628963 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.00426167 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0071429 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.0165651 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0790747 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.00765575 # DEPENDENCYPART_SIBL
(9,3),(9,21),0.00863637 # DEPENDENCYPART_SIBL
(9,3),(9,22),0.0592518 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0303213 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.125024 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.00256116 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0371145 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0964793 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.102049 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0877545 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0975143 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.10314 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0371145 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0582216 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.103811 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.187591 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.00438521 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.0399649 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.0633048 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.250118 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0802548 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0408053 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0206525 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0273417 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0037213 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.021687 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0272914 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0408053 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0370646 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0216827 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.312794 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0138678 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.00370896 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.0650651 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.157981 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0266255 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.014558 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0200796 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0679474 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0162764 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0223851 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0266255 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0809674 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.016998 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0907939 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0982669 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0378263 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.0873108 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0895764 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0393705 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0261265 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0751561 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0379011 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0166606 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0895764 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0309258 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0373941 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.00269285 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0205307 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.0641539 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0816428 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.711406 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.705725 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.458249 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.711537 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.709364 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0987233 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0599669 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.707331 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.123302 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.571837 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.39221 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.0129966 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0591023 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0131877 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0590856 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0591336 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.00581471 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0625394 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0591853 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.105739 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.0245526 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.0426746 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.00327713 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0146882 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0600232 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0600712 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.00101812 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0634817 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0601229 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.106677 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0254902 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.0436122 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.00957577 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0150985 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0151218 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0721701 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0494237 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0152915 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.110748 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0822287 # DEPENDENCYPART_SIBL
(9,13),(9,21),0.139519 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.185005 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0592152 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.00551524 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.062612 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0592669 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.105812 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0246252 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.0427472 # DEPENDENCYPART_SIBL
(9,14),(9,22),0.0028656 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0184084 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0625433 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0591892 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.105743 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.0245565 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.0426785 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.0082887 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0599669 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.707331 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.123302 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.571837 # DEPENDENCYPART_SIBL
(9,16),(9,21),0.39221 # DEPENDENCYPART_SIBL
(9,16),(9,22),0.0129966 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.00367403 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.00438209 # DEPENDENCYPART_SIBL
(9,17),(9,20),0.0394502 # DEPENDENCYPART_SIBL
(9,17),(9,21),0.0684319 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.0459473 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.105798 # DEPENDENCYPART_SIBL
(9,18),(9,20),-0.0246105 # DEPENDENCYPART_SIBL
(9,18),(9,21),-0.0427325 # DEPENDENCYPART_SIBL
(9,18),(9,22),-0.00487598 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.00126431 # DEPENDENCYPART_SIBL
(9,19),(9,21),-0.082803 # DEPENDENCYPART_SIBL
(9,19),(9,22),-0.168741 # DEPENDENCYPART_SIBL
(9,20),(9,21),-0.113931 # DEPENDENCYPART_SIBL
(9,20),(9,22),-0.0562476 # DEPENDENCYPART_SIBL
(9,21),(9,22),0.0895294 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.121942 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.513472 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0366925 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0958061 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0272021 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0811649 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.465155 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0465297 # DEPENDENCYPART_SIBL
