# _root_ Far better for policy makers to concentrate on the war against drugs , Panama and the deficit , all of them parades that seem never to end .
#goldHeads=3,1,0,5,6,3,6,7,10,8,10,11,10,10,14,17,15,10,22,19,20,10,24,22,26,24,26,3,
#predictedHeads=2,0,2,5,6,3,6,7,10,8,10,11,12,12,14,17,15,12,12,19,22,20,24,22,24,24,26,2,
(14,11),(14,24),-0.0452716 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0625481 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.302188 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0148639 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0132171 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0396407 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.051511 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.00216019 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.00172753 # DEPENDENCYPART_SIBL
(14,12),(14,24),0.0256302 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.177157 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0850957 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.13533 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.00132527 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0147153 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0717422 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.0700862 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.101418 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0431539 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0781844 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0567166 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.029048 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0781313 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.145774 # DEPENDENCYPART_SIBL
(14,15),(14,24),0.00989662 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0556854 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0091914 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0123339 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0418196 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.0684162 # DEPENDENCYPART_SIBL
(14,16),(14,24),-0.0342834 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.257745 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.022605 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0541359 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.109668 # DEPENDENCYPART_SIBL
(14,17),(14,24),-0.0467881 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.297682 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.352819 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.389138 # DEPENDENCYPART_SIBL
(14,18),(14,24),0.40632 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0229484 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.00524199 # DEPENDENCYPART_SIBL
(14,19),(14,24),-0.0721706 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.145392 # DEPENDENCYPART_SIBL
(14,20),(14,24),-0.0388425 # DEPENDENCYPART_SIBL
(14,22),(14,24),-0.0645748 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0419516 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.00190366 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0427718 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0172207 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.106696 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0736179 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0181863 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.0316474 # DEPENDENCYPART_SIBL
(15,14),(15,26),-0.0817726 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.289218 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.188456 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.134813 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.148234 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.26003 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.249899 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.390165 # DEPENDENCYPART_SIBL
(15,16),(15,26),-0.0510277 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.276436 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.196384 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.130691 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.599813 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.626896 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.54116 # DEPENDENCYPART_SIBL
(15,17),(15,26),-0.0122105 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.124558 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0249974 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.0932171 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.208581 # DEPENDENCYPART_SIBL
(15,18),(15,24),0.0653562 # DEPENDENCYPART_SIBL
(15,18),(15,26),0.134492 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0443297 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.28183 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.243004 # DEPENDENCYPART_SIBL
(15,19),(15,24),-0.388004 # DEPENDENCYPART_SIBL
(15,19),(15,26),0.0041363 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.208285 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.380653 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.437229 # DEPENDENCYPART_SIBL
(15,20),(15,26),-0.104345 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.587742 # DEPENDENCYPART_SIBL
(15,22),(15,24),-0.50348 # DEPENDENCYPART_SIBL
(15,22),(15,26),-0.0428449 # DEPENDENCYPART_SIBL
(15,23),(15,24),-0.389428 # DEPENDENCYPART_SIBL
(15,23),(15,26),-0.13332 # DEPENDENCYPART_SIBL
(15,24),(15,26),-0.157976 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.487228 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0140366 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0778427 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.151804 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.0484677 # DEPENDENCYPART_SIBL
(17,14),(17,24),-0.0502199 # DEPENDENCYPART_SIBL
(17,14),(17,25),-0.0695943 # DEPENDENCYPART_SIBL
(17,14),(17,26),-0.163565 # DEPENDENCYPART_SIBL
(17,14),(17,28),-0.0389179 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0814436 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0269893 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.37795 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0398116 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.29629 # DEPENDENCYPART_SIBL
(17,16),(17,25),-0.0385933 # DEPENDENCYPART_SIBL
(17,16),(17,26),-0.163476 # DEPENDENCYPART_SIBL
(17,16),(17,28),-0.100927 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.307855 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.295397 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.657817 # DEPENDENCYPART_SIBL
(17,18),(17,24),0.333382 # DEPENDENCYPART_SIBL
(17,18),(17,25),0.324761 # DEPENDENCYPART_SIBL
(17,18),(17,26),0.152729 # DEPENDENCYPART_SIBL
(17,18),(17,28),0.00515058 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0170266 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0394407 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.172865 # DEPENDENCYPART_SIBL
(17,19),(17,25),-0.13836 # DEPENDENCYPART_SIBL
(17,19),(17,26),-0.0745485 # DEPENDENCYPART_SIBL
(17,19),(17,28),-0.112602 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.0226873 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.258884 # DEPENDENCYPART_SIBL
(17,20),(17,25),-0.097214 # DEPENDENCYPART_SIBL
(17,20),(17,26),-0.161872 # DEPENDENCYPART_SIBL
(17,20),(17,28),-0.0973156 # DEPENDENCYPART_SIBL
(17,22),(17,24),-0.114341 # DEPENDENCYPART_SIBL
(17,22),(17,25),-0.011651 # DEPENDENCYPART_SIBL
(17,22),(17,26),0.0473346 # DEPENDENCYPART_SIBL
(17,22),(17,28),-0.0178364 # DEPENDENCYPART_SIBL
(17,24),(17,25),-0.00263336 # DEPENDENCYPART_SIBL
(17,24),(17,26),-0.000892216 # DEPENDENCYPART_SIBL
(17,24),(17,28),0.135939 # DEPENDENCYPART_SIBL
(17,25),(17,26),0.0876617 # DEPENDENCYPART_SIBL
(17,25),(17,28),-0.0282017 # DEPENDENCYPART_SIBL
(17,26),(17,28),0.0261594 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0596026 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.130761 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0373154 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.013441 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.105008 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.00507762 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.0115099 # DEPENDENCYPART_SIBL
(19,17),(19,26),-0.0290424 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.156492 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.01153 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0295635 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0624831 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0264893 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.00821849 # DEPENDENCYPART_SIBL
(19,18),(19,26),-0.0361911 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.176572 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.338869 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0034434 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.0395588 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.147253 # DEPENDENCYPART_SIBL
(19,20),(19,26),0.126416 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0288599 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0546116 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.075966 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.0126579 # DEPENDENCYPART_SIBL
(19,21),(19,26),0.0422341 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.275856 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.069022 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.0329412 # DEPENDENCYPART_SIBL
(19,22),(19,26),0.056884 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.118409 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.0797515 # DEPENDENCYPART_SIBL
(19,23),(19,26),-0.150933 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.00701145 # DEPENDENCYPART_SIBL
(19,24),(19,26),-0.0407958 # DEPENDENCYPART_SIBL
(19,25),(19,26),0.0602961 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0690638 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.152156 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0838123 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0945888 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.0772392 # DEPENDENCYPART_SIBL
(20,19),(20,26),-0.132469 # DEPENDENCYPART_SIBL
(20,19),(20,27),0.0088465 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.636099 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.367474 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.52142 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.189562 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.369302 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.385678 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.707768 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.585363 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.151401 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.494286 # DEPENDENCYPART_SIBL
(20,22),(20,27),-0.444001 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.410999 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.107763 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.416207 # DEPENDENCYPART_SIBL
(20,23),(20,27),-0.268751 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.0146595 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.292554 # DEPENDENCYPART_SIBL
(20,24),(20,27),-0.275999 # DEPENDENCYPART_SIBL
(20,25),(20,26),-0.162499 # DEPENDENCYPART_SIBL
(20,25),(20,27),-0.131469 # DEPENDENCYPART_SIBL
(20,26),(20,27),-0.287674 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.121685 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.315339 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.3452 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.326991 # DEPENDENCYPART_SIBL
(22,17),(22,24),-0.0255103 # DEPENDENCYPART_SIBL
(22,17),(22,25),-0.0480563 # DEPENDENCYPART_SIBL
(22,17),(22,26),-0.11908 # DEPENDENCYPART_SIBL
(22,17),(22,27),-0.0240841 # DEPENDENCYPART_SIBL
(22,17),(22,28),-0.00570169 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0314575 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.274159 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.00223466 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.0194328 # DEPENDENCYPART_SIBL
(22,19),(22,26),-0.0669518 # DEPENDENCYPART_SIBL
(22,19),(22,27),0.0397875 # DEPENDENCYPART_SIBL
(22,19),(22,28),-0.0481955 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.360664 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0528062 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.121398 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.153525 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.0758853 # DEPENDENCYPART_SIBL
(22,21),(22,28),-0.129884 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.129235 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.162086 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.208727 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.0716994 # DEPENDENCYPART_SIBL
(22,23),(22,28),0.147868 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0269913 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.00399303 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.0181897 # DEPENDENCYPART_SIBL
(22,24),(22,28),0.106972 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.0102063 # DEPENDENCYPART_SIBL
(22,25),(22,27),0.0398025 # DEPENDENCYPART_SIBL
(22,25),(22,28),0.0105795 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.00110237 # DEPENDENCYPART_SIBL
(22,26),(22,28),0.174924 # DEPENDENCYPART_SIBL
(22,27),(22,28),0.0849798 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.0427131 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0641221 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0513981 # DEPENDENCYPART_SIBL
(24,1),(24,2),0.0790072 # DEPENDENCYPART_SIBL
(24,1),(24,3),0.0587694 # DEPENDENCYPART_SIBL
(24,1),(24,5),0.0820994 # DEPENDENCYPART_SIBL
(24,1),(24,6),0.0972452 # DEPENDENCYPART_SIBL
(24,1),(24,8),0.0409938 # DEPENDENCYPART_SIBL
(24,1),(24,10),0.0351533 # DEPENDENCYPART_SIBL
(24,1),(24,11),0.0551172 # DEPENDENCYPART_SIBL
(24,1),(24,12),0.0836024 # DEPENDENCYPART_SIBL
(24,1),(24,13),0.218545 # DEPENDENCYPART_SIBL
(24,1),(24,14),-0.0219599 # DEPENDENCYPART_SIBL
(24,1),(24,17),0.0382975 # DEPENDENCYPART_SIBL
(24,1),(24,18),0.218545 # DEPENDENCYPART_SIBL
(24,1),(24,19),-0.0231379 # DEPENDENCYPART_SIBL
(24,1),(24,20),0.0214981 # DEPENDENCYPART_SIBL
(24,1),(24,21),-0.0384752 # DEPENDENCYPART_SIBL
(24,1),(24,22),0.0903662 # DEPENDENCYPART_SIBL
(24,1),(24,23),-0.162807 # DEPENDENCYPART_SIBL
(24,1),(24,25),-0.0511772 # DEPENDENCYPART_SIBL
(24,1),(24,26),-0.00873138 # DEPENDENCYPART_SIBL
(24,1),(24,27),-0.0858487 # DEPENDENCYPART_SIBL
(24,1),(24,28),0.118601 # DEPENDENCYPART_SIBL
(24,2),(24,3),0.0197355 # DEPENDENCYPART_SIBL
(24,2),(24,5),-0.0970579 # DEPENDENCYPART_SIBL
(24,2),(24,6),-0.0201605 # DEPENDENCYPART_SIBL
(24,2),(24,8),-0.0193471 # DEPENDENCYPART_SIBL
(24,2),(24,10),0.0168065 # DEPENDENCYPART_SIBL
(24,2),(24,11),-0.00781156 # DEPENDENCYPART_SIBL
(24,2),(24,12),-0.103602 # DEPENDENCYPART_SIBL
(24,2),(24,13),0.0838366 # DEPENDENCYPART_SIBL
(24,2),(24,14),-0.0567106 # DEPENDENCYPART_SIBL
(24,2),(24,17),0.0166901 # DEPENDENCYPART_SIBL
(24,2),(24,18),0.0838366 # DEPENDENCYPART_SIBL
(24,2),(24,19),-0.0211832 # DEPENDENCYPART_SIBL
(24,2),(24,20),-0.018807 # DEPENDENCYPART_SIBL
(24,2),(24,21),-0.0322791 # DEPENDENCYPART_SIBL
(24,2),(24,22),-0.0984277 # DEPENDENCYPART_SIBL
(24,2),(24,23),-0.153571 # DEPENDENCYPART_SIBL
(24,2),(24,25),-0.00819886 # DEPENDENCYPART_SIBL
(24,2),(24,26),0.0619732 # DEPENDENCYPART_SIBL
(24,2),(24,27),-0.0517772 # DEPENDENCYPART_SIBL
(24,2),(24,28),-0.00494517 # DEPENDENCYPART_SIBL
(24,3),(24,5),-0.0240603 # DEPENDENCYPART_SIBL
(24,3),(24,6),0.0117967 # DEPENDENCYPART_SIBL
(24,3),(24,8),-0.139556 # DEPENDENCYPART_SIBL
(24,3),(24,10),-0.0539982 # DEPENDENCYPART_SIBL
(24,3),(24,11),-0.116328 # DEPENDENCYPART_SIBL
(24,3),(24,12),-0.0259778 # DEPENDENCYPART_SIBL
(24,3),(24,13),0.358734 # DEPENDENCYPART_SIBL
(24,3),(24,14),-0.0613328 # DEPENDENCYPART_SIBL
(24,3),(24,17),-0.0553969 # DEPENDENCYPART_SIBL
(24,3),(24,18),0.358734 # DEPENDENCYPART_SIBL
(24,3),(24,19),-0.0310968 # DEPENDENCYPART_SIBL
(24,3),(24,20),-0.127898 # DEPENDENCYPART_SIBL
(24,3),(24,21),-0.0700443 # DEPENDENCYPART_SIBL
(24,3),(24,22),-0.0221361 # DEPENDENCYPART_SIBL
(24,3),(24,23),-0.109764 # DEPENDENCYPART_SIBL
(24,3),(24,25),-0.0451212 # DEPENDENCYPART_SIBL
(24,3),(24,26),-0.0617705 # DEPENDENCYPART_SIBL
(24,3),(24,27),-0.0823871 # DEPENDENCYPART_SIBL
(24,3),(24,28),0.0263552 # DEPENDENCYPART_SIBL
(24,5),(24,6),-0.183734 # DEPENDENCYPART_SIBL
(24,5),(24,8),-0.0274425 # DEPENDENCYPART_SIBL
(24,5),(24,10),-0.305508 # DEPENDENCYPART_SIBL
(24,5),(24,11),-0.0471293 # DEPENDENCYPART_SIBL
(24,5),(24,12),-0.913449 # DEPENDENCYPART_SIBL
(24,5),(24,13),-0.0024798 # DEPENDENCYPART_SIBL
(24,5),(24,14),-0.413823 # DEPENDENCYPART_SIBL
(24,5),(24,17),-0.305464 # DEPENDENCYPART_SIBL
(24,5),(24,18),-0.0024798 # DEPENDENCYPART_SIBL
(24,5),(24,19),-0.216023 # DEPENDENCYPART_SIBL
(24,5),(24,20),-0.0130645 # DEPENDENCYPART_SIBL
(24,5),(24,21),-0.286454 # DEPENDENCYPART_SIBL
(24,5),(24,22),-0.908275 # DEPENDENCYPART_SIBL
(24,5),(24,23),-0.540662 # DEPENDENCYPART_SIBL
(24,5),(24,25),-0.0251493 # DEPENDENCYPART_SIBL
(24,5),(24,26),0.0225332 # DEPENDENCYPART_SIBL
(24,5),(24,27),-0.0209232 # DEPENDENCYPART_SIBL
(24,5),(24,28),-0.0234656 # DEPENDENCYPART_SIBL
(24,6),(24,8),-0.0709508 # DEPENDENCYPART_SIBL
(24,6),(24,10),-0.0224981 # DEPENDENCYPART_SIBL
(24,6),(24,11),-0.0574711 # DEPENDENCYPART_SIBL
(24,6),(24,12),-0.0742993 # DEPENDENCYPART_SIBL
(24,6),(24,13),0.182882 # DEPENDENCYPART_SIBL
(24,6),(24,14),-0.0128514 # DEPENDENCYPART_SIBL
(24,6),(24,17),-0.0226144 # DEPENDENCYPART_SIBL
(24,6),(24,18),0.182882 # DEPENDENCYPART_SIBL
(24,6),(24,19),-0.0347402 # DEPENDENCYPART_SIBL
(24,6),(24,20),-0.0680632 # DEPENDENCYPART_SIBL
(24,6),(24,21),-0.0459151 # DEPENDENCYPART_SIBL
(24,6),(24,22),-0.0691252 # DEPENDENCYPART_SIBL
(24,6),(24,23),-0.147447 # DEPENDENCYPART_SIBL
(24,6),(24,25),-0.0437591 # DEPENDENCYPART_SIBL
(24,6),(24,26),-0.0415403 # DEPENDENCYPART_SIBL
(24,6),(24,27),-0.063821 # DEPENDENCYPART_SIBL
(24,6),(24,28),0.0186551 # DEPENDENCYPART_SIBL
(24,8),(24,10),-0.0149971 # DEPENDENCYPART_SIBL
(24,8),(24,11),-0.1462 # DEPENDENCYPART_SIBL
(24,8),(24,12),-0.0295606 # DEPENDENCYPART_SIBL
(24,8),(24,13),0.266791 # DEPENDENCYPART_SIBL
(24,8),(24,14),-0.05712 # DEPENDENCYPART_SIBL
(24,8),(24,17),-0.0164029 # DEPENDENCYPART_SIBL
(24,8),(24,18),0.266791 # DEPENDENCYPART_SIBL
(24,8),(24,19),-0.0560288 # DEPENDENCYPART_SIBL
(24,8),(24,20),-0.160725 # DEPENDENCYPART_SIBL
(24,8),(24,21),-0.0964788 # DEPENDENCYPART_SIBL
(24,8),(24,22),-0.0257189 # DEPENDENCYPART_SIBL
(24,8),(24,23),-0.130974 # DEPENDENCYPART_SIBL
(24,8),(24,25),-0.0265408 # DEPENDENCYPART_SIBL
(24,8),(24,26),-0.0757106 # DEPENDENCYPART_SIBL
(24,8),(24,27),-0.153101 # DEPENDENCYPART_SIBL
(24,8),(24,28),0.0019353 # DEPENDENCYPART_SIBL
(24,10),(24,11),-0.0455427 # DEPENDENCYPART_SIBL
(24,10),(24,12),-0.472079 # DEPENDENCYPART_SIBL
(24,10),(24,13),0.0077175 # DEPENDENCYPART_SIBL
(24,10),(24,14),-0.23105 # DEPENDENCYPART_SIBL
(24,10),(24,17),-0.301999 # DEPENDENCYPART_SIBL
(24,10),(24,18),0.0077175 # DEPENDENCYPART_SIBL
(24,10),(24,19),-0.301689 # DEPENDENCYPART_SIBL
(24,10),(24,20),-0.0394504 # DEPENDENCYPART_SIBL
(24,10),(24,21),-0.314415 # DEPENDENCYPART_SIBL
(24,10),(24,22),-0.466905 # DEPENDENCYPART_SIBL
(24,10),(24,23),-0.406734 # DEPENDENCYPART_SIBL
(24,10),(24,25),-0.0201215 # DEPENDENCYPART_SIBL
(24,10),(24,26),-0.0215847 # DEPENDENCYPART_SIBL
(24,10),(24,27),-0.0673611 # DEPENDENCYPART_SIBL
(24,10),(24,28),-0.00760479 # DEPENDENCYPART_SIBL
(24,11),(24,12),-0.024313 # DEPENDENCYPART_SIBL
(24,11),(24,13),0.318254 # DEPENDENCYPART_SIBL
(24,11),(24,14),-0.0358477 # DEPENDENCYPART_SIBL
(24,11),(24,17),-0.0391147 # DEPENDENCYPART_SIBL
(24,11),(24,18),0.318254 # DEPENDENCYPART_SIBL
(24,11),(24,19),-0.0349683 # DEPENDENCYPART_SIBL
(24,11),(24,20),-0.125379 # DEPENDENCYPART_SIBL
(24,11),(24,21),-0.0765149 # DEPENDENCYPART_SIBL
(24,11),(24,22),-0.0204713 # DEPENDENCYPART_SIBL
(24,11),(24,23),-0.105215 # DEPENDENCYPART_SIBL
(24,11),(24,25),-0.0359032 # DEPENDENCYPART_SIBL
(24,11),(24,26),-0.0947097 # DEPENDENCYPART_SIBL
(24,11),(24,27),-0.118372 # DEPENDENCYPART_SIBL
(24,11),(24,28),-0.0142866 # DEPENDENCYPART_SIBL
(24,12),(24,13),-0.0476297 # DEPENDENCYPART_SIBL
(24,12),(24,14),-0.413581 # DEPENDENCYPART_SIBL
(24,12),(24,17),-0.322738 # DEPENDENCYPART_SIBL
(24,12),(24,18),-0.0476297 # DEPENDENCYPART_SIBL
(24,12),(24,19),-0.216652 # DEPENDENCYPART_SIBL
(24,12),(24,20),-0.0153055 # DEPENDENCYPART_SIBL
(24,12),(24,21),-0.287083 # DEPENDENCYPART_SIBL
(24,12),(24,22),-0.911955 # DEPENDENCYPART_SIBL
(24,12),(24,23),-0.546452 # DEPENDENCYPART_SIBL
(24,12),(24,25),-0.0364117 # DEPENDENCYPART_SIBL
(24,12),(24,26),0.0134807 # DEPENDENCYPART_SIBL
(24,12),(24,27),-0.0315603 # DEPENDENCYPART_SIBL
(24,12),(24,28),-0.0271081 # DEPENDENCYPART_SIBL
(24,13),(24,14),0.045868 # DEPENDENCYPART_SIBL
(24,13),(24,17),0.0303169 # DEPENDENCYPART_SIBL
(24,13),(24,18),0.00590404 # DEPENDENCYPART_SIBL
(24,13),(24,19),-0.010404 # DEPENDENCYPART_SIBL
(24,13),(24,20),-0.0306734 # DEPENDENCYPART_SIBL
(24,13),(24,21),-0.0406978 # DEPENDENCYPART_SIBL
(24,13),(24,22),0.0355216 # DEPENDENCYPART_SIBL
(24,13),(24,23),-0.143974 # DEPENDENCYPART_SIBL
(24,13),(24,25),0.027723 # DEPENDENCYPART_SIBL
(24,13),(24,26),-0.00774969 # DEPENDENCYPART_SIBL
(24,13),(24,27),-0.032576 # DEPENDENCYPART_SIBL
(24,13),(24,28),0.111094 # DEPENDENCYPART_SIBL
(24,14),(24,17),-0.16024 # DEPENDENCYPART_SIBL
(24,14),(24,18),-0.0398073 # DEPENDENCYPART_SIBL
(24,14),(24,19),-0.284881 # DEPENDENCYPART_SIBL
(24,14),(24,20),-0.119065 # DEPENDENCYPART_SIBL
(24,14),(24,21),-0.28526 # DEPENDENCYPART_SIBL
(24,14),(24,22),-0.328872 # DEPENDENCYPART_SIBL
(24,14),(24,23),-0.32676 # DEPENDENCYPART_SIBL
(24,14),(24,25),-0.0125956 # DEPENDENCYPART_SIBL
(24,14),(24,26),-0.139419 # DEPENDENCYPART_SIBL
(24,14),(24,27),-0.0629918 # DEPENDENCYPART_SIBL
