# _root_ Commodities : Dow Jones futures index 129.38 , off 0.11 ; spot index 130.09 , off 0.71 .
#goldHeads=0,1,6,6,6,1,6,6,6,9,6,13,6,13,13,13,16,1,
#predictedHeads=0,1,6,6,6,1,6,7,7,9,6,13,6,13,14,14,16,1,
(2,6),(6,10),(6,13),-0.042067 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,15),-0.0421736 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,18),-0.0420018 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,19),-0.0491871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,11),(6,12),-0.0426359 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,13),-0.0426359 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,15),-0.0420143 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,16),-0.0419995 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,19),-0.0420245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,12),(6,13),-0.0401513 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,14),-0.0434127 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,15),-0.04202 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,17),-0.0434127 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,18),-0.0419998 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,19),-0.0643242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,13),(6,14),-0.0434127 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,15),-0.04202 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,17),-0.0434127 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,18),-0.0419998 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,19),-0.0643242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,14),(6,15),-0.0421736 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,18),-0.0420018 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,19),-0.0491871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,15),(6,16),-0.04239 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,15),(6,17),-0.0420247 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,15),(6,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,15),(6,19),-0.0420984 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,16),(6,17),-0.0420701 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,16),(6,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,16),(6,19),-0.0432627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,17),(6,18),-0.0420018 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,17),(6,19),-0.0491871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,18),(6,19),-0.0428634 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,6),(6,5),0.102472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,4),0.102512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,3),0.102512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,2),0.11399 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,6),(6,1),-0.125052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,-1),-0.14518 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,5),(6,4),0.109038 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,5),(6,3),0.109038 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,5),(6,2),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,5),(6,1),-0.124952 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,5),(6,-1),-0.120441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,4),(6,3),0.109038 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,4),(6,2),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,4),(6,1),-0.124952 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,4),(6,-1),-0.120441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,3),(6,2),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,3),(6,1),-0.124952 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,3),(6,-1),-0.120481 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,2),(6,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,2),(6,-1),-0.131379 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,1),(6,-1),-0.120441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,1),(1,2),0.120843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,3),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,1),(1,4),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,5),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,6),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,7),-0.125914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,8),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,9),-0.124906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,10),-0.125914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,11),-0.125502 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,12),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,13),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,15),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,18),-0.125132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,19),0.0210632 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,2),(1,3),-0.126023 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,2),(1,4),-0.126023 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,5),-0.126023 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,6),-0.126023 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,7),-0.124887 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,10),-0.124887 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,12),-0.126023 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,13),-0.126023 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,19),-0.0962025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,3),(1,4),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,5),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,6),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,7),-0.125238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,8),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,10),-0.125238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,11),-0.125299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,12),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,13),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,15),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,18),-0.125194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,19),-0.144496 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,4),(1,5),-0.125449 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,6),-0.125449 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,7),-0.125238 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,8),-0.126785 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,10),-0.125238 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,11),-0.125299 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,12),-0.125449 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,13),-0.125449 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,15),-0.126785 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,18),-0.125194 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,19),-0.143605 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,5),(1,6),-0.125449 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,5),(1,7),-0.125238 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,5),(1,8),-0.126785 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,5),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,5),(1,10),-0.125238 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,5),(1,11),-0.125299 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,5),(1,12),-0.125449 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,5),(1,13),-0.125449 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,5),(1,15),-0.126785 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,5),(1,18),-0.125194 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,5),(1,19),-0.142877 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,6),(1,7),-0.125238 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,6),(1,8),-0.126785 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,6),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,6),(1,10),-0.125238 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,6),(1,11),-0.125299 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,6),(1,12),-0.125449 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,6),(1,13),-0.125449 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,6),(1,15),-0.126785 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,6),(1,18),-0.125194 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,6),(1,19),-0.142934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,7),(1,8),-0.125133 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,7),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,7),(1,10),-0.125415 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,7),(1,11),-0.125008 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,7),(1,12),-0.12492 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,7),(1,13),-0.12492 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,7),(1,15),-0.125133 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,7),(1,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,7),(1,19),-0.12332 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,8),(1,9),-0.126135 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,8),(1,10),-0.124905 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,8),(1,11),-0.125628 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,8),(1,12),-0.129532 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,8),(1,13),-0.129532 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,8),(1,15),-0.125325 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,8),(1,18),-0.124886 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,8),(1,19),-0.00337174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,9),(1,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,9),(1,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,9),(1,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,9),(1,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,9),(1,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,9),(1,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,9),(1,19),-0.121731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,10),(1,11),-0.125008 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,10),(1,12),-0.12492 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,10),(1,13),-0.12492 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,10),(1,15),-0.125133 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,10),(1,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,10),(1,19),-0.12332 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,11),(1,12),-0.12582 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,11),(1,13),-0.12582 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,11),(1,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,11),(1,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,11),(1,19),-0.0926522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,12),(1,13),-0.125449 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,12),(1,15),-0.126785 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,12),(1,18),-0.125194 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,12),(1,19),-0.14135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,13),(1,15),-0.126785 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,13),(1,18),-0.125194 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,13),(1,19),-0.142934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,15),(1,18),-0.124886 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,15),(1,19),-0.00337174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,18),(1,19),-0.144995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,1),(1,-1),0.0989415 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,2),(2,6),-0.12497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,19),-0.0878253 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,6),(2,19),-0.150558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,2),(2,-1),-0.00552172 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,4),(4,5),-0.180266 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,6),-0.180576 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,7),-0.149129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,8),0.138941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,11),-0.00846202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,13),-0.180576 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,18),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,19),0.0964348 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,5),(4,6),-0.0134727 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,7),-0.0469336 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,8),-0.051745 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,11),-0.0279199 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,13),-0.0134727 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,18),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,19),0.00539245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,6),(4,7),-0.0469427 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,8),-0.0518151 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,11),-0.027928 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,13),-0.0135084 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,18),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,19),0.00799175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,7),(4,8),-0.0361586 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,11),-0.0369995 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,13),-0.0533401 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,18),-0.0430943 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,19),-0.149911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,8),(4,11),-0.0508495 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,13),0.133951 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,18),-0.0440519 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,19),-0.0437732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,11),(4,13),-0.00650275 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,11),(4,18),-0.0424251 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,11),(4,19),0.0146324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,13),(4,18),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,13),(4,19),0.00799175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,18),(4,19),0.0956997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,4),(4,3),0.151057 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,4),(4,2),-0.125644 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,1),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,-1),0.0234474 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,3),(4,2),-0.125182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,3),(4,1),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,3),(4,-1),-0.146005 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,2),(4,1),-0.126023 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,2),(4,-1),-0.0962025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,1),(4,-1),-0.144111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,5),(5,6),-0.188242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,7),-0.14913 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,8),0.138959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,9),-0.0729393 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,10),-0.14913 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,11),-0.00846202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,13),-0.188242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,14),-0.14913 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,15),0.138959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,16),-0.0729393 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,18),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,19),0.0968845 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,6),(5,7),-0.0470702 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,8),-0.0518157 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,9),-0.0370397 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,10),-0.0470702 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,11),-0.0279305 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,13),-0.0137331 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,14),-0.0470702 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,15),-0.0518157 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,16),-0.0370397 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,18),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,19),0.000725559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,7),(5,8),-0.0361604 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,9),-0.0431948 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,10),-0.0281203 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,11),-0.0370084 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,13),-0.0533401 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,14),-0.0281203 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,15),-0.0361604 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,16),-0.0431948 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,18),-0.0430943 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,19),-0.150037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,8),(5,9),-0.0555252 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,10),-0.0354851 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,11),-0.0508495 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,13),0.13397 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,14),-0.0354851 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,15),-0.0496519 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,16),-0.0555252 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,18),-0.0440519 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,19),-0.0437732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,9),(5,10),-0.0424573 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,11),-0.0443748 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,13),-0.0438947 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,14),-0.0424573 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,15),-0.0458462 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,16),-0.0428405 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,18),-0.0425368 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,19),-0.0847903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,10),(5,11),-0.0370084 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,10),(5,13),-0.0533401 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,10),(5,14),-0.0281203 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,10),(5,15),-0.0361604 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,10),(5,16),-0.0431948 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,10),(5,18),-0.0430943 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,10),(5,19),-0.150037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,11),(5,13),-0.00650952 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,14),-0.0429529 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,15),-0.0437655 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,16),-0.0420711 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,18),-0.0424251 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,19),0.014514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,13),(5,14),-0.0470702 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,13),(5,15),-0.0518157 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,13),(5,16),-0.0370397 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,13),(5,18),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,13),(5,19),0.000725559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
