# _root_ Instead , New York City police seized the stolen goods , and Mr. Krisher avoided jail .
#goldHeads=7,7,6,6,6,7,12,10,10,7,12,0,14,15,12,15,12,
#predictedHeads=7,7,6,6,6,7,12,10,10,7,12,0,14,15,12,15,12,
(12,5),(12,3),-0.547697 # DEPENDENCYPART_NEXTSIBL
(12,5),(12,2),-0.445585 # DEPENDENCYPART_NEXTSIBL
(12,5),(12,1),-0.926696 # DEPENDENCYPART_NEXTSIBL
(12,5),(12,-1),-0.824349 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,4),(12,3),-0.295344 # DEPENDENCYPART_NEXTSIBL
(12,4),(12,2),-0.308377 # DEPENDENCYPART_NEXTSIBL
(12,4),(12,1),-0.909621 # DEPENDENCYPART_NEXTSIBL
(12,4),(12,-1),-0.945299 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,3),(12,2),-0.15072 # DEPENDENCYPART_NEXTSIBL
(12,3),(12,1),-0.617025 # DEPENDENCYPART_NEXTSIBL
(12,3),(12,-1),-0.727651 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,2),(12,1),-0.506797 # DEPENDENCYPART_NEXTSIBL
(12,2),(12,-1),-1.39384 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,1),(12,-1),-0.0272067 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,14),-0.220627 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,15),0.0822767 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,16),-0.244819 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,17),-0.467642 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,18),-0.180316 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,14),(13,15),-0.897895 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,16),-1.23394 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,17),-0.698496 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,18),-0.591863 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,15),(13,16),-0.720026 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,17),-0.100649 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,18),-0.541936 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,16),(13,17),-0.51128 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,18),-0.738677 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,17),(13,18),-1.08602 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,-1),-0.261423 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,14),(14,15),0.086913 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,16),-0.232851 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,17),-0.467553 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,18),-0.226345 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,15),(14,16),-0.714775 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,17),-0.0985051 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,18),-0.536398 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,16),(14,17),-0.507911 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,18),-0.729756 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,17),(14,18),-1.0858 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,13),0.295784 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,12),0.374221 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,11),-0.817028 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,10),-0.0267012 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,9),-0.217832 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,8),-0.349458 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,3),0.0670721 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,-1),-0.298925 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,13),(14,12),-0.520646 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,11),-0.840624 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,10),-1.2589 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,9),-0.53844 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,8),-0.971369 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,3),-0.980628 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,-1),0.0245395 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,12),(14,11),-0.23686 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,10),-0.574667 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,9),-0.40184 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,8),-0.331443 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,3),-0.610275 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,-1),-0.616366 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,11),(14,10),-0.225833 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,9),-0.0349113 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,8),-0.658926 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,3),-0.461216 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,-1),-0.70541 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,10),(14,9),-0.301257 # DEPENDENCYPART_NEXTSIBL
(14,10),(14,8),-0.499662 # DEPENDENCYPART_NEXTSIBL
(14,10),(14,3),-0.837085 # DEPENDENCYPART_NEXTSIBL
(14,10),(14,-1),-0.85034 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,9),(14,8),0.368898 # DEPENDENCYPART_NEXTSIBL
(14,9),(14,3),-0.729999 # DEPENDENCYPART_NEXTSIBL
(14,9),(14,-1),-0.830299 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,8),(14,3),-0.917083 # DEPENDENCYPART_NEXTSIBL
(14,8),(14,-1),-0.359215 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,3),(14,-1),-0.588063 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,16),0.0216676 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,17),-0.81172 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,18),-0.537248 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,16),(15,17),-0.583407 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,18),-0.688381 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,17),(15,18),-1.17317 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,14),0.00574437 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,13),0.174431 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,12),0.255396 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,11),-0.960237 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,10),0.0472453 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,9),-0.265936 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,8),-0.456627 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,7),0.120721 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,6),-0.0892511 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,2),-1.22706 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,1),-0.352802 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,-1),-0.499532 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,14),(15,13),-0.56676 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,12),-0.423554 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,11),-0.542735 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,10),-1.05239 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,9),-0.498012 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,8),-0.99608 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,7),-0.685256 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,6),-0.96278 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,2),-0.925264 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,1),-1.07414 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,-1),-0.742459 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,13),(15,12),-0.753707 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,11),-0.849721 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,10),-1.53119 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,9),-0.784487 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,8),-1.26274 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,7),-1.11885 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,6),-1.58053 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,2),-1.49011 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,1),-1.44155 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,-1),-0.363686 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,12),(15,11),-0.25078 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,10),-0.715805 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,9),-0.514002 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,8),-0.573528 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,7),-0.621621 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,6),-0.939936 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,2),-0.147993 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,1),-0.817427 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,-1),-0.520637 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,11),(15,10),-0.250829 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,9),-0.0714304 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,8),-0.749649 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,7),0.188134 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,6),-0.490662 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,2),-1.09411 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,1),-0.795846 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,-1),-0.561818 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,10),(15,9),-0.490358 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,8),-0.740101 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,7),-1.07241 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,6),-1.25822 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,2),-1.05812 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,1),-1.13821 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,-1),-1.02584 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,9),(15,8),0.0660916 # DEPENDENCYPART_NEXTSIBL
(15,9),(15,7),-1.25057 # DEPENDENCYPART_NEXTSIBL
(15,9),(15,6),-0.989196 # DEPENDENCYPART_NEXTSIBL
(15,9),(15,2),-0.704349 # DEPENDENCYPART_NEXTSIBL
(15,9),(15,1),-0.722391 # DEPENDENCYPART_NEXTSIBL
(15,9),(15,-1),-0.854916 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,8),(15,7),-0.871447 # DEPENDENCYPART_NEXTSIBL
(15,8),(15,6),-1.08837 # DEPENDENCYPART_NEXTSIBL
(15,8),(15,2),-1.11368 # DEPENDENCYPART_NEXTSIBL
(15,8),(15,1),-0.993235 # DEPENDENCYPART_NEXTSIBL
(15,8),(15,-1),-0.801121 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,7),(15,6),-0.562999 # DEPENDENCYPART_NEXTSIBL
(15,7),(15,2),-0.478339 # DEPENDENCYPART_NEXTSIBL
(15,7),(15,1),-0.768942 # DEPENDENCYPART_NEXTSIBL
(15,7),(15,-1),-0.850917 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,6),(15,2),-0.341121 # DEPENDENCYPART_NEXTSIBL
(15,6),(15,1),-0.816066 # DEPENDENCYPART_NEXTSIBL
(15,6),(15,-1),-1.11783 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,2),(15,1),-0.430345 # DEPENDENCYPART_NEXTSIBL
(15,2),(15,-1),-1.13455 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,1),(15,-1),-0.165761 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,17),-0.467552 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,18),-0.218182 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,17),(16,18),-1.0858 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,15),-0.0250455 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,14),-0.0685368 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,13),0.295466 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,12),0.374221 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,11),-0.817028 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,8),-0.346955 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,-1),-0.298603 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,15),(16,14),-0.584205 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,13),-0.569647 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,12),-0.615206 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,11),-0.871842 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,8),-0.922516 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,-1),-0.746457 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,14),(16,13),-0.265744 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,12),-0.248631 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,11),-0.6173 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,8),-0.752924 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,-1),-0.563692 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,13),(16,12),-0.520752 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,11),-0.84073 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,8),-0.968674 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,-1),0.0249629 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,12),(16,11),-0.236859 # DEPENDENCYPART_NEXTSIBL
(16,12),(16,8),-0.328937 # DEPENDENCYPART_NEXTSIBL
(16,12),(16,-1),-0.616366 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,11),(16,8),-0.65642 # DEPENDENCYPART_NEXTSIBL
(16,11),(16,-1),-0.70541 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,8),(16,-1),-0.352951 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,17),(17,18),-0.301822 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,17),(17,16),-0.265785 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,-1),0.0417416 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,16),(17,-1),-0.91935 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,1),(1,2),0.592514 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.258374 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.195577 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.180293 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.45303 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.146604 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.140621 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),0.216864 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.757734 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.840881 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.0627547 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.023398 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.108682 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.481467 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.0175199 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.0120595 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.13986 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.150005 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.0945371 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.334687 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.244416 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.129623 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),1.84302 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.855659 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.988051 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.160916 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.0722855 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.2205 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.0738857 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.0268151 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.0167384 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.119563 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.107102 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.00863207 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.101674 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.314948 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),0.272956 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),0.109815 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),1.90782 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.987163 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.0707743 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.397493 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.33761 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.0958177 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.140561 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.0216614 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.291203 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.252851 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.0860696 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),1.89246 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.800264 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.930203 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.0398723 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-0.041401 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),0.119024 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.0496806 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.68463 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.397047 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.196996 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.364639 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.0381744 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.157682 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.0608848 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.4218 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.144248 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),1.76837 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.0592082 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.272405 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.0574202 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.38534 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.0546175 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.106162 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.438966 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.245401 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.128588 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),1.84301 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.852971 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.987226 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.0709253 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),0.397656 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.337546 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.0915689 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.263062 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.0951973 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.0480827 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.284383 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.0599431 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.0941347 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),1.89284 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.272339 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.0502374 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.106162 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.439582 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.18456 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.182606 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),1.84302 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.950376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,1),-0.939404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.0816703 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.0619581 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.117237 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.33135 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.398437 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.458054 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.941653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.0788756 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.0411206 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.116439 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.0868146 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.326914 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.456628 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.938869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.0832923 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.0357612 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.102497 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.0171045 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.326218 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.28424 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.393304 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.45354 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.333465 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.510051 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.360383 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.336327 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.541862 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.606922 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.888092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.0727127 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.0158531 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.0822832 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.00846372 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),0.0301686 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.376226 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.456956 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.489253 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.390456 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.447538 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.451736 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.396005 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.402865 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.577554 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.714166 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.938836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),0.0798313 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),0.0383315 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),0.10716 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),0.0219402 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),0.0332543 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.179525 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.177201 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.232678 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.336489 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.510116 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.332813 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.364261 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.328088 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.54574 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.606887 # DEPENDENCYPART_GRANDPAR
(1,12),(12,1),-0.958665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,12),(12,2),0.172451 # DEPENDENCYPART_GRANDPAR
(1,12),(12,3),-0.000200815 # DEPENDENCYPART_GRANDPAR
(1,12),(12,4),0.0798694 # DEPENDENCYPART_GRANDPAR
