# _root_ At Donaldson , Lufkin & Jenrette Inc. , head equity trader Dudley Eppel said : `` I think the opening was constructive .
#goldHeads=14,1,2,2,4,5,6,14,13,13,13,13,14,0,14,14,18,14,20,21,18,21,14,
#predictedHeads=14,1,2,2,4,5,6,14,13,13,13,13,14,0,14,14,18,14,20,21,18,21,14,
(4,16),(4,23),0.267074 # DEPENDENCYPART_SIBL
(4,18),(4,21),-0.0680712 # DEPENDENCYPART_SIBL
(4,18),(4,22),-0.0169899 # DEPENDENCYPART_SIBL
(4,18),(4,23),0.184362 # DEPENDENCYPART_SIBL
(4,21),(4,22),-0.0569539 # DEPENDENCYPART_SIBL
(4,21),(4,23),0.0141525 # DEPENDENCYPART_SIBL
(4,22),(4,23),0.0298998 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.15906 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0487733 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0642683 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0506924 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.00314356 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0060505 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.0487791 # DEPENDENCYPART_SIBL
(5,1),(5,14),-0.0122079 # DEPENDENCYPART_SIBL
(5,1),(5,18),-0.0262524 # DEPENDENCYPART_SIBL
(5,1),(5,21),-0.0357719 # DEPENDENCYPART_SIBL
(5,1),(5,22),0.0187947 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0577704 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0799972 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0520722 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0829357 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0608801 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0569458 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.157127 # DEPENDENCYPART_SIBL
(5,3),(5,18),-0.00420492 # DEPENDENCYPART_SIBL
(5,3),(5,21),-0.0535853 # DEPENDENCYPART_SIBL
(5,3),(5,22),-0.0614765 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.701483 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.562485 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.619908 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.617361 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.680027 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.68916 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.572837 # DEPENDENCYPART_SIBL
(5,6),(5,21),-0.743722 # DEPENDENCYPART_SIBL
(5,6),(5,22),-0.430337 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.567852 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.585386 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.582838 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.64606 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.723598 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.578584 # DEPENDENCYPART_SIBL
(5,7),(5,21),-0.776121 # DEPENDENCYPART_SIBL
(5,7),(5,22),-0.443131 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.269694 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.213976 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.259071 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.0167761 # DEPENDENCYPART_SIBL
(5,8),(5,18),0.208247 # DEPENDENCYPART_SIBL
(5,8),(5,21),0.204826 # DEPENDENCYPART_SIBL
(5,8),(5,22),0.243947 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.472152 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.328774 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.485312 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.350451 # DEPENDENCYPART_SIBL
(5,9),(5,21),-0.472206 # DEPENDENCYPART_SIBL
(5,9),(5,22),-0.20755 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.323151 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.485736 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.347584 # DEPENDENCYPART_SIBL
(5,10),(5,21),-0.472821 # DEPENDENCYPART_SIBL
(5,10),(5,22),-0.200447 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.688976 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.572653 # DEPENDENCYPART_SIBL
(5,13),(5,21),-0.743538 # DEPENDENCYPART_SIBL
(5,13),(5,22),-0.430153 # DEPENDENCYPART_SIBL
(5,14),(5,18),-0.432401 # DEPENDENCYPART_SIBL
(5,14),(5,21),-0.882197 # DEPENDENCYPART_SIBL
(5,14),(5,22),-0.298047 # DEPENDENCYPART_SIBL
(5,18),(5,21),-0.496312 # DEPENDENCYPART_SIBL
(5,18),(5,22),-0.223566 # DEPENDENCYPART_SIBL
(5,21),(5,22),-0.29831 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0378661 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.202512 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0406777 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.130123 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0204952 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.064669 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0220882 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0294864 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0139429 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.111637 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.111643 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0154643 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.0750278 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.121643 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.0725543 # DEPENDENCYPART_SIBL
(6,1),(6,21),-0.0213997 # DEPENDENCYPART_SIBL
(6,1),(6,22),0.00763397 # DEPENDENCYPART_SIBL
(6,1),(6,23),-0.0784529 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.458139 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.10834 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0153415 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.342765 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0616919 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0689744 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0266212 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0723977 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.0192788 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0192788 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.00128428 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0133369 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0412743 # DEPENDENCYPART_SIBL
(6,2),(6,18),0.0258229 # DEPENDENCYPART_SIBL
(6,2),(6,21),0.0607751 # DEPENDENCYPART_SIBL
(6,2),(6,22),-0.0281766 # DEPENDENCYPART_SIBL
(6,2),(6,23),0.0503317 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0410166 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.131449 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0335107 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.00266101 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.143132 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.130394 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.109132 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.122784 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.118154 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.435476 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.155802 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.118649 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0498318 # DEPENDENCYPART_SIBL
(6,3),(6,21),0.05984 # DEPENDENCYPART_SIBL
(6,3),(6,22),-0.0640202 # DEPENDENCYPART_SIBL
(6,3),(6,23),-0.118359 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0177006 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.360195 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0857952 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0755238 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0331706 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0789472 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0359127 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0359127 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0150859 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.000550636 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.028488 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.0386092 # DEPENDENCYPART_SIBL
(6,4),(6,21),0.0745767 # DEPENDENCYPART_SIBL
(6,4),(6,22),-0.0153903 # DEPENDENCYPART_SIBL
(6,4),(6,23),0.0485564 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0854852 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0367893 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0181342 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0274768 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0141607 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0325249 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0325249 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0515612 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0157353 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0379709 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.0206873 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.0244327 # DEPENDENCYPART_SIBL
(6,5),(6,22),0.0234359 # DEPENDENCYPART_SIBL
(6,5),(6,23),-0.00245952 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0744196 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0784005 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0428968 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0457839 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0215889 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0203432 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.124934 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0375049 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0128847 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0540747 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.129405 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.0418152 # DEPENDENCYPART_SIBL
(6,7),(6,23),0.103451 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.794058 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.657011 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.696376 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.709639 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.709636 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.296191 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.000604787 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.367964 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.390411 # DEPENDENCYPART_SIBL
(6,8),(6,21),0.48106 # DEPENDENCYPART_SIBL
(6,8),(6,22),0.343198 # DEPENDENCYPART_SIBL
(6,8),(6,23),0.0110176 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.264521 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.25135 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0281943 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0281943 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0285315 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.063692 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.045382 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.00781778 # DEPENDENCYPART_SIBL
(6,9),(6,21),0.0161214 # DEPENDENCYPART_SIBL
(6,9),(6,22),0.0236793 # DEPENDENCYPART_SIBL
(6,9),(6,23),0.0937392 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.288217 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.014423 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.014423 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0774742 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0263049 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.00537719 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0378371 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.033012 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.0177388 # DEPENDENCYPART_SIBL
(6,10),(6,23),0.0677765 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0112251 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0112251 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0700547 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0338653 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.0128609 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0303197 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.0254032 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.0102622 # DEPENDENCYPART_SIBL
(6,11),(6,23),0.0921972 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0604496 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0781357 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0411591 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.00888593 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.06371 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.0866561 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.0409768 # DEPENDENCYPART_SIBL
(6,12),(6,23),0.00253278 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0781357 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.0411591 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.00888593 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.06371 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.0866561 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.0409768 # DEPENDENCYPART_SIBL
(6,13),(6,23),0.0061602 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.093112 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0139977 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0713319 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.331968 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.0301032 # DEPENDENCYPART_SIBL
(6,14),(6,23),0.0757981 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.783177 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.626172 # DEPENDENCYPART_SIBL
(6,15),(6,21),0.631202 # DEPENDENCYPART_SIBL
(6,15),(6,22),0.274201 # DEPENDENCYPART_SIBL
(6,15),(6,23),0.753744 # DEPENDENCYPART_SIBL
(6,16),(6,18),0.237642 # DEPENDENCYPART_SIBL
(6,16),(6,21),0.301585 # DEPENDENCYPART_SIBL
(6,16),(6,22),0.112699 # DEPENDENCYPART_SIBL
(6,16),(6,23),0.26649 # DEPENDENCYPART_SIBL
(6,18),(6,21),-0.0680712 # DEPENDENCYPART_SIBL
(6,18),(6,22),-0.0169889 # DEPENDENCYPART_SIBL
(6,18),(6,23),0.185047 # DEPENDENCYPART_SIBL
(6,21),(6,22),-0.0569527 # DEPENDENCYPART_SIBL
(6,21),(6,23),0.0148372 # DEPENDENCYPART_SIBL
(6,22),(6,23),0.0305844 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0493984 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.202022 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0465872 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0465136 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0583365 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0499404 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0573387 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0417956 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.187655 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0468223 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.536498 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.365617 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.36845 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.255308 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.149892 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.107539 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.153314 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.0161667 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.182729 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.127915 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.135861 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.00880325 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.171128 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.15839 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.137128 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.194314 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.127745 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.375334 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.279439 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.156466 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.114113 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.159889 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0328296 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.195539 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.287182 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.165314 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.122961 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.168736 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0580229 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.19987 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.662977 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.525931 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.565295 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.461155 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0756793 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.270875 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.257704 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0205896 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0759923 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.294571 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0632069 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0386052 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.060009 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0461657 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0193366 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0330315 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0592288 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0165307 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0334688 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0870505 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0118166 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0332681 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0288315 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0418704 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.00117864 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0360333 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0894648 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0120419 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0560859 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0258267 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0191945 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0520118 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0559159 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0491035 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0346662 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0112231 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0171633 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.059455 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0594608 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.054081 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.015762 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0779406 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0278016 # DEPENDENCYPART_SIBL
(11,1),(11,20),0.0192301 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.0721467 # DEPENDENCYPART_SIBL
(11,1),(11,22),0.00920336 # DEPENDENCYPART_SIBL
(11,1),(11,23),0.0544756 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.00719932 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0226032 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.049347 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.11254 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.139605 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0143778 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0143778 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0401761 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0398045 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0159215 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.0221713 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.0109934 # DEPENDENCYPART_SIBL
(11,2),(11,21),0.0399199 # DEPENDENCYPART_SIBL
(11,2),(11,22),-0.0441624 # DEPENDENCYPART_SIBL
(11,2),(11,23),-0.00964185 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0319348 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0581285 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.114122 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.141187 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0164038 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0164038 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0393282 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0399879 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.0157381 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.0219879 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.017731 # DEPENDENCYPART_SIBL
(11,4),(11,21),0.0407678 # DEPENDENCYPART_SIBL
(11,4),(11,22),-0.0443458 # DEPENDENCYPART_SIBL
(11,4),(11,23),-0.0245302 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0859502 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.125978 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.153043 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0323899 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0323899 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0391289 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0397872 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0159388 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0221886 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.013017 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.0409671 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.0441456 # DEPENDENCYPART_SIBL
(11,6),(11,23),-0.0188969 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0925739 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.119586 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0362934 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0362934 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0636196 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.048397 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.00872793 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.0137938 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0300396 # DEPENDENCYPART_SIBL
(11,7),(11,21),0.0165384 # DEPENDENCYPART_SIBL
(11,7),(11,22),-0.0527828 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.199674 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0268417 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0602603 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0602603 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.011209 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0194408 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0132818 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0346571 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.0463235 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.0348836 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.00816688 # DEPENDENCYPART_SIBL
(11,9),(11,23),-0.0117199 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0708096 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0708096 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.00175053 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0185422 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0301725 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0477837 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.0265262 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.0477992 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.00994184 # DEPENDENCYPART_SIBL
(11,10),(11,23),0.00369292 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.122232 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0327875 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0165639 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0453214 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0597669 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0780369 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0418384 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.0210359 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.0380799 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0328025 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.016579 # DEPENDENCYPART_SIBL
