# _root_ Jack W. Forrest , Environmental Systems president and chief executive officer , said the change increases the company 's effective tax rate to about 35 % from 20 % .
#goldHeads=3,3,13,3,7,7,3,7,11,11,8,3,0,15,16,13,18,22,18,22,22,16,16,26,24,23,16,29,27,13,
#predictedHeads=3,3,13,3,7,7,3,7,11,11,8,3,0,15,16,13,18,22,18,22,22,16,16,26,24,23,16,29,27,13,
(13,15),(13,24),-0.00720079 # DEPENDENCYPART_SIBL
(13,15),(13,27),-0.103256 # DEPENDENCYPART_SIBL
(13,15),(13,30),-0.0925748 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.2391 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.131481 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.172526 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.249093 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.358623 # DEPENDENCYPART_SIBL
(13,16),(13,24),-0.196781 # DEPENDENCYPART_SIBL
(13,16),(13,27),-0.334864 # DEPENDENCYPART_SIBL
(13,16),(13,30),-0.0533855 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.0243146 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.0391881 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.179017 # DEPENDENCYPART_SIBL
(13,18),(13,23),-0.0238884 # DEPENDENCYPART_SIBL
(13,18),(13,24),0.0321301 # DEPENDENCYPART_SIBL
(13,18),(13,27),0.015065 # DEPENDENCYPART_SIBL
(13,18),(13,30),-0.134304 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.0197542 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.28572 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.22309 # DEPENDENCYPART_SIBL
(13,19),(13,24),-0.0870689 # DEPENDENCYPART_SIBL
(13,19),(13,27),-0.129516 # DEPENDENCYPART_SIBL
(13,19),(13,30),-0.149928 # DEPENDENCYPART_SIBL
(13,20),(13,22),-0.0926875 # DEPENDENCYPART_SIBL
(13,20),(13,23),-0.12524 # DEPENDENCYPART_SIBL
(13,20),(13,24),-0.0839829 # DEPENDENCYPART_SIBL
(13,20),(13,27),-0.197729 # DEPENDENCYPART_SIBL
(13,20),(13,30),-0.0528808 # DEPENDENCYPART_SIBL
(13,22),(13,23),-0.0289898 # DEPENDENCYPART_SIBL
(13,22),(13,24),-0.00143104 # DEPENDENCYPART_SIBL
(13,22),(13,27),-0.0220252 # DEPENDENCYPART_SIBL
(13,22),(13,30),-0.191336 # DEPENDENCYPART_SIBL
(13,23),(13,24),-0.131521 # DEPENDENCYPART_SIBL
(13,23),(13,27),0.192026 # DEPENDENCYPART_SIBL
(13,23),(13,30),-0.237974 # DEPENDENCYPART_SIBL
(13,24),(13,27),-0.0208077 # DEPENDENCYPART_SIBL
(13,24),(13,30),-0.110472 # DEPENDENCYPART_SIBL
(13,27),(13,30),-0.103141 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.182847 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.00390332 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.579364 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0474006 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0513623 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.0718699 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.103245 # DEPENDENCYPART_SIBL
(15,10),(15,23),0.00540459 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0230445 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.498185 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0169289 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.03525 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.14347 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.0314113 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.103761 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.128648 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.00650031 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0162096 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0266798 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.0241989 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.0584309 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.254215 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0289152 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.466715 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0463365 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0994227 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0615903 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.00792649 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.0684948 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.0865885 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0952962 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.111473 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.0441292 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.145807 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.0922933 # DEPENDENCYPART_SIBL
(15,22),(15,23),0.0956961 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.368526 # DEPENDENCYPART_SIBL
(16,1),(16,3),-0.385189 # DEPENDENCYPART_SIBL
(16,1),(16,4),-0.0953017 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.389414 # DEPENDENCYPART_SIBL
(16,1),(16,6),-0.405843 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.321465 # DEPENDENCYPART_SIBL
(16,1),(16,8),-0.279111 # DEPENDENCYPART_SIBL
(16,1),(16,9),-0.219808 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.208646 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.323684 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.0953017 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.17064 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.38323 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.297777 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0775216 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.0200945 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.0556902 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.0156427 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.0202933 # DEPENDENCYPART_SIBL
(16,1),(16,22),-0.00705596 # DEPENDENCYPART_SIBL
(16,1),(16,23),-0.00312479 # DEPENDENCYPART_SIBL
(16,1),(16,24),-0.0588695 # DEPENDENCYPART_SIBL
(16,1),(16,26),-0.0164585 # DEPENDENCYPART_SIBL
(16,1),(16,27),0.0391984 # DEPENDENCYPART_SIBL
(16,1),(16,29),-0.0164585 # DEPENDENCYPART_SIBL
(16,1),(16,30),0.0617551 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.380452 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.0943624 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.384678 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.401107 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.32207 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.279677 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.215389 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.204273 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.324283 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.0943624 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.170999 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.383588 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.298376 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0922085 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.0167055 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.0422607 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.0510799 # DEPENDENCYPART_SIBL
(16,2),(16,21),-0.0236992 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.0104619 # DEPENDENCYPART_SIBL
(16,2),(16,23),-0.0144984 # DEPENDENCYPART_SIBL
(16,2),(16,24),-0.0730318 # DEPENDENCYPART_SIBL
(16,2),(16,26),-0.0198644 # DEPENDENCYPART_SIBL
(16,2),(16,27),0.0254298 # DEPENDENCYPART_SIBL
(16,2),(16,29),-0.0198644 # DEPENDENCYPART_SIBL
(16,2),(16,30),0.0248012 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.0927376 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.385984 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.402412 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.321169 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.278976 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.219708 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.208582 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.323388 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.0927376 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.170604 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.383194 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.297481 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.0900969 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.0142401 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.0444125 # DEPENDENCYPART_SIBL
(16,3),(16,20),-0.0515518 # DEPENDENCYPART_SIBL
(16,3),(16,21),-0.0261646 # DEPENDENCYPART_SIBL
(16,3),(16,22),-0.0129273 # DEPENDENCYPART_SIBL
(16,3),(16,23),-0.0123723 # DEPENDENCYPART_SIBL
(16,3),(16,24),-0.0709182 # DEPENDENCYPART_SIBL
(16,3),(16,26),-0.0223298 # DEPENDENCYPART_SIBL
(16,3),(16,27),0.0304883 # DEPENDENCYPART_SIBL
(16,3),(16,29),-0.0223298 # DEPENDENCYPART_SIBL
(16,3),(16,30),0.0316869 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.00424072 # DEPENDENCYPART_SIBL
(16,4),(16,6),0.0195171 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.0481444 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.0729343 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.019056 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.0122499 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.0382607 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.0829109 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.128443 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.08429 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.00508437 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.156502 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.042917 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.20917 # DEPENDENCYPART_SIBL
(16,4),(16,20),-0.103677 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.0555487 # DEPENDENCYPART_SIBL
(16,4),(16,22),-0.0316819 # DEPENDENCYPART_SIBL
(16,4),(16,23),-0.0632605 # DEPENDENCYPART_SIBL
(16,4),(16,24),-0.0638535 # DEPENDENCYPART_SIBL
(16,4),(16,26),-0.0130441 # DEPENDENCYPART_SIBL
(16,4),(16,27),-0.0571616 # DEPENDENCYPART_SIBL
(16,4),(16,29),-0.0130441 # DEPENDENCYPART_SIBL
(16,4),(16,30),0.0075378 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.3995 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.323546 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.280471 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.217558 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.206432 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.325765 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.107525 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.172081 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.384671 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.294262 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.0810465 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.0431009 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.05338 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.0433172 # DEPENDENCYPART_SIBL
(16,5),(16,21),-0.0097763 # DEPENDENCYPART_SIBL
(16,5),(16,22),0.00346104 # DEPENDENCYPART_SIBL
(16,5),(16,23),-0.00957527 # DEPENDENCYPART_SIBL
(16,5),(16,24),-0.0620697 # DEPENDENCYPART_SIBL
(16,5),(16,26),-0.00594153 # DEPENDENCYPART_SIBL
(16,5),(16,27),0.0590385 # DEPENDENCYPART_SIBL
(16,5),(16,29),-0.00594153 # DEPENDENCYPART_SIBL
(16,5),(16,30),0.0467295 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.319722 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.281752 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.226744 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.215618 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.321941 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.125081 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.164556 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.386387 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.296034 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0772817 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.0349751 # DEPENDENCYPART_SIBL
(16,6),(16,19),0.0611146 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.0344082 # DEPENDENCYPART_SIBL
(16,6),(16,21),-0.00516495 # DEPENDENCYPART_SIBL
(16,6),(16,22),0.00807238 # DEPENDENCYPART_SIBL
(16,6),(16,23),0.0100473 # DEPENDENCYPART_SIBL
(16,6),(16,24),-0.0468453 # DEPENDENCYPART_SIBL
(16,6),(16,26),0.00147565 # DEPENDENCYPART_SIBL
(16,6),(16,27),0.0330605 # DEPENDENCYPART_SIBL
(16,6),(16,29),0.00147565 # DEPENDENCYPART_SIBL
(16,6),(16,30),0.0558107 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.346932 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.363798 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.335188 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.781479 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0715966 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.271141 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.509084 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.77796 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0981907 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.0153907 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.0349972 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.034064 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.0179681 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.000244966 # DEPENDENCYPART_SIBL
(16,7),(16,23),0.0154561 # DEPENDENCYPART_SIBL
(16,7),(16,24),-0.117132 # DEPENDENCYPART_SIBL
(16,7),(16,26),0.00183424 # DEPENDENCYPART_SIBL
(16,7),(16,27),0.0154885 # DEPENDENCYPART_SIBL
(16,7),(16,29),0.00183424 # DEPENDENCYPART_SIBL
(16,7),(16,30),0.0460588 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0323562 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.0186363 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.0276067 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.0402043 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.00437157 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.0921959 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.0190793 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.101471 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0674002 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.0635318 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.0256485 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.0733797 # DEPENDENCYPART_SIBL
(16,8),(16,22),-0.0530361 # DEPENDENCYPART_SIBL
(16,8),(16,23),-0.0392221 # DEPENDENCYPART_SIBL
(16,8),(16,24),-0.101264 # DEPENDENCYPART_SIBL
(16,8),(16,26),-0.0638251 # DEPENDENCYPART_SIBL
(16,8),(16,27),-0.0490938 # DEPENDENCYPART_SIBL
(16,8),(16,29),-0.0638251 # DEPENDENCYPART_SIBL
(16,8),(16,30),0.119448 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0366823 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0746346 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.00550967 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0844177 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.312425 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0682557 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0319154 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.0428426 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.0136385 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.0434528 # DEPENDENCYPART_SIBL
(16,9),(16,21),0.0281955 # DEPENDENCYPART_SIBL
(16,9),(16,22),0.0487288 # DEPENDENCYPART_SIBL
(16,9),(16,23),0.120751 # DEPENDENCYPART_SIBL
(16,9),(16,24),-0.0510343 # DEPENDENCYPART_SIBL
(16,9),(16,26),-0.00181609 # DEPENDENCYPART_SIBL
(16,9),(16,27),0.0568328 # DEPENDENCYPART_SIBL
(16,9),(16,29),-0.00181609 # DEPENDENCYPART_SIBL
(16,9),(16,30),0.0184464 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.0740874 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.01226 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0894988 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.31278 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0693234 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0275502 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.0767977 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0101042 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0337213 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.0619403 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.0824735 # DEPENDENCYPART_SIBL
(16,10),(16,23),0.126298 # DEPENDENCYPART_SIBL
(16,10),(16,24),-0.0610742 # DEPENDENCYPART_SIBL
(16,10),(16,26),0.0369715 # DEPENDENCYPART_SIBL
(16,10),(16,27),0.07626 # DEPENDENCYPART_SIBL
(16,10),(16,29),0.0369715 # DEPENDENCYPART_SIBL
(16,10),(16,30),0.0704482 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.101289 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.266706 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.502015 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.765297 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0911037 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.00113045 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0403013 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0269825 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.00391876 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.0138044 # DEPENDENCYPART_SIBL
(16,11),(16,23),0.0670534 # DEPENDENCYPART_SIBL
(16,11),(16,24),-0.110896 # DEPENDENCYPART_SIBL
(16,11),(16,26),0.0158463 # DEPENDENCYPART_SIBL
(16,11),(16,27),0.0350789 # DEPENDENCYPART_SIBL
(16,11),(16,29),0.0158463 # DEPENDENCYPART_SIBL
(16,11),(16,30),0.033654 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.128443 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.08429 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.00508437 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.156502 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.042917 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.20917 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.103677 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0555487 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.0316819 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.0632605 # DEPENDENCYPART_SIBL
(16,12),(16,24),-0.0638535 # DEPENDENCYPART_SIBL
(16,12),(16,26),-0.0130441 # DEPENDENCYPART_SIBL
(16,12),(16,27),-0.0571616 # DEPENDENCYPART_SIBL
(16,12),(16,29),-0.0130441 # DEPENDENCYPART_SIBL
(16,12),(16,30),0.0075378 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0761605 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0609167 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.108999 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0225872 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0800837 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0735114 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0385273 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0222774 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.107527 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.138326 # DEPENDENCYPART_SIBL
(16,13),(16,26),-0.0302094 # DEPENDENCYPART_SIBL
(16,13),(16,27),-0.0458954 # DEPENDENCYPART_SIBL
(16,13),(16,29),-0.0302094 # DEPENDENCYPART_SIBL
(16,13),(16,30),-0.0189031 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.208313 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.176858 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.116189 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.221869 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.177653 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.117542 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.0919684 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.178104 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.246781 # DEPENDENCYPART_SIBL
(16,14),(16,26),-0.136849 # DEPENDENCYPART_SIBL
(16,14),(16,27),-0.198883 # DEPENDENCYPART_SIBL
(16,14),(16,29),-0.136849 # DEPENDENCYPART_SIBL
(16,14),(16,30),-0.203311 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0705849 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0176565 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0506262 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.00408532 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0204943 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.00277111 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.0877119 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.0808757 # DEPENDENCYPART_SIBL
(16,15),(16,26),-0.0120169 # DEPENDENCYPART_SIBL
(16,15),(16,27),0.0655746 # DEPENDENCYPART_SIBL
(16,15),(16,29),-0.0120169 # DEPENDENCYPART_SIBL
(16,15),(16,30),0.0592355 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.223145 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.110325 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0843713 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.197289 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.206994 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.107239 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.0500209 # DEPENDENCYPART_SIBL
(16,17),(16,26),-0.209337 # DEPENDENCYPART_SIBL
(16,17),(16,27),-0.10619 # DEPENDENCYPART_SIBL
(16,17),(16,29),-0.209337 # DEPENDENCYPART_SIBL
(16,17),(16,30),-0.112331 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0365291 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0188024 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.202934 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.216529 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.112141 # DEPENDENCYPART_SIBL
(16,18),(16,24),0.102744 # DEPENDENCYPART_SIBL
(16,18),(16,26),-0.171115 # DEPENDENCYPART_SIBL
(16,18),(16,27),0.0516892 # DEPENDENCYPART_SIBL
(16,18),(16,29),-0.171115 # DEPENDENCYPART_SIBL
(16,18),(16,30),0.0259471 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0134162 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.263364 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.273457 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.0885925 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.0527908 # DEPENDENCYPART_SIBL
(16,19),(16,26),-0.261453 # DEPENDENCYPART_SIBL
(16,19),(16,27),-0.0026078 # DEPENDENCYPART_SIBL
(16,19),(16,29),-0.261453 # DEPENDENCYPART_SIBL
(16,19),(16,30),-0.0722854 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.23801 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.247831 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.0386424 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.111936 # DEPENDENCYPART_SIBL
(16,20),(16,26),-0.227489 # DEPENDENCYPART_SIBL
(16,20),(16,27),-0.0918907 # DEPENDENCYPART_SIBL
(16,20),(16,29),-0.227489 # DEPENDENCYPART_SIBL
(16,20),(16,30),0.0194723 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.280551 # DEPENDENCYPART_SIBL
(16,21),(16,23),0.0361973 # DEPENDENCYPART_SIBL
(16,21),(16,24),0.0714405 # DEPENDENCYPART_SIBL
(16,21),(16,26),-0.233477 # DEPENDENCYPART_SIBL
(16,21),(16,27),0.0144536 # DEPENDENCYPART_SIBL
(16,21),(16,29),-0.233477 # DEPENDENCYPART_SIBL
(16,21),(16,30),-0.00123352 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.18958 # DEPENDENCYPART_SIBL
(16,22),(16,24),0.117152 # DEPENDENCYPART_SIBL
(16,22),(16,26),-0.223763 # DEPENDENCYPART_SIBL
(16,22),(16,27),0.0990661 # DEPENDENCYPART_SIBL
(16,22),(16,29),-0.223763 # DEPENDENCYPART_SIBL
(16,22),(16,30),0.0253064 # DEPENDENCYPART_SIBL
(16,23),(16,24),0.0380175 # DEPENDENCYPART_SIBL
(16,23),(16,26),-0.239223 # DEPENDENCYPART_SIBL
(16,23),(16,27),0.267386 # DEPENDENCYPART_SIBL
