# _root_ Many employers have already begun moving to southern countries such as Spain and Italy , where wages are low and unions are weaker ; demand for trained labor and managers will rise there , FMC says .
#goldHeads=2,3,36,3,3,5,6,9,7,11,9,11,12,13,9,18,18,9,18,18,22,20,22,3,31,25,28,26,28,29,3,31,32,3,36,0,36,
#predictedHeads=2,3,36,3,3,5,6,9,7,11,9,11,12,13,12,18,18,12,18,18,22,20,22,22,31,25,28,26,28,29,22,31,32,36,36,0,36,
(22,11),(22,29),-0.0338939 # DEPENDENCYPART_SIBL
(22,11),(22,30),0.00497657 # DEPENDENCYPART_SIBL
(22,11),(22,31),0.000546669 # DEPENDENCYPART_SIBL
(22,11),(22,32),-0.102827 # DEPENDENCYPART_SIBL
(22,11),(22,33),-0.0357512 # DEPENDENCYPART_SIBL
(22,11),(22,34),-0.151731 # DEPENDENCYPART_SIBL
(22,11),(22,35),-0.0406851 # DEPENDENCYPART_SIBL
(22,11),(22,36),-0.0853065 # DEPENDENCYPART_SIBL
(22,11),(22,37),0.0998308 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.328414 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.346099 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.102253 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.266931 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.414916 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.118532 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.273142 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.328414 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.41803 # DEPENDENCYPART_SIBL
(22,12),(22,23),0.00493894 # DEPENDENCYPART_SIBL
(22,12),(22,24),0.171274 # DEPENDENCYPART_SIBL
(22,12),(22,25),-0.00752318 # DEPENDENCYPART_SIBL
(22,12),(22,26),-0.0450967 # DEPENDENCYPART_SIBL
(22,12),(22,27),0.0139643 # DEPENDENCYPART_SIBL
(22,12),(22,28),-0.00173746 # DEPENDENCYPART_SIBL
(22,12),(22,29),0.0402939 # DEPENDENCYPART_SIBL
(22,12),(22,30),0.0206383 # DEPENDENCYPART_SIBL
(22,12),(22,31),-0.0496622 # DEPENDENCYPART_SIBL
(22,12),(22,32),-0.0570116 # DEPENDENCYPART_SIBL
(22,12),(22,33),0.0749071 # DEPENDENCYPART_SIBL
(22,12),(22,34),-0.0121334 # DEPENDENCYPART_SIBL
(22,12),(22,35),0.0161234 # DEPENDENCYPART_SIBL
(22,12),(22,36),-0.0678166 # DEPENDENCYPART_SIBL
(22,12),(22,37),-0.0244877 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.0321522 # DEPENDENCYPART_SIBL
(22,13),(22,15),0.172739 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.0583721 # DEPENDENCYPART_SIBL
(22,13),(22,17),0.0091208 # DEPENDENCYPART_SIBL
(22,13),(22,18),0.0940719 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.0304124 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.107834 # DEPENDENCYPART_SIBL
(22,13),(22,21),0.00627321 # DEPENDENCYPART_SIBL
(22,13),(22,23),0.0356737 # DEPENDENCYPART_SIBL
(22,13),(22,24),0.198448 # DEPENDENCYPART_SIBL
(22,13),(22,25),-0.0948829 # DEPENDENCYPART_SIBL
(22,13),(22,26),-0.0663745 # DEPENDENCYPART_SIBL
(22,13),(22,27),0.0198787 # DEPENDENCYPART_SIBL
(22,13),(22,28),-0.116543 # DEPENDENCYPART_SIBL
(22,13),(22,29),-0.136502 # DEPENDENCYPART_SIBL
(22,13),(22,30),-0.0126544 # DEPENDENCYPART_SIBL
(22,13),(22,31),-0.0974936 # DEPENDENCYPART_SIBL
(22,13),(22,32),-0.0260355 # DEPENDENCYPART_SIBL
(22,13),(22,33),-0.0304772 # DEPENDENCYPART_SIBL
(22,13),(22,34),-0.0644855 # DEPENDENCYPART_SIBL
(22,13),(22,35),-0.0258761 # DEPENDENCYPART_SIBL
(22,13),(22,36),-0.0523533 # DEPENDENCYPART_SIBL
(22,13),(22,37),0.0336273 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.103425 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.266931 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.414923 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.118532 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.275646 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.328394 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.418037 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.00764609 # DEPENDENCYPART_SIBL
(22,14),(22,24),0.156045 # DEPENDENCYPART_SIBL
(22,14),(22,25),-0.024413 # DEPENDENCYPART_SIBL
(22,14),(22,26),-0.0561007 # DEPENDENCYPART_SIBL
(22,14),(22,27),-0.0102959 # DEPENDENCYPART_SIBL
(22,14),(22,28),-0.0186273 # DEPENDENCYPART_SIBL
(22,14),(22,29),0.0177759 # DEPENDENCYPART_SIBL
(22,14),(22,30),0.00746839 # DEPENDENCYPART_SIBL
(22,14),(22,31),-0.0629573 # DEPENDENCYPART_SIBL
(22,14),(22,32),-0.0711948 # DEPENDENCYPART_SIBL
(22,14),(22,33),0.0314355 # DEPENDENCYPART_SIBL
(22,14),(22,34),-0.0360115 # DEPENDENCYPART_SIBL
(22,14),(22,35),-0.0079933 # DEPENDENCYPART_SIBL
(22,14),(22,36),-0.0748558 # DEPENDENCYPART_SIBL
(22,14),(22,37),-0.0339503 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.29183 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.084481 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.110877 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.0474585 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.0331081 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.03756 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.0512522 # DEPENDENCYPART_SIBL
(22,15),(22,24),0.229698 # DEPENDENCYPART_SIBL
(22,15),(22,25),0.00450428 # DEPENDENCYPART_SIBL
(22,15),(22,26),-0.00759718 # DEPENDENCYPART_SIBL
(22,15),(22,27),0.0144148 # DEPENDENCYPART_SIBL
(22,15),(22,28),-0.0377302 # DEPENDENCYPART_SIBL
(22,15),(22,29),-0.101469 # DEPENDENCYPART_SIBL
(22,15),(22,30),-0.0394731 # DEPENDENCYPART_SIBL
(22,15),(22,31),-0.0196591 # DEPENDENCYPART_SIBL
(22,15),(22,32),-0.0981827 # DEPENDENCYPART_SIBL
(22,15),(22,33),-0.0477756 # DEPENDENCYPART_SIBL
(22,15),(22,34),-0.0504552 # DEPENDENCYPART_SIBL
(22,15),(22,35),-0.0398748 # DEPENDENCYPART_SIBL
(22,15),(22,36),0.0214611 # DEPENDENCYPART_SIBL
(22,15),(22,37),0.0905751 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.00337494 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.0990402 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0701933 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.0640816 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.00459945 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.031898 # DEPENDENCYPART_SIBL
(22,16),(22,24),0.0245647 # DEPENDENCYPART_SIBL
(22,16),(22,25),0.181136 # DEPENDENCYPART_SIBL
(22,16),(22,26),-0.0935335 # DEPENDENCYPART_SIBL
(22,16),(22,27),-0.450817 # DEPENDENCYPART_SIBL
(22,16),(22,28),0.173584 # DEPENDENCYPART_SIBL
(22,16),(22,29),0.0731195 # DEPENDENCYPART_SIBL
(22,16),(22,30),0.102199 # DEPENDENCYPART_SIBL
(22,16),(22,31),-0.15983 # DEPENDENCYPART_SIBL
(22,16),(22,32),-0.1887 # DEPENDENCYPART_SIBL
(22,16),(22,33),0.00943229 # DEPENDENCYPART_SIBL
(22,16),(22,34),-0.170693 # DEPENDENCYPART_SIBL
(22,16),(22,35),-0.0295616 # DEPENDENCYPART_SIBL
(22,16),(22,36),-0.154196 # DEPENDENCYPART_SIBL
(22,16),(22,37),-0.35341 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.0798121 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.419695 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.389658 # DEPENDENCYPART_SIBL
(22,17),(22,21),-1.09844 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0845886 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.122953 # DEPENDENCYPART_SIBL
(22,17),(22,25),0.0172821 # DEPENDENCYPART_SIBL
(22,17),(22,26),0.014324 # DEPENDENCYPART_SIBL
(22,17),(22,27),0.0140268 # DEPENDENCYPART_SIBL
(22,17),(22,28),0.00700638 # DEPENDENCYPART_SIBL
(22,17),(22,29),0.0091824 # DEPENDENCYPART_SIBL
(22,17),(22,30),-0.082274 # DEPENDENCYPART_SIBL
(22,17),(22,31),0.0354413 # DEPENDENCYPART_SIBL
(22,17),(22,32),-0.0769758 # DEPENDENCYPART_SIBL
(22,17),(22,33),0.0802452 # DEPENDENCYPART_SIBL
(22,17),(22,34),-0.00475087 # DEPENDENCYPART_SIBL
(22,17),(22,35),-0.0094648 # DEPENDENCYPART_SIBL
(22,17),(22,36),-0.0714683 # DEPENDENCYPART_SIBL
(22,17),(22,37),0.0325813 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.123477 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.15105 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.102869 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.014271 # DEPENDENCYPART_SIBL
(22,18),(22,24),0.0711465 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.0201776 # DEPENDENCYPART_SIBL
(22,18),(22,26),-0.0963446 # DEPENDENCYPART_SIBL
(22,18),(22,27),0.0018426 # DEPENDENCYPART_SIBL
(22,18),(22,28),-0.027226 # DEPENDENCYPART_SIBL
(22,18),(22,29),-0.00909591 # DEPENDENCYPART_SIBL
(22,18),(22,30),0.00265057 # DEPENDENCYPART_SIBL
(22,18),(22,31),-0.0567929 # DEPENDENCYPART_SIBL
(22,18),(22,32),-0.116383 # DEPENDENCYPART_SIBL
(22,18),(22,33),0.0290258 # DEPENDENCYPART_SIBL
(22,18),(22,34),-0.030857 # DEPENDENCYPART_SIBL
(22,18),(22,35),0.019353 # DEPENDENCYPART_SIBL
(22,18),(22,36),-0.116659 # DEPENDENCYPART_SIBL
(22,18),(22,37),0.048151 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.228156 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.212995 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0135609 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.0217999 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.0706417 # DEPENDENCYPART_SIBL
(22,19),(22,26),-0.110199 # DEPENDENCYPART_SIBL
(22,19),(22,27),-0.00377198 # DEPENDENCYPART_SIBL
(22,19),(22,28),-0.0873236 # DEPENDENCYPART_SIBL
(22,19),(22,29),-0.0214479 # DEPENDENCYPART_SIBL
(22,19),(22,30),-0.0527637 # DEPENDENCYPART_SIBL
(22,19),(22,31),-0.117167 # DEPENDENCYPART_SIBL
(22,19),(22,32),-0.119718 # DEPENDENCYPART_SIBL
(22,19),(22,33),-0.103139 # DEPENDENCYPART_SIBL
(22,19),(22,34),-0.0777184 # DEPENDENCYPART_SIBL
(22,19),(22,35),-0.0272709 # DEPENDENCYPART_SIBL
(22,19),(22,36),-0.0991865 # DEPENDENCYPART_SIBL
(22,19),(22,37),-0.000533657 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.00627321 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0356737 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.198448 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.0948829 # DEPENDENCYPART_SIBL
(22,20),(22,26),-0.0663745 # DEPENDENCYPART_SIBL
(22,20),(22,27),0.0198787 # DEPENDENCYPART_SIBL
(22,20),(22,28),-0.116543 # DEPENDENCYPART_SIBL
(22,20),(22,29),-0.136502 # DEPENDENCYPART_SIBL
(22,20),(22,30),-0.0126544 # DEPENDENCYPART_SIBL
(22,20),(22,31),-0.0974936 # DEPENDENCYPART_SIBL
(22,20),(22,32),-0.0260355 # DEPENDENCYPART_SIBL
(22,20),(22,33),-0.0304772 # DEPENDENCYPART_SIBL
(22,20),(22,34),-0.0644855 # DEPENDENCYPART_SIBL
(22,20),(22,35),-0.0258761 # DEPENDENCYPART_SIBL
(22,20),(22,36),-0.0523533 # DEPENDENCYPART_SIBL
(22,20),(22,37),0.0336273 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.066954 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.107821 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.000722082 # DEPENDENCYPART_SIBL
(22,21),(22,26),0.00707289 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.00769014 # DEPENDENCYPART_SIBL
(22,21),(22,28),-0.0109978 # DEPENDENCYPART_SIBL
(22,21),(22,29),-0.00351559 # DEPENDENCYPART_SIBL
(22,21),(22,30),-0.101179 # DEPENDENCYPART_SIBL
(22,21),(22,31),0.0172507 # DEPENDENCYPART_SIBL
(22,21),(22,32),-0.095834 # DEPENDENCYPART_SIBL
(22,21),(22,33),0.0113252 # DEPENDENCYPART_SIBL
(22,21),(22,34),-0.0269143 # DEPENDENCYPART_SIBL
(22,21),(22,35),-0.0276542 # DEPENDENCYPART_SIBL
(22,21),(22,36),-0.0896608 # DEPENDENCYPART_SIBL
(22,21),(22,37),-0.0013183 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.00916412 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.11059 # DEPENDENCYPART_SIBL
(22,23),(22,26),0.0150418 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.155525 # DEPENDENCYPART_SIBL
(22,23),(22,28),-0.109124 # DEPENDENCYPART_SIBL
(22,23),(22,29),0.0862651 # DEPENDENCYPART_SIBL
(22,23),(22,30),-0.209225 # DEPENDENCYPART_SIBL
(22,23),(22,31),-0.115472 # DEPENDENCYPART_SIBL
(22,23),(22,32),-0.0641079 # DEPENDENCYPART_SIBL
(22,23),(22,33),0.0341645 # DEPENDENCYPART_SIBL
(22,23),(22,34),0.0249769 # DEPENDENCYPART_SIBL
(22,23),(22,35),-0.0599496 # DEPENDENCYPART_SIBL
(22,23),(22,36),-0.0754614 # DEPENDENCYPART_SIBL
(22,23),(22,37),0.00608173 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.294911 # DEPENDENCYPART_SIBL
(22,24),(22,26),0.000202402 # DEPENDENCYPART_SIBL
(22,24),(22,27),0.0139914 # DEPENDENCYPART_SIBL
(22,24),(22,28),0.287883 # DEPENDENCYPART_SIBL
(22,24),(22,29),0.279717 # DEPENDENCYPART_SIBL
(22,24),(22,30),0.136805 # DEPENDENCYPART_SIBL
(22,24),(22,31),0.631515 # DEPENDENCYPART_SIBL
(22,24),(22,32),0.232481 # DEPENDENCYPART_SIBL
(22,24),(22,33),0.107114 # DEPENDENCYPART_SIBL
(22,24),(22,34),-0.202256 # DEPENDENCYPART_SIBL
(22,24),(22,35),0.302414 # DEPENDENCYPART_SIBL
(22,24),(22,36),0.717216 # DEPENDENCYPART_SIBL
(22,24),(22,37),0.209121 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.12205 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.121292 # DEPENDENCYPART_SIBL
(22,25),(22,28),-0.141315 # DEPENDENCYPART_SIBL
(22,25),(22,29),-0.0310744 # DEPENDENCYPART_SIBL
(22,25),(22,30),-0.33491 # DEPENDENCYPART_SIBL
(22,25),(22,31),-0.388944 # DEPENDENCYPART_SIBL
(22,25),(22,32),-0.0913977 # DEPENDENCYPART_SIBL
(22,25),(22,33),-0.0272082 # DEPENDENCYPART_SIBL
(22,25),(22,34),-0.012976 # DEPENDENCYPART_SIBL
(22,25),(22,35),-0.11733 # DEPENDENCYPART_SIBL
(22,25),(22,36),-0.123816 # DEPENDENCYPART_SIBL
(22,25),(22,37),-0.045238 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.116306 # DEPENDENCYPART_SIBL
(22,26),(22,28),0.0415481 # DEPENDENCYPART_SIBL
(22,26),(22,29),0.0980592 # DEPENDENCYPART_SIBL
(22,26),(22,30),-0.138451 # DEPENDENCYPART_SIBL
(22,26),(22,31),-0.235034 # DEPENDENCYPART_SIBL
(22,26),(22,32),-0.0572798 # DEPENDENCYPART_SIBL
(22,26),(22,33),-0.0228556 # DEPENDENCYPART_SIBL
(22,26),(22,34),0.0969695 # DEPENDENCYPART_SIBL
(22,26),(22,35),-0.0868287 # DEPENDENCYPART_SIBL
(22,26),(22,36),-0.0673286 # DEPENDENCYPART_SIBL
(22,26),(22,37),-0.00714098 # DEPENDENCYPART_SIBL
(22,27),(22,28),-0.384358 # DEPENDENCYPART_SIBL
(22,27),(22,29),0.0735151 # DEPENDENCYPART_SIBL
(22,27),(22,30),-0.432585 # DEPENDENCYPART_SIBL
(22,27),(22,31),-0.399864 # DEPENDENCYPART_SIBL
(22,27),(22,32),-0.27378 # DEPENDENCYPART_SIBL
(22,27),(22,33),-0.391941 # DEPENDENCYPART_SIBL
(22,27),(22,34),-0.0572226 # DEPENDENCYPART_SIBL
(22,27),(22,35),-0.303352 # DEPENDENCYPART_SIBL
(22,27),(22,36),-0.252678 # DEPENDENCYPART_SIBL
(22,27),(22,37),-0.012663 # DEPENDENCYPART_SIBL
(22,28),(22,29),-0.0356605 # DEPENDENCYPART_SIBL
(22,28),(22,30),-0.327941 # DEPENDENCYPART_SIBL
(22,28),(22,31),-0.38151 # DEPENDENCYPART_SIBL
(22,28),(22,32),-0.0785032 # DEPENDENCYPART_SIBL
(22,28),(22,33),-0.0189464 # DEPENDENCYPART_SIBL
(22,28),(22,34),-0.030282 # DEPENDENCYPART_SIBL
(22,28),(22,35),-0.110305 # DEPENDENCYPART_SIBL
(22,28),(22,36),-0.115906 # DEPENDENCYPART_SIBL
(22,28),(22,37),-0.0126801 # DEPENDENCYPART_SIBL
(22,29),(22,30),-0.105819 # DEPENDENCYPART_SIBL
(22,29),(22,31),-0.228041 # DEPENDENCYPART_SIBL
(22,29),(22,32),-0.174117 # DEPENDENCYPART_SIBL
(22,29),(22,33),0.0637416 # DEPENDENCYPART_SIBL
(22,29),(22,34),-0.0815478 # DEPENDENCYPART_SIBL
(22,29),(22,35),-0.0581379 # DEPENDENCYPART_SIBL
(22,29),(22,36),-0.0609338 # DEPENDENCYPART_SIBL
(22,29),(22,37),0.011004 # DEPENDENCYPART_SIBL
(22,30),(22,31),-0.302921 # DEPENDENCYPART_SIBL
(22,30),(22,32),-0.0402078 # DEPENDENCYPART_SIBL
(22,30),(22,33),0.0595267 # DEPENDENCYPART_SIBL
(22,30),(22,34),-0.027784 # DEPENDENCYPART_SIBL
(22,30),(22,35),-0.148896 # DEPENDENCYPART_SIBL
(22,30),(22,36),-0.111276 # DEPENDENCYPART_SIBL
(22,30),(22,37),0.033261 # DEPENDENCYPART_SIBL
(22,31),(22,32),-0.179599 # DEPENDENCYPART_SIBL
(22,31),(22,33),-0.109767 # DEPENDENCYPART_SIBL
(22,31),(22,34),-0.0883196 # DEPENDENCYPART_SIBL
(22,31),(22,35),-0.152795 # DEPENDENCYPART_SIBL
(22,31),(22,36),-0.271495 # DEPENDENCYPART_SIBL
(22,31),(22,37),-0.0542114 # DEPENDENCYPART_SIBL
(22,32),(22,33),-0.176024 # DEPENDENCYPART_SIBL
(22,32),(22,34),-0.110003 # DEPENDENCYPART_SIBL
(22,32),(22,35),-0.241328 # DEPENDENCYPART_SIBL
(22,32),(22,36),-0.184995 # DEPENDENCYPART_SIBL
(22,32),(22,37),-0.0733321 # DEPENDENCYPART_SIBL
(22,33),(22,34),-0.0670299 # DEPENDENCYPART_SIBL
(22,33),(22,35),-0.0153784 # DEPENDENCYPART_SIBL
(22,33),(22,36),-0.128932 # DEPENDENCYPART_SIBL
(22,33),(22,37),0.0562846 # DEPENDENCYPART_SIBL
(22,34),(22,35),0.154512 # DEPENDENCYPART_SIBL
(22,34),(22,36),0.0132075 # DEPENDENCYPART_SIBL
(22,34),(22,37),0.00657194 # DEPENDENCYPART_SIBL
(22,35),(22,36),-0.109512 # DEPENDENCYPART_SIBL
(22,35),(22,37),0.0323561 # DEPENDENCYPART_SIBL
(22,36),(22,37),-0.0505633 # DEPENDENCYPART_SIBL
(23,16),(23,19),-0.0312569 # DEPENDENCYPART_SIBL
(23,16),(23,21),0.0472414 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.00139887 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.0351735 # DEPENDENCYPART_SIBL
(23,16),(23,25),0.0912731 # DEPENDENCYPART_SIBL
(23,16),(23,26),-0.0359087 # DEPENDENCYPART_SIBL
(23,16),(23,29),-0.0121691 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.0149261 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.000144874 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.0133776 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.00625036 # DEPENDENCYPART_SIBL
(23,19),(23,26),-0.0383092 # DEPENDENCYPART_SIBL
(23,19),(23,29),-0.083267 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0502364 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.00239202 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0270531 # DEPENDENCYPART_SIBL
(23,21),(23,26),0.0109859 # DEPENDENCYPART_SIBL
(23,21),(23,29),0.0106782 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0200233 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0163659 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.0411286 # DEPENDENCYPART_SIBL
(23,22),(23,29),-0.0580759 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.157572 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.159478 # DEPENDENCYPART_SIBL
(23,24),(23,29),0.198892 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.090441 # DEPENDENCYPART_SIBL
(23,25),(23,29),0.0932868 # DEPENDENCYPART_SIBL
(23,26),(23,29),0.205721 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0378634 # DEPENDENCYPART_SIBL
(25,19),(25,21),0.0941102 # DEPENDENCYPART_SIBL
(25,19),(25,23),-0.121077 # DEPENDENCYPART_SIBL
(25,19),(25,24),-0.0724385 # DEPENDENCYPART_SIBL
(25,19),(25,26),-0.043528 # DEPENDENCYPART_SIBL
(25,19),(25,27),0.0073045 # DEPENDENCYPART_SIBL
(25,19),(25,28),-0.0135329 # DEPENDENCYPART_SIBL
(25,19),(25,29),0.00343146 # DEPENDENCYPART_SIBL
(25,19),(25,30),-0.00902242 # DEPENDENCYPART_SIBL
(25,19),(25,31),-0.0695874 # DEPENDENCYPART_SIBL
(25,19),(25,33),-0.01851 # DEPENDENCYPART_SIBL
(25,19),(25,34),-0.0571002 # DEPENDENCYPART_SIBL
(25,19),(25,35),0.000695339 # DEPENDENCYPART_SIBL
(25,19),(25,36),0.0865141 # DEPENDENCYPART_SIBL
(25,19),(25,37),0.000340336 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.0172242 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.0326205 # DEPENDENCYPART_SIBL
(25,21),(25,26),0.0824972 # DEPENDENCYPART_SIBL
(25,21),(25,27),-0.0106988 # DEPENDENCYPART_SIBL
(25,21),(25,28),-0.00466507 # DEPENDENCYPART_SIBL
(25,21),(25,29),0.108454 # DEPENDENCYPART_SIBL
(25,21),(25,30),-0.0390411 # DEPENDENCYPART_SIBL
(25,21),(25,31),0.0247531 # DEPENDENCYPART_SIBL
(25,21),(25,33),-0.0102662 # DEPENDENCYPART_SIBL
(25,21),(25,34),-0.0322391 # DEPENDENCYPART_SIBL
(25,21),(25,35),-0.00563241 # DEPENDENCYPART_SIBL
(25,21),(25,36),0.0439759 # DEPENDENCYPART_SIBL
(25,21),(25,37),0.110035 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.0241243 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.164723 # DEPENDENCYPART_SIBL
(25,23),(25,27),0.0522362 # DEPENDENCYPART_SIBL
(25,23),(25,28),0.0246577 # DEPENDENCYPART_SIBL
(25,23),(25,29),0.0972852 # DEPENDENCYPART_SIBL
(25,23),(25,30),0.0382695 # DEPENDENCYPART_SIBL
(25,23),(25,31),0.0281563 # DEPENDENCYPART_SIBL
(25,23),(25,33),0.0689702 # DEPENDENCYPART_SIBL
(25,23),(25,34),0.0644479 # DEPENDENCYPART_SIBL
(25,23),(25,35),0.0163242 # DEPENDENCYPART_SIBL
(25,23),(25,36),0.0536066 # DEPENDENCYPART_SIBL
(25,23),(25,37),0.0563037 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0356712 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.0489128 # DEPENDENCYPART_SIBL
(25,24),(25,28),-0.10599 # DEPENDENCYPART_SIBL
(25,24),(25,29),-0.110453 # DEPENDENCYPART_SIBL
(25,24),(25,30),-0.0985923 # DEPENDENCYPART_SIBL
(25,24),(25,31),-0.0741818 # DEPENDENCYPART_SIBL
(25,24),(25,33),-0.0792025 # DEPENDENCYPART_SIBL
(25,24),(25,34),-0.0990155 # DEPENDENCYPART_SIBL
(25,24),(25,35),-0.0733511 # DEPENDENCYPART_SIBL
(25,24),(25,36),-0.00724276 # DEPENDENCYPART_SIBL
(25,24),(25,37),0.0096291 # DEPENDENCYPART_SIBL
(25,26),(25,27),0.0798682 # DEPENDENCYPART_SIBL
(25,26),(25,28),0.131031 # DEPENDENCYPART_SIBL
(25,26),(25,29),0.196479 # DEPENDENCYPART_SIBL
(25,26),(25,30),0.0820222 # DEPENDENCYPART_SIBL
(25,26),(25,31),-0.105352 # DEPENDENCYPART_SIBL
(25,26),(25,33),-0.00183331 # DEPENDENCYPART_SIBL
(25,26),(25,34),0.101992 # DEPENDENCYPART_SIBL
(25,26),(25,35),0.0211153 # DEPENDENCYPART_SIBL
(25,26),(25,36),0.00949752 # DEPENDENCYPART_SIBL
(25,26),(25,37),0.0982388 # DEPENDENCYPART_SIBL
(25,27),(25,28),-0.118764 # DEPENDENCYPART_SIBL
(25,27),(25,29),0.0893229 # DEPENDENCYPART_SIBL
(25,27),(25,30),-0.0265 # DEPENDENCYPART_SIBL
(25,27),(25,31),-0.0328046 # DEPENDENCYPART_SIBL
(25,27),(25,33),-0.152087 # DEPENDENCYPART_SIBL
(25,27),(25,34),0.231843 # DEPENDENCYPART_SIBL
(25,27),(25,35),-0.0462081 # DEPENDENCYPART_SIBL
(25,27),(25,36),-0.002845 # DEPENDENCYPART_SIBL
(25,27),(25,37),-0.0310548 # DEPENDENCYPART_SIBL
(25,28),(25,29),-0.0235883 # DEPENDENCYPART_SIBL
(25,28),(25,30),-0.157334 # DEPENDENCYPART_SIBL
(25,28),(25,31),-0.192703 # DEPENDENCYPART_SIBL
(25,28),(25,33),-0.101384 # DEPENDENCYPART_SIBL
(25,28),(25,34),0.0113918 # DEPENDENCYPART_SIBL
(25,28),(25,35),-0.0660936 # DEPENDENCYPART_SIBL
