# _root_ Murata said , however , it will invest about 1.4 billion yen ( $ 9.9 million ) in the new company .
#goldHeads=2,0,2,2,2,7,2,7,12,9,9,8,14,12,14,14,14,8,21,21,18,2,
#predictedHeads=2,0,2,2,7,7,2,7,12,9,9,8,14,12,14,14,14,8,21,21,18,2,
(11,14),(14,15),0.125796 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.25499 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.390705 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.352025 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.316533 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.354234 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.334418 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.939521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.14542 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.260226 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.178776 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.0488213 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.376077 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.312603 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.403993 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.296603 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),0.117495 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.27827 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),0.107545 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),0.27659 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.0477328 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.0619436 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.156283 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.62054 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.760043 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.760925 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.1332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,14),-0.202813 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),0.124343 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.382985 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.292039 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-0.548633 # DEPENDENCYPART_GRANDPAR
(12,8),(8,22),-0.425473 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.266393 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),0.193872 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),0.0385949 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.18013 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),1.1944 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),1.209 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.997896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,14),-0.106713 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),0.0831466 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),0.0577308 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.252557 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.601691 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.832403 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.984148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,14),-0.115627 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),0.0897093 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),0.064279 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),0.223431 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.254414 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-0.327027 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),1.04977 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.988017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,14),-0.128692 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),0.0858525 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),0.219558 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),0.230016 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),0.426965 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.600796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.515952 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.620945 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.702794 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.634678 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),0.12226 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),0.124906 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),0.0804676 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),0.0322868 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),0.445011 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.395495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.663452 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.489785 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.551347 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.712711 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.169107 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),0.0100827 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),0.0691676 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.660402 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.464774 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.491836 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.70829 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.161335 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),0.01735 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.483046 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),0.305397 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),0.197702 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),0.232256 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),0.0317241 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-0.547997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,19),0.405199 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.411315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),0.70978 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),0.426466 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),0.526022 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),0.476465 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),0.261956 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),0.690023 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),0.343668 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),0.18655 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.00195804 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.578517 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.436714 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.408112 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.2986 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.212285 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.218975 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.244206 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.09072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.242855 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.370202 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.304677 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.37384 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.194249 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.09751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.237057 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.16241 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.423824 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.395222 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.373831 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.151732 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.298755 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.340295 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.0515149 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.09755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.249017 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.376502 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.166113 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.279124 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.392396 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.338614 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.451003 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.707692 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.680934 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.553713 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.637357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.0626628 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.170581 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.0510882 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.191819 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.137117 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.554336 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.671189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.084496 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.130986 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.104749 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.224012 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.066158 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.123078 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.018817 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),0.146338 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.0795739 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-0.68275 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.14027 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-0.636056 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-0.551373 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.624205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),0.157139 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),-0.00715955 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.111977 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.363574 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),0.119648 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.0349473 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.0187999 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.214256 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.294251 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.124943 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.26442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,17),-0.24513 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.59396 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.515299 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.447573 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.452153 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.226453 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.187591 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.233322 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.216914 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.2795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.319218 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.25156 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.620583 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.586521 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.54209 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.560122 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.612359 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.0564221 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.415847 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.346251 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.32235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.384959 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.268494 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.673104 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.593847 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.616091 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.577144 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.675367 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.674902 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.87968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.155788 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.320737 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.279223 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.0400437 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.213649 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.161679 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.0626306 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.194191 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-0.744822 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-0.678258 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-0.681437 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.848183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),0.0850725 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.285547 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.0245693 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.111834 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.148143 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.246964 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.499069 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),0.0144109 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.300258 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.301477 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.1501 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.4909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.229301 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.776059 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.729856 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.678004 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.707257 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.158995 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.382232 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.288119 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.448684 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.38894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.197391 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.74277 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.651514 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.678273 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.0477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,19),-0.334799 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.30024 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.131234 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.323992 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-0.649275 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-0.65679 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.727157 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.499727 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-1.0061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,18),-0.38395 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.142991 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.245207 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.273012 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.0765422 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.0340492 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.074582 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.0950698 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.873771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,21),0.399052 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.591702 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.69152 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),0.876128 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-0.69603 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-0.507583 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.498715 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.460582 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.409485 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.449949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),1.10187 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.981948 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),0.216418 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.806941 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.724731 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.760259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,3),-0.686079 # DEPENDENCYPART_GRANDPAR
(20,12),(12,5),-0.693842 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.691258 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),0.00139853 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.183244 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.219077 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.328539 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.304103 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),-0.156071 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),-0.206686 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),-0.37034 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),-0.244721 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-1.45543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,21),-0.150046 # DEPENDENCYPART_GRANDPAR
(20,12),(12,22),-0.482571 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.43534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,3),0.0651832 # DEPENDENCYPART_GRANDPAR
(21,12),(12,5),-0.0646059 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.480232 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),0.168323 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),0.263065 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),0.094518 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),0.136332 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),0.0142363 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),0.242647 # DEPENDENCYPART_GRANDPAR
(21,12),(12,16),0.15024 # DEPENDENCYPART_GRANDPAR
(21,12),(12,17),0.289997 # DEPENDENCYPART_GRANDPAR
(21,12),(12,18),-0.0210402 # DEPENDENCYPART_GRANDPAR
(21,12),(12,20),0.716727 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-1.16891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,22),-0.185856 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),0.0614332 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),0.271537 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.0406419 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.000525509 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),0.179061 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),0.0471309 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),0.220424 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),-0.0927729 # DEPENDENCYPART_GRANDPAR
(21,14),(14,20),0.700238 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-1.16264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,22),-0.130972 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),0.151015 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.145894 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),0.0245514 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.236278 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),0.111679 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),0.319286 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.0670865 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-1.17071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,22),-0.136007 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),0.0262833 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.215318 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),0.323385 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),0.312436 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.0658799 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.17109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,16),0.19985 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.379616 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.627115 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.2322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.151955 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.576543 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),0.118568 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.340681 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.749218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,12),-0.460066 # DEPENDENCYPART_GRANDPAR
(22,21),(21,13),-0.304057 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),-0.290057 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),-0.247505 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.245594 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.203751 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.263522 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.220061 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-0.948789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(0,1),(1,1),(1,2),-0.0889766 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,3),-0.0577805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,4),-0.0269904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,5),-0.0577805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,7),-0.0237776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,12),-0.0203685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,22),0.00810306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,23),-0.0458627 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,1),(1,2),(1,3),-0.0545469 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,4),-0.019957 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,5),-0.0545469 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,7),-0.0195807 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,12),-0.0214168 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,22),-0.139165 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,23),-0.034413 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,3),(1,4),-0.0153085 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,5),-0.0203913 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,7),-0.0248154 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,12),0.00959908 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,22),-0.0384839 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,23),-0.039327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,4),(1,5),-0.0305375 # DEPENDENCYPART_GRANDSIBL
