# _root_ Like others , Mr. Gabelli says that if futures cause investors to lose confidence in stocks , they will move away from stocks -- as many have already done .
#goldHeads=6,1,6,5,6,0,19,10,10,19,13,13,10,13,14,15,19,19,6,19,20,21,22,20,27,27,20,27,27,6,
#predictedHeads=6,1,6,5,6,0,19,10,10,19,13,13,10,13,14,15,19,19,6,19,20,21,22,20,27,27,20,27,27,6,
(27,16),(27,28),0.055465 # DEPENDENCYPART_SIBL
(27,16),(27,29),0.00100599 # DEPENDENCYPART_SIBL
(27,16),(27,30),0.0248992 # DEPENDENCYPART_SIBL
(27,17),(27,19),-0.0660446 # DEPENDENCYPART_SIBL
(27,17),(27,20),-0.0183819 # DEPENDENCYPART_SIBL
(27,17),(27,21),-0.00203504 # DEPENDENCYPART_SIBL
(27,17),(27,22),-0.0520838 # DEPENDENCYPART_SIBL
(27,17),(27,23),0.00636174 # DEPENDENCYPART_SIBL
(27,17),(27,24),-0.0417468 # DEPENDENCYPART_SIBL
(27,17),(27,25),-0.00738247 # DEPENDENCYPART_SIBL
(27,17),(27,26),0.00966613 # DEPENDENCYPART_SIBL
(27,17),(27,28),-0.00607147 # DEPENDENCYPART_SIBL
(27,17),(27,29),-0.0116286 # DEPENDENCYPART_SIBL
(27,17),(27,30),0.0443435 # DEPENDENCYPART_SIBL
(27,19),(27,20),-0.0357448 # DEPENDENCYPART_SIBL
(27,19),(27,21),0.00648753 # DEPENDENCYPART_SIBL
(27,19),(27,22),-0.0298399 # DEPENDENCYPART_SIBL
(27,19),(27,23),0.0187601 # DEPENDENCYPART_SIBL
(27,19),(27,24),0.0127327 # DEPENDENCYPART_SIBL
(27,19),(27,25),-0.0314121 # DEPENDENCYPART_SIBL
(27,19),(27,26),0.0289718 # DEPENDENCYPART_SIBL
(27,19),(27,28),-0.000931078 # DEPENDENCYPART_SIBL
(27,19),(27,29),-0.106904 # DEPENDENCYPART_SIBL
(27,19),(27,30),0.000573848 # DEPENDENCYPART_SIBL
(27,20),(27,21),-0.0168639 # DEPENDENCYPART_SIBL
(27,20),(27,22),-0.0656313 # DEPENDENCYPART_SIBL
(27,20),(27,23),-0.0293058 # DEPENDENCYPART_SIBL
(27,20),(27,24),-0.0156617 # DEPENDENCYPART_SIBL
(27,20),(27,25),-0.0790962 # DEPENDENCYPART_SIBL
(27,20),(27,26),-0.0191817 # DEPENDENCYPART_SIBL
(27,20),(27,28),-0.0122502 # DEPENDENCYPART_SIBL
(27,20),(27,29),-0.0390505 # DEPENDENCYPART_SIBL
(27,20),(27,30),0.00376563 # DEPENDENCYPART_SIBL
(27,21),(27,22),-0.000663887 # DEPENDENCYPART_SIBL
(27,21),(27,23),0.0573359 # DEPENDENCYPART_SIBL
(27,21),(27,24),0.007673 # DEPENDENCYPART_SIBL
(27,21),(27,25),0.0217112 # DEPENDENCYPART_SIBL
(27,21),(27,26),0.0406221 # DEPENDENCYPART_SIBL
(27,21),(27,28),0.0295944 # DEPENDENCYPART_SIBL
(27,21),(27,29),0.016607 # DEPENDENCYPART_SIBL
(27,21),(27,30),0.0665818 # DEPENDENCYPART_SIBL
(27,22),(27,23),-0.067008 # DEPENDENCYPART_SIBL
(27,22),(27,24),-0.06323 # DEPENDENCYPART_SIBL
(27,22),(27,25),-0.104789 # DEPENDENCYPART_SIBL
(27,22),(27,26),-0.00508516 # DEPENDENCYPART_SIBL
(27,22),(27,28),-0.0527364 # DEPENDENCYPART_SIBL
(27,22),(27,29),-0.0572451 # DEPENDENCYPART_SIBL
(27,22),(27,30),-0.0522662 # DEPENDENCYPART_SIBL
(27,23),(27,24),-0.0304085 # DEPENDENCYPART_SIBL
(27,23),(27,25),-0.00473708 # DEPENDENCYPART_SIBL
(27,23),(27,26),-0.019004 # DEPENDENCYPART_SIBL
(27,23),(27,28),0.055465 # DEPENDENCYPART_SIBL
(27,23),(27,29),0.00100599 # DEPENDENCYPART_SIBL
(27,23),(27,30),0.0248992 # DEPENDENCYPART_SIBL
(27,24),(27,25),0.01628 # DEPENDENCYPART_SIBL
(27,24),(27,26),0.0499679 # DEPENDENCYPART_SIBL
(27,24),(27,28),0.0733805 # DEPENDENCYPART_SIBL
(27,24),(27,29),-0.0128156 # DEPENDENCYPART_SIBL
(27,24),(27,30),-0.00894201 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.0487607 # DEPENDENCYPART_SIBL
(27,25),(27,28),-0.0500876 # DEPENDENCYPART_SIBL
(27,25),(27,29),-0.016293 # DEPENDENCYPART_SIBL
(27,25),(27,30),-0.0678118 # DEPENDENCYPART_SIBL
(27,26),(27,28),0.0838457 # DEPENDENCYPART_SIBL
(27,26),(27,29),0.0234832 # DEPENDENCYPART_SIBL
(27,26),(27,30),0.0810568 # DEPENDENCYPART_SIBL
(27,28),(27,29),0.0353692 # DEPENDENCYPART_SIBL
(27,28),(27,30),0.0582813 # DEPENDENCYPART_SIBL
(27,29),(27,30),0.0147726 # DEPENDENCYPART_SIBL
(28,23),(28,25),0.0573259 # DEPENDENCYPART_SIBL
(28,23),(28,26),0.0118589 # DEPENDENCYPART_SIBL
(28,23),(28,29),0.0492026 # DEPENDENCYPART_SIBL
(28,25),(28,26),0.0275649 # DEPENDENCYPART_SIBL
(28,25),(28,29),0.0821189 # DEPENDENCYPART_SIBL
(28,26),(28,29),0.0290968 # DEPENDENCYPART_SIBL
(29,22),(29,23),-0.0472485 # DEPENDENCYPART_SIBL
(29,22),(29,25),-0.0875446 # DEPENDENCYPART_SIBL
(29,22),(29,26),-0.00976516 # DEPENDENCYPART_SIBL
(29,22),(29,28),-0.0449437 # DEPENDENCYPART_SIBL
(29,22),(29,30),-0.0528743 # DEPENDENCYPART_SIBL
(29,23),(29,25),0.00878589 # DEPENDENCYPART_SIBL
(29,23),(29,26),-0.0127792 # DEPENDENCYPART_SIBL
(29,23),(29,28),0.0199751 # DEPENDENCYPART_SIBL
(29,23),(29,30),0.030169 # DEPENDENCYPART_SIBL
(29,25),(29,26),0.0411138 # DEPENDENCYPART_SIBL
(29,25),(29,28),0.00897265 # DEPENDENCYPART_SIBL
(29,25),(29,30),-0.0710235 # DEPENDENCYPART_SIBL
(29,26),(29,28),-0.0384915 # DEPENDENCYPART_SIBL
(29,26),(29,30),0.0652216 # DEPENDENCYPART_SIBL
(29,28),(29,30),0.0228274 # DEPENDENCYPART_SIBL
(0,0),(0,1),-0.919312 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,2),-0.374009 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,5),-0.15491 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,6),0.454075 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,10),0.0298568 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,13),0.0494723 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,19),0.371229 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,20),0.220589 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,29),0.198765 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,31),-0.771716 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(0,1),(0,2),-1.01457 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,5),-0.835525 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,6),-0.826361 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,10),-0.943071 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,13),-1.09968 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,19),-1.1015 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,20),-1.11791 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,29),-1.27179 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,31),-0.524476 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,2),(0,5),-1.38317 # DEPENDENCYPART_NEXTSIBL
(0,2),(0,6),-1.02334 # DEPENDENCYPART_NEXTSIBL
(0,2),(0,10),-1.16208 # DEPENDENCYPART_NEXTSIBL
(0,2),(0,13),-1.11751 # DEPENDENCYPART_NEXTSIBL
(0,2),(0,19),-0.905047 # DEPENDENCYPART_NEXTSIBL
(0,2),(0,20),-1.07472 # DEPENDENCYPART_NEXTSIBL
(0,2),(0,29),-0.950117 # DEPENDENCYPART_NEXTSIBL
(0,2),(0,31),-0.472418 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,5),(0,6),-0.87673 # DEPENDENCYPART_NEXTSIBL
(0,5),(0,10),-1.08511 # DEPENDENCYPART_NEXTSIBL
(0,5),(0,13),-1.01387 # DEPENDENCYPART_NEXTSIBL
(0,5),(0,19),-0.988695 # DEPENDENCYPART_NEXTSIBL
(0,5),(0,20),-1.13825 # DEPENDENCYPART_NEXTSIBL
(0,5),(0,29),-1.07571 # DEPENDENCYPART_NEXTSIBL
(0,5),(0,31),-0.696868 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,6),(0,10),-0.396743 # DEPENDENCYPART_NEXTSIBL
(0,6),(0,13),-0.407454 # DEPENDENCYPART_NEXTSIBL
(0,6),(0,19),-0.819839 # DEPENDENCYPART_NEXTSIBL
(0,6),(0,20),-0.235706 # DEPENDENCYPART_NEXTSIBL
(0,6),(0,29),-0.332987 # DEPENDENCYPART_NEXTSIBL
(0,6),(0,31),-0.395012 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,10),(0,13),-1.05122 # DEPENDENCYPART_NEXTSIBL
(0,10),(0,19),-1.10071 # DEPENDENCYPART_NEXTSIBL
(0,10),(0,20),-0.971448 # DEPENDENCYPART_NEXTSIBL
(0,10),(0,29),-1.062 # DEPENDENCYPART_NEXTSIBL
(0,10),(0,31),-0.173284 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,13),(0,19),-1.08387 # DEPENDENCYPART_NEXTSIBL
(0,13),(0,20),-0.888321 # DEPENDENCYPART_NEXTSIBL
(0,13),(0,29),-1.0335 # DEPENDENCYPART_NEXTSIBL
(0,13),(0,31),-0.660445 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,19),(0,20),-0.737651 # DEPENDENCYPART_NEXTSIBL
(0,19),(0,29),-0.767967 # DEPENDENCYPART_NEXTSIBL
(0,19),(0,31),-0.22042 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,20),(0,29),-0.951721 # DEPENDENCYPART_NEXTSIBL
(0,20),(0,31),-0.155239 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,29),(0,31),0.227086 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,0),(0,-1),-0.296848 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(1,1),(1,2),-0.277751 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,3),-0.784409 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,4),-0.126408 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,5),-0.0633622 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,6),0.06047 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,31),-0.593139 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(1,2),(1,3),-0.837677 # DEPENDENCYPART_NEXTSIBL
(1,2),(1,4),-1.28402 # DEPENDENCYPART_NEXTSIBL
(1,2),(1,5),-1.41105 # DEPENDENCYPART_NEXTSIBL
(1,2),(1,6),-1.06191 # DEPENDENCYPART_NEXTSIBL
(1,2),(1,31),-0.395868 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,3),(1,4),-0.74728 # DEPENDENCYPART_NEXTSIBL
(1,3),(1,5),-0.680126 # DEPENDENCYPART_NEXTSIBL
(1,3),(1,6),-0.69671 # DEPENDENCYPART_NEXTSIBL
(1,3),(1,31),-0.561412 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,4),(1,5),-0.956011 # DEPENDENCYPART_NEXTSIBL
(1,4),(1,6),-0.824864 # DEPENDENCYPART_NEXTSIBL
(1,4),(1,31),-0.765593 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,5),(1,6),-0.917169 # DEPENDENCYPART_NEXTSIBL
(1,5),(1,31),-0.608611 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,6),(1,31),-0.80842 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,1),(1,-1),-0.176903 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,2),(2,3),-0.605478 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,4),-0.253022 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,5),-0.222041 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,6),0.0823472 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,10),-0.164023 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,12),-0.684018 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,17),-0.783684 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,19),0.113147 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,24),-0.739231 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,30),-0.558407 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,31),-0.234877 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,3),(2,4),-0.460912 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,5),-0.400269 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,6),-0.565798 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,10),-0.536739 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,12),-1.03747 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,17),-2.20619 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,19),-1.02977 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,24),-1.4753 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,30),-1.74465 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,31),-0.574187 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,4),(2,5),-0.807649 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,6),-0.7289 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,10),-0.82168 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,12),-0.819747 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,17),-0.104806 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,19),-0.880814 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,24),-0.93411 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,30),-0.733054 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,31),-0.838024 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,5),(2,6),-0.831001 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,10),-0.978193 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,12),-0.918285 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,17),-0.0643538 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,19),-0.997489 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,24),-0.961635 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,30),-0.808813 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,31),-0.711421 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,6),(2,10),-0.270969 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,12),-0.478514 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,17),0.525362 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,19),-0.857401 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,24),0.444711 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,30),-0.102072 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,31),-0.769187 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,10),(2,12),-0.900256 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,17),-0.113671 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,19),-1.07543 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,24),0.00829452 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,30),-0.578279 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,31),-0.334298 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,12),(2,17),-0.540888 # DEPENDENCYPART_NEXTSIBL
(2,12),(2,19),-0.997287 # DEPENDENCYPART_NEXTSIBL
(2,12),(2,24),-0.911605 # DEPENDENCYPART_NEXTSIBL
(2,12),(2,30),-0.889767 # DEPENDENCYPART_NEXTSIBL
(2,12),(2,31),-0.344089 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,17),(2,19),-0.366522 # DEPENDENCYPART_NEXTSIBL
(2,17),(2,24),-0.853347 # DEPENDENCYPART_NEXTSIBL
(2,17),(2,30),-0.836659 # DEPENDENCYPART_NEXTSIBL
(2,17),(2,31),-0.308869 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,19),(2,24),-0.467016 # DEPENDENCYPART_NEXTSIBL
(2,19),(2,30),0.210874 # DEPENDENCYPART_NEXTSIBL
(2,19),(2,31),-0.441935 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,24),(2,30),-0.70546 # DEPENDENCYPART_NEXTSIBL
(2,24),(2,31),-0.598395 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,30),(2,31),-2.18652 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,2),(2,1),-0.689274 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,-1),-0.291084 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,1),(2,-1),-0.293997 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,3),(3,31),-0.046181 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(3,3),(3,-1),-0.138645 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(4,4),(4,5),-0.231529 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,6),0.074014 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,31),-0.186746 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(4,5),(4,6),-0.836926 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,31),-0.715492 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,6),(4,31),-0.782797 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,4),(4,3),-1.04881 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,2),-0.347963 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,-1),-0.267852 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(4,3),(4,2),0.114694 # DEPENDENCYPART_NEXTSIBL
(4,3),(4,-1),-0.947866 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,2),(4,-1),-0.510795 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,5),(5,6),0.0787456 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,7),-0.980562 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,8),-0.751183 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,9),-0.338048 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,10),-0.167625 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,31),-0.232467 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,6),(5,7),-0.42602 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,8),-0.309801 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,9),-0.486068 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,10),-0.276084 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,31),-0.777184 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,7),(5,8),-0.952018 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,9),-0.910165 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,10),-0.697964 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,31),-0.499384 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,8),(5,9),-1.11179 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,10),-1.08134 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,31),-0.674689 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,9),(5,10),-0.877535 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,31),-0.525671 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,10),(5,31),-0.342295 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,5),(5,4),0.271368 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,3),-1.04322 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,2),-0.328151 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,-1),-0.305012 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,4),(5,3),-0.421456 # DEPENDENCYPART_NEXTSIBL
(5,4),(5,2),-0.801983 # DEPENDENCYPART_NEXTSIBL
(5,4),(5,-1),-0.422597 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,3),(5,2),0.123819 # DEPENDENCYPART_NEXTSIBL
(5,3),(5,-1),-0.942282 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,2),(5,-1),-0.494192 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,6),(6,7),-1.33079 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,8),-0.97851 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,9),-0.162865 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,10),-0.19121 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,11),-0.351016 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,12),-0.751502 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,13),-0.172328 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,15),-0.555983 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,17),-0.724759 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,19),0.22096 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,20),0.0329348 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,21),0.24659 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,24),-0.859453 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,27),-0.3627 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,30),-0.782622 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,31),-0.626535 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(6,7),(6,8),-1.16797 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,9),-1.04128 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,10),-0.888865 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,11),-1.12966 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,12),-0.905358 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,13),-0.912112 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,15),-0.94647 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,17),-0.898143 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,19),-1.21473 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,20),-1.19611 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,21),-1.19486 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,24),-1.06429 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,27),-1.2952 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,30),-1.48953 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,31),-0.632783 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,8),(6,9),-1.20029 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,10),-1.23399 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,11),-1.35303 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,12),-1.17648 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,13),-1.24875 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,15),-1.19158 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,17),-1.00155 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,19),-1.46376 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,20),-1.4626 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,21),-1.44913 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,24),-1.31682 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,27),-1.52093 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,30),-1.26189 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,31),-0.778325 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,9),(6,10),-0.95346 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,11),-1.18336 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,12),-0.920389 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,13),-1.12606 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,15),-0.847347 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,17),-0.581431 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,19),-1.08773 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,20),-1.15341 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,21),-1.27628 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,24),-1.08783 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,27),-1.21461 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,30),-0.882819 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,31),-0.612034 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,10),(6,11),-0.923192 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,12),-0.953892 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,13),-0.970504 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,15),-0.626155 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,17),-0.257593 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,19),-1.13857 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,20),-0.87502 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,21),-1.04142 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,24),-0.0932348 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,27),-0.766721 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,30),-0.544099 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,31),-0.298422 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,11),(6,12),-0.530163 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,13),-0.666885 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,15),-0.529782 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,17),-0.403332 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,19),-0.716288 # DEPENDENCYPART_NEXTSIBL
