# _root_ This program , combined with cash grants to needy students , would reduce program costs and much more effectively target the intended beneficiaries .
#goldHeads=2,12,2,2,4,7,5,7,10,8,2,0,16,15,13,12,20,17,17,16,23,23,20,12,
#predictedHeads=2,12,2,2,4,7,5,7,10,8,2,0,12,15,16,13,16,17,20,16,23,23,20,12,
(20,17),(20,16),-0.464354 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,15),-0.856833 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,14),-0.896893 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,13),-1.26859 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,12),-1.0985 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,11),-1.33114 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,10),-0.929417 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,7),-0.807103 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,5),-1.34709 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,3),-1.38383 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,2),-0.675564 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,-1),-0.508467 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,16),(20,15),-0.66858 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,14),-0.67767 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,13),-0.530705 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,12),-0.744176 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,11),-0.422747 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,10),-0.982033 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,7),-0.93872 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,5),-1.10236 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,3),-0.680006 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,2),-1.01441 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,-1),-0.476144 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,15),(20,14),-0.792733 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,13),-0.96672 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,12),-1.0692 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,11),-0.888766 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,10),-1.34049 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,7),-1.39924 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,5),-1.65142 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,3),-1.53036 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,2),-1.36559 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,-1),-0.908768 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,14),(20,13),-0.837228 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,12),-1.1697 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,11),-1.43524 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,10),-1.59383 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,7),-1.69687 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,5),-1.76485 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,3),-2.15848 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,2),-1.63479 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,-1),-0.972479 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,13),(20,12),-1.22041 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,11),-1.04863 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,10),-1.17462 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,7),-1.28117 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,5),-1.2366 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,3),-1.42744 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,2),-1.19022 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,-1),-1.32716 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,12),(20,11),-0.650431 # DEPENDENCYPART_NEXTSIBL
(20,12),(20,10),-0.915007 # DEPENDENCYPART_NEXTSIBL
(20,12),(20,7),-1.13581 # DEPENDENCYPART_NEXTSIBL
(20,12),(20,5),-1.26337 # DEPENDENCYPART_NEXTSIBL
(20,12),(20,3),-1.17909 # DEPENDENCYPART_NEXTSIBL
(20,12),(20,2),-1.18854 # DEPENDENCYPART_NEXTSIBL
(20,12),(20,-1),-0.682175 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,11),(20,10),-0.394072 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,7),-0.617541 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,5),-0.574157 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,3),-1.35314 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,2),-0.722599 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,-1),-0.748501 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,10),(20,7),-1.26009 # DEPENDENCYPART_NEXTSIBL
(20,10),(20,5),-0.751305 # DEPENDENCYPART_NEXTSIBL
(20,10),(20,3),-1.6007 # DEPENDENCYPART_NEXTSIBL
(20,10),(20,2),-1.29694 # DEPENDENCYPART_NEXTSIBL
(20,10),(20,-1),-0.424643 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,7),(20,5),-0.391684 # DEPENDENCYPART_NEXTSIBL
(20,7),(20,3),-1.24843 # DEPENDENCYPART_NEXTSIBL
(20,7),(20,2),-1.40962 # DEPENDENCYPART_NEXTSIBL
(20,7),(20,-1),-1.14262 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,5),(20,3),-1.06414 # DEPENDENCYPART_NEXTSIBL
(20,5),(20,2),-1.32756 # DEPENDENCYPART_NEXTSIBL
(20,5),(20,-1),-0.870829 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,3),(20,2),-0.597069 # DEPENDENCYPART_NEXTSIBL
(20,3),(20,-1),-1.23291 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,2),(20,-1),-0.943584 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,21),(21,22),0.0171181 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,25),-0.0536416 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,22),(21,25),-0.985675 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,21),(21,-1),-0.187534 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(22,22),(22,23),-0.253294 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,25),-0.271159 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(22,23),(22,25),-0.573671 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,22),(22,21),-0.646676 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,19),0.151382 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,17),-0.0906113 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,-1),-0.316198 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(22,21),(22,19),-0.663251 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,17),-0.78724 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,-1),-0.207601 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,19),(22,17),-0.827073 # DEPENDENCYPART_NEXTSIBL
(22,19),(22,-1),-0.774121 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,17),(22,-1),-0.608868 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,23),(23,24),-0.877512 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,25),-0.325446 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,24),(23,25),-1.60558 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,23),(23,22),0.0790196 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,21),-0.792746 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,20),-0.0142651 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,19),0.208203 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,18),-0.0654862 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,17),-0.12716 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,-1),-0.349413 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,22),(23,21),-0.280451 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,20),-0.699904 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,19),-0.897692 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,18),-0.989895 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,17),-0.972735 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,-1),-0.854925 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,21),(23,20),-0.812464 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,19),-0.588955 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,18),-0.765801 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,17),-0.736689 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,-1),-0.0335723 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,20),(23,19),-0.668586 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,18),-0.931708 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,17),-0.904266 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,-1),-0.940798 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,19),(23,18),-0.706061 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,17),-0.885841 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,-1),-0.768718 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,18),(23,17),-0.599131 # DEPENDENCYPART_NEXTSIBL
(23,18),(23,-1),-0.531463 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,17),(23,-1),-0.664488 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,24),(24,25),-0.373339 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(24,24),(24,-1),0.0393223 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(0,2),(2,1),0.276635 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.454798 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.302878 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.0985384 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.145703 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.279144 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.272804 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.316635 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.17945 # DEPENDENCYPART_GRANDPAR
(0,2),(2,24),2.60409 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.248756 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.407644 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.614984 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.205581 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.272874 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.00027554 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.175879 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.317383 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.167265 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.248361 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.350022 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.108296 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.339015 # DEPENDENCYPART_GRANDPAR
(0,4),(4,24),2.58388 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.379773 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.553761 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.747743 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.326062 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.339999 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.477958 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.202073 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.554817 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.0118626 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.113495 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.109211 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.285071 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.283556 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.129084 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.585225 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),0.116371 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),0.215804 # DEPENDENCYPART_GRANDPAR
(0,12),(12,24),2.71438 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.420386 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.615394 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.517426 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.382927 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.018854 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.208123 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.241177 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.364586 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.350102 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.648874 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.271273 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),0.0827091 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),0.0152177 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),-0.0603569 # DEPENDENCYPART_GRANDPAR
(0,13),(13,24),2.58829 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.110409 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.376609 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.504805 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.435376 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.417965 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),-0.644094 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.372119 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.285288 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.664779 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.181982 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.129443 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),0.547033 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),0.0740628 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.187671 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.695886 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.695268 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.336501 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),0.00432477 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),0.219032 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-0.393433 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),-0.930569 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),-0.261045 # DEPENDENCYPART_GRANDPAR
(0,16),(16,24),2.52457 # DEPENDENCYPART_GRANDPAR
(0,20),(20,2),0.418298 # DEPENDENCYPART_GRANDPAR
(0,20),(20,3),0.618158 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),-0.514511 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),-0.288844 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),-0.0754426 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),-0.0160898 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),0.210201 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.217041 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.145982 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.633388 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.212005 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.84392 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.613377 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.139081 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.348315 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),-0.808081 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),-0.0574396 # DEPENDENCYPART_GRANDPAR
(0,20),(20,24),2.60248 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.01472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.128214 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.037461 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.0314235 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.296103 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.342533 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.245687 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.243598 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.357555 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),0.214761 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.113269 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.140076 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.208989 # DEPENDENCYPART_GRANDPAR
(1,4),(4,24),-0.664323 # DEPENDENCYPART_GRANDPAR
(2,1),(1,3),-0.250926 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.571492 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.392641 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.840889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.18218 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.472274 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.0119934 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.0579937 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.00849053 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.0898468 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.111392 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),0.0396782 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),0.149509 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),0.181258 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),0.178644 # DEPENDENCYPART_GRANDPAR
(2,4),(4,24),-1.00311 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.862191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.188213 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.112582 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.0793019 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.148799 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.00724047 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.0761433 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.0347384 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),0.101039 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),0.123911 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),0.156984 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),0.132516 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.38233 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.707471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.293323 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.0798901 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.289751 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.0853897 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.00242876 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.240953 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.198734 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),0.0449246 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),0.0302938 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),0.157911 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.439705 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.0459557 # DEPENDENCYPART_GRANDPAR
(2,7),(7,23),-0.873141 # DEPENDENCYPART_GRANDPAR
(2,7),(7,24),-0.907979 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.13893 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.253524 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.138115 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.124043 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),0.00716146 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),0.0680758 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.346985 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),0.191094 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.807247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,5),0.233723 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.169115 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.128728 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.108227 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),0.14935 # DEPENDENCYPART_GRANDPAR
(2,10),(10,3),0.294974 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),0.0826475 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.290135 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.10676 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.0617383 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.0718073 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.00366998 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),0.0472243 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),0.0307804 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),0.15874 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.424394 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.0470045 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.103811 # DEPENDENCYPART_GRANDPAR
(2,10),(10,23),-0.85783 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.46709 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.06825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,1),-0.014785 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.556443 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.988541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),0.240883 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.139951 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),0.0778104 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.568863 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.520131 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.374334 # DEPENDENCYPART_GRANDPAR
(4,2),(2,24),-1.4345 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.675735 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.0544706 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.559554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.237944 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.39243 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.420152 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.0539732 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.00348338 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),0.0685644 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.162381 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),0.332574 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),0.0146929 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.535591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,7),0.200505 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.405211 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.136656 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.185404 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.453553 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.471407 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.145576 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.52954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.199489 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.0255289 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.41029 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.129294 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.178596 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),0.292527 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),0.0990415 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.114734 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.594248 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),0.0723257 # DEPENDENCYPART_GRANDPAR
(4,7),(7,23),-0.713036 # DEPENDENCYPART_GRANDPAR
(4,7),(7,24),-1.01827 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),0.33422 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.157043 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.0508438 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.0385287 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.259128 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),0.131405 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.433438 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),0.271591 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.591173 # DEPENDENCYPART_GRANDPAR
(4,9),(9,5),0.258086 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.0188479 # DEPENDENCYPART_GRANDPAR
