# _root_ He added : `` Every paper company management has to be saying to itself , ` Before someone comes after me , I 'm going to go after somebody . ' ''
#goldHeads=2,0,2,2,8,8,8,9,2,11,9,11,12,13,12,12,19,19,24,19,20,24,24,12,24,27,25,27,28,2,2,2,
#predictedHeads=2,0,2,2,8,8,8,9,2,11,9,11,12,13,12,12,19,19,24,19,20,24,24,12,24,27,25,27,28,2,12,2,
(3,6),(3,8),-1.09972 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,11),-1.1046 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,33),-0.87592 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,7),(3,8),-0.967861 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,11),-1.04562 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,33),-0.84738 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,8),(3,11),-1.09874 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,33),-0.597727 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,11),(3,33),-0.936216 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,3),(3,2),-0.196759 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,-1),-0.418837 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(3,2),(3,-1),-0.821259 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,4),(4,33),-0.493259 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(4,4),(4,-1),-0.481856 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,5),(5,6),-0.619011 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,12),-0.133224 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,33),-0.400037 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,6),(5,12),-0.968576 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,33),-0.823806 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,12),(5,33),-0.37126 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,5),(5,-1),-0.408991 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(6,6),(6,7),-0.832191 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,8),-0.320549 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,9),-0.194936 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,11),0.0351711 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,12),-0.0829556 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,13),-0.359906 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,16),-0.9244 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,33),-0.387345 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(6,7),(6,8),-0.860179 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,9),-0.863586 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,11),-0.991396 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,12),-0.929503 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,13),-0.869148 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,16),-1.02736 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,33),-0.739545 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,8),(6,9),-0.849397 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,11),-1.06022 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,12),-0.982533 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,13),-0.94888 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,16),-1.11989 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,33),-0.521934 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,9),(6,11),-0.905305 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,12),-0.924396 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,13),-0.726782 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,16),-0.673565 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,33),-0.605585 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,11),(6,12),-0.791964 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,13),-0.844986 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,16),-0.800246 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,33),-0.938681 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,12),(6,13),-0.907975 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,16),-0.838757 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,33),-0.359136 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,13),(6,16),-0.812959 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,33),-0.788856 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,16),(6,33),-1.26469 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,6),(6,5),-0.31736 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,4),-1.08889 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,3),-1.01619 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,2),-0.299867 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,-1),-0.480631 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(6,5),(6,4),-0.297497 # DEPENDENCYPART_NEXTSIBL
(6,5),(6,3),-0.577975 # DEPENDENCYPART_NEXTSIBL
(6,5),(6,2),-0.808161 # DEPENDENCYPART_NEXTSIBL
(6,5),(6,-1),-0.588544 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,4),(6,3),-0.767298 # DEPENDENCYPART_NEXTSIBL
(6,4),(6,2),-0.782669 # DEPENDENCYPART_NEXTSIBL
(6,4),(6,-1),-1.33881 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,3),(6,2),-0.500949 # DEPENDENCYPART_NEXTSIBL
(6,3),(6,-1),-1.08824 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,2),(6,-1),-0.860385 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,7),(7,8),-0.330828 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,9),-0.151827 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,11),0.076681 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,33),-0.348747 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,8),(7,9),-0.832124 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,11),-1.04295 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,33),-0.510725 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,9),(7,11),-0.869942 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,33),-0.573492 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,11),(7,33),-0.904547 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,7),(7,6),-0.553387 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,5),-0.25667 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,4),-1.09365 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,3),-1.01215 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,2),-0.229247 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,-1),-0.586671 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,6),(7,5),-0.340785 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,4),-0.377224 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,3),-0.861899 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,2),-0.783826 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,-1),-0.806952 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,5),(7,4),-0.249873 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,3),-0.512697 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,2),-0.726123 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,-1),-0.406275 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,4),(7,3),-0.768008 # DEPENDENCYPART_NEXTSIBL
(7,4),(7,2),-0.760336 # DEPENDENCYPART_NEXTSIBL
(7,4),(7,-1),-1.3435 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,3),(7,2),-0.460466 # DEPENDENCYPART_NEXTSIBL
(7,3),(7,-1),-1.08679 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,2),(7,-1),-0.827381 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,8),(8,9),-0.182335 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,10),-0.270612 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,11),0.0477712 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,12),-0.0703556 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,13),-0.358901 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,16),-0.924746 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,18),-0.930526 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,19),-0.514545 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,33),-0.386325 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,9),(8,10),-0.715525 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,11),-0.894356 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,12),-0.913446 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,13),-0.720901 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,16),-0.668205 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,18),-0.757828 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,19),-0.772851 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,33),-0.591112 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,10),(8,11),-0.802693 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,12),-0.852152 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,13),-0.807853 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,16),-0.848072 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,18),-0.805632 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,19),-0.680302 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,33),-0.854256 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,11),(8,12),-0.781015 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,13),-0.839105 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,16),-0.794887 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,18),-0.835069 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,19),-0.6526 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,33),-0.92421 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,12),(8,13),-0.902095 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,16),-0.833398 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,18),-0.904409 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,19),-0.799267 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,33),-0.344665 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,13),(8,16),-0.812662 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,18),-0.756265 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,19),-0.573927 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,33),-0.788419 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,16),(8,18),-0.072228 # DEPENDENCYPART_NEXTSIBL
(8,16),(8,19),-0.0102228 # DEPENDENCYPART_NEXTSIBL
(8,16),(8,33),-1.2648 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,18),(8,19),-0.946143 # DEPENDENCYPART_NEXTSIBL
(8,18),(8,33),-0.403243 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,19),(8,33),-0.898169 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,8),(8,7),-0.748338 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,6),-0.563077 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,5),-0.315791 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,4),-1.09036 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,3),-1.01619 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,2),-0.291635 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,-1),-0.472421 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,7),(8,6),-0.166202 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,5),-0.544294 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,4),-0.599619 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,3),-0.807152 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,2),-0.842419 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,-1),-0.702313 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,6),(8,5),-0.441576 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,4),-0.39128 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,3),-0.883279 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,2),-0.829659 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,-1),-0.782327 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,5),(8,4),-0.297526 # DEPENDENCYPART_NEXTSIBL
(8,5),(8,3),-0.576537 # DEPENDENCYPART_NEXTSIBL
(8,5),(8,2),-0.804594 # DEPENDENCYPART_NEXTSIBL
(8,5),(8,-1),-0.584236 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,4),(8,3),-0.768764 # DEPENDENCYPART_NEXTSIBL
(8,4),(8,2),-0.782006 # DEPENDENCYPART_NEXTSIBL
(8,4),(8,-1),-1.33936 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,3),(8,2),-0.49882 # DEPENDENCYPART_NEXTSIBL
(8,3),(8,-1),-1.08824 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,2),(8,-1),-0.858299 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,9),(9,10),-0.373037 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,11),0.164446 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,12),-0.0775141 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,13),-0.461326 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,15),-0.708551 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,16),-0.907924 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,17),-1.17844 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,19),-0.498217 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,22),-0.933996 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,24),-0.499824 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,25),-0.503116 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,30),-1.0485 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,31),-0.969436 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,32),-1.2126 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,33),-0.860329 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,10),(9,11),-0.82081 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,12),-0.868469 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,13),-0.823923 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,15),-0.543541 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,16),-0.836336 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,17),-0.890957 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,19),-0.699607 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,22),-0.534323 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,24),-0.617205 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,25),-0.661021 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,30),-0.646545 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,31),-0.948262 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,32),-1.03993 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,33),-0.815512 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,11),(9,12),-0.771092 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,13),-0.852047 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,15),-0.355811 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,16),-0.760593 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,17),-0.459265 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,19),-0.636988 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,22),-0.197464 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,24),-0.458121 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,25),-0.468848 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,30),-0.339407 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,31),-0.460827 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,32),-0.643782 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,33),-0.797064 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,12),(9,13),-0.937314 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,15),-0.549635 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,16),-0.812932 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,17),-0.649959 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,19),-0.81178 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,22),-0.502962 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,24),-0.745805 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,25),-0.718474 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,30),0.278736 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,31),-0.64115 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,32),-0.899959 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,33),-0.227095 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,13),(9,15),-0.490736 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,16),-0.800926 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,17),-0.581187 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,19),-0.593232 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,22),-0.466467 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,24),-0.548754 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,25),-0.569444 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,30),-0.397756 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,31),-0.933505 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,32),-0.971513 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,33),-0.749675 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,15),(9,16),0.0820035 # DEPENDENCYPART_NEXTSIBL
(9,15),(9,17),-0.300052 # DEPENDENCYPART_NEXTSIBL
(9,15),(9,19),-0.090989 # DEPENDENCYPART_NEXTSIBL
(9,15),(9,22),-1.32592 # DEPENDENCYPART_NEXTSIBL
(9,15),(9,24),-0.365179 # DEPENDENCYPART_NEXTSIBL
(9,15),(9,25),-0.372861 # DEPENDENCYPART_NEXTSIBL
(9,15),(9,30),-0.913863 # DEPENDENCYPART_NEXTSIBL
(9,15),(9,31),-0.992674 # DEPENDENCYPART_NEXTSIBL
(9,15),(9,32),-1.18966 # DEPENDENCYPART_NEXTSIBL
(9,15),(9,33),-1.22127 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,16),(9,17),-0.157978 # DEPENDENCYPART_NEXTSIBL
(9,16),(9,19),0.0401718 # DEPENDENCYPART_NEXTSIBL
(9,16),(9,22),-0.495665 # DEPENDENCYPART_NEXTSIBL
(9,16),(9,24),-0.166797 # DEPENDENCYPART_NEXTSIBL
(9,16),(9,25),-0.0500708 # DEPENDENCYPART_NEXTSIBL
(9,16),(9,30),-0.826292 # DEPENDENCYPART_NEXTSIBL
(9,16),(9,31),-0.829406 # DEPENDENCYPART_NEXTSIBL
(9,16),(9,32),-0.923476 # DEPENDENCYPART_NEXTSIBL
(9,16),(9,33),-1.2042 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,17),(9,19),-0.663618 # DEPENDENCYPART_NEXTSIBL
(9,17),(9,22),-0.579637 # DEPENDENCYPART_NEXTSIBL
(9,17),(9,24),-0.656875 # DEPENDENCYPART_NEXTSIBL
(9,17),(9,25),-0.808887 # DEPENDENCYPART_NEXTSIBL
(9,17),(9,30),-0.622989 # DEPENDENCYPART_NEXTSIBL
(9,17),(9,31),-1.13031 # DEPENDENCYPART_NEXTSIBL
(9,17),(9,32),-1.15709 # DEPENDENCYPART_NEXTSIBL
(9,17),(9,33),-0.897864 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,19),(9,22),-0.380556 # DEPENDENCYPART_NEXTSIBL
(9,19),(9,24),-0.60908 # DEPENDENCYPART_NEXTSIBL
(9,19),(9,25),-0.619993 # DEPENDENCYPART_NEXTSIBL
(9,19),(9,30),0.0206953 # DEPENDENCYPART_NEXTSIBL
(9,19),(9,31),-0.460138 # DEPENDENCYPART_NEXTSIBL
(9,19),(9,32),-0.588514 # DEPENDENCYPART_NEXTSIBL
(9,19),(9,33),-0.749599 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,22),(9,24),-0.380497 # DEPENDENCYPART_NEXTSIBL
(9,22),(9,25),-0.586353 # DEPENDENCYPART_NEXTSIBL
(9,22),(9,30),-0.860073 # DEPENDENCYPART_NEXTSIBL
(9,22),(9,31),-0.675913 # DEPENDENCYPART_NEXTSIBL
(9,22),(9,32),-0.801869 # DEPENDENCYPART_NEXTSIBL
(9,22),(9,33),-0.984698 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,24),(9,25),-0.77798 # DEPENDENCYPART_NEXTSIBL
(9,24),(9,30),0.252205 # DEPENDENCYPART_NEXTSIBL
(9,24),(9,31),-0.391942 # DEPENDENCYPART_NEXTSIBL
(9,24),(9,32),-0.497621 # DEPENDENCYPART_NEXTSIBL
(9,24),(9,33),-1.40931 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,25),(9,30),0.204072 # DEPENDENCYPART_NEXTSIBL
(9,25),(9,31),-0.521519 # DEPENDENCYPART_NEXTSIBL
(9,25),(9,32),-0.590572 # DEPENDENCYPART_NEXTSIBL
(9,25),(9,33),-0.0700062 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,30),(9,31),-0.366785 # DEPENDENCYPART_NEXTSIBL
(9,30),(9,32),-0.346586 # DEPENDENCYPART_NEXTSIBL
(9,30),(9,33),-2.32793 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,31),(9,32),-0.489143 # DEPENDENCYPART_NEXTSIBL
(9,31),(9,33),-0.602442 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,32),(9,33),-1.11826 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,9),(9,8),-0.0376529 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,7),-0.556237 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,6),-0.448963 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,5),-0.303191 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,4),-1.00357 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,3),-0.993552 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,2),-0.341667 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,1),-0.304297 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,-1),-0.792631 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,8),(9,7),-0.225101 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,6),-0.616645 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,5),-0.601238 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,4),-0.501562 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,3),-0.592149 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,2),-0.826948 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,1),-0.765702 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,-1),-0.561701 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,7),(9,6),-0.389152 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,5),-0.612962 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,4),-0.665008 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,3),-0.834533 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,2),-0.987318 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,1),-1.01651 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,-1),-0.760155 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,6),(9,5),-0.551483 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,4),-0.487302 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,3),-0.945768 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,2),-1.01326 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,1),-0.997148 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,-1),-0.890951 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,5),(9,4),-0.377142 # DEPENDENCYPART_NEXTSIBL
(9,5),(9,3),-0.658576 # DEPENDENCYPART_NEXTSIBL
(9,5),(9,2),-0.91586 # DEPENDENCYPART_NEXTSIBL
(9,5),(9,1),-0.980595 # DEPENDENCYPART_NEXTSIBL
(9,5),(9,-1),-0.732847 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,4),(9,3),-0.744472 # DEPENDENCYPART_NEXTSIBL
(9,4),(9,2),-0.808718 # DEPENDENCYPART_NEXTSIBL
(9,4),(9,1),-0.779411 # DEPENDENCYPART_NEXTSIBL
(9,4),(9,-1),-1.21615 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,3),(9,2),-0.578521 # DEPENDENCYPART_NEXTSIBL
(9,3),(9,1),-0.951545 # DEPENDENCYPART_NEXTSIBL
(9,3),(9,-1),-1.09637 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,2),(9,1),-0.664174 # DEPENDENCYPART_NEXTSIBL
(9,2),(9,-1),-0.870621 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,1),(9,-1),-0.188718 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
