# _root_ Hertz Corp. of Park Ridge , N.J. , said it retained Merrill Lynch Capital Markets to sell its Hertz Equipment Rental Corp. unit .
#goldHeads=9,1,1,5,3,5,5,5,0,11,9,15,15,15,11,11,16,23,23,23,23,23,17,9,
#predictedHeads=9,1,1,5,3,5,5,5,0,11,9,15,15,15,11,15,16,23,23,23,23,23,17,9,
(5,6),(5,9),0.295708 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0727058 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.473795 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.713843 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.70883 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.745995 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.788102 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.12525 # DEPENDENCYPART_SIBL
(5,6),(5,23),0.794157 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.200327 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0449943 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0609738 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0445848 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0259985 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0375735 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0162311 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.00425867 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.0186269 # DEPENDENCYPART_SIBL
(5,7),(5,23),-0.0405634 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.295708 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0727058 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.473795 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.713843 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.70883 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.745995 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.788102 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.12525 # DEPENDENCYPART_SIBL
(5,8),(5,23),0.794157 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0351784 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.285259 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0425836 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0335669 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.0483427 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.0613426 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0157559 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.0805432 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0449063 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0293042 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.0203062 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0350635 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.0480896 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.0283655 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.00843171 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0292542 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.0202375 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0350133 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.0480133 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.0340849 # DEPENDENCYPART_SIBL
(5,11),(5,23),-0.0964765 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.0670018 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0456921 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.0254092 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.0168001 # DEPENDENCYPART_SIBL
(5,12),(5,23),-0.053554 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.0425302 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.0220404 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.0128102 # DEPENDENCYPART_SIBL
(5,13),(5,23),-0.0419331 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.0333671 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.0122404 # DEPENDENCYPART_SIBL
(5,14),(5,23),-0.053167 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.0184556 # DEPENDENCYPART_SIBL
(5,15),(5,23),-0.0342314 # DEPENDENCYPART_SIBL
(5,16),(5,23),-0.0271859 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.122357 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.144831 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.239166 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.217961 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.623126 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.171755 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0105913 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0378943 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0199254 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.128031 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.254674 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.233469 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.554648 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0212219 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0665193 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0278394 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0569336 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0299593 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0232896 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.170441 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0140811 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0182931 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0196643 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.00371629 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.218042 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.646716 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.241264 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0319445 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0531333 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0412852 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.610486 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.173567 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.00899952 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0369974 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0183336 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.079655 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.441302 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0716868 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.103928 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.233601 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.012114 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.411694 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0353996 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.286055 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0454815 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.609904 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.163765 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.559018 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.562367 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.105836 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.556066 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.105836 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0127917 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0373705 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.179047 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.18674 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.196034 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.182099 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.246046 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0535935 # DEPENDENCYPART_SIBL
(9,1),(9,24),0.0267579 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0729637 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.464778 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.468128 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0802405 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.461827 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0802405 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.180801 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.164062 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.367314 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.375007 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.384299 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.370366 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.511093 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.248126 # DEPENDENCYPART_SIBL
(9,2),(9,24),-0.35812 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.00073807 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.00485939 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.109809 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0195378 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.109809 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.081575 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0749667 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.13089 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.140174 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.153088 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.146328 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.23983 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0728765 # DEPENDENCYPART_SIBL
(9,3),(9,24),0.037569 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.560075 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0851638 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.553683 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0851638 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.00610301 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.049919 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.17332 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.181013 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.190308 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.176372 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.22789 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0483496 # DEPENDENCYPART_SIBL
(9,4),(9,24),0.0294377 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.111128 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.553718 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.111128 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0140267 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.035787 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.179533 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.187226 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.196521 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.182585 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.247249 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0548304 # DEPENDENCYPART_SIBL
(9,5),(9,24),0.0270155 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.104259 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.324472 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.141513 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0636214 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.00767536 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0113432 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0120043 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0302981 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.248478 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.107136 # DEPENDENCYPART_SIBL
(9,6),(9,24),0.01006 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0836747 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0334844 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0140909 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.201281 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.208973 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.218268 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.204332 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.271016 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0786198 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.0199684 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.141513 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0636214 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.00767536 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0113432 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0120043 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0302981 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.248478 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.107136 # DEPENDENCYPART_SIBL
(9,8),(9,24),0.01006 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.205853 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0164891 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0165888 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0216044 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0206263 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.055336 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.10758 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.00540514 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.193297 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.193406 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.198413 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.197454 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.245898 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.138447 # DEPENDENCYPART_SIBL
(9,11),(9,24),0.00689668 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.280991 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.283512 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.274176 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.141984 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0323326 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.0696551 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.290357 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.280918 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.147742 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0377858 # DEPENDENCYPART_SIBL
(9,13),(9,24),-0.090403 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.265526 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.118933 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0209292 # DEPENDENCYPART_SIBL
(9,14),(9,24),-0.0851923 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.146965 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0342166 # DEPENDENCYPART_SIBL
(9,15),(9,24),-0.0931556 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.321254 # DEPENDENCYPART_SIBL
(9,16),(9,24),-0.237974 # DEPENDENCYPART_SIBL
(9,17),(9,24),-0.0830525 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0560082 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.491107 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.115612 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.453465 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.45688 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0437648 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.448999 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0437648 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.167957 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.436912 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.021461 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0249893 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0384818 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0216699 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0247426 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0384227 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0220629 # DEPENDENCYPART_SIBL
(11,1),(11,20),0.00171965 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.0212529 # DEPENDENCYPART_SIBL
(11,1),(11,23),-0.000353282 # DEPENDENCYPART_SIBL
(11,1),(11,24),-0.00660705 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0748845 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.409311 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.412726 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0588541 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.404845 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0588541 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.125276 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.392845 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.19369 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.197219 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.21071 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.1939 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.273753 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.216918 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.194291 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.170508 # DEPENDENCYPART_SIBL
(11,2),(11,21),-0.193481 # DEPENDENCYPART_SIBL
(11,2),(11,23),-0.229447 # DEPENDENCYPART_SIBL
(11,2),(11,24),-0.371945 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0164318 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0204869 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0703955 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.00183369 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0703955 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.110854 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0211626 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0414215 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0465416 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0636542 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0540174 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0940525 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0932151 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0416812 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.0363118 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.0413731 # DEPENDENCYPART_SIBL
(11,3),(11,23),-0.0199001 # DEPENDENCYPART_SIBL
(11,3),(11,24),-0.00462565 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.454586 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0230899 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.446615 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0230899 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.163544 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.432498 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0140784 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0176067 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0310992 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0142873 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.00522586 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0318179 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0146803 # DEPENDENCYPART_SIBL
(11,4),(11,20),0.00910224 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.0138703 # DEPENDENCYPART_SIBL
(11,4),(11,23),0.000855073 # DEPENDENCYPART_SIBL
(11,4),(11,24),-0.00169262 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0490562 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.446651 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0490562 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.167957 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.436912 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0219473 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0254756 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0389681 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0221562 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0259452 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0396595 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0225492 # DEPENDENCYPART_SIBL
(11,5),(11,20),0.00123332 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.0217392 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.0023978 # DEPENDENCYPART_SIBL
(11,5),(11,24),-0.00634953 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.03629 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0131468 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0281943 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0409902 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0141497 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0282539 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0338501 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.048567 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0292165 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.049999 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0142471 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.00267721 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.013939 # DEPENDENCYPART_SIBL
(11,6),(11,23),-0.00272755 # DEPENDENCYPART_SIBL
(11,6),(11,24),0.0724982 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.021114 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.172898 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.441852 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0426308 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.046159 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0596516 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0428396 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0486482 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0623852 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0432326 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0194501 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0424227 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.0275989 # DEPENDENCYPART_SIBL
(11,7),(11,24),-0.0517553 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0281943 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0409902 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0141497 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0282539 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0338501 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.048567 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0292165 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.049999 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0142471 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.00267721 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.013939 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.00272755 # DEPENDENCYPART_SIBL
(11,8),(11,24),0.0724982 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0326521 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.012647 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.00436109 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.00278821 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.00470486 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.133618 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.107436 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.012481 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.0150985 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.0127891 # DEPENDENCYPART_SIBL
(11,9),(11,23),-0.0448193 # DEPENDENCYPART_SIBL
(11,9),(11,24),-0.0160759 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0198633 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0249835 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0394498 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0157607 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0243215 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0295643 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0201242 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0161309 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.0198161 # DEPENDENCYPART_SIBL
(11,10),(11,23),0.0763948 # DEPENDENCYPART_SIBL
(11,10),(11,24),-0.0119196 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.18653 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.189052 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.178997 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0527806 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0322867 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.185304 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.184974 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.185048 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.111393 # DEPENDENCYPART_SIBL
(11,12),(11,24),-0.0141793 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.19284 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.182681 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0555225 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0298492 # DEPENDENCYPART_SIBL
