# _root_ Now the Journal , flush with ads and hugely profitable , is even with La Presse in weekend circulation and outsells it 3 to 2 every weekday .
#goldHeads=20,3,20,20,8,5,6,20,10,8,20,20,12,13,16,14,12,19,17,0,20,21,21,23,24,27,21,20,
#predictedHeads=20,3,12,3,8,5,6,3,10,8,3,20,12,12,16,14,16,19,17,0,20,23,21,21,24,27,25,20,
(6,10),(10,9),0.202756 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.475177 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.251177 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.127571 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.160908 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.00604133 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.632756 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.789143 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-1.0663 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.743961 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.440498 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.75423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.798933 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.742906 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.150052 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.11614 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.254386 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.107571 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.260177 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.239718 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),0.0115495 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),0.335788 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.0870257 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),0.0282756 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.250879 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),-0.399858 # DEPENDENCYPART_GRANDPAR
(6,12),(12,28),-0.564613 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.366315 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.136855 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.109889 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.0345257 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.151917 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.45711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),0.0839472 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.339738 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.501013 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.525381 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.184003 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.0707633 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.247403 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.522546 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.43664 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.0479 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.108831 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.134731 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.46001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.0374971 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.402243 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.413173 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.604327 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.680174 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.417706 # DEPENDENCYPART_GRANDPAR
(7,3),(3,20),-0.708913 # DEPENDENCYPART_GRANDPAR
(7,3),(3,28),-1.59091 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.439233 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.378762 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.0119521 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.021167 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.200832 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.46342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),0.0671649 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.346358 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.577393 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.272175 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.536078 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.378434 # DEPENDENCYPART_GRANDPAR
(7,5),(5,28),-1.53661 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0410143 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.0426269 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.51214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.00894222 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.361104 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.600477 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.280234 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.532307 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.05892 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.940555 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.921063 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.6935 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.600794 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.833216 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.855173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.312563 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.117959 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.321034 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.145476 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.0443845 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.317636 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.112661 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),0.198045 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.350524 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),0.000676125 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),0.0368852 # DEPENDENCYPART_GRANDPAR
(7,8),(8,28),-0.948551 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.744956 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.825235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.691606 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0747977 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.321286 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.0288599 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.510041 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.656824 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.921335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.67493 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.124987 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.360547 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.0688108 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.0200164 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.283565 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.0267992 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.0048487 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.244075 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.0431657 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),0.387374 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),0.287026 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.459012 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.28063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),0.132303 # DEPENDENCYPART_GRANDPAR
(8,1),(1,12),-0.255101 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.124368 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.0894609 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.345186 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.246444 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.230381 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.260473 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.178565 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.55057 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.295845 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.611139 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.31353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),0.153711 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.284713 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.264247 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.318612 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.0736901 # DEPENDENCYPART_GRANDPAR
(8,3),(3,20),-0.830018 # DEPENDENCYPART_GRANDPAR
(8,3),(3,28),-1.19521 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),0.160643 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.241809 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.378125 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.0193382 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.406545 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.449083 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.25998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),0.159356 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.0840118 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.160878 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.250605 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.126065 # DEPENDENCYPART_GRANDPAR
(8,5),(5,28),-1.18992 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.0313724 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.492873 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.16687 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.31862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),0.151255 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.100958 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.161688 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.246006 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),0.218058 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),0.226181 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.447131 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.217588 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.564793 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.302745 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.31352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.153716 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.11619 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.194898 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),0.0177643 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.751729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.388058 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.453148 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.183423 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.0304376 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.116281 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),0.0437743 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.627665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.713667 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.446966 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.283233 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.190096 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.336537 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),0.119507 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.485434 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.480234 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.32143 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.779401 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.152768 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.436177 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.108768 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.722278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.679886 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.369189 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.317355 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.186107 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.330141 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.220903 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.196425 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),0.15138 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),0.0710643 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.041793 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),0.0783179 # DEPENDENCYPART_GRANDPAR
(8,12),(12,24),0.427865 # DEPENDENCYPART_GRANDPAR
(8,12),(12,28),-0.664992 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.19518 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.166645 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),0.0174829 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.359599 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.411041 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.318681 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.2525 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.00198594 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.0226857 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),0.0706317 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.141754 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.206139 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.0479037 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.0729614 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.255088 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),0.231166 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),0.0645088 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),0.112305 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),0.110049 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),0.00583433 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.0572931 # DEPENDENCYPART_GRANDPAR
(8,14),(14,24),0.359995 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.496206 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.632056 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),0.136177 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.293783 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.176609 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),0.109614 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),0.0909721 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),0.0956465 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.127712 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),0.128434 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),0.14274 # DEPENDENCYPART_GRANDPAR
(8,16),(16,27),-0.295476 # DEPENDENCYPART_GRANDPAR
(8,16),(16,28),-0.637227 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),0.0796423 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),0.0766904 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.00255752 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),0.0403923 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.00554391 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),0.380898 # DEPENDENCYPART_GRANDPAR
(8,17),(17,27),-0.31238 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),0.499006 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),0.135067 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),0.292674 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),0.175087 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),0.149173 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),0.192206 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),0.0413564 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.126643 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),0.131525 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),0.145966 # DEPENDENCYPART_GRANDPAR
(8,19),(19,24),0.573289 # DEPENDENCYPART_GRANDPAR
(8,19),(19,25),-0.100277 # DEPENDENCYPART_GRANDPAR
(8,19),(19,27),-0.282862 # DEPENDENCYPART_GRANDPAR
(8,20),(20,1),-0.361048 # DEPENDENCYPART_GRANDPAR
(8,20),(20,2),-0.403281 # DEPENDENCYPART_GRANDPAR
(8,20),(20,3),-0.313558 # DEPENDENCYPART_GRANDPAR
(8,20),(20,4),-0.66186 # DEPENDENCYPART_GRANDPAR
(8,20),(20,5),-0.0993316 # DEPENDENCYPART_GRANDPAR
(8,20),(20,6),-0.295917 # DEPENDENCYPART_GRANDPAR
(8,20),(20,7),-0.100896 # DEPENDENCYPART_GRANDPAR
(8,20),(20,8),-0.646017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,20),(20,9),0.622221 # DEPENDENCYPART_GRANDPAR
(8,20),(20,10),0.369385 # DEPENDENCYPART_GRANDPAR
(8,20),(20,11),0.557779 # DEPENDENCYPART_GRANDPAR
(8,20),(20,12),0.572959 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),0.108316 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),0.328985 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),0.196829 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),0.172823 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),0.220532 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),0.0659096 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),0.0906707 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),0.104407 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),0.25853 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),-0.0431164 # DEPENDENCYPART_GRANDPAR
(8,20),(20,24),0.373542 # DEPENDENCYPART_GRANDPAR
(8,20),(20,25),-0.285668 # DEPENDENCYPART_GRANDPAR
(8,20),(20,26),-0.0951352 # DEPENDENCYPART_GRANDPAR
(8,20),(20,27),-0.302652 # DEPENDENCYPART_GRANDPAR
(8,20),(20,28),-0.699641 # DEPENDENCYPART_GRANDPAR
(8,21),(21,1),-0.468773 # DEPENDENCYPART_GRANDPAR
(8,21),(21,3),-0.280095 # DEPENDENCYPART_GRANDPAR
(8,21),(21,4),-0.763793 # DEPENDENCYPART_GRANDPAR
(8,21),(21,9),0.676368 # DEPENDENCYPART_GRANDPAR
(8,21),(21,13),0.153674 # DEPENDENCYPART_GRANDPAR
(8,21),(21,14),0.393175 # DEPENDENCYPART_GRANDPAR
(8,21),(21,15),-0.00322619 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),-0.0268741 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),0.27158 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.135894 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.0722724 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.154094 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),0.228859 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-0.0274163 # DEPENDENCYPART_GRANDPAR
(8,21),(21,24),0.516036 # DEPENDENCYPART_GRANDPAR
(8,21),(21,25),-0.275287 # DEPENDENCYPART_GRANDPAR
(8,21),(21,27),-0.342927 # DEPENDENCYPART_GRANDPAR
(8,21),(21,28),-0.727238 # DEPENDENCYPART_GRANDPAR
(8,28),(28,27),-0.659767 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.421981 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.457612 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.66744 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.373368 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.331997 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.520476 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.335017 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.40491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,11),-0.44944 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.591203 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.423595 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.380344 # DEPENDENCYPART_GRANDPAR
(9,3),(3,20),-0.873309 # DEPENDENCYPART_GRANDPAR
(9,3),(3,28),-1.06924 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.423495 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.471128 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.544682 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.618955 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.404441 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.394553 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.335214 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.40491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.25764 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.386068 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.400088 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.428824 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.644753 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.264214 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.265143 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.446851 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.39901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.256551 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.378238 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.655158 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.417936 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.506882 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.887043 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.540767 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.940716 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.874844 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-0.629754 # DEPENDENCYPART_GRANDPAR
(9,8),(8,28),-1.06087 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.87632 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.771434 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.05675 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.928159 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.00545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.0802698 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.158031 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.0580298 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.0294453 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.344061 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.969921 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.923334 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-1.10533 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-1.18994 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.878087 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.911306 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-1.11666 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-1.00961 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.914325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.235129 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.0805768 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.0622069 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.0148021 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.323657 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.333274 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.00135147 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.390303 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.351543 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.179244 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.231133 # DEPENDENCYPART_GRANDPAR
(9,12),(12,28),-0.592144 # DEPENDENCYPART_GRANDPAR
