# _root_ Mercury shares closed yesterday at $ 4.625 , up 50 cents , in New York Stock Exchange composite trading .
#goldHeads=2,3,0,3,3,7,5,3,3,11,9,3,3,19,19,19,19,19,13,3,
#predictedHeads=2,3,0,3,3,7,5,3,3,11,9,3,3,19,19,19,19,19,13,3,
(0,2),(2,7),(2,13),-0.00495872 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,19),-0.0210238 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,20),-0.00468477 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,21),-0.0129391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,8),(2,9),-0.0152432 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,10),-0.0194593 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,11),0.00923876 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,12),-0.0203913 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,13),-0.00435705 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,19),0.00923903 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,20),-0.0384881 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,21),-0.039327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,9),(2,10),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,11),-0.0198553 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,12),-0.0305362 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,13),-0.0194537 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,19),-0.0198553 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,20),-0.0190015 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,21),-0.0172244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,10),(2,11),-0.0210238 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,12),-0.0203195 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,13),-0.00495872 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,19),-0.0210238 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,20),-0.00468477 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,21),-0.0129391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,11),(2,12),-0.0177991 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,13),-0.0239034 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,19),0.00299448 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,20),0.06658 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,21),-0.0319731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,12),(2,13),-0.00435705 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,19),0.00923903 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,20),-0.0384881 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,21),-0.039327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,13),(2,19),-0.0196422 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,13),(2,20),0.00387485 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,13),(2,21),-0.0778405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,19),(2,20),0.0667335 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,19),(2,21),-0.0282758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,20),(2,21),-0.0167814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,2),(2,1),0.229482 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,-1),-0.275753 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,1),(2,-1),-0.113937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,3),(3,4),-0.040097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,5),-0.189305 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,6),-0.00763496 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,7),0.0358114 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,8),0.0139113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,9),-0.00286471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,11),-0.0295609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,12),0.0139113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,13),-0.166908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,18),0.0667052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,19),-0.0353899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,20),-0.113908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,21),-0.195809 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,3),(3,4),(3,5),0.0577067 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,6),-0.0142204 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,7),0.00201316 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,8),-0.0693218 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,9),-0.038181 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,11),0.0279632 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,12),-0.0693218 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,13),0.0650009 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,18),-0.0350245 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,19),0.0279632 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,20),0.0479234 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,21),-0.0763433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,5),(3,6),-0.0273449 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,7),-0.0230225 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,8),0.0359726 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,9),0.0366894 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,11),-0.0075802 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,12),0.0359726 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,13),-0.0146947 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,18),-0.0326414 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,19),-0.00446019 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,20),0.0933019 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,21),-0.0595583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,6),(3,7),-0.020311 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,8),-0.00797862 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,9),-0.0205542 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,11),-0.0215831 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,12),-0.00797862 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,13),-0.0130333 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,19),-0.0215831 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,20),-0.0582171 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,21),-0.020442 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,7),(3,8),0.014268 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,9),-0.0210037 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,11),-0.015695 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,12),0.014268 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,13),-0.0253147 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,18),-0.0220106 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,19),-0.015695 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,20),-0.00612152 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,21),-0.0286992 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,8),(3,9),0.0103187 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,11),-0.104421 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,12),-0.0438422 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,13),0.0818935 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,18),-0.00908315 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,19),-0.102268 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,20),-0.0152438 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,21),-0.0562055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,9),(3,11),0.0227218 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,12),-0.0455599 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,13),-0.0391777 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,18),0.00502425 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,19),0.0227496 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,20),0.097201 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,21),-0.0305317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,11),(3,12),-0.0616123 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,13),0.0649971 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,18),-0.0352952 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,19),0.0233764 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,20),0.0412785 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,21),-0.075361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,12),(3,13),0.0818935 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,18),-0.00908315 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,19),-0.102268 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,20),-0.0152438 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,21),-0.0562055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,13),(3,18),-0.0310113 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,19),-0.000210095 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,20),0.108326 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,21),-0.0620537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,18),(3,19),-0.0206289 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,18),(3,20),0.06618 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,18),(3,21),-0.0328261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,19),(3,20),0.0491622 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,19),(3,21),-0.0766243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,20),(3,21),0.170091 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,3),(3,2),0.323111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,1),0.323448 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,-1),-0.633935 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,3),(3,2),(3,1),0.10465 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,2),(3,-1),0.0591831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,1),(3,-1),0.0621307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,4),(4,5),-0.0580416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,6),-0.0240393 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,7),-0.0111803 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,8),-0.0580421 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,9),-0.0269773 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,10),-0.0111803 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,11),-0.0203939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,12),-0.0580421 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,13),-0.0645984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,19),-0.0203689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,20),0.00810306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,21),-0.046038 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,4),(4,5),(4,6),-0.0194691 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,7),-0.0132042 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,8),-0.00586901 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,9),-0.0194493 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,10),-0.0132042 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,11),-0.0189519 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,12),-0.00586901 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,13),0.00697771 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,19),-0.0186974 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,20),0.00663308 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,21),-0.0754365 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,6),(4,7),-0.0194416 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,8),-0.020132 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,9),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,10),-0.0194416 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,11),-0.0201348 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,12),-0.020132 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,13),-0.0205693 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,19),-0.0201348 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,20),-0.00929254 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,21),-0.00954721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,7),(4,8),-0.0203195 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,9),-0.0196669 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,10),-0.0238831 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,11),-0.0210238 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,12),-0.0203195 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,13),-0.00495872 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,19),-0.0210238 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,20),-0.00468559 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,21),-0.0160198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,8),(4,9),-0.0152432 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,10),-0.0194593 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,11),0.00959793 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,12),-0.0203913 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,13),-0.00460971 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,19),0.0095982 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,20),-0.0384852 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,21),-0.0393275 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,9),(4,10),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,9),(4,11),-0.0198553 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,9),(4,12),-0.0305362 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,9),(4,13),-0.0194537 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,9),(4,19),-0.0198553 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,9),(4,20),-0.0190029 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,9),(4,21),-0.0172247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,10),(4,11),-0.0210238 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,12),-0.0203195 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,13),-0.00495872 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,19),-0.0210238 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,20),-0.00468559 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,21),-0.0160198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,11),(4,12),-0.0178016 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,11),(4,13),-0.0239034 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,11),(4,19),0.00299448 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,11),(4,20),0.0667534 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,11),(4,21),-0.0316916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,12),(4,13),-0.00460971 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,12),(4,19),0.0095982 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,12),(4,20),-0.0384852 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,12),(4,21),-0.0393275 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,13),(4,19),-0.0196245 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,13),(4,20),0.00383058 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,13),(4,21),-0.0778405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,19),(4,20),0.0669069 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,19),(4,21),-0.0279942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,20),(4,21),-0.0138437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,4),(4,3),0.0854103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,2),0.232109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,1),0.23211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,-1),-0.276822 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,4),(4,3),(4,2),0.104057 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,3),(4,1),0.104057 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,3),(4,-1),-0.101325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,2),(4,1),0.0668537 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,2),(4,-1),-0.111285 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,1),(4,-1),-0.111285 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,2),(2,3),0.0492157 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,4),-0.134468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,5),0.013106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,7),-0.101464 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,8),0.138522 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,9),-0.031189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,10),-0.102695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,11),-0.133016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,12),0.138522 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,13),-0.0050838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,19),-0.133009 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,20),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,21),0.11931 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,3),(2,4),-0.0233226 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,5),-0.0238266 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,7),-0.0196498 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,8),-0.0272363 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,9),-0.0198125 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,10),-0.0196498 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,11),-0.0233201 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,12),-0.0272363 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,13),-0.0247074 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,19),-0.0233201 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,20),-0.0195606 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,21),0.00332334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,4),(2,5),-0.0170934 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,7),-0.0231449 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,8),0.00421207 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,9),-0.0145043 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,10),-0.0231476 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,11),-0.00145791 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,12),0.00421207 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,13),-0.0211041 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,19),-0.00145791 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,20),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,21),0.0231713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,5),(2,7),-0.0194648 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,8),-0.045928 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,9),-0.0206382 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,10),-0.0194648 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,11),-0.0239332 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,12),-0.045928 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,13),-0.0591516 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,19),-0.0239332 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,20),-0.020478 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,21),0.0254072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,7),(2,8),-0.000860704 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,9),-0.0200432 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,10),-0.0132652 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,11),-0.0270599 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,12),-0.000860704 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,13),-0.021559 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,19),-0.0270599 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,20),-0.0194899 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,21),-0.0998995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,8),(2,9),-0.0186292 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,8),(2,10),-0.0167191 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,8),(2,11),0.134899 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,8),(2,12),-0.0232172 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,8),(2,13),0.00558783 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,8),(2,19),0.134899 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,8),(2,20),-0.0242318 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,8),(2,21),-0.0201659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,9),(2,10),-0.0194799 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,9),(2,11),-0.0206159 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,9),(2,12),-0.0237815 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,9),(2,13),-0.0197602 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,9),(2,19),-0.0206159 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,9),(2,20),-0.020088 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,9),(2,21),-0.0271665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,10),(2,11),-0.0270599 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,10),(2,12),-0.000860704 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,10),(2,13),-0.021559 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,10),(2,19),-0.0270599 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,10),(2,20),-0.0194899 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,10),(2,21),-0.100293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,11),(2,12),0.00436677 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,11),(2,13),-0.0211037 # DEPENDENCYPART_GRANDSIBL
