# _root_ `` The question is how long it 's going to take Barry Wright to make a contribution , '' says F. John Mirek , an analyst at Blunt Ellis Loewi in Milwaukee .
#goldHeads=20,3,4,20,6,11,8,4,8,9,10,13,11,11,14,17,15,20,20,0,23,23,20,23,26,23,26,30,30,27,30,31,20,
#predictedHeads=20,3,4,20,8,5,8,4,8,9,10,13,11,11,14,17,15,20,20,0,23,23,20,23,26,23,26,30,30,27,30,31,20,
(14,5),(14,13),0.0207251 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.046131 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.109343 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.00192988 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.00814754 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.0413345 # DEPENDENCYPART_SIBL
(14,5),(14,23),-0.0413344 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.104247 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0407494 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.00842345 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0164234 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0247718 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.146863 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.142813 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0405848 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.00273081 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0223902 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0212958 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.134274 # DEPENDENCYPART_SIBL
(14,13),(14,23),-0.130224 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.806223 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0503142 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0928409 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.619265 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.619265 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0325203 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.154078 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.490702 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.489455 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.244958 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.081669 # DEPENDENCYPART_SIBL
(14,18),(14,23),0.100589 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.15962 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.159616 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.539204 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.026609 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0265074 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0207153 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.145644 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.00964416 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.0948333 # DEPENDENCYPART_SIBL
(15,5),(15,20),0.0282151 # DEPENDENCYPART_SIBL
(15,5),(15,21),0.0193286 # DEPENDENCYPART_SIBL
(15,5),(15,22),0.0193285 # DEPENDENCYPART_SIBL
(15,5),(15,23),0.0193286 # DEPENDENCYPART_SIBL
(15,5),(15,24),-0.00964416 # DEPENDENCYPART_SIBL
(15,5),(15,26),0.138345 # DEPENDENCYPART_SIBL
(15,5),(15,27),-0.0661484 # DEPENDENCYPART_SIBL
(15,5),(15,29),0.0193286 # DEPENDENCYPART_SIBL
(15,5),(15,30),0.0193286 # DEPENDENCYPART_SIBL
(15,5),(15,31),-0.127949 # DEPENDENCYPART_SIBL
(15,5),(15,32),0.0193286 # DEPENDENCYPART_SIBL
(15,5),(15,33),-0.0114157 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0536445 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0454642 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.00397189 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0226874 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0734676 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.00349944 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0199911 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.0217864 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.0177368 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.0226874 # DEPENDENCYPART_SIBL
(15,12),(15,26),0.0366367 # DEPENDENCYPART_SIBL
(15,12),(15,27),-0.0361511 # DEPENDENCYPART_SIBL
(15,12),(15,29),-0.0177368 # DEPENDENCYPART_SIBL
(15,12),(15,30),-0.0177368 # DEPENDENCYPART_SIBL
(15,12),(15,31),-0.0442465 # DEPENDENCYPART_SIBL
(15,12),(15,32),-0.012101 # DEPENDENCYPART_SIBL
(15,12),(15,33),0.0708151 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0452443 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.00966452 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0286542 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0769436 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0024226 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.00740213 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.00919734 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.00514779 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.0286542 # DEPENDENCYPART_SIBL
(15,13),(15,26),0.0423228 # DEPENDENCYPART_SIBL
(15,13),(15,27),-0.0263636 # DEPENDENCYPART_SIBL
(15,13),(15,29),-0.00514779 # DEPENDENCYPART_SIBL
(15,13),(15,30),-0.00514779 # DEPENDENCYPART_SIBL
(15,13),(15,31),-0.0304987 # DEPENDENCYPART_SIBL
(15,13),(15,32),0.000488057 # DEPENDENCYPART_SIBL
(15,13),(15,33),0.0696808 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.134294 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.029276 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0748944 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.140023 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.136417 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.136418 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.136417 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.029276 # DEPENDENCYPART_SIBL
(15,16),(15,26),-0.137569 # DEPENDENCYPART_SIBL
(15,16),(15,27),-0.0125592 # DEPENDENCYPART_SIBL
(15,16),(15,29),-0.136417 # DEPENDENCYPART_SIBL
(15,16),(15,30),-0.136417 # DEPENDENCYPART_SIBL
(15,16),(15,31),-0.115337 # DEPENDENCYPART_SIBL
(15,16),(15,32),-0.136417 # DEPENDENCYPART_SIBL
(15,16),(15,33),-0.0761775 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0100739 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0662203 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.145153 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.096353 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0975992 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0963523 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.0100739 # DEPENDENCYPART_SIBL
(15,17),(15,26),-0.185623 # DEPENDENCYPART_SIBL
(15,17),(15,27),0.16708 # DEPENDENCYPART_SIBL
(15,17),(15,29),-0.0963523 # DEPENDENCYPART_SIBL
(15,17),(15,30),-0.0963523 # DEPENDENCYPART_SIBL
(15,17),(15,31),0.0349548 # DEPENDENCYPART_SIBL
(15,17),(15,32),-0.0963523 # DEPENDENCYPART_SIBL
(15,17),(15,33),-0.0421439 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.195496 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.00407545 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.152212 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.135011 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.153932 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.0317955 # DEPENDENCYPART_SIBL
(15,18),(15,26),0.324622 # DEPENDENCYPART_SIBL
(15,18),(15,27),0.290172 # DEPENDENCYPART_SIBL
(15,18),(15,29),0.156333 # DEPENDENCYPART_SIBL
(15,18),(15,30),0.153909 # DEPENDENCYPART_SIBL
(15,18),(15,31),0.253176 # DEPENDENCYPART_SIBL
(15,18),(15,32),0.174807 # DEPENDENCYPART_SIBL
(15,18),(15,33),0.0150612 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0304363 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.0769973 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.0769924 # DEPENDENCYPART_SIBL
(15,19),(15,23),0.0769973 # DEPENDENCYPART_SIBL
(15,19),(15,24),0.00710662 # DEPENDENCYPART_SIBL
(15,19),(15,26),0.148708 # DEPENDENCYPART_SIBL
(15,19),(15,27),0.424715 # DEPENDENCYPART_SIBL
(15,19),(15,29),0.0769964 # DEPENDENCYPART_SIBL
(15,19),(15,30),0.0769973 # DEPENDENCYPART_SIBL
(15,19),(15,31),0.347245 # DEPENDENCYPART_SIBL
(15,19),(15,32),0.0769973 # DEPENDENCYPART_SIBL
(15,19),(15,33),-0.0328285 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.186641 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.186653 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.186641 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.0171421 # DEPENDENCYPART_SIBL
(15,20),(15,26),-0.221027 # DEPENDENCYPART_SIBL
(15,20),(15,27),-0.0221573 # DEPENDENCYPART_SIBL
(15,20),(15,29),-0.186641 # DEPENDENCYPART_SIBL
(15,20),(15,30),-0.186641 # DEPENDENCYPART_SIBL
(15,20),(15,31),-0.088792 # DEPENDENCYPART_SIBL
(15,20),(15,32),-0.186641 # DEPENDENCYPART_SIBL
(15,20),(15,33),0.0225734 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.217316 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.216892 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.0898589 # DEPENDENCYPART_SIBL
(15,21),(15,26),-0.124747 # DEPENDENCYPART_SIBL
(15,21),(15,27),0.0440407 # DEPENDENCYPART_SIBL
(15,21),(15,29),-0.216892 # DEPENDENCYPART_SIBL
(15,21),(15,30),-0.216892 # DEPENDENCYPART_SIBL
(15,21),(15,31),-0.0349974 # DEPENDENCYPART_SIBL
(15,21),(15,32),-0.208522 # DEPENDENCYPART_SIBL
(15,21),(15,33),-0.0609351 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.217408 # DEPENDENCYPART_SIBL
(15,22),(15,24),-0.0961448 # DEPENDENCYPART_SIBL
(15,22),(15,26),-0.124835 # DEPENDENCYPART_SIBL
(15,22),(15,27),0.0435079 # DEPENDENCYPART_SIBL
(15,22),(15,29),-0.217408 # DEPENDENCYPART_SIBL
(15,22),(15,30),-0.217408 # DEPENDENCYPART_SIBL
(15,22),(15,31),-0.0353422 # DEPENDENCYPART_SIBL
(15,22),(15,32),-0.209037 # DEPENDENCYPART_SIBL
(15,22),(15,33),-0.0540296 # DEPENDENCYPART_SIBL
(15,23),(15,24),-0.089075 # DEPENDENCYPART_SIBL
(15,23),(15,26),-0.124688 # DEPENDENCYPART_SIBL
(15,23),(15,27),0.0443841 # DEPENDENCYPART_SIBL
(15,23),(15,29),-0.216703 # DEPENDENCYPART_SIBL
(15,23),(15,30),-0.216703 # DEPENDENCYPART_SIBL
(15,23),(15,31),-0.0346619 # DEPENDENCYPART_SIBL
(15,23),(15,32),-0.208332 # DEPENDENCYPART_SIBL
(15,23),(15,33),-0.0519361 # DEPENDENCYPART_SIBL
(15,24),(15,26),0.324622 # DEPENDENCYPART_SIBL
(15,24),(15,27),0.290172 # DEPENDENCYPART_SIBL
(15,24),(15,29),0.156333 # DEPENDENCYPART_SIBL
(15,24),(15,30),0.153909 # DEPENDENCYPART_SIBL
(15,24),(15,31),0.253176 # DEPENDENCYPART_SIBL
(15,24),(15,32),0.174807 # DEPENDENCYPART_SIBL
(15,24),(15,33),0.0150612 # DEPENDENCYPART_SIBL
(15,26),(15,27),0.155488 # DEPENDENCYPART_SIBL
(15,26),(15,29),-0.0987999 # DEPENDENCYPART_SIBL
(15,26),(15,30),-0.0987999 # DEPENDENCYPART_SIBL
(15,26),(15,31),0.028214 # DEPENDENCYPART_SIBL
(15,26),(15,32),-0.0987999 # DEPENDENCYPART_SIBL
(15,26),(15,33),-0.0122538 # DEPENDENCYPART_SIBL
(15,27),(15,29),-0.175192 # DEPENDENCYPART_SIBL
(15,27),(15,30),-0.175187 # DEPENDENCYPART_SIBL
(15,27),(15,31),-0.0256989 # DEPENDENCYPART_SIBL
(15,27),(15,32),-0.175191 # DEPENDENCYPART_SIBL
(15,27),(15,33),-0.164199 # DEPENDENCYPART_SIBL
(15,29),(15,30),-0.216704 # DEPENDENCYPART_SIBL
(15,29),(15,31),-0.0347861 # DEPENDENCYPART_SIBL
(15,29),(15,32),-0.208333 # DEPENDENCYPART_SIBL
(15,29),(15,33),-0.0485423 # DEPENDENCYPART_SIBL
(15,30),(15,31),-0.0346619 # DEPENDENCYPART_SIBL
(15,30),(15,32),-0.208332 # DEPENDENCYPART_SIBL
(15,30),(15,33),-0.0519361 # DEPENDENCYPART_SIBL
(15,31),(15,32),-0.193643 # DEPENDENCYPART_SIBL
(15,31),(15,33),-0.130042 # DEPENDENCYPART_SIBL
(15,32),(15,33),-0.0519361 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.000304196 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.373654 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0142407 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.00774833 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.0285748 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0206367 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.0269069 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.0155276 # DEPENDENCYPART_SIBL
(17,12),(17,24),0.0142407 # DEPENDENCYPART_SIBL
(17,12),(17,26),0.00329249 # DEPENDENCYPART_SIBL
(17,12),(17,27),-0.105808 # DEPENDENCYPART_SIBL
(17,12),(17,30),-0.0155276 # DEPENDENCYPART_SIBL
(17,12),(17,31),-0.0757274 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.372089 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0233947 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0216256 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.0392475 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.00372823 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.00254196 # DEPENDENCYPART_SIBL
(17,13),(17,23),0.00883733 # DEPENDENCYPART_SIBL
(17,13),(17,24),0.0233947 # DEPENDENCYPART_SIBL
(17,13),(17,26),0.0194265 # DEPENDENCYPART_SIBL
(17,13),(17,27),-0.0825845 # DEPENDENCYPART_SIBL
(17,13),(17,30),0.00883733 # DEPENDENCYPART_SIBL
(17,13),(17,31),-0.0445199 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.00677231 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0980751 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.363107 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.049806 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0382752 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.0527469 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.00677231 # DEPENDENCYPART_SIBL
(17,16),(17,26),0.0203539 # DEPENDENCYPART_SIBL
(17,16),(17,27),0.216513 # DEPENDENCYPART_SIBL
(17,16),(17,30),0.0527469 # DEPENDENCYPART_SIBL
(17,16),(17,31),0.199356 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.36202 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.322769 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.633235 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.601179 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.635784 # DEPENDENCYPART_SIBL
(17,18),(17,24),0.11114 # DEPENDENCYPART_SIBL
(17,18),(17,26),0.789336 # DEPENDENCYPART_SIBL
(17,18),(17,27),0.179712 # DEPENDENCYPART_SIBL
(17,18),(17,30),0.635761 # DEPENDENCYPART_SIBL
(17,18),(17,31),0.152213 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0481074 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.124807 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.119189 # DEPENDENCYPART_SIBL
(17,19),(17,23),0.125135 # DEPENDENCYPART_SIBL
(17,19),(17,24),0.0456191 # DEPENDENCYPART_SIBL
(17,19),(17,26),0.272358 # DEPENDENCYPART_SIBL
(17,19),(17,27),0.28467 # DEPENDENCYPART_SIBL
(17,19),(17,30),0.125135 # DEPENDENCYPART_SIBL
(17,19),(17,31),0.307346 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.00365865 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.00197474 # DEPENDENCYPART_SIBL
(17,20),(17,23),0.00398648 # DEPENDENCYPART_SIBL
(17,20),(17,24),0.246037 # DEPENDENCYPART_SIBL
(17,20),(17,26),0.0123784 # DEPENDENCYPART_SIBL
(17,20),(17,27),0.0376171 # DEPENDENCYPART_SIBL
(17,20),(17,30),0.00398648 # DEPENDENCYPART_SIBL
(17,20),(17,31),0.0636742 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.135068 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.128552 # DEPENDENCYPART_SIBL
(17,21),(17,24),0.0575164 # DEPENDENCYPART_SIBL
(17,21),(17,26),-0.103729 # DEPENDENCYPART_SIBL
(17,21),(17,27),0.0118523 # DEPENDENCYPART_SIBL
(17,21),(17,30),-0.128552 # DEPENDENCYPART_SIBL
(17,21),(17,31),-0.0107694 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.130905 # DEPENDENCYPART_SIBL
(17,22),(17,24),0.047474 # DEPENDENCYPART_SIBL
(17,22),(17,26),-0.105499 # DEPENDENCYPART_SIBL
(17,22),(17,27),0.00962662 # DEPENDENCYPART_SIBL
(17,22),(17,30),-0.130905 # DEPENDENCYPART_SIBL
(17,22),(17,31),-0.0128469 # DEPENDENCYPART_SIBL
(17,23),(17,24),0.0591019 # DEPENDENCYPART_SIBL
(17,23),(17,26),-0.103244 # DEPENDENCYPART_SIBL
(17,23),(17,27),0.0128379 # DEPENDENCYPART_SIBL
(17,23),(17,30),-0.127937 # DEPENDENCYPART_SIBL
(17,23),(17,31),-0.00979168 # DEPENDENCYPART_SIBL
(17,24),(17,26),0.789336 # DEPENDENCYPART_SIBL
(17,24),(17,27),0.179712 # DEPENDENCYPART_SIBL
(17,24),(17,30),0.635761 # DEPENDENCYPART_SIBL
(17,24),(17,31),0.152213 # DEPENDENCYPART_SIBL
(17,26),(17,27),0.0408862 # DEPENDENCYPART_SIBL
(17,26),(17,30),-0.0651543 # DEPENDENCYPART_SIBL
(17,26),(17,31),0.0172086 # DEPENDENCYPART_SIBL
(17,27),(17,30),0.00699482 # DEPENDENCYPART_SIBL
(17,27),(17,31),0.111029 # DEPENDENCYPART_SIBL
(17,30),(17,31),-0.00979168 # DEPENDENCYPART_SIBL
(20,1),(20,3),0.0940886 # DEPENDENCYPART_SIBL
(20,1),(20,4),0.135457 # DEPENDENCYPART_SIBL
(20,1),(20,5),-0.177704 # DEPENDENCYPART_SIBL
(20,1),(20,6),-0.0852663 # DEPENDENCYPART_SIBL
(20,1),(20,7),-0.0482702 # DEPENDENCYPART_SIBL
(20,1),(20,8),0.0455152 # DEPENDENCYPART_SIBL
(20,1),(20,9),-0.0426824 # DEPENDENCYPART_SIBL
(20,1),(20,10),0.00341737 # DEPENDENCYPART_SIBL
(20,1),(20,11),0.08167 # DEPENDENCYPART_SIBL
(20,1),(20,12),-0.0474627 # DEPENDENCYPART_SIBL
(20,1),(20,13),-0.0527862 # DEPENDENCYPART_SIBL
(20,1),(20,14),0.00341737 # DEPENDENCYPART_SIBL
(20,1),(20,15),0.0564452 # DEPENDENCYPART_SIBL
(20,1),(20,16),-0.082172 # DEPENDENCYPART_SIBL
(20,1),(20,17),0.0165779 # DEPENDENCYPART_SIBL
(20,1),(20,18),0.0374956 # DEPENDENCYPART_SIBL
(20,1),(20,19),0.490437 # DEPENDENCYPART_SIBL
(20,1),(20,21),-0.13565 # DEPENDENCYPART_SIBL
(20,1),(20,22),-0.110132 # DEPENDENCYPART_SIBL
(20,1),(20,23),-0.0998804 # DEPENDENCYPART_SIBL
(20,1),(20,24),-0.250803 # DEPENDENCYPART_SIBL
(20,1),(20,26),0.109272 # DEPENDENCYPART_SIBL
(20,1),(20,27),-0.0116515 # DEPENDENCYPART_SIBL
(20,1),(20,29),-0.0998285 # DEPENDENCYPART_SIBL
(20,1),(20,30),-0.0998804 # DEPENDENCYPART_SIBL
(20,1),(20,31),0.0868164 # DEPENDENCYPART_SIBL
(20,1),(20,32),-0.0998805 # DEPENDENCYPART_SIBL
(20,1),(20,33),0.397679 # DEPENDENCYPART_SIBL
(20,3),(20,4),-0.394116 # DEPENDENCYPART_SIBL
(20,3),(20,5),-0.359854 # DEPENDENCYPART_SIBL
(20,3),(20,6),-0.364154 # DEPENDENCYPART_SIBL
(20,3),(20,7),-0.63977 # DEPENDENCYPART_SIBL
(20,3),(20,8),-0.381602 # DEPENDENCYPART_SIBL
(20,3),(20,9),-0.142931 # DEPENDENCYPART_SIBL
(20,3),(20,10),-0.311786 # DEPENDENCYPART_SIBL
(20,3),(20,11),-0.245861 # DEPENDENCYPART_SIBL
(20,3),(20,12),-0.460246 # DEPENDENCYPART_SIBL
(20,3),(20,13),-0.461756 # DEPENDENCYPART_SIBL
(20,3),(20,14),-0.311786 # DEPENDENCYPART_SIBL
(20,3),(20,15),-0.242963 # DEPENDENCYPART_SIBL
(20,3),(20,16),-0.479116 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.739376 # DEPENDENCYPART_SIBL
(20,3),(20,18),-0.252522 # DEPENDENCYPART_SIBL
(20,3),(20,19),-0.349853 # DEPENDENCYPART_SIBL
(20,3),(20,21),-0.10501 # DEPENDENCYPART_SIBL
(20,3),(20,22),-0.0871746 # DEPENDENCYPART_SIBL
(20,3),(20,23),-0.0811042 # DEPENDENCYPART_SIBL
(20,3),(20,24),0.080257 # DEPENDENCYPART_SIBL
(20,3),(20,26),0.033831 # DEPENDENCYPART_SIBL
(20,3),(20,27),0.0597762 # DEPENDENCYPART_SIBL
(20,3),(20,29),-0.0811047 # DEPENDENCYPART_SIBL
(20,3),(20,30),-0.0811042 # DEPENDENCYPART_SIBL
(20,3),(20,31),0.0288283 # DEPENDENCYPART_SIBL
(20,3),(20,32),-0.0811042 # DEPENDENCYPART_SIBL
(20,3),(20,33),0.169166 # DEPENDENCYPART_SIBL
(20,4),(20,5),-0.198954 # DEPENDENCYPART_SIBL
(20,4),(20,6),-0.126589 # DEPENDENCYPART_SIBL
(20,4),(20,7),-0.0427146 # DEPENDENCYPART_SIBL
(20,4),(20,8),-0.508525 # DEPENDENCYPART_SIBL
(20,4),(20,9),-0.137792 # DEPENDENCYPART_SIBL
(20,4),(20,10),-0.131834 # DEPENDENCYPART_SIBL
(20,4),(20,11),-0.132389 # DEPENDENCYPART_SIBL
(20,4),(20,12),0.0620339 # DEPENDENCYPART_SIBL
(20,4),(20,13),0.0622658 # DEPENDENCYPART_SIBL
(20,4),(20,14),-0.131834 # DEPENDENCYPART_SIBL
(20,4),(20,15),-0.127585 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.0755917 # DEPENDENCYPART_SIBL
(20,4),(20,17),-0.0865125 # DEPENDENCYPART_SIBL
(20,4),(20,18),0.105042 # DEPENDENCYPART_SIBL
(20,4),(20,19),0.151692 # DEPENDENCYPART_SIBL
(20,4),(20,21),0.020538 # DEPENDENCYPART_SIBL
(20,4),(20,22),0.0418971 # DEPENDENCYPART_SIBL
(20,4),(20,23),0.0501762 # DEPENDENCYPART_SIBL
(20,4),(20,24),0.0293077 # DEPENDENCYPART_SIBL
(20,4),(20,26),0.146844 # DEPENDENCYPART_SIBL
(20,4),(20,27),-0.0954672 # DEPENDENCYPART_SIBL
(20,4),(20,29),0.0501762 # DEPENDENCYPART_SIBL
(20,4),(20,30),0.0501762 # DEPENDENCYPART_SIBL
(20,4),(20,31),0.00560588 # DEPENDENCYPART_SIBL
(20,4),(20,32),0.0501762 # DEPENDENCYPART_SIBL
(20,4),(20,33),0.143706 # DEPENDENCYPART_SIBL
(20,5),(20,6),-0.0423681 # DEPENDENCYPART_SIBL
(20,5),(20,7),0.0951337 # DEPENDENCYPART_SIBL
(20,5),(20,8),-0.159887 # DEPENDENCYPART_SIBL
(20,5),(20,9),0.0518675 # DEPENDENCYPART_SIBL
(20,5),(20,10),-0.00970071 # DEPENDENCYPART_SIBL
(20,5),(20,11),0.00381319 # DEPENDENCYPART_SIBL
(20,5),(20,12),0.125941 # DEPENDENCYPART_SIBL
(20,5),(20,13),0.126081 # DEPENDENCYPART_SIBL
(20,5),(20,14),-0.00970071 # DEPENDENCYPART_SIBL
(20,5),(20,15),0.00695425 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.0852808 # DEPENDENCYPART_SIBL
(20,5),(20,17),0.0543034 # DEPENDENCYPART_SIBL
(20,5),(20,18),-0.143844 # DEPENDENCYPART_SIBL
(20,5),(20,19),-0.0811128 # DEPENDENCYPART_SIBL
(20,5),(20,21),-0.10818 # DEPENDENCYPART_SIBL
(20,5),(20,22),-0.0912776 # DEPENDENCYPART_SIBL
(20,5),(20,23),-0.0853108 # DEPENDENCYPART_SIBL
(20,5),(20,24),-0.0903987 # DEPENDENCYPART_SIBL
(20,5),(20,26),0.0534273 # DEPENDENCYPART_SIBL
(20,5),(20,27),-0.0941605 # DEPENDENCYPART_SIBL
(20,5),(20,29),-0.0853108 # DEPENDENCYPART_SIBL
(20,5),(20,30),-0.0853108 # DEPENDENCYPART_SIBL
(20,5),(20,31),0.0735129 # DEPENDENCYPART_SIBL
(20,5),(20,32),-0.0853108 # DEPENDENCYPART_SIBL
(20,5),(20,33),-0.208794 # DEPENDENCYPART_SIBL
(20,6),(20,7),-0.215243 # DEPENDENCYPART_SIBL
(20,6),(20,8),-0.209328 # DEPENDENCYPART_SIBL
(20,6),(20,9),-0.00415255 # DEPENDENCYPART_SIBL
(20,6),(20,10),0.0302319 # DEPENDENCYPART_SIBL
(20,6),(20,11),-0.0706147 # DEPENDENCYPART_SIBL
(20,6),(20,12),-0.00848812 # DEPENDENCYPART_SIBL
(20,6),(20,13),-0.0091476 # DEPENDENCYPART_SIBL
(20,6),(20,14),0.0302319 # DEPENDENCYPART_SIBL
(20,6),(20,15),-0.068272 # DEPENDENCYPART_SIBL
(20,6),(20,16),-0.129746 # DEPENDENCYPART_SIBL
(20,6),(20,17),-0.0497478 # DEPENDENCYPART_SIBL
(20,6),(20,18),-0.0715936 # DEPENDENCYPART_SIBL
(20,6),(20,19),-0.128618 # DEPENDENCYPART_SIBL
