# _root_ But yesterday , Manhattan Cable announced it will launch Showtime on Nov. 1 to over 230,000 subscribers .
#goldHeads=6,6,6,5,6,0,8,6,8,9,9,11,12,9,17,15,14,6,
#predictedHeads=6,6,6,5,6,0,8,6,8,9,9,11,12,9,17,15,14,6,
(12,13),(13,12),-0.916932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.361808 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.0747476 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.0552796 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.0733377 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.913779 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.27042 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.366561 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.00993889 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.183194 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.0658792 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.054066 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.0589929 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.0649267 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.976484 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.918925 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.984837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.115246 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.16766 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.0193074 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.190073 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.0674631 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),0.0390337 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),0.122719 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),0.0759229 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.0410213 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),0.0596349 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.0435115 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.015923 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.142135 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.29336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,15),-0.503198 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.355423 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.365214 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.492806 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.144534 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.27563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.125815 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.521313 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.338219 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.44736 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.0981678 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.29557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,15),-0.504389 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.35763 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.366396 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.49398 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.376296 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.896345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.15628 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.232806 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.106989 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.0235122 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.376078 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.801899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.362071 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.197844 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.145616 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.821396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.218294 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.101276 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.0534022 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.314778 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.327084 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.255009 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.754601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.259875 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.139409 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.12482 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.0256506 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.045824 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.00825583 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.1464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),0.531302 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),0.0231694 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.126307 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.148752 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0360682 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.107073 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.14184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),0.520469 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),0.0300677 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.0967744 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.398551 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.357945 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.718883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.529016 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.440404 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.351048 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.832425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),1.05216 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.301778 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.504982 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.361086 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.490398 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.384478 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.837227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),1.00226 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.354271 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.202368 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.507872 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.320647 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.269228 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.12269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),0.0193618 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),0.146272 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.668641 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.164628 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.595719 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.434978 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.13319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),0.0307933 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),0.185219 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.228246 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.14882 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.1258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),0.0269611 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),0.125677 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.393709 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.665675 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.679251 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.753816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.617221 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-1.10521 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.653592 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-1.02334 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.739451 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.744091 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.690389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.464591 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.0978435 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.467921 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.52986 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.503448 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.46422 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.312865 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.28756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.0958404 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.532682 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0972641 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.349656 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.29545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.158847 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.329569 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.463048 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.12106 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.390415 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.29847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.130121 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.779776 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.846599 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.804669 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.684871 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.819039 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.713935 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.834844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.129349 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.480476 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.255689 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.549904 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.144371 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),0.0842824 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.173006 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),0.162979 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),0.332403 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),0.570673 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),0.340715 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),0.961878 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.29857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,18),-0.139472 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),0.306149 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),0.582476 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.704751 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),0.29237 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.998443 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.34083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,10),0.0330739 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),0.625865 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.352132 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),1.00476 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.29858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.139472 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.175668 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),0.0987338 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.127294 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.448857 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.289942 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.92392 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.27732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,11),0.135168 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.674339 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.182126 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.727571 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.34839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.0729786 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),0.218863 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.724684 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.660737 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),1.126 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.34065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,13),0.644398 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.769148 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.288993 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.27732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(0,1),(1,1),(1,2),-0.297357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,3),0.116955 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,5),-0.297184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,6),0.158772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,8),0.171997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,18),-0.034378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,19),-0.129267 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,1),(1,2),(1,3),-0.109687 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,5),-0.0232527 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,6),-0.0461824 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,8),-0.0504835 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,18),-0.136203 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,19),-0.0482734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,3),(1,5),-0.0279027 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,6),-0.00547383 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,8),-0.0620609 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,18),-0.0469744 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,19),-0.0575291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,5),(1,6),-0.0454553 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,8),-0.0504835 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,18),-0.136205 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,19),-0.0482734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,6),(1,8),-0.05944 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,18),0.185071 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,19),-0.101232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,8),(1,18),0.0995145 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,8),(1,19),-0.0400788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,18),(1,19),-0.0295374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,1),(1,-1),-0.427278 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,2),(2,3),-0.0933889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,4),-0.0472331 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,5),-0.0472331 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,6),-0.136481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,8),-0.0499824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,10),-0.0472331 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,11),-0.0722909 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,12),-0.0473803 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,13),-0.0428087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,14),0.0286219 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,17),-0.0472331 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,18),-0.0156557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,19),-0.0867006 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,3),(2,4),0.00424739 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,5),0.00424739 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,6),-0.107022 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,8),-0.0619656 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,10),0.00424739 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,11),-0.00150675 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,12),0.00858526 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,13),-0.0501764 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,14),-0.0453671 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,17),0.00424739 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,18),-0.0741272 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,19),-0.0696837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,4),(2,5),-0.00932505 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,6),-0.0527296 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,8),-0.044658 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,10),-0.00932505 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,11),-0.0486433 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,12),-0.00932505 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,13),-0.0365681 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,14),-0.044277 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,17),-0.00932505 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,18),0.0523728 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,19),-0.0837887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,5),(2,6),-0.0527296 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,8),-0.044658 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,10),-0.00932505 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,11),-0.0486433 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,12),-0.00932505 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,13),-0.0365681 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,14),-0.044277 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,17),-0.00932505 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,18),0.0523728 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,19),-0.0837887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,6),(2,8),-0.0428027 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,10),-0.0505117 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,11),-0.0339169 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,12),-0.0505118 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,13),-0.0420151 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,14),-0.0431505 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,17),-0.0505117 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,18),-0.209059 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,19),-0.070567 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,8),(2,10),-0.0420084 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,11),-0.0420024 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,12),-0.0420084 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,17),-0.0420084 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,18),-0.052882 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,19),-0.0502762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,10),(2,11),-0.0486433 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,12),-0.00932505 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,13),-0.0365681 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,14),-0.044277 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,17),-0.00932505 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,18),0.0523691 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,19),-0.0837887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,11),(2,12),-0.0394633 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,13),-0.0359563 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,14),-0.03954 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,17),-0.0394633 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,18),0.0287781 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,19),-0.0996687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,12),(2,13),-0.0365681 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,14),-0.044277 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,17),-0.00953461 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,18),0.0523528 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,19),-0.0841933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,13),(2,14),-0.0419995 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,13),(2,17),-0.0445612 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,13),(2,18),-0.0137187 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,13),(2,19),-0.0207054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,14),(2,17),-0.0431383 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,18),-0.0278096 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,19),-0.0451886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,17),(2,18),0.0523728 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,17),(2,19),-0.0837887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,18),(2,19),-0.0465683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,2),(2,1),0.0968834 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,-1),-0.259348 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,1),(2,-1),-0.14807 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,5),(5,6),-0.135911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,7),-0.0421628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,8),-0.0499824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,9),-0.135246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,10),-0.0472309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,11),-0.0720298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,18),-0.0181231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,19),-0.0864733 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,5),(5,6),(5,7),-0.0419994 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,8),-0.0428027 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,9),-0.0163205 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,10),-0.0505117 # DEPENDENCYPART_GRANDSIBL
