# _root_ Across the country , many people took yesterday 's events in stride , while remaining generally uneasy about the stock market in general .
#goldHeads=7,3,1,7,6,7,0,10,8,7,7,11,7,7,14,17,15,17,21,21,18,21,22,7,
#predictedHeads=7,3,1,7,6,7,0,10,8,7,7,11,7,7,14,17,15,17,21,21,18,21,22,7,
(6,7),(6,24),0.118211 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.125548 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.120558 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.03313 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0926223 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0943804 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0537158 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.0800917 # DEPENDENCYPART_SIBL
(6,8),(6,24),0.0946284 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.199941 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.105625 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.234278 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.149499 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.120714 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.12232 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.176547 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.00975562 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0328383 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0101241 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.015827 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0457083 # DEPENDENCYPART_SIBL
(6,10),(6,24),0.0399523 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0997032 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0179217 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.066496 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.167177 # DEPENDENCYPART_SIBL
(6,11),(6,24),0.0620485 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.590987 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.512453 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.27263 # DEPENDENCYPART_SIBL
(6,13),(6,24),0.0487041 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0754169 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.0926573 # DEPENDENCYPART_SIBL
(6,14),(6,24),0.272185 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.0444341 # DEPENDENCYPART_SIBL
(6,15),(6,24),0.0648262 # DEPENDENCYPART_SIBL
(6,18),(6,24),0.0796428 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0563838 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0559376 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.319988 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.000856208 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0263989 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0066202 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0351625 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0651595 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0333028 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0535373 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0114135 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.0793831 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.0058407 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.00588476 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0143356 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.0359145 # DEPENDENCYPART_SIBL
(7,1),(7,21),0.0235563 # DEPENDENCYPART_SIBL
(7,1),(7,22),-0.0333028 # DEPENDENCYPART_SIBL
(7,1),(7,24),0.129966 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.192483 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.116726 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0886247 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.218306 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.101827 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.181281 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.117454 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.117843 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.143427 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.166663 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.168912 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0885765 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.131997 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.177671 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.291803 # DEPENDENCYPART_SIBL
(7,2),(7,21),-0.13849 # DEPENDENCYPART_SIBL
(7,2),(7,22),-0.117843 # DEPENDENCYPART_SIBL
(7,2),(7,24),-0.166955 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0333119 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.254913 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.462845 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0472684 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0080269 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0218399 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0536838 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0357057 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0104436 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0503011 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0190711 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0245598 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0621642 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.126047 # DEPENDENCYPART_SIBL
(7,3),(7,21),0.0598808 # DEPENDENCYPART_SIBL
(7,3),(7,22),-0.0536838 # DEPENDENCYPART_SIBL
(7,3),(7,24),0.0275216 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0391208 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.221213 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0364111 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.208766 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0520582 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0613967 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0459997 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0573646 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0796658 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.0582463 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.00888054 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0554553 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.03137 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0208909 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0613967 # DEPENDENCYPART_SIBL
(7,4),(7,24),0.140932 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.210597 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0698981 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.013047 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.025553 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.00570961 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0840538 # DEPENDENCYPART_SIBL
(7,5),(7,13),-1.65753e-05 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0062201 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0189463 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0541687 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0322973 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.00375142 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.075345 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.00570961 # DEPENDENCYPART_SIBL
(7,5),(7,24),0.000614774 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.014279 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0578185 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0222203 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0672017 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0200084 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0572326 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.112036 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0393213 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0662863 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.116464 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0915286 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.00331259 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.0672017 # DEPENDENCYPART_SIBL
(7,6),(7,24),0.0155402 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0512429 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.260096 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.275707 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.135202 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.196334 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.344666 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0969608 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0907328 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0172445 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.214169 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.162985 # DEPENDENCYPART_SIBL
(7,8),(7,22),0.275707 # DEPENDENCYPART_SIBL
(7,8),(7,24),0.0989984 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.246543 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0210676 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.305022 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.292144 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0537005 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.00402163 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0958091 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0455251 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.063122 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.309403 # DEPENDENCYPART_SIBL
(7,9),(7,22),0.0210676 # DEPENDENCYPART_SIBL
(7,9),(7,24),-0.106421 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0556586 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.125396 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.010974 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.195818 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.129403 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0533956 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0333993 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.00848385 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.141194 # DEPENDENCYPART_SIBL
(7,10),(7,22),0.0556586 # DEPENDENCYPART_SIBL
(7,10),(7,24),0.0437852 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0641689 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0518154 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0470662 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0169987 # DEPENDENCYPART_SIBL
(7,11),(7,16),-8.51573e-05 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0861682 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0530391 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.0604102 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.226801 # DEPENDENCYPART_SIBL
(7,11),(7,24),-0.0575286 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.00635432 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.160927 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.0175542 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0197321 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0407288 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.0420013 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.183904 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.0605829 # DEPENDENCYPART_SIBL
(7,12),(7,24),0.0157686 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.710134 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.594305 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0715638 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.0806515 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.0214462 # DEPENDENCYPART_SIBL
(7,13),(7,21),-0.00379786 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.0390027 # DEPENDENCYPART_SIBL
(7,13),(7,24),-0.0336962 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0757065 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.128364 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.163709 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.257665 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.228586 # DEPENDENCYPART_SIBL
(7,14),(7,22),-0.258666 # DEPENDENCYPART_SIBL
(7,14),(7,24),0.189122 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.093563 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.227226 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.222745 # DEPENDENCYPART_SIBL
(7,15),(7,21),-0.332767 # DEPENDENCYPART_SIBL
(7,15),(7,22),-0.146983 # DEPENDENCYPART_SIBL
(7,15),(7,24),0.0232202 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0341274 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.00626051 # DEPENDENCYPART_SIBL
(7,16),(7,21),-0.132815 # DEPENDENCYPART_SIBL
(7,16),(7,22),-0.0207601 # DEPENDENCYPART_SIBL
(7,16),(7,24),-0.0340561 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.168944 # DEPENDENCYPART_SIBL
(7,17),(7,21),-0.177102 # DEPENDENCYPART_SIBL
(7,17),(7,22),-0.0141907 # DEPENDENCYPART_SIBL
(7,17),(7,24),-0.0429989 # DEPENDENCYPART_SIBL
(7,18),(7,21),-0.352831 # DEPENDENCYPART_SIBL
(7,18),(7,22),-0.302892 # DEPENDENCYPART_SIBL
(7,18),(7,24),-0.0749225 # DEPENDENCYPART_SIBL
(7,21),(7,22),0.105673 # DEPENDENCYPART_SIBL
(7,21),(7,24),0.0352497 # DEPENDENCYPART_SIBL
(7,22),(7,24),-0.0575286 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0230971 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0345405 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.00974067 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.000686627 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.00614833 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0527746 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.16078 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0115108 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0410843 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0459211 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0645835 # DEPENDENCYPART_SIBL
(8,5),(8,24),0.0271145 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0455417 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0704781 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0627227 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0100797 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0347079 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0973345 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0456202 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0360025 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0872973 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0637961 # DEPENDENCYPART_SIBL
(8,6),(8,24),0.157301 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.102661 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.155009 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.137061 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.191602 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0118713 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0614446 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0697741 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.092464 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0188358 # DEPENDENCYPART_SIBL
(8,9),(8,24),-0.139001 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0238233 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0970684 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.00467762 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0115797 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.00909157 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0213814 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.000401298 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0909914 # DEPENDENCYPART_SIBL
(8,10),(8,24),-0.00979991 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.160795 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.147213 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0809701 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0540705 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.152839 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.0644258 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.13034 # DEPENDENCYPART_SIBL
(8,11),(8,24),0.0469156 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0245414 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0298688 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0397545 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0540597 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.00583987 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0239136 # DEPENDENCYPART_SIBL
(8,12),(8,24),0.00263455 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.65265 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.546006 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.304139 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.42858 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.199148 # DEPENDENCYPART_SIBL
(8,13),(8,24),-0.00471711 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0529876 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0338893 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0481824 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0241887 # DEPENDENCYPART_SIBL
(8,14),(8,24),0.276365 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0432874 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0712911 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0521416 # DEPENDENCYPART_SIBL
(8,15),(8,24),0.0250915 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.00525503 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0177202 # DEPENDENCYPART_SIBL
(8,16),(8,24),-0.0371753 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.088779 # DEPENDENCYPART_SIBL
(8,17),(8,24),-0.0418518 # DEPENDENCYPART_SIBL
(8,18),(8,24),0.0176338 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0714441 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.114848 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.132476 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.14419 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0388306 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.390659 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0652286 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0360679 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0247935 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0104966 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0249073 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0422172 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0191493 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.084666 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.00256773 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0738726 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0211106 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0182621 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0106556 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.0536819 # DEPENDENCYPART_SIBL
(10,1),(10,22),0.0422172 # DEPENDENCYPART_SIBL
(10,1),(10,24),0.0597499 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.10942 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.198295 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0106897 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0529618 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.11178 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.100375 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0280198 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.187874 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.072152 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.074545 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0792573 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.00677173 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.103382 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0408879 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.10784 # DEPENDENCYPART_SIBL
(10,2),(10,21),-0.0783871 # DEPENDENCYPART_SIBL
(10,2),(10,22),0.187874 # DEPENDENCYPART_SIBL
(10,2),(10,24),-0.126686 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.10739 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0949209 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.029298 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.105939 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0934214 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.015303 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.00714627 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.046362 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0989911 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0958966 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0845505 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.124103 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0740464 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.182441 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.0529415 # DEPENDENCYPART_SIBL
(10,3),(10,22),0.00714627 # DEPENDENCYPART_SIBL
(10,3),(10,24),-0.0543124 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.029283 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.201544 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0610144 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.032795 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.071639 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0433232 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0418559 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0203926 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.00917701 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0301847 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0610227 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0233487 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.0138679 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.0855388 # DEPENDENCYPART_SIBL
(10,4),(10,22),0.0433232 # DEPENDENCYPART_SIBL
(10,4),(10,24),0.143934 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0220642 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.104623 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0929531 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.00924646 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.316948 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.119287 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.153361 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.134482 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.136889 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.063139 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0444589 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.284549 # DEPENDENCYPART_SIBL
(10,5),(10,21),0.100614 # DEPENDENCYPART_SIBL
(10,5),(10,22),0.316948 # DEPENDENCYPART_SIBL
(10,5),(10,24),-0.0150128 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0988078 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.00711491 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.133721 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0792172 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.00376067 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.020943 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0147628 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.00245624 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0537838 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0921725 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0320835 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0176045 # DEPENDENCYPART_SIBL
(10,6),(10,22),0.0792172 # DEPENDENCYPART_SIBL
(10,6),(10,24),0.0022471 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0411671 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.032916 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0530992 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0123143 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0397237 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0198744 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0642004 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0610264 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0297884 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.010262 # DEPENDENCYPART_SIBL
