# _root_ The offer , which also includes common and preferred stock purchase rights , was to expire last night at midnight .
#goldHeads=2,14,2,6,6,2,12,7,8,12,12,6,2,0,14,15,18,16,16,19,14,
#predictedHeads=2,14,2,6,6,2,12,7,8,12,12,6,2,0,14,15,18,16,16,19,14,
(6,8),(6,21),-0.00433261 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.454399 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.454719 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.368178 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0303225 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.211139 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.270795 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.454469 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.320415 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0391672 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.240821 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.3048 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0222095 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0348185 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0697931 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.237715 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.0746166 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.113259 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.318847 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0685969 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0739333 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0111566 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.293005 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0208836 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.12119 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0376516 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0939032 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0944577 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.1525 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0480856 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.00506857 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.157619 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0732418 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.00746183 # DEPENDENCYPART_SIBL
(6,13),(6,19),0.0400756 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.0815359 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.12009 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.236279 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.129172 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.0127747 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.132954 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.138221 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.00897942 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.00148278 # DEPENDENCYPART_SIBL
(6,18),(6,21),-0.112882 # DEPENDENCYPART_SIBL
(6,19),(6,21),-0.111685 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.302038 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0598496 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.19022 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.108055 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.113686 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.099566 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0229149 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0779953 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.0462916 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0179171 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0848222 # DEPENDENCYPART_SIBL
(7,2),(7,21),0.0441399 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0137906 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.101917 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0571068 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.336926 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.00927783 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0798412 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0444698 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0619284 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0684672 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0879316 # DEPENDENCYPART_SIBL
(7,3),(7,21),0.0495978 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0773723 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0306818 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.113584 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0558226 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.00524377 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0549961 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.100685 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0844261 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.00272002 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.384401 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0806391 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0908854 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0148782 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.156909 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0664502 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0309986 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0429179 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.160527 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.208058 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0291313 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0555561 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0514803 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.000600949 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0174111 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0426786 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.101093 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.0390709 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0696501 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0156057 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0286705 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.000353727 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0143867 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0701575 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.0269995 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.144396 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0898986 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.165941 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.00590247 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0413483 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.0950962 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.243274 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0616405 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0102287 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0662307 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.0156192 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0608274 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0490322 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.127631 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.0936433 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.401499 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.118918 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.0675374 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.00344806 # DEPENDENCYPART_SIBL
(7,14),(7,21),0.0850615 # DEPENDENCYPART_SIBL
(7,15),(7,21),0.142118 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0802553 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0189835 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0304163 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.151341 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0164693 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0191254 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.142911 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.158046 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.115917 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0219227 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.00282599 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.00611068 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0156983 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0456125 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0578273 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0994269 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0796462 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0909224 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.035459 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.137696 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.074438 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.00976756 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0013864 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0122925 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.010802 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.125123 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0330529 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0356132 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0464409 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0142914 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0741262 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.021668 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0160697 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0746185 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.033858 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0705726 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.000786151 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0729605 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.504816 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.525502 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.455621 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.15607 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.663762 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.203255 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.326317 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.56439 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.615097 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.222537 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.745193 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0400268 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.303936 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.604308 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.295266 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.759119 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0153429 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.314556 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.324474 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.78981 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0693114 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.210651 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0089711 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.134492 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.131996 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.266906 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.438484 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.210003 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.120848 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.146074 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.035239 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0296207 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.00217929 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.010504 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0305707 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0430364 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.018875 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.00574206 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.0189691 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.118187 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0851411 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.00867106 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.00765902 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.00256345 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0111893 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.129611 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.144351 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.00885172 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.00165256 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0182881 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.397944 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.00492312 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0470913 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0810148 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0268012 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0230041 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0462245 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0987158 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0361748 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.088996 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.345273 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0864281 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0947339 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0502216 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0780716 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0798226 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0773504 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.100971 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0724323 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.00872517 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.231604 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.325771 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0431744 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.024472 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0278866 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.196011 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0681078 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.0480357 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.299015 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0116734 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0223227 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.010989 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.182876 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.0346157 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.0167937 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0342331 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0714533 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.102485 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.121935 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.0334981 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.00335809 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.332811 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.194062 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.197049 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.16966 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0121844 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0567496 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.154609 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0399151 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.0599433 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0307342 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.136087 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.0160122 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.0817087 # DEPENDENCYPART_SIBL
(9,18),(9,21),0.0157387 # DEPENDENCYPART_SIBL
(9,19),(9,21),-0.0761736 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0859364 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.105224 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.079929 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0996498 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0811626 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.000405886 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.155159 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.249656 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0864618 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.11998 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0777568 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.178013 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0415292 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0781481 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0450332 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.00442771 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0306131 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0096065 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.00102959 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.00943397 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.547999 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.143007 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0100428 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0263614 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.186672 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0331657 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.10312 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0165364 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.179976 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0961411 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0757437 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0067046 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0838058 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.267075 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.146086 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0786466 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.133885 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.157603 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.125864 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.135428 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.055037 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0948859 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.121311 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.138258 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.110505 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0420472 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0649389 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.121099 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.100772 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.00770608 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0550798 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.142849 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0668977 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.121551 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.53572 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.118072 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0678135 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.0737645 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.14961 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.0605791 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0150827 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.00613422 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.071707 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.117484 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.30969 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.0637157 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0904475 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.106761 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.106064 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0834434 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.099353 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.0300345 # DEPENDENCYPART_SIBL
(12,1),(12,19),0.0717557 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.0633572 # DEPENDENCYPART_SIBL
(12,1),(12,21),-0.158488 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.0165481 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.171914 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.0219916 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.00496709 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0758908 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0864951 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0906807 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.12138 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0919945 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.052972 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0443477 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0555171 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0553702 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.0168713 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.046388 # DEPENDENCYPART_SIBL
(12,2),(12,20),0.00799337 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.0335932 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0650554 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.00446807 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0144884 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.119321 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.180834 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.211093 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.056391 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0788703 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0606371 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0549038 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0745959 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0206644 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.00856677 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.0247301 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.0359527 # DEPENDENCYPART_SIBL
(12,3),(12,21),0.122256 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0265033 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0535204 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.118186 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0706789 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0100879 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.127175 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.115168 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.156062 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.112902 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0853586 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.0050696 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.0418995 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.158767 # DEPENDENCYPART_SIBL
(12,4),(12,20),0.0356588 # DEPENDENCYPART_SIBL
(12,4),(12,21),-0.41163 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.0142375 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0106867 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.00748282 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0672874 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0230406 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.00976423 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0494458 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.011022 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0167776 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0169968 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.0309715 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.0317056 # DEPENDENCYPART_SIBL
(12,5),(12,20),0.00865214 # DEPENDENCYPART_SIBL
(12,5),(12,21),0.291701 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0344842 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0190131 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.113938 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0452349 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0603668 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0409384 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0593527 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0023731 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0337339 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.00580399 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.0183673 # DEPENDENCYPART_SIBL
