# _root_ ( Reliance floated a $ 357 million petrochemical company in 1988 that was , at the time , the largest public issue in Indian history . )
#goldHeads=3,3,0,9,9,5,5,9,3,3,10,13,9,13,13,17,15,13,22,22,22,13,22,25,23,3,3,
#predictedHeads=3,3,0,9,9,5,5,9,3,3,10,13,9,3,3,17,15,17,22,22,22,17,22,25,23,3,3,
(9,7),(9,3),-0.884432 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,2),-0.907207 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,1),-0.932719 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,-1),-0.641157 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,6),(9,5),-0.540324 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,4),-0.733152 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,3),-0.883631 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,2),-1.0285 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,1),-0.930006 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,-1),-0.742221 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,5),(9,4),0.179023 # DEPENDENCYPART_NEXTSIBL
(9,5),(9,3),-0.499584 # DEPENDENCYPART_NEXTSIBL
(9,5),(9,2),-0.432803 # DEPENDENCYPART_NEXTSIBL
(9,5),(9,1),-0.470793 # DEPENDENCYPART_NEXTSIBL
(9,5),(9,-1),-0.703611 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,4),(9,3),-0.609055 # DEPENDENCYPART_NEXTSIBL
(9,4),(9,2),-0.716817 # DEPENDENCYPART_NEXTSIBL
(9,4),(9,1),-0.760707 # DEPENDENCYPART_NEXTSIBL
(9,4),(9,-1),-0.290217 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,3),(9,2),-0.359208 # DEPENDENCYPART_NEXTSIBL
(9,3),(9,1),-0.681432 # DEPENDENCYPART_NEXTSIBL
(9,3),(9,-1),-0.732628 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,2),(9,1),-0.0382064 # DEPENDENCYPART_NEXTSIBL
(9,2),(9,-1),-0.41821 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,1),(9,-1),-0.024386 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,11),0.102073 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,12),-0.0686979 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,13),-0.341034 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,15),-0.900889 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,17),0.114766 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,22),0.626677 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,28),-0.813673 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,11),(10,12),-0.642126 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,13),-0.802476 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,15),-0.95584 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,17),-0.918607 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,22),-0.909841 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,28),-0.564603 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,12),(10,13),-0.879493 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,15),-1.13245 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,17),-1.11786 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,22),-1.13542 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,28),0.0588288 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,13),(10,15),-0.851417 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,17),-0.87436 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,22),-0.764029 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,28),-0.406065 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,15),(10,17),-0.278333 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,22),-0.208567 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,28),-0.806206 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,17),(10,22),-1.18956 # DEPENDENCYPART_NEXTSIBL
(10,17),(10,28),-0.312723 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,22),(10,28),-0.16731 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,9),-0.422936 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,-1),-0.0430031 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,9),(10,-1),-0.717674 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,13),-0.384036 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,14),-0.82992 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,15),-0.745181 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,17),-0.180017 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,28),-0.134393 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,13),(11,14),-0.485032 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,15),-0.794076 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,17),-0.895314 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,28),-0.363143 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,14),(11,15),-0.498572 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,17),-0.537481 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,28),-0.927226 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,15),(11,17),-0.326836 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,28),-0.681636 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,17),(11,28),-0.609682 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,10),-0.251807 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,9),-0.450808 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,8),-0.338186 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,7),-0.485605 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,-1),-0.28565 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,10),(11,9),-0.716312 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,8),-0.867722 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,7),-0.949631 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,-1),-0.625451 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,9),(11,8),-0.664794 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,7),-0.690859 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,-1),-0.675444 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,8),(11,7),-0.774578 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,-1),-1.09567 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,7),(11,-1),-0.605858 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,12),(12,13),-0.378597 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,28),0.152809 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,13),(12,28),-0.346437 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,12),(12,-1),-0.200645 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,13),(13,14),-0.781482 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,15),-0.762 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,17),-0.0480478 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,18),-0.858793 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,21),0.0550735 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,22),0.475061 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,23),-0.450084 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,24),-0.198132 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,25),-0.0816043 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,26),-0.887525 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,27),-1.43819 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,28),-0.649086 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,14),(13,15),-0.352482 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,17),-0.633941 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,18),-1.12613 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,21),-0.422655 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,22),-0.664287 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,23),-0.978489 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,24),-0.464343 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,25),-0.653844 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,26),-0.859134 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,27),-0.869179 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,28),-0.949198 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,15),(13,17),-0.227484 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,18),-0.0942348 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,21),-0.512262 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,22),-0.177173 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,23),-0.243556 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,24),-0.491901 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,25),-0.0840538 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,26),-0.42653 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,27),-0.567799 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,28),-0.566641 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,17),(13,18),-0.651458 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,21),-0.93199 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,22),-1.09594 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,23),-0.711949 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,24),-0.930007 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,25),-1.17761 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,26),-0.620313 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,27),-0.826313 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,28),-0.540295 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,18),(13,21),-0.348642 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,22),-0.385917 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,23),-0.690304 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,24),-0.419598 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,25),-0.386722 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,26),-0.81451 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,27),-0.816814 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,28),-0.866513 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,21),(13,22),-0.797332 # DEPENDENCYPART_NEXTSIBL
(13,21),(13,23),-0.708821 # DEPENDENCYPART_NEXTSIBL
(13,21),(13,24),-0.936086 # DEPENDENCYPART_NEXTSIBL
(13,21),(13,25),-0.986033 # DEPENDENCYPART_NEXTSIBL
(13,21),(13,26),-0.753537 # DEPENDENCYPART_NEXTSIBL
(13,21),(13,27),-0.791553 # DEPENDENCYPART_NEXTSIBL
(13,21),(13,28),-0.931497 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,22),(13,23),-0.467651 # DEPENDENCYPART_NEXTSIBL
(13,22),(13,24),-0.787416 # DEPENDENCYPART_NEXTSIBL
(13,22),(13,25),-0.946803 # DEPENDENCYPART_NEXTSIBL
(13,22),(13,26),-0.492766 # DEPENDENCYPART_NEXTSIBL
(13,22),(13,27),-0.59633 # DEPENDENCYPART_NEXTSIBL
(13,22),(13,28),-0.437731 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,23),(13,24),-0.696818 # DEPENDENCYPART_NEXTSIBL
(13,23),(13,25),-0.69596 # DEPENDENCYPART_NEXTSIBL
(13,23),(13,26),-0.318589 # DEPENDENCYPART_NEXTSIBL
(13,23),(13,27),-0.609946 # DEPENDENCYPART_NEXTSIBL
(13,23),(13,28),-0.33732 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,24),(13,25),-0.977481 # DEPENDENCYPART_NEXTSIBL
(13,24),(13,26),-0.850285 # DEPENDENCYPART_NEXTSIBL
(13,24),(13,27),-0.932331 # DEPENDENCYPART_NEXTSIBL
(13,24),(13,28),-0.436693 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,25),(13,26),-0.58425 # DEPENDENCYPART_NEXTSIBL
(13,25),(13,27),-0.616393 # DEPENDENCYPART_NEXTSIBL
(13,25),(13,28),0.217304 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,26),(13,27),-0.406684 # DEPENDENCYPART_NEXTSIBL
(13,26),(13,28),-1.45357 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,27),(13,28),0.154283 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,12),0.114896 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,11),-0.173761 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,10),-0.250729 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,9),-0.170623 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,8),-0.0838329 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,7),-0.696173 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,6),-0.41217 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,5),-0.144317 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,4),-0.555203 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,3),-0.111642 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,2),-0.0737099 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,1),-0.528054 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,-1),-0.618508 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,12),(13,11),-0.0722547 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,10),-0.145155 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,9),-0.45002 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,8),-0.506302 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,7),-0.40529 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,6),-0.468773 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,5),-0.351848 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,4),-0.530695 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,3),-0.318011 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,2),-0.474617 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,1),-0.354041 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,-1),0.447185 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,11),(13,10),-0.633902 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,9),-0.953177 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,8),-1.08144 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,7),-1.05364 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,6),-1.01923 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,5),-1.08661 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,4),-1.16886 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,3),-1.00697 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,2),-1.12512 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,1),-0.929231 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,-1),-0.861404 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,10),(13,9),-0.655361 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,8),-0.815031 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,7),-0.96675 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,6),-0.997829 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,5),-0.96638 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,4),-1.27087 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,3),-1.0244 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,2),-1.07976 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,1),-0.959648 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,-1),-0.501963 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,9),(13,8),-0.746234 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,7),-0.798623 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,6),-0.988419 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,5),-0.671389 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,4),-0.895587 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,3),-1.19567 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,2),-1.26693 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,1),-0.736498 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,-1),-0.730914 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,8),(13,7),-0.892866 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,6),-1.06082 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,5),-0.740805 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,4),-1.20316 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,3),-1.23562 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,2),-1.51852 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,1),-1.0146 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,-1),-1.17132 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,7),(13,6),-0.562205 # DEPENDENCYPART_NEXTSIBL
(13,7),(13,5),-0.866575 # DEPENDENCYPART_NEXTSIBL
(13,7),(13,4),-1.03601 # DEPENDENCYPART_NEXTSIBL
(13,7),(13,3),-0.98878 # DEPENDENCYPART_NEXTSIBL
(13,7),(13,2),-1.07887 # DEPENDENCYPART_NEXTSIBL
(13,7),(13,1),-0.965182 # DEPENDENCYPART_NEXTSIBL
(13,7),(13,-1),-0.816023 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,6),(13,5),-0.576708 # DEPENDENCYPART_NEXTSIBL
(13,6),(13,4),-0.970537 # DEPENDENCYPART_NEXTSIBL
(13,6),(13,3),-1.00913 # DEPENDENCYPART_NEXTSIBL
(13,6),(13,2),-1.21486 # DEPENDENCYPART_NEXTSIBL
(13,6),(13,1),-0.981978 # DEPENDENCYPART_NEXTSIBL
(13,6),(13,-1),-0.948223 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,5),(13,4),-0.118886 # DEPENDENCYPART_NEXTSIBL
(13,5),(13,3),-0.610819 # DEPENDENCYPART_NEXTSIBL
(13,5),(13,2),-0.587273 # DEPENDENCYPART_NEXTSIBL
(13,5),(13,1),-0.474561 # DEPENDENCYPART_NEXTSIBL
(13,5),(13,-1),-0.614251 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,4),(13,3),-0.864856 # DEPENDENCYPART_NEXTSIBL
(13,4),(13,2),-1.02219 # DEPENDENCYPART_NEXTSIBL
(13,4),(13,1),-0.903468 # DEPENDENCYPART_NEXTSIBL
(13,4),(13,-1),-0.844385 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,3),(13,2),-0.612345 # DEPENDENCYPART_NEXTSIBL
(13,3),(13,1),-0.725458 # DEPENDENCYPART_NEXTSIBL
(13,3),(13,-1),-0.728023 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,2),(13,1),-0.11945 # DEPENDENCYPART_NEXTSIBL
(13,2),(13,-1),-0.55457 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,1),(13,-1),0.0213714 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,15),-0.883514 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,28),-0.0423307 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,15),(14,28),-0.802925 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,-1),-0.134795 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,15),(15,16),-0.816786 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,17),0.0448145 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,18),-0.983246 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,21),-0.0133556 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,22),0.541438 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,23),-0.521184 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,25),-0.0522527 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,26),-0.794692 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,27),-1.42769 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,28),-0.730039 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,16),(15,17),-0.941861 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,18),-1.0745 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,21),-1.10533 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,22),-1.14568 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,23),-1.25672 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,25),-1.18939 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,26),-1.36581 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,27),-1.16692 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,28),-0.995974 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,17),(15,18),-0.586362 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,21),-0.899834 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,22),-1.22557 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,23),-0.71592 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,25),-1.32364 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,26),-0.779752 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,27),-0.833213 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,28),-0.349317 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,18),(15,21),-0.323214 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,22),-0.322297 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,23),-0.820221 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,25),-0.337334 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,26),-0.86051 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,27),-0.821298 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,28),-0.674698 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,21),(15,22),-0.78241 # DEPENDENCYPART_NEXTSIBL
(15,21),(15,23),-0.788428 # DEPENDENCYPART_NEXTSIBL
(15,21),(15,25),-0.985364 # DEPENDENCYPART_NEXTSIBL
(15,21),(15,26),-0.852082 # DEPENDENCYPART_NEXTSIBL
(15,21),(15,27),-0.783042 # DEPENDENCYPART_NEXTSIBL
(15,21),(15,28),-0.997939 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,22),(15,23),-0.472512 # DEPENDENCYPART_NEXTSIBL
(15,22),(15,25),-1.09024 # DEPENDENCYPART_NEXTSIBL
(15,22),(15,26),-0.634889 # DEPENDENCYPART_NEXTSIBL
(15,22),(15,27),-0.599843 # DEPENDENCYPART_NEXTSIBL
(15,22),(15,28),-0.218956 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,23),(15,25),-0.752905 # DEPENDENCYPART_NEXTSIBL
(15,23),(15,26),-0.482884 # DEPENDENCYPART_NEXTSIBL
(15,23),(15,27),-0.659949 # DEPENDENCYPART_NEXTSIBL
(15,23),(15,28),-0.527413 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,25),(15,26),-0.732699 # DEPENDENCYPART_NEXTSIBL
(15,25),(15,27),-0.63416 # DEPENDENCYPART_NEXTSIBL
(15,25),(15,28),0.379674 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,26),(15,27),-0.459494 # DEPENDENCYPART_NEXTSIBL
(15,26),(15,28),-1.65231 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,27),(15,28),0.138018 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,14),-0.965407 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,-1),-0.0809195 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,14),(15,-1),-0.95223 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,28),-0.0696979 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,16),(16,-1),-0.133448 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,17),(17,18),-0.827591 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,19),-1.08251 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,20),-0.480088 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,21),-0.182196 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,22),0.2632 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,23),-0.292028 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,24),-0.437892 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,25),-0.305345 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,26),-0.568201 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,27),-1.42561 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,28),-0.286927 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,18),(17,19),-0.41148 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,20),-0.12919 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,21),-0.250069 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,22),-0.0701291 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,23),-0.676095 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,24),-0.322073 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,25),-0.0653762 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,26),-0.726571 # DEPENDENCYPART_NEXTSIBL
