# _root_ The setback , in which Treasury bond prices plummeted , reflected a rebound in the stock market and profit-taking .
#goldHeads=2,11,2,9,4,8,8,9,2,2,0,13,11,13,17,17,14,13,18,11,
#predictedHeads=2,11,2,11,4,8,8,9,2,9,0,13,11,13,17,17,14,17,18,11,
(7,10),(7,14),0.120827 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.44113 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0291646 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.040962 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.0697799 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0331275 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0571771 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.22898 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.044632 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.115478 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0558139 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0644621 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0224478 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0832461 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.204165 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0506387 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.202159 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0216582 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.125607 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.0117625 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.00686942 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.00335317 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.167243 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0827032 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0894512 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.00651243 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.118404 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0606555 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.011077 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0193593 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.120739 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.126564 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0625414 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0374567 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0577263 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.00610469 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0797988 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0118542 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0262604 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0841631 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.000994278 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0900987 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0566951 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.115504 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0665084 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0058226 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0810997 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0045719 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.125834 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0858328 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.152616 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.122432 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0777128 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0391541 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0988204 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0457704 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0459212 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0618867 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.033351 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.024551 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.138836 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.00399398 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0169881 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.108215 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0601089 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.01363 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.195868 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.067773 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0254187 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0480237 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.132902 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.310234 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.260892 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0140695 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0442255 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0542591 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.511068 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.587296 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.211137 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.460302 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0224281 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0604436 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.0431393 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.098518 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.050822 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0708039 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0586561 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0263403 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.425787 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.430751 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.515786 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.474047 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0017829 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0496122 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.00625796 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0209691 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.0216376 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.00680227 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.0101585 # DEPENDENCYPART_SIBL
(9,2),(9,20),0.0014575 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.123545 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.16549 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0583721 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0251233 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0708719 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.00135925 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0247986 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0122901 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.00796186 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0743805 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0430136 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.00786899 # DEPENDENCYPART_SIBL
(9,3),(9,20),0.0742375 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.122735 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0165621 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.00346285 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0714046 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0168421 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0274673 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.00168645 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0700598 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0238793 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0130875 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.00232208 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.0603154 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.171083 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0855729 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.195177 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.156858 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.103239 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0928742 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0905733 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0993197 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.102788 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.0848385 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.540532 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.202733 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.31123 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0421604 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0205292 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0423731 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.102825 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0731687 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0154585 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0431715 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0714547 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.47541 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.00680672 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0550482 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0247968 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0489894 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.00947708 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.00108895 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0208963 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.046686 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0786384 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0361591 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0421037 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.157158 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0255073 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.106599 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0395338 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0942886 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.324801 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0987664 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0616595 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0456021 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.504547 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0716858 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0261964 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.202163 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.107887 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.232439 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0196106 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.222762 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.0353701 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0418305 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.221141 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.00302087 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.193822 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0248906 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0147397 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.0696888 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.0125943 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0156233 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.0672093 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.108129 # DEPENDENCYPART_SIBL
(9,17),(9,20),0.00588797 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.130044 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.00812307 # DEPENDENCYPART_SIBL
(9,19),(9,20),-0.0304918 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.060232 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0203807 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.421111 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.422734 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.506645 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.473818 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.178784 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.060232 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.114314 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.00295642 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.108516 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0398201 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.0183358 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0336007 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.00685699 # DEPENDENCYPART_SIBL
(11,2),(11,20),0.0102023 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.12211 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.168372 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0579141 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0275681 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0693613 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0210324 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0198789 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0342743 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.00988289 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0525035 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.040818 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0719733 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0704511 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.00546177 # DEPENDENCYPART_SIBL
(11,3),(11,20),0.0826405 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.120572 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.00989061 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.00436911 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.073136 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.053968 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.301802 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0457428 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0143584 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.109263 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.048542 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0112074 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.00152051 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.014994 # DEPENDENCYPART_SIBL
(11,4),(11,20),0.0813995 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.167742 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0811962 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.197072 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0387351 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.082737 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0431828 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.133935 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0597775 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.11347 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.14038 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0981368 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.125899 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.503102 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.202953 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.316611 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.150538 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0308851 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.102088 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0307285 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.137304 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0467786 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0615242 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0270826 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0315269 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.0527019 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.475181 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.185208 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0936739 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.118463 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0280984 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.136536 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0708829 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0127788 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0414919 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0241978 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.0554308 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.227237 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.107354 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0324637 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0277233 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0755321 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0439389 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0111267 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.062836 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0251534 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.101584 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.224858 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0799239 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.00151974 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.107444 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0004252 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0191087 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0490499 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.00119416 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.0414267 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0342743 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.00988289 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0525035 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.040818 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0719733 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0704511 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.00546177 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.0826405 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.167183 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.230989 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.179356 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.198334 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.106033 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.188952 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.173036 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.130529 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.234484 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.270104 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0802101 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.242784 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0697616 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0360546 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0484353 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.00943434 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0505807 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.11569 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.277789 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0858432 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.250457 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.0721013 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.00997993 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.157092 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.038983 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.148303 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.0443648 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.0753628 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.120934 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.109837 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0508895 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.533889 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0506592 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0175475 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0170637 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0239612 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.036865 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0852236 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0350839 # DEPENDENCYPART_SIBL
(13,3),(13,20),0.0614221 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.004535 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0669275 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.232306 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0671533 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0578265 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0274508 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0197997 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.00889528 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.044633 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.000538541 # DEPENDENCYPART_SIBL
(13,4),(13,20),0.027741 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.00219231 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0842116 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.00195057 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.313118 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.018654 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0543728 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0362187 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.048399 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.061628 # DEPENDENCYPART_SIBL
(13,8),(13,20),0.101877 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.395679 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.029535 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0340603 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0463255 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.013007 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0212267 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.032086 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.00374214 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.0874648 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0506592 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0175475 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0170637 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0239612 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.036865 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0852236 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0350839 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.0614221 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0357234 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0428141 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0130057 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0212279 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.032273 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.00374099 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.0869603 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.204202 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0427617 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0641887 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.100083 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.00533581 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0175807 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.149223 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.207016 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.268645 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.156235 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.0322467 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.09584 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0343576 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.10038 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.019161 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.00464009 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0825674 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0248839 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.069653 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.0537429 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.00972978 # DEPENDENCYPART_SIBL
(14,2),(14,4),0.126329 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.00884198 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.217809 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.10889 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.0046455 # DEPENDENCYPART_SIBL
(14,2),(14,17),0.00695772 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.0289737 # DEPENDENCYPART_SIBL
(14,2),(14,19),0.0306771 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.0466533 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.171127 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.035741 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0635869 # DEPENDENCYPART_SIBL
