# _root_ Slated for market by the end of the year , the paper `` could have been introduced a long time ago but the market was n't there then , '' says an Agfa spokesman .
#goldHeads=14,1,2,1,6,4,6,9,7,1,12,14,14,31,14,15,16,20,20,21,17,14,24,25,22,25,25,25,14,14,0,34,34,31,31,
#predictedHeads=31,1,2,1,6,4,6,9,7,14,12,14,14,31,14,15,16,20,20,17,17,14,24,25,22,25,25,27,31,31,0,34,34,31,31,
(14,29),(14,35),0.0459078 # DEPENDENCYPART_SIBL
(14,30),(14,31),0.0348337 # DEPENDENCYPART_SIBL
(14,30),(14,35),-0.132249 # DEPENDENCYPART_SIBL
(14,31),(14,35),0.0238569 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.160316 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.0209903 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.164193 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0108056 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.149134 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.0116353 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.101729 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.144478 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.00888267 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0356653 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0445977 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0125253 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.155965 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.100547 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.057846 # DEPENDENCYPART_SIBL
(15,1),(15,22),0.0302419 # DEPENDENCYPART_SIBL
(15,1),(15,24),-0.114614 # DEPENDENCYPART_SIBL
(15,1),(15,25),-0.0971568 # DEPENDENCYPART_SIBL
(15,1),(15,30),-0.0329046 # DEPENDENCYPART_SIBL
(15,1),(15,35),0.00194445 # DEPENDENCYPART_SIBL
(15,2),(15,3),-0.0327883 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.15435 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.0242063 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.157448 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.0272134 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.276951 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.0392591 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.0283096 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.0667685 # DEPENDENCYPART_SIBL
(15,2),(15,16),4.93422e-05 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.00423486 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.056433 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.0751796 # DEPENDENCYPART_SIBL
(15,2),(15,21),-0.132363 # DEPENDENCYPART_SIBL
(15,2),(15,22),0.0526085 # DEPENDENCYPART_SIBL
(15,2),(15,24),-0.14565 # DEPENDENCYPART_SIBL
(15,2),(15,25),-0.10201 # DEPENDENCYPART_SIBL
(15,2),(15,30),-0.0302042 # DEPENDENCYPART_SIBL
(15,2),(15,35),0.0379021 # DEPENDENCYPART_SIBL
(15,3),(15,4),0.00284464 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.194917 # DEPENDENCYPART_SIBL
(15,3),(15,7),0.0326529 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.23493 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.114966 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.232416 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.193382 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.133281 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.0361057 # DEPENDENCYPART_SIBL
(15,3),(15,17),0.0564966 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.073083 # DEPENDENCYPART_SIBL
(15,3),(15,20),0.0287531 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.00395551 # DEPENDENCYPART_SIBL
(15,3),(15,22),0.178582 # DEPENDENCYPART_SIBL
(15,3),(15,24),0.00672727 # DEPENDENCYPART_SIBL
(15,3),(15,25),-0.0194712 # DEPENDENCYPART_SIBL
(15,3),(15,30),0.0218815 # DEPENDENCYPART_SIBL
(15,3),(15,35),0.0218132 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.0272961 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.168928 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.0301272 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.116629 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.0333232 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.0277124 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.0881766 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.050861 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0397114 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.134169 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.124652 # DEPENDENCYPART_SIBL
(15,4),(15,21),-0.160527 # DEPENDENCYPART_SIBL
(15,4),(15,22),-0.0179611 # DEPENDENCYPART_SIBL
(15,4),(15,24),-0.18141 # DEPENDENCYPART_SIBL
(15,4),(15,25),-0.16095 # DEPENDENCYPART_SIBL
(15,4),(15,30),-0.0645743 # DEPENDENCYPART_SIBL
(15,4),(15,35),0.00275103 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.030106 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.231772 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.07856 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.246441 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.189262 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.121118 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.00273439 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.00767091 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.129405 # DEPENDENCYPART_SIBL
(15,6),(15,20),0.0214475 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.0639851 # DEPENDENCYPART_SIBL
(15,6),(15,22),0.103491 # DEPENDENCYPART_SIBL
(15,6),(15,24),0.000198045 # DEPENDENCYPART_SIBL
(15,6),(15,25),-0.023307 # DEPENDENCYPART_SIBL
(15,6),(15,30),-0.00878215 # DEPENDENCYPART_SIBL
(15,6),(15,35),-0.00960476 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.0262833 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.0938633 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.00121238 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0239255 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.102583 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0826206 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0346376 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.133068 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.109499 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.157005 # DEPENDENCYPART_SIBL
(15,7),(15,22),0.00644794 # DEPENDENCYPART_SIBL
(15,7),(15,24),-0.168658 # DEPENDENCYPART_SIBL
(15,7),(15,25),-0.135503 # DEPENDENCYPART_SIBL
(15,7),(15,30),-0.0649905 # DEPENDENCYPART_SIBL
(15,7),(15,35),0.0315305 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.203738 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.223852 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.13826 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.13027 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0316432 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.032726 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.128918 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.0256368 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0611037 # DEPENDENCYPART_SIBL
(15,9),(15,22),0.120324 # DEPENDENCYPART_SIBL
(15,9),(15,24),-0.00155272 # DEPENDENCYPART_SIBL
(15,9),(15,25),0.0642078 # DEPENDENCYPART_SIBL
(15,9),(15,30),0.0446795 # DEPENDENCYPART_SIBL
(15,9),(15,35),0.0375208 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0670572 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0696926 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.117266 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0531039 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0870234 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.121269 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0676453 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.109302 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.0643456 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.171907 # DEPENDENCYPART_SIBL
(15,10),(15,25),-0.0123965 # DEPENDENCYPART_SIBL
(15,10),(15,30),-0.0235328 # DEPENDENCYPART_SIBL
(15,10),(15,35),0.211616 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.106107 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.302586 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0186008 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0198289 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.182295 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0899649 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0585042 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0688376 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.116342 # DEPENDENCYPART_SIBL
(15,11),(15,25),0.0221898 # DEPENDENCYPART_SIBL
(15,11),(15,30),-0.0189236 # DEPENDENCYPART_SIBL
(15,11),(15,35),-0.130119 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.116834 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0435424 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0539364 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.103297 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0244415 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0359936 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.133667 # DEPENDENCYPART_SIBL
(15,12),(15,24),0.00319193 # DEPENDENCYPART_SIBL
(15,12),(15,25),0.0115496 # DEPENDENCYPART_SIBL
(15,12),(15,30),0.00173842 # DEPENDENCYPART_SIBL
(15,12),(15,35),0.0254402 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.214058 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.272187 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0354651 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0648327 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.0838346 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.211368 # DEPENDENCYPART_SIBL
(15,13),(15,24),0.101453 # DEPENDENCYPART_SIBL
(15,13),(15,25),0.0427383 # DEPENDENCYPART_SIBL
(15,13),(15,30),0.749064 # DEPENDENCYPART_SIBL
(15,13),(15,35),0.300727 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.617883 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.335012 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.445894 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.345373 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.0655559 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.504281 # DEPENDENCYPART_SIBL
(15,16),(15,25),-0.237066 # DEPENDENCYPART_SIBL
(15,16),(15,30),0.0459251 # DEPENDENCYPART_SIBL
(15,16),(15,35),0.220756 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.336884 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.47923 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.353733 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0126351 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.537617 # DEPENDENCYPART_SIBL
(15,17),(15,25),-0.265286 # DEPENDENCYPART_SIBL
(15,17),(15,30),0.011751 # DEPENDENCYPART_SIBL
(15,17),(15,35),0.12438 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.277667 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0920715 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.0875973 # DEPENDENCYPART_SIBL
(15,19),(15,24),-0.329658 # DEPENDENCYPART_SIBL
(15,19),(15,25),-0.201838 # DEPENDENCYPART_SIBL
(15,19),(15,30),-0.035979 # DEPENDENCYPART_SIBL
(15,19),(15,35),-0.0922888 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0817654 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.0295737 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.383157 # DEPENDENCYPART_SIBL
(15,20),(15,25),-0.131949 # DEPENDENCYPART_SIBL
(15,20),(15,30),-0.0135762 # DEPENDENCYPART_SIBL
(15,20),(15,35),-0.0600063 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.0568085 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.248529 # DEPENDENCYPART_SIBL
(15,21),(15,25),-0.0966854 # DEPENDENCYPART_SIBL
(15,21),(15,30),0.0711605 # DEPENDENCYPART_SIBL
(15,21),(15,35),-0.0723525 # DEPENDENCYPART_SIBL
(15,22),(15,24),-0.139011 # DEPENDENCYPART_SIBL
(15,22),(15,25),-0.0890382 # DEPENDENCYPART_SIBL
(15,22),(15,30),0.105623 # DEPENDENCYPART_SIBL
(15,22),(15,35),0.207826 # DEPENDENCYPART_SIBL
(15,24),(15,25),-0.0973734 # DEPENDENCYPART_SIBL
(15,24),(15,30),0.00519606 # DEPENDENCYPART_SIBL
(15,24),(15,35),-0.0651186 # DEPENDENCYPART_SIBL
(15,25),(15,30),0.0100815 # DEPENDENCYPART_SIBL
(15,25),(15,35),0.0604648 # DEPENDENCYPART_SIBL
(15,30),(15,35),-0.103291 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.118702 # DEPENDENCYPART_SIBL
(16,1),(16,4),-0.125563 # DEPENDENCYPART_SIBL
(16,1),(16,6),0.0832036 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.124895 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.0850875 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.0210523 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0145314 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.0306112 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.102085 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.0642653 # DEPENDENCYPART_SIBL
(16,1),(16,21),0.0172532 # DEPENDENCYPART_SIBL
(16,1),(16,22),0.0896818 # DEPENDENCYPART_SIBL
(16,1),(16,24),-0.0825353 # DEPENDENCYPART_SIBL
(16,1),(16,25),-0.0890753 # DEPENDENCYPART_SIBL
(16,1),(16,26),-0.0113793 # DEPENDENCYPART_SIBL
(16,1),(16,27),-0.00834617 # DEPENDENCYPART_SIBL
(16,1),(16,28),-0.020912 # DEPENDENCYPART_SIBL
(16,1),(16,29),-0.0312526 # DEPENDENCYPART_SIBL
(16,1),(16,30),-0.00226102 # DEPENDENCYPART_SIBL
(16,1),(16,34),-0.0630693 # DEPENDENCYPART_SIBL
(16,1),(16,35),0.128315 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.0957128 # DEPENDENCYPART_SIBL
(16,2),(16,6),0.0888958 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.111836 # DEPENDENCYPART_SIBL
(16,2),(16,12),0.0847311 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.0314808 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0875378 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.102119 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.100488 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.0608723 # DEPENDENCYPART_SIBL
(16,2),(16,21),-0.0398703 # DEPENDENCYPART_SIBL
(16,2),(16,22),0.0493039 # DEPENDENCYPART_SIBL
(16,2),(16,24),-0.135097 # DEPENDENCYPART_SIBL
(16,2),(16,25),-0.135038 # DEPENDENCYPART_SIBL
(16,2),(16,26),-0.0954045 # DEPENDENCYPART_SIBL
(16,2),(16,27),-0.0720326 # DEPENDENCYPART_SIBL
(16,2),(16,28),-0.077495 # DEPENDENCYPART_SIBL
(16,2),(16,29),-0.115173 # DEPENDENCYPART_SIBL
(16,2),(16,30),-0.0703964 # DEPENDENCYPART_SIBL
(16,2),(16,34),-0.0988701 # DEPENDENCYPART_SIBL
(16,2),(16,35),0.0875188 # DEPENDENCYPART_SIBL
(16,4),(16,6),0.0950169 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.112166 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.0945393 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.082148 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.0704147 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0999461 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.11311 # DEPENDENCYPART_SIBL
(16,4),(16,20),-0.0597086 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.00584983 # DEPENDENCYPART_SIBL
(16,4),(16,22),0.0342063 # DEPENDENCYPART_SIBL
(16,4),(16,24),-0.120251 # DEPENDENCYPART_SIBL
(16,4),(16,25),-0.138325 # DEPENDENCYPART_SIBL
(16,4),(16,26),-0.0602198 # DEPENDENCYPART_SIBL
(16,4),(16,27),-0.0400884 # DEPENDENCYPART_SIBL
(16,4),(16,28),-0.0500011 # DEPENDENCYPART_SIBL
(16,4),(16,29),-0.133731 # DEPENDENCYPART_SIBL
(16,4),(16,30),-0.0471906 # DEPENDENCYPART_SIBL
(16,4),(16,34),-0.0875382 # DEPENDENCYPART_SIBL
(16,4),(16,35),0.109203 # DEPENDENCYPART_SIBL
(16,6),(16,7),0.00514692 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.0928469 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.154864 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.0233135 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0105177 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.0748486 # DEPENDENCYPART_SIBL
(16,6),(16,20),0.00944165 # DEPENDENCYPART_SIBL
(16,6),(16,21),0.0205409 # DEPENDENCYPART_SIBL
(16,6),(16,22),0.147637 # DEPENDENCYPART_SIBL
(16,6),(16,24),-0.0161101 # DEPENDENCYPART_SIBL
(16,6),(16,25),-0.0297411 # DEPENDENCYPART_SIBL
(16,6),(16,26),0.0360089 # DEPENDENCYPART_SIBL
(16,6),(16,27),0.0545385 # DEPENDENCYPART_SIBL
(16,6),(16,28),-0.00483521 # DEPENDENCYPART_SIBL
(16,6),(16,29),0.0192337 # DEPENDENCYPART_SIBL
(16,6),(16,30),0.0258248 # DEPENDENCYPART_SIBL
(16,6),(16,34),-0.0103262 # DEPENDENCYPART_SIBL
(16,6),(16,35),0.249313 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.0726025 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.0592747 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.119846 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.140991 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.178737 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.112766 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.0689263 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.00757206 # DEPENDENCYPART_SIBL
(16,7),(16,24),-0.175659 # DEPENDENCYPART_SIBL
(16,7),(16,25),-0.186877 # DEPENDENCYPART_SIBL
(16,7),(16,26),-0.129458 # DEPENDENCYPART_SIBL
(16,7),(16,27),-0.104152 # DEPENDENCYPART_SIBL
(16,7),(16,28),-0.114392 # DEPENDENCYPART_SIBL
(16,7),(16,29),-0.159758 # DEPENDENCYPART_SIBL
(16,7),(16,30),-0.1144 # DEPENDENCYPART_SIBL
(16,7),(16,34),-0.141742 # DEPENDENCYPART_SIBL
(16,7),(16,35),0.0589303 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.15049 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0296806 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0147291 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0775102 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0172151 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.00766808 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.149037 # DEPENDENCYPART_SIBL
(16,12),(16,24),-0.0427669 # DEPENDENCYPART_SIBL
(16,12),(16,25),-0.0236557 # DEPENDENCYPART_SIBL
(16,12),(16,26),0.0237683 # DEPENDENCYPART_SIBL
(16,12),(16,27),0.0416966 # DEPENDENCYPART_SIBL
(16,12),(16,28),-0.017708 # DEPENDENCYPART_SIBL
(16,12),(16,29),0.0320828 # DEPENDENCYPART_SIBL
(16,12),(16,30),0.00799541 # DEPENDENCYPART_SIBL
(16,12),(16,34),-0.0369829 # DEPENDENCYPART_SIBL
(16,12),(16,35),0.251492 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.119156 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.00232076 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0133284 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.00157289 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.0807676 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.302897 # DEPENDENCYPART_SIBL
(16,13),(16,24),0.0163213 # DEPENDENCYPART_SIBL
(16,13),(16,25),-0.0600057 # DEPENDENCYPART_SIBL
(16,13),(16,26),0.12622 # DEPENDENCYPART_SIBL
(16,13),(16,27),0.0396362 # DEPENDENCYPART_SIBL
(16,13),(16,28),0.0743418 # DEPENDENCYPART_SIBL
(16,13),(16,29),0.122006 # DEPENDENCYPART_SIBL
(16,13),(16,30),0.554009 # DEPENDENCYPART_SIBL
(16,13),(16,34),0.0248736 # DEPENDENCYPART_SIBL
(16,13),(16,35),0.182261 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.272188 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.328168 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.448281 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.423552 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.214466 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.466249 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.296973 # DEPENDENCYPART_SIBL
(16,17),(16,26),-0.378424 # DEPENDENCYPART_SIBL
(16,17),(16,27),-0.375043 # DEPENDENCYPART_SIBL
(16,17),(16,28),-0.37065 # DEPENDENCYPART_SIBL
(16,17),(16,29),-0.230867 # DEPENDENCYPART_SIBL
(16,17),(16,30),-0.157855 # DEPENDENCYPART_SIBL
(16,17),(16,34),-0.47442 # DEPENDENCYPART_SIBL
(16,17),(16,35),-0.0626313 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0652997 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0935638 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.114356 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.140989 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.111021 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.0846663 # DEPENDENCYPART_SIBL
(16,18),(16,26),-0.0849466 # DEPENDENCYPART_SIBL
(16,18),(16,27),-0.0721253 # DEPENDENCYPART_SIBL
(16,18),(16,28),-0.0633413 # DEPENDENCYPART_SIBL
(16,18),(16,29),-0.100722 # DEPENDENCYPART_SIBL
(16,18),(16,30),-0.112121 # DEPENDENCYPART_SIBL
(16,18),(16,34),-0.119076 # DEPENDENCYPART_SIBL
(16,18),(16,35),-0.0931712 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0721127 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.018379 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.117245 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.0815505 # DEPENDENCYPART_SIBL
(16,19),(16,25),-0.018231 # DEPENDENCYPART_SIBL
(16,19),(16,26),-0.0134351 # DEPENDENCYPART_SIBL
(16,19),(16,27),0.0251716 # DEPENDENCYPART_SIBL
(16,19),(16,28),-0.0150548 # DEPENDENCYPART_SIBL
(16,19),(16,29),0.155202 # DEPENDENCYPART_SIBL
(16,19),(16,30),0.167074 # DEPENDENCYPART_SIBL
(16,19),(16,34),-0.0865669 # DEPENDENCYPART_SIBL
(16,19),(16,35),0.0254653 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.118716 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.000788536 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.227502 # DEPENDENCYPART_SIBL
(16,20),(16,25),-0.0459914 # DEPENDENCYPART_SIBL
(16,20),(16,26),-0.0484698 # DEPENDENCYPART_SIBL
(16,20),(16,27),-0.0431728 # DEPENDENCYPART_SIBL
(16,20),(16,28),-0.0264197 # DEPENDENCYPART_SIBL
(16,20),(16,29),0.0771199 # DEPENDENCYPART_SIBL
(16,20),(16,30),-0.0238208 # DEPENDENCYPART_SIBL
(16,20),(16,34),-0.223954 # DEPENDENCYPART_SIBL
(16,20),(16,35),0.0111632 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.0317231 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.0300336 # DEPENDENCYPART_SIBL
(16,21),(16,25),0.0147573 # DEPENDENCYPART_SIBL
(16,21),(16,26),0.0240845 # DEPENDENCYPART_SIBL
(16,21),(16,27),0.0665289 # DEPENDENCYPART_SIBL
(16,21),(16,28),0.0277365 # DEPENDENCYPART_SIBL
(16,21),(16,29),0.021446 # DEPENDENCYPART_SIBL
(16,21),(16,30),0.0253903 # DEPENDENCYPART_SIBL
(16,21),(16,34),-0.0266538 # DEPENDENCYPART_SIBL
(16,21),(16,35),-0.0544505 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.157673 # DEPENDENCYPART_SIBL
(16,22),(16,25),-0.0630406 # DEPENDENCYPART_SIBL
(16,22),(16,26),-0.0476643 # DEPENDENCYPART_SIBL
(16,22),(16,27),-0.0237334 # DEPENDENCYPART_SIBL
(16,22),(16,28),0.027404 # DEPENDENCYPART_SIBL
(16,22),(16,29),-0.0670396 # DEPENDENCYPART_SIBL
(16,22),(16,30),0.0721829 # DEPENDENCYPART_SIBL
(16,22),(16,34),-0.178377 # DEPENDENCYPART_SIBL
(16,22),(16,35),0.151288 # DEPENDENCYPART_SIBL
(16,24),(16,25),-0.065665 # DEPENDENCYPART_SIBL
(16,24),(16,26),-0.0511105 # DEPENDENCYPART_SIBL
(16,24),(16,27),-0.0486076 # DEPENDENCYPART_SIBL
(16,24),(16,28),-0.0294538 # DEPENDENCYPART_SIBL
(16,24),(16,29),0.0864792 # DEPENDENCYPART_SIBL
(16,24),(16,30),-0.0451027 # DEPENDENCYPART_SIBL
