# _root_ Still , the market had n't yet crossed into positive territory , and traders were glum .
#goldHeads=0,1,4,5,1,5,5,5,8,11,9,5,5,15,13,15,1,
#predictedHeads=5,5,4,5,0,5,5,5,8,11,9,5,5,15,13,15,5,
(7,8),(7,11),-0.142367 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.129138 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.015162 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.137788 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.105357 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.24751 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.00986941 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.00925438 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0622001 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.00883232 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0540642 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0806005 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0387289 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0633345 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0430838 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0253308 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0454511 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0800172 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.122787 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0944458 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0143467 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0214783 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0530867 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0184463 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0680968 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0933988 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.140181 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0687361 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0370187 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0273693 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0495187 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0197727 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0348216 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.00884647 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0336488 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.059868 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.031742 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0316705 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0572568 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.1471 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.00299707 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0529395 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.02363 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0254591 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.02402 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0149376 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0056513 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.125401 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0397941 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0715731 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0246989 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.13308 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.00918392 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.037782 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0073118 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0156774 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0234361 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0503581 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.00498213 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0061524 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0112983 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.015649 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0877358 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0440935 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0235995 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.116162 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.110744 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0372744 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0020004 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0683358 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0969564 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.115122 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0264147 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0631814 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.100686 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.103278 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0337798 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0210092 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0740234 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0906792 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0996463 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.132479 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.067908 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0741878 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0250096 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.1985 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.184383 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0566888 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0643631 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.00635134 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.170186 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0275118 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0123562 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.179363 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.10293 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.144961 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0303921 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0250502 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0640867 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.305385 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.069434 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0220717 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.0279758 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.43039 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.120247 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.249805 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.280682 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0549747 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0187007 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.00041367 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.00938201 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0407339 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0521363 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.103718 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.156751 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.130475 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0240726 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0278764 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.010499 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0122343 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0334079 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0428595 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.00287703 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0225385 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0833842 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0224273 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.032602 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0418382 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.202229 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0111269 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0473417 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0407393 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0778429 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0478225 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.109459 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0468932 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0275006 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.039725 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0768183 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0445277 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0448035 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0922414 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0604536 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.115276 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0689715 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0156335 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0437892 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.21386 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0491898 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0241108 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0516868 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0946309 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0252603 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0317303 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0486851 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.100372 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.446987 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.00103932 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0729825 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.459406 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.473763 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.300774 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0638291 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.00960652 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.013107 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.896123 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.660722 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.381663 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0756187 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.549871 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0437259 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0809999 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.140726 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.116538 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.038234 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.192851 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0152539 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.00791673 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.62947 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.263522 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.037698 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.222192 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.165183 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0665611 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0688805 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.176046 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0475164 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0556224 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.217229 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.00444752 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.00522234 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0148764 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0971793 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.258961 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.0631629 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.110752 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0238015 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0153375 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0531515 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0530518 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.046466 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0624859 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.00685695 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.00948835 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0159044 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.00664888 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0378311 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0125119 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.138908 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0880541 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0380478 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0177005 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0417352 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0474279 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.153297 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.071733 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.107221 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.00288717 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0697097 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0663314 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.00512445 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0138296 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.0626382 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.211088 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0588859 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0401975 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0349577 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.413167 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0477419 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.128505 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0446336 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0732774 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0901973 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0878654 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0796489 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.124363 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0166964 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.00537673 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.00411705 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0159616 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0376986 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.122948 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0254926 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.106108 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.00420468 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0895903 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.0259092 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.00849235 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0158696 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0157549 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0151968 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0402251 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.00476638 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0184168 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0428083 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0399763 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0344066 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.00493014 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.084533 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0632022 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0669295 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0490459 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0442781 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.043412 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0125348 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0387885 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0509105 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0135241 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.00760332 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.00882504 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.133892 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0453655 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.00641558 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0174547 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0233491 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0239073 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0219084 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.161096 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.122087 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0373165 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.00351467 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0411713 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.014779 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0326251 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0423568 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0642269 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0349267 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0480563 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.025402 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0462671 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0818275 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0212276 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0024684 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0900772 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0235349 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0481359 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0359126 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0301043 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0463006 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.54711 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.606891 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.479712 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.446127 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.00630298 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.00676199 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0274494 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0282659 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0448266 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.142621 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.01502 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0105842 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0328573 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0382757 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0403122 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.764102 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.190873 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.423338 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0325613 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0639646 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.2929 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.00887048 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0694812 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0655761 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0201343 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.265976 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.103456 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0107675 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.100336 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0413157 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0722346 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0227209 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0189667 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.17332 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.000879077 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0408312 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0115083 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.00675921 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.106529 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.197854 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.00432617 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.0284025 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0393715 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.0172786 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.0235577 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.00499292 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.00211897 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.0390612 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.197854 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0302434 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.00552886 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.0295372 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.141354 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.0399328 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.0511749 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.0174957 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.0102041 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.187601 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.0332141 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.00681574 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.00270487 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.0361094 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.00502207 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.178253 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0439431 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.055833 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.166376 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.066811 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.0460834 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.124446 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.0569899 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.303749 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.547472 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.0143888 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.268034 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.558832 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.00679104 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0707332 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.113412 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0924543 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.0537082 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.125719 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.105343 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.035541 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.270343 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.129468 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.0408277 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0961414 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.150071 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.0513287 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.014044 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0351956 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.055474 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0175538 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.164882 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0644274 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.053648 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0641972 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0951137 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.022643 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.0376112 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.00206254 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.0517642 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.162694 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0306014 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.00208758 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0435289 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.185036 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.120354 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0896548 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0769532 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.300614 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.105021 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.109613 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0287725 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.0630157 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0861313 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.074565 # DEPENDENCYPART_SIBL
