# _root_ Akkor a két állam között automatikusan adódna katonai szövetség , a vasútvonal használatát egymástól nem lehetne megtagadni , ( ... )
#goldHeads=7,4,4,5,7,7,0,9,7,7,12,13,17,17,16,7,16,7,7,7,7,
#predictedHeads=7,4,4,5,7,7,0,9,7,7,12,13,17,17,16,7,16,16,16,7,7,
(5,16),(5,18),0.108002 # DEPENDENCYPART_SIBL
(5,16),(5,19),0.0810496 # DEPENDENCYPART_SIBL
(5,16),(5,20),0.0768922 # DEPENDENCYPART_SIBL
(5,16),(5,21),0.106768 # DEPENDENCYPART_SIBL
(5,17),(5,18),0.122092 # DEPENDENCYPART_SIBL
(5,17),(5,19),0.0904487 # DEPENDENCYPART_SIBL
(5,17),(5,20),0.0857757 # DEPENDENCYPART_SIBL
(5,17),(5,21),0.101049 # DEPENDENCYPART_SIBL
(5,18),(5,19),-0.0295543 # DEPENDENCYPART_SIBL
(5,18),(5,20),0.00299689 # DEPENDENCYPART_SIBL
(5,18),(5,21),0.0491309 # DEPENDENCYPART_SIBL
(5,19),(5,20),0.0305186 # DEPENDENCYPART_SIBL
(5,19),(5,21),0.0775 # DEPENDENCYPART_SIBL
(5,20),(5,21),0.0812911 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.066183 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.16248 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.221976 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.226129 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0258249 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0418406 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0604314 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0509469 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0597316 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.0597316 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.0059368 # DEPENDENCYPART_SIBL
(6,1),(6,16),0.0228305 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.0258249 # DEPENDENCYPART_SIBL
(6,1),(6,18),0.0509469 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.0023614 # DEPENDENCYPART_SIBL
(6,1),(6,20),0.0357258 # DEPENDENCYPART_SIBL
(6,1),(6,21),0.060231 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0674793 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0650003 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.127924 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.00555397 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0370597 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0225462 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.000902369 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.0225634 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0225634 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0162146 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.00716798 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.00555397 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.000902369 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.0298486 # DEPENDENCYPART_SIBL
(6,2),(6,20),0.00122949 # DEPENDENCYPART_SIBL
(6,2),(6,21),-0.0235153 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0266861 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.152644 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0203515 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0156488 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.010243 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0209587 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0102553 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.010255 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.00338896 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0219656 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0203515 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0209587 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.0135487 # DEPENDENCYPART_SIBL
(6,3),(6,20),-0.00476337 # DEPENDENCYPART_SIBL
(6,3),(6,21),0.00244868 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.173599 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.012727 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0442529 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0245367 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0265079 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0252771 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0297383 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0399104 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.0056726 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.012727 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.0265079 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0180004 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.0168782 # DEPENDENCYPART_SIBL
(6,4),(6,21),0.0310617 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0140914 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0164056 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0561007 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.00682132 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0562851 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0562851 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.00518761 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0175965 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0140914 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.00682132 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.00473122 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.0178642 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.0569541 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.00376503 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0259674 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0973539 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.02658 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.02658 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0480558 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0114735 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.0136642 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.0973539 # DEPENDENCYPART_SIBL
(6,7),(6,19),0.0602572 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.0563943 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.0848352 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.00515481 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0399831 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.00395824 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.00395816 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.0286531 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0288961 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.0289596 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.0399831 # DEPENDENCYPART_SIBL
(6,8),(6,19),0.016358 # DEPENDENCYPART_SIBL
(6,8),(6,20),0.0221441 # DEPENDENCYPART_SIBL
(6,8),(6,21),0.00939545 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.09384 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0041686 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0041686 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0290889 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0501854 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.0430531 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.09384 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.0280444 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.0464602 # DEPENDENCYPART_SIBL
(6,9),(6,21),0.0595737 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.16238 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.16238 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.223571 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.386591 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.377533 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.0298422 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.011288 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.0246572 # DEPENDENCYPART_SIBL
(6,10),(6,21),0.0931593 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.000593091 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0290931 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0508209 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.0436885 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.0904339 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.0264696 # DEPENDENCYPART_SIBL
(6,12),(6,20),0.0448855 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.0616228 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.0290931 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0508209 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.0436885 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.0904339 # DEPENDENCYPART_SIBL
(6,13),(6,19),0.0264696 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.0448855 # DEPENDENCYPART_SIBL
(6,13),(6,21),0.0616215 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.0365371 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.038375 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.065403 # DEPENDENCYPART_SIBL
(6,15),(6,19),0.0372964 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.0458393 # DEPENDENCYPART_SIBL
(6,15),(6,21),0.0320724 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.0102462 # DEPENDENCYPART_SIBL
(6,16),(6,18),0.0832525 # DEPENDENCYPART_SIBL
(6,16),(6,19),0.0508466 # DEPENDENCYPART_SIBL
(6,16),(6,20),0.0474994 # DEPENDENCYPART_SIBL
(6,16),(6,21),0.0905319 # DEPENDENCYPART_SIBL
(6,17),(6,18),0.0973539 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.0602572 # DEPENDENCYPART_SIBL
(6,17),(6,20),0.0563943 # DEPENDENCYPART_SIBL
(6,17),(6,21),0.0848352 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.011288 # DEPENDENCYPART_SIBL
(6,18),(6,20),0.0246572 # DEPENDENCYPART_SIBL
(6,18),(6,21),0.0931593 # DEPENDENCYPART_SIBL
(6,19),(6,20),0.0199447 # DEPENDENCYPART_SIBL
(6,19),(6,21),0.0887152 # DEPENDENCYPART_SIBL
(6,20),(6,21),0.0909149 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0764145 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0402716 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0824152 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0253782 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0591988 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0343709 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0251461 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0618769 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.052043 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0288324 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0343336 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.02002 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.0177888 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.00684328 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.0618769 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.00742453 # DEPENDENCYPART_SIBL
(7,1),(7,20),0.0575387 # DEPENDENCYPART_SIBL
(7,1),(7,21),0.00297621 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.00125888 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0117768 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.00777192 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.00123545 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.00229435 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0296647 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0377119 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0223062 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0245112 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.01901 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0304635 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0216653 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0134258 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.0377119 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.077272 # DEPENDENCYPART_SIBL
(7,2),(7,20),-0.0183584 # DEPENDENCYPART_SIBL
(7,2),(7,21),-0.085541 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0193108 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0229334 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0352746 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0262992 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.00846885 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0220028 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.00478397 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0033179 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.00218279 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.00844197 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.031813 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0235734 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0220028 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0337035 # DEPENDENCYPART_SIBL
(7,3),(7,20),-0.00122119 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.0388965 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0123136 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.025801 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0116441 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.00972672 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0204111 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.00500926 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0162907 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0307145 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0155829 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0131986 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.0043343 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.0204111 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0239306 # DEPENDENCYPART_SIBL
(7,4),(7,20),0.0366658 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0327513 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0662234 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.00804671 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0176074 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.00143983 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0208301 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0230943 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0285955 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.04552 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0408522 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0288315 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.00143983 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.016442 # DEPENDENCYPART_SIBL
(7,5),(7,20),0.0289482 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.0109632 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0223814 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0114928 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0293244 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.00164538 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0167201 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0222214 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0120115 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0075535 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0125328 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0293244 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0349976 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.0297929 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.0117427 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0278486 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.00379391 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0401463 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0310061 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0310061 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0139551 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0244497 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0326412 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.00379391 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0404715 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0100639 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.0268298 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0478148 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0686688 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0279203 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0279203 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.00305824 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.000453108 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0222134 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.0478148 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0469515 # DEPENDENCYPART_SIBL
(7,9),(7,20),0.00578605 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.0120482 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.124212 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.07652 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.07652 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.13247 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.222274 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.194562 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.0129099 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0686106 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.0164906 # DEPENDENCYPART_SIBL
(7,10),(7,21),0.0274765 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0110333 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0110333 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.00459117 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0277733 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0359816 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.00728509 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0358105 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.0119293 # DEPENDENCYPART_SIBL
(7,11),(7,21),0.00259002 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0191053 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.00094644 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.00373211 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0189344 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.0430489 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0480265 # DEPENDENCYPART_SIBL
(7,12),(7,20),0.004711 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.0182261 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.000947719 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.00373083 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0189357 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.0430476 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.0480278 # DEPENDENCYPART_SIBL
(7,13),(7,20),0.00470972 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.0182222 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.020288 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.0249296 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.00764684 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.0184686 # DEPENDENCYPART_SIBL
(7,15),(7,20),0.0128188 # DEPENDENCYPART_SIBL
(7,15),(7,21),-0.000895305 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0158904 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.0318575 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.0178572 # DEPENDENCYPART_SIBL
(7,16),(7,20),-0.00425288 # DEPENDENCYPART_SIBL
(7,16),(7,21),0.0572561 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.0599745 # DEPENDENCYPART_SIBL
(7,17),(7,19),0.00193692 # DEPENDENCYPART_SIBL
(7,17),(7,20),0.0149547 # DEPENDENCYPART_SIBL
(7,17),(7,21),0.0554235 # DEPENDENCYPART_SIBL
(7,18),(7,19),-0.0686106 # DEPENDENCYPART_SIBL
(7,18),(7,20),-0.0164906 # DEPENDENCYPART_SIBL
(7,18),(7,21),0.0274765 # DEPENDENCYPART_SIBL
(7,19),(7,20),0.0384367 # DEPENDENCYPART_SIBL
(7,19),(7,21),0.071078 # DEPENDENCYPART_SIBL
(7,20),(7,21),0.0607235 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0695874 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.159075 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.212448 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.222725 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.117438 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.166832 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0594464 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.0225957 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0674814 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0618919 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.127927 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0667424 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.144767 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0225864 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.00709957 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0235749 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.152644 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0750764 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.114983 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0102639 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0219063 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.174424 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0503994 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.149966 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0295278 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.00556711 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0626564 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.10948 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.056294 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0175373 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.159748 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.022533 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0126699 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0597651 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0527719 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0508679 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.399261 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.161835 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0703806 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0446809 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0213062 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0778837 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.018478 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0294445 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0126651 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0126651 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0437993 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.0456014 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.0294445 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.024625 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.0205076 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.0438486 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.122266 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.00526914 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0503118 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.183253 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.214078 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.172514 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.00913042 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.00343113 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.00343113 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.00814428 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.00857936 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.00913042 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0761714 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0288458 # DEPENDENCYPART_SIBL
(9,2),(9,21),-0.0996286 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0120059 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0895783 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.194756 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.151788 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.195377 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0240762 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.00603796 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.00603768 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.00517462 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.00473952 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0240762 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0496411 # DEPENDENCYPART_SIBL
