# _root_ Mindebből azonban hiba volna azt a következtetést levonni , hogy gyermekek tömkelege születne " balkézről " ; sokkal inkább arról van szó , hogy az élettársi kapcsolatok egyre inkább hasonlítanak magára a házasságra .
#goldHeads=8,4,4,0,7,7,8,4,4,4,12,13,1,13,13,13,4,19,21,21,4,21,21,21,27,27,30,29,30,20,30,33,30,4,
#predictedHeads=4,4,4,0,8,7,8,4,4,4,12,13,5,13,13,13,4,19,21,21,5,21,21,21,27,27,30,30,30,20,33,33,30,4,
(10,4),(10,12),-0.151375 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0596205 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.133394 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0848149 # DEPENDENCYPART_SIBL
(10,4),(10,24),-0.00924807 # DEPENDENCYPART_SIBL
(10,4),(10,34),-0.0195489 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.00440017 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.00657476 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.317318 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0159134 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.015526 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.176188 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0153896 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0447915 # DEPENDENCYPART_SIBL
(10,5),(10,24),0.0194614 # DEPENDENCYPART_SIBL
(10,5),(10,34),0.0149483 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0326418 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.389874 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.079798 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0804009 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.113961 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.043792 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.00642722 # DEPENDENCYPART_SIBL
(10,7),(10,24),0.0317016 # DEPENDENCYPART_SIBL
(10,7),(10,34),0.13343 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.434738 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.124558 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.124001 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.098539 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.10553 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.058215 # DEPENDENCYPART_SIBL
(10,8),(10,24),0.0128927 # DEPENDENCYPART_SIBL
(10,8),(10,34),0.042562 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0165838 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0175236 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.297141 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0351182 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0578245 # DEPENDENCYPART_SIBL
(10,9),(10,24),0.123247 # DEPENDENCYPART_SIBL
(10,9),(10,34),0.213472 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0245499 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0383279 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0261389 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.00775718 # DEPENDENCYPART_SIBL
(10,11),(10,24),-0.0801429 # DEPENDENCYPART_SIBL
(10,11),(10,34),0.00168389 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0380823 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0258881 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.00800668 # DEPENDENCYPART_SIBL
(10,12),(10,24),-0.0799001 # DEPENDENCYPART_SIBL
(10,12),(10,34),0.00247674 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0818456 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.138572 # DEPENDENCYPART_SIBL
(10,13),(10,24),-0.0826324 # DEPENDENCYPART_SIBL
(10,13),(10,34),0.0399041 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.00428906 # DEPENDENCYPART_SIBL
(10,14),(10,24),-0.00791112 # DEPENDENCYPART_SIBL
(10,14),(10,34),0.0382633 # DEPENDENCYPART_SIBL
(10,17),(10,24),0.0614245 # DEPENDENCYPART_SIBL
(10,17),(10,34),0.161553 # DEPENDENCYPART_SIBL
(10,24),(10,34),0.0829169 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.177044 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.075636 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0946275 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.255555 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0138975 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.3742 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.233335 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.00897736 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0129962 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.190771 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0973065 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.00805785 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.641687 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.413639 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0251082 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.105326 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.044265 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.104448 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.0897474 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0139378 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.0325933 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.121317 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.0576671 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0179397 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0229063 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0525803 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.0884884 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0195192 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0179397 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.048952 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0402093 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.048952 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0491591 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.049184 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.0355821 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.0191238 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.0441496 # DEPENDENCYPART_SIBL
(13,1),(13,23),-0.0684052 # DEPENDENCYPART_SIBL
(13,1),(13,24),0.0115478 # DEPENDENCYPART_SIBL
(13,1),(13,28),-0.0498297 # DEPENDENCYPART_SIBL
(13,1),(13,29),-0.0355821 # DEPENDENCYPART_SIBL
(13,1),(13,30),-0.0925964 # DEPENDENCYPART_SIBL
(13,1),(13,34),-0.068724 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0156627 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.0968287 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.00708474 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0795867 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.0211052 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.110328 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.0800557 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.000645456 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0253356 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.0211052 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0247123 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0261005 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0247123 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.00766937 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0356125 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.0229382 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.00103454 # DEPENDENCYPART_SIBL
(13,2),(13,21),0.035696 # DEPENDENCYPART_SIBL
(13,2),(13,23),0.000409592 # DEPENDENCYPART_SIBL
(13,2),(13,24),0.0427273 # DEPENDENCYPART_SIBL
(13,2),(13,28),-0.0356716 # DEPENDENCYPART_SIBL
(13,2),(13,29),-0.0229382 # DEPENDENCYPART_SIBL
(13,2),(13,30),0.00761707 # DEPENDENCYPART_SIBL
(13,2),(13,34),0.0601841 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.0244373 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0147652 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0651998 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0389067 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0122725 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0815613 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.043532 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0434543 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0389067 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.00238154 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0189204 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.00238154 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.00157939 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0351695 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0192306 # DEPENDENCYPART_SIBL
(13,3),(13,20),0.0321231 # DEPENDENCYPART_SIBL
(13,3),(13,21),0.0379721 # DEPENDENCYPART_SIBL
(13,3),(13,23),-0.00670263 # DEPENDENCYPART_SIBL
(13,3),(13,24),-0.00321677 # DEPENDENCYPART_SIBL
(13,3),(13,28),-0.0339089 # DEPENDENCYPART_SIBL
(13,3),(13,29),-0.0192306 # DEPENDENCYPART_SIBL
(13,3),(13,30),-0.00843438 # DEPENDENCYPART_SIBL
(13,3),(13,34),-0.0136212 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0399344 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0619334 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.0198859 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0292791 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0550491 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.05043 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0214652 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0198859 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0363262 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0294919 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0363262 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.00192944 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0390007 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0297584 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.0189694 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.00758945 # DEPENDENCYPART_SIBL
(13,4),(13,23),-0.0119173 # DEPENDENCYPART_SIBL
(13,4),(13,24),-0.0183811 # DEPENDENCYPART_SIBL
(13,4),(13,28),-0.0395278 # DEPENDENCYPART_SIBL
(13,4),(13,29),-0.0297584 # DEPENDENCYPART_SIBL
(13,4),(13,30),-0.0306098 # DEPENDENCYPART_SIBL
(13,4),(13,34),-0.0378317 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.121212 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.00937437 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0308349 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0666095 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.104389 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0109539 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.00937437 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0131159 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0691115 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0131159 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.00937338 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0780862 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0644843 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0594777 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.207598 # DEPENDENCYPART_SIBL
(13,5),(13,23),0.0107233 # DEPENDENCYPART_SIBL
(13,5),(13,24),0.0129663 # DEPENDENCYPART_SIBL
(13,5),(13,28),-0.0787319 # DEPENDENCYPART_SIBL
(13,5),(13,29),-0.0644843 # DEPENDENCYPART_SIBL
(13,5),(13,30),-0.251206 # DEPENDENCYPART_SIBL
(13,5),(13,34),-0.0277739 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0135983 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.0272811 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.00174023 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0424639 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0120076 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0135983 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.00308775 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0126258 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.00308775 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.031788 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.021653 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0113681 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0027004 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.0175368 # DEPENDENCYPART_SIBL
(13,6),(13,23),-0.0377119 # DEPENDENCYPART_SIBL
(13,6),(13,24),-0.0259395 # DEPENDENCYPART_SIBL
(13,6),(13,28),-0.0205891 # DEPENDENCYPART_SIBL
(13,6),(13,29),-0.0113681 # DEPENDENCYPART_SIBL
(13,6),(13,30),-0.0108961 # DEPENDENCYPART_SIBL
(13,6),(13,34),-0.0853491 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0122494 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0815927 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.0435515 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0434325 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0388849 # DEPENDENCYPART_SIBL
(13,7),(13,14),8.94938e-05 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0212133 # DEPENDENCYPART_SIBL
(13,7),(13,16),8.94938e-05 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.00387144 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0374624 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0215235 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.0298245 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.0356988 # DEPENDENCYPART_SIBL
(13,7),(13,23),-0.00898807 # DEPENDENCYPART_SIBL
(13,7),(13,24),-0.00551317 # DEPENDENCYPART_SIBL
(13,7),(13,28),-0.0362018 # DEPENDENCYPART_SIBL
(13,7),(13,29),-0.0215235 # DEPENDENCYPART_SIBL
(13,7),(13,30),-0.0107077 # DEPENDENCYPART_SIBL
(13,7),(13,34),-0.0218372 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0708659 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.050802 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0317846 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0302054 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0236235 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0201428 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0236235 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0140224 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0296517 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0204093 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0106724 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.0245617 # DEPENDENCYPART_SIBL
(13,8),(13,23),0.00227714 # DEPENDENCYPART_SIBL
(13,8),(13,24),-0.0102151 # DEPENDENCYPART_SIBL
(13,8),(13,28),-0.0301787 # DEPENDENCYPART_SIBL
(13,8),(13,29),-0.0204093 # DEPENDENCYPART_SIBL
(13,8),(13,30),-0.0137772 # DEPENDENCYPART_SIBL
(13,8),(13,34),-0.00618101 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.019626 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0303841 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0247555 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0559712 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0387661 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0559712 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0214469 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0504137 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0376105 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0111796 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.0591866 # DEPENDENCYPART_SIBL
(13,9),(13,23),-0.0122 # DEPENDENCYPART_SIBL
(13,9),(13,24),-0.00481022 # DEPENDENCYPART_SIBL
(13,9),(13,28),-0.0543382 # DEPENDENCYPART_SIBL
(13,9),(13,29),-0.0376105 # DEPENDENCYPART_SIBL
(13,9),(13,30),-0.0165029 # DEPENDENCYPART_SIBL
(13,9),(13,34),-0.0120124 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.147894 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.143646 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0627754 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0438659 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0627754 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0297622 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0533778 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0404452 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0213193 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.0316214 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.0494932 # DEPENDENCYPART_SIBL
(13,10),(13,24),-0.00171121 # DEPENDENCYPART_SIBL
(13,10),(13,28),-0.0537184 # DEPENDENCYPART_SIBL
(13,10),(13,29),-0.0404452 # DEPENDENCYPART_SIBL
(13,10),(13,30),-0.0485505 # DEPENDENCYPART_SIBL
(13,10),(13,34),-0.0145308 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0435332 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.00391358 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0236212 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.00391358 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.00762142 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0398703 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0239315 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.0274818 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.0324719 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.0138923 # DEPENDENCYPART_SIBL
(13,11),(13,24),-0.00786203 # DEPENDENCYPART_SIBL
(13,11),(13,28),-0.0386098 # DEPENDENCYPART_SIBL
(13,11),(13,29),-0.0239315 # DEPENDENCYPART_SIBL
(13,11),(13,30),-0.0139345 # DEPENDENCYPART_SIBL
(13,11),(13,34),-0.0258948 # DEPENDENCYPART_SIBL
(13,12),(13,14),8.94938e-05 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0212133 # DEPENDENCYPART_SIBL
(13,12),(13,16),8.94938e-05 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.00387144 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0374624 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0215235 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0298245 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.0356988 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.00898807 # DEPENDENCYPART_SIBL
(13,12),(13,24),-0.00551317 # DEPENDENCYPART_SIBL
(13,12),(13,28),-0.0362018 # DEPENDENCYPART_SIBL
(13,12),(13,29),-0.0215235 # DEPENDENCYPART_SIBL
(13,12),(13,30),-0.0107077 # DEPENDENCYPART_SIBL
(13,12),(13,34),-0.0218372 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.012037 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.00834468 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0445018 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.00548696 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0145862 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0243544 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.00245563 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.0583635 # DEPENDENCYPART_SIBL
(13,14),(13,24),0.232957 # DEPENDENCYPART_SIBL
(13,14),(13,28),0.00284922 # DEPENDENCYPART_SIBL
(13,14),(13,29),-0.0145862 # DEPENDENCYPART_SIBL
(13,14),(13,30),0.0241375 # DEPENDENCYPART_SIBL
(13,14),(13,34),0.00543796 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.00566846 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0142397 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0241921 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0403675 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.0368257 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.00508271 # DEPENDENCYPART_SIBL
(13,15),(13,23),0.0103262 # DEPENDENCYPART_SIBL
(13,15),(13,24),0.0423994 # DEPENDENCYPART_SIBL
(13,15),(13,28),-0.0173381 # DEPENDENCYPART_SIBL
(13,15),(13,29),-0.0403675 # DEPENDENCYPART_SIBL
(13,15),(13,30),-0.00535537 # DEPENDENCYPART_SIBL
(13,15),(13,34),-0.0229762 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0445018 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.00548696 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0145862 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0243544 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.00245563 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.0583635 # DEPENDENCYPART_SIBL
(13,16),(13,24),0.232957 # DEPENDENCYPART_SIBL
(13,16),(13,28),0.00284922 # DEPENDENCYPART_SIBL
(13,16),(13,29),-0.0145862 # DEPENDENCYPART_SIBL
(13,16),(13,30),0.0241375 # DEPENDENCYPART_SIBL
(13,16),(13,34),0.00543796 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.0232121 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.00261972 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.0297757 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.180086 # DEPENDENCYPART_SIBL
(13,17),(13,23),-0.0221116 # DEPENDENCYPART_SIBL
(13,17),(13,24),0.312013 # DEPENDENCYPART_SIBL
(13,17),(13,28),0.020595 # DEPENDENCYPART_SIBL
(13,17),(13,29),0.00261972 # DEPENDENCYPART_SIBL
(13,17),(13,30),0.195989 # DEPENDENCYPART_SIBL
(13,17),(13,34),0.15351 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0520984 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.0263078 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.0164697 # DEPENDENCYPART_SIBL
(13,18),(13,23),-0.00971872 # DEPENDENCYPART_SIBL
(13,18),(13,24),0.0316187 # DEPENDENCYPART_SIBL
(13,18),(13,28),-0.0290661 # DEPENDENCYPART_SIBL
(13,18),(13,29),-0.0520984 # DEPENDENCYPART_SIBL
(13,18),(13,30),-0.0167433 # DEPENDENCYPART_SIBL
(13,18),(13,34),-0.0364229 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.0278451 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.014384 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.0183797 # DEPENDENCYPART_SIBL
(13,19),(13,24),0.0306924 # DEPENDENCYPART_SIBL
(13,19),(13,28),-0.035367 # DEPENDENCYPART_SIBL
(13,19),(13,29),-0.0583964 # DEPENDENCYPART_SIBL
(13,19),(13,30),-0.0146567 # DEPENDENCYPART_SIBL
(13,19),(13,34),-0.0463907 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.0615351 # DEPENDENCYPART_SIBL
(13,20),(13,23),0.0372643 # DEPENDENCYPART_SIBL
(13,20),(13,24),0.174502 # DEPENDENCYPART_SIBL
(13,20),(13,28),0.00591651 # DEPENDENCYPART_SIBL
(13,20),(13,29),-0.0101697 # DEPENDENCYPART_SIBL
(13,20),(13,30),-0.0407391 # DEPENDENCYPART_SIBL
(13,20),(13,34),-0.0105673 # DEPENDENCYPART_SIBL
(13,21),(13,23),0.0471953 # DEPENDENCYPART_SIBL
(13,21),(13,24),-0.026356 # DEPENDENCYPART_SIBL
(13,21),(13,28),0.0051158 # DEPENDENCYPART_SIBL
(13,21),(13,29),-0.00278946 # DEPENDENCYPART_SIBL
(13,21),(13,30),0.0215547 # DEPENDENCYPART_SIBL
(13,21),(13,34),0.0466443 # DEPENDENCYPART_SIBL
(13,23),(13,24),0.81544 # DEPENDENCYPART_SIBL
(13,23),(13,28),0.0882123 # DEPENDENCYPART_SIBL
(13,23),(13,29),0.0697263 # DEPENDENCYPART_SIBL
(13,23),(13,30),0.233788 # DEPENDENCYPART_SIBL
(13,23),(13,34),0.0443675 # DEPENDENCYPART_SIBL
(13,24),(13,28),0.0182533 # DEPENDENCYPART_SIBL
(13,24),(13,29),0.00479587 # DEPENDENCYPART_SIBL
(13,24),(13,30),0.141268 # DEPENDENCYPART_SIBL
(13,24),(13,34),0.119526 # DEPENDENCYPART_SIBL
(13,28),(13,29),-0.0501336 # DEPENDENCYPART_SIBL
(13,28),(13,30),-0.0156915 # DEPENDENCYPART_SIBL
(13,28),(13,34),-0.0388352 # DEPENDENCYPART_SIBL
(13,29),(13,30),-0.0146567 # DEPENDENCYPART_SIBL
(13,29),(13,34),-0.0463907 # DEPENDENCYPART_SIBL
(13,30),(13,34),0.0229567 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.0961663 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.0707553 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.072649 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.0961637 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0352359 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0636877 # DEPENDENCYPART_SIBL
