# _root_ A kárpótlási jegyek árfolyama 9,12 százalékkal lett több múlt heti értékénél , így 622 forinton végzett .
#goldHeads=3,3,4,7,6,7,13,7,10,11,7,13,0,15,16,13,13,
#predictedHeads=3,3,4,7,6,7,13,11,11,11,7,13,0,15,16,13,13,
(8,7),(8,11),0.00458539 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0298313 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0309124 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.00028476 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0606212 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0781605 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0105367 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.024806 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0173165 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0212982 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0591056 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0402073 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0554107 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0126614 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.00517674 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0534651 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.00436556 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.165872 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.101141 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.393872 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.102195 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0121158 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0594864 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0308998 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0705434 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0270135 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.131161 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0781137 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0722821 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.150867 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0101671 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0495693 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0270655 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0378019 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.00594219 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0237378 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.0222703 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0797481 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0722821 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.150867 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0101671 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0495693 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0270655 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0378019 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.00594219 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0237378 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.0222703 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0797481 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.149124 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0059403 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0486189 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0255357 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0304031 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.00177202 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0249104 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0203597 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0825456 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0094777 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0369969 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0548746 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0242503 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0489342 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0223224 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0492837 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.121947 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0157606 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.00911379 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0246096 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0167812 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0244991 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0246201 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0121583 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.00525136 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0385021 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0051775 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.022017 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0296898 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.00963896 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0904807 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0226093 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.029341 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.046374 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0246865 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.164793 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.151735 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.393928 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.116871 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0159983 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0297914 # DEPENDENCYPART_SIBL
(9,13),(9,17),5.25236e-06 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.059744 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0596109 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0929639 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0763549 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0705233 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.151416 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.00961903 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0150575 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.011313 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0705233 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.151416 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.00961903 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0150575 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.011313 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.149673 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.00539222 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.013533 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0094024 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.00947849 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0163977 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0462056 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.058106 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0276988 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0183954 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.169401 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0129962 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0129962 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0129197 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.210986 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0175657 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0494059 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.145708 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.00907785 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0159836 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0176286 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.00331961 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.00454382 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0285178 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.00308229 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.00308229 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.00492258 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.117718 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0104109 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0241407 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0468451 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0217253 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.000566271 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0104278 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.000408162 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0387303 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.000612594 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.018106 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0197358 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.162967 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.006984 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.00609265 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0414425 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.00283849 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.010874 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0566582 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.00337853 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.00788782 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.041682 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0197358 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.162967 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.006984 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.00609265 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0414425 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.00283849 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.010874 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0566582 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.00337853 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.00788782 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.041682 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.1655 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0045322 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.00334116 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.044194 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.00923086 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0140389 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0588349 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.00385433 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.00698285 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.0454944 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.00113106 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.103024 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0837401 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0207036 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0233188 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0275949 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0113101 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0316803 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.111372 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0866812 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.105866 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0363114 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0216695 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0111545 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.00358939 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0125545 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.00634091 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.137692 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0332957 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.00445259 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.00651787 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0049455 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0434823 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.00750346 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0375352 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.00505844 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.00641007 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.00682214 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0434065 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.007393 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.150461 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.16283 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.342981 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.425777 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0787788 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0183632 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0131887 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0302546 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0999762 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.025387 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0505689 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.120833 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0577975 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0485651 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.212499 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.011212 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.011212 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0162866 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.0218546 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0425543 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.00397505 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.0177443 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.011212 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.256844 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0247427 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0101233 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.0703499 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.117115 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.0167431 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.0114493 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0683449 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0217234 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0364211 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.0495506 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0167431 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.364222 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.00967558 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0864672 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.0415915 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.0897431 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.0114493 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0683449 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0217234 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0364211 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.0495506 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0167431 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.364222 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.00967558 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0864672 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0415915 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.0897431 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0657457 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0184715 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.0342129 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0473424 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.00262382 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.346915 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.00812348 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0836359 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.0376122 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.0895734 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.024691 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.000413075 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.000102407 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0236781 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.3689 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.00434746 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0601879 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.158427 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.194793 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0626066 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0628283 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0155025 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.30659 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.00202446 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0100294 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0548725 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0485911 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0570124 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0108515 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.250343 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0223144 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0134598 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0662612 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.109374 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0134236 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.253187 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0246969 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0123218 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0696214 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.114287 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.364222 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.00967558 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0864672 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0415915 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0897431 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0647567 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.00955821 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.239761 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.314001 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0145692 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0423077 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0333958 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.049456 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.00333509 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.157809 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0721181 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.291763 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.327616 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.0230222 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.0151058 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.29817 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.201858 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0695595 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0355016 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.195915 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0141379 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0154377 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0349762 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.115351 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.112911 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.169401 # DEPENDENCYPART_SIBL
(15,1),(15,3),0.0129962 # DEPENDENCYPART_SIBL
(15,1),(15,6),0.0129197 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.210986 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.0175657 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.0494059 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.145708 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.0129962 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.190771 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.167157 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.00207841 # DEPENDENCYPART_SIBL
(15,2),(15,3),-0.00308229 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.00492258 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.117718 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.0104109 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.0241407 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.0468451 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.00308229 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.44092 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.381849 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.00991273 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.0197358 # DEPENDENCYPART_SIBL
(15,3),(15,7),0.162967 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.006984 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.00609265 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.0414425 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.018106 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.641687 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.491849 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.00167112 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.1655 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.0045322 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.00334116 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.044194 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0271343 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.631944 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.49206 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.0072633 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.00113106 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.103024 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0837401 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0536184 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.296066 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.186103 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0162066 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.0866812 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.105866 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.00501531 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.432638 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.572229 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.152889 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.137692 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0174925 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.419837 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.36809 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0280343 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.00181929 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.440888 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.385014 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.00344139 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.641687 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.491849 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.00167112 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.279993 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0452011 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0175383 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.0119562 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.0119562 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.00523724 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.0188872 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.0407758 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.0207 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.0471134 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.0119562 # DEPENDENCYPART_SIBL
(16,2),(16,12),0.0473952 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.135978 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.0378568 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.0119562 # DEPENDENCYPART_SIBL
(16,2),(16,17),0.00711088 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.0248997 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.0164788 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.0236076 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.0365886 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.0096832 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.00354482 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.0248997 # DEPENDENCYPART_SIBL
(16,3),(16,12),0.0935831 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.135065 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.0143345 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.0248997 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.0166193 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.0164788 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.0236076 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.0365886 # DEPENDENCYPART_SIBL
