# _root_ Budapesten és a vidéki nagyvárosokban túlzsúfoltak a temetők , nem érik el az ideális 30-40 hektáros nagyságot , kihasználtságuk így gyakran 90 százalék feletti .
#goldHeads=6,6,5,5,6,0,8,6,6,11,6,11,17,17,16,17,11,6,21,21,6,23,24,21,6,
#predictedHeads=11,11,5,5,6,11,8,11,11,11,0,11,17,17,16,17,11,11,20,11,23,23,24,11,11,
(15,22),(15,24),0.00613697 # DEPENDENCYPART_SIBL
(15,22),(15,25),0.0160151 # DEPENDENCYPART_SIBL
(15,23),(15,24),0.0343929 # DEPENDENCYPART_SIBL
(15,23),(15,25),-0.0126425 # DEPENDENCYPART_SIBL
(15,24),(15,25),0.0290749 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.241062 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.0426511 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0315733 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.0322163 # DEPENDENCYPART_SIBL
(16,1),(16,24),0.0451772 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0740672 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.137595 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.152585 # DEPENDENCYPART_SIBL
(16,10),(16,24),0.0183078 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.143577 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0592206 # DEPENDENCYPART_SIBL
(16,13),(16,24),0.0106388 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0260062 # DEPENDENCYPART_SIBL
(16,14),(16,24),0.00322259 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.0140012 # DEPENDENCYPART_SIBL
(17,1),(17,3),-0.317228 # DEPENDENCYPART_SIBL
(17,1),(17,4),0.0536054 # DEPENDENCYPART_SIBL
(17,1),(17,6),0.0493144 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.317228 # DEPENDENCYPART_SIBL
(17,1),(17,10),0.270403 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.269503 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.0493144 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.00497368 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.0435286 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.0052983 # DEPENDENCYPART_SIBL
(17,1),(17,19),0.00469478 # DEPENDENCYPART_SIBL
(17,1),(17,21),-0.0190296 # DEPENDENCYPART_SIBL
(17,1),(17,22),0.0566535 # DEPENDENCYPART_SIBL
(17,1),(17,23),0.0135704 # DEPENDENCYPART_SIBL
(17,1),(17,24),0.0465609 # DEPENDENCYPART_SIBL
(17,3),(17,4),0.154766 # DEPENDENCYPART_SIBL
(17,3),(17,6),0.155843 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.662013 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.092186 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.567434 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.155843 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.00169014 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.150057 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.00907785 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.00331961 # DEPENDENCYPART_SIBL
(17,3),(17,21),-0.0771749 # DEPENDENCYPART_SIBL
(17,3),(17,22),-0.0176288 # DEPENDENCYPART_SIBL
(17,3),(17,23),0.019438 # DEPENDENCYPART_SIBL
(17,3),(17,24),0.00427239 # DEPENDENCYPART_SIBL
(17,4),(17,6),0.00510155 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.662926 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.132602 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.56085 # DEPENDENCYPART_SIBL
(17,4),(17,14),0.00510155 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.00759071 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.000684266 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.0329119 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.00411379 # DEPENDENCYPART_SIBL
(17,4),(17,21),-0.0390689 # DEPENDENCYPART_SIBL
(17,4),(17,22),0.00671817 # DEPENDENCYPART_SIBL
(17,4),(17,23),0.011472 # DEPENDENCYPART_SIBL
(17,4),(17,24),0.000216228 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.662675 # DEPENDENCYPART_SIBL
(17,6),(17,10),0.132853 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.560599 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.00535244 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.00733982 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.000433378 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.0329118 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.00411379 # DEPENDENCYPART_SIBL
(17,6),(17,21),-0.0390688 # DEPENDENCYPART_SIBL
(17,6),(17,22),0.00671817 # DEPENDENCYPART_SIBL
(17,6),(17,23),0.011472 # DEPENDENCYPART_SIBL
(17,6),(17,24),0.000216228 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.092186 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.567434 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.155843 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.00169014 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.150057 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.00907785 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.00331961 # DEPENDENCYPART_SIBL
(17,7),(17,21),-0.0771749 # DEPENDENCYPART_SIBL
(17,7),(17,22),-0.0176288 # DEPENDENCYPART_SIBL
(17,7),(17,23),0.019438 # DEPENDENCYPART_SIBL
(17,7),(17,24),0.00427239 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.368153 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.0464381 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.115233 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0406523 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.0113354 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.0134043 # DEPENDENCYPART_SIBL
(17,10),(17,21),9.232e-05 # DEPENDENCYPART_SIBL
(17,10),(17,22),0.0500549 # DEPENDENCYPART_SIBL
(17,10),(17,23),0.0440415 # DEPENDENCYPART_SIBL
(17,10),(17,24),0.0810172 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.204725 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0260181 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.198939 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0165824 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.00571552 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0816358 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.0198247 # DEPENDENCYPART_SIBL
(17,13),(17,23),0.0254066 # DEPENDENCYPART_SIBL
(17,13),(17,24),-0.0128581 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.00733982 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.000433378 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0329118 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.00411379 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0390688 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.00671817 # DEPENDENCYPART_SIBL
(17,14),(17,23),0.011472 # DEPENDENCYPART_SIBL
(17,14),(17,24),0.000216228 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0156706 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0196372 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0154455 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0201914 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.0187668 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.0228659 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.00419002 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0329118 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0041158 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0390688 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.00671817 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.01147 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.000216228 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.342981 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.177103 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.162829 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.339247 # DEPENDENCYPART_SIBL
(17,18),(17,24),0.153296 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0214733 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0309012 # DEPENDENCYPART_SIBL
(17,19),(17,23),-6.82408e-05 # DEPENDENCYPART_SIBL
(17,19),(17,24),0.0609626 # DEPENDENCYPART_SIBL
(17,21),(17,22),0.0194077 # DEPENDENCYPART_SIBL
(17,21),(17,23),0.0421617 # DEPENDENCYPART_SIBL
(17,21),(17,24),0.0310308 # DEPENDENCYPART_SIBL
(17,22),(17,23),0.0268609 # DEPENDENCYPART_SIBL
(17,22),(17,24),0.0142233 # DEPENDENCYPART_SIBL
(17,23),(17,24),0.0921638 # DEPENDENCYPART_SIBL
(19,1),(19,7),-0.317228 # DEPENDENCYPART_SIBL
(19,1),(19,10),0.270403 # DEPENDENCYPART_SIBL
(19,1),(19,11),0.155863 # DEPENDENCYPART_SIBL
(19,1),(19,13),-0.269503 # DEPENDENCYPART_SIBL
(19,1),(19,14),0.0493144 # DEPENDENCYPART_SIBL
(19,1),(19,15),0.00497368 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.0435286 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.0103239 # DEPENDENCYPART_SIBL
(19,1),(19,18),0.644922 # DEPENDENCYPART_SIBL
(19,1),(19,20),-0.0115642 # DEPENDENCYPART_SIBL
(19,1),(19,21),-0.0190296 # DEPENDENCYPART_SIBL
(19,1),(19,22),0.0566535 # DEPENDENCYPART_SIBL
(19,1),(19,23),0.0135704 # DEPENDENCYPART_SIBL
(19,1),(19,24),0.0465609 # DEPENDENCYPART_SIBL
(19,7),(19,10),0.092186 # DEPENDENCYPART_SIBL
(19,7),(19,11),0.20699 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.567434 # DEPENDENCYPART_SIBL
(19,7),(19,14),0.155843 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.00169014 # DEPENDENCYPART_SIBL
(19,7),(19,16),0.150057 # DEPENDENCYPART_SIBL
(19,7),(19,17),0.0129962 # DEPENDENCYPART_SIBL
(19,7),(19,18),0.190771 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.0159836 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.0771749 # DEPENDENCYPART_SIBL
(19,7),(19,22),-0.0176288 # DEPENDENCYPART_SIBL
(19,7),(19,23),0.019438 # DEPENDENCYPART_SIBL
(19,7),(19,24),0.00427239 # DEPENDENCYPART_SIBL
(19,10),(19,11),0.0558039 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.368153 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.0464381 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.115233 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.0406523 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0135451 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.0716173 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.0307065 # DEPENDENCYPART_SIBL
(19,10),(19,21),9.232e-05 # DEPENDENCYPART_SIBL
(19,10),(19,22),0.0500549 # DEPENDENCYPART_SIBL
(19,10),(19,23),0.0440415 # DEPENDENCYPART_SIBL
(19,10),(19,24),0.0810172 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.270863 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0644003 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.0116877 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0701862 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0504274 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.313879 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0278749 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.0174301 # DEPENDENCYPART_SIBL
(19,11),(19,22),0.0284109 # DEPENDENCYPART_SIBL
(19,11),(19,23),0.00605366 # DEPENDENCYPART_SIBL
(19,11),(19,24),0.023248 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.204725 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.0260181 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.198939 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.000855746 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.213182 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.00440567 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0816358 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.0198247 # DEPENDENCYPART_SIBL
(19,13),(19,23),0.0254066 # DEPENDENCYPART_SIBL
(19,13),(19,24),-0.0128581 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.00733982 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.000433378 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.00307406 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.440921 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.00425572 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0390688 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.00671817 # DEPENDENCYPART_SIBL
(19,14),(19,23),0.011472 # DEPENDENCYPART_SIBL
(19,14),(19,24),0.000216228 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0156706 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0164922 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.388078 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.017431 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0201914 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.0187668 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.0228659 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.00419002 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.00307784 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.440894 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.00425572 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0390688 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.00671817 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.01147 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.000216228 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.641687 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.010874 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0190776 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0566561 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.0122541 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.0465649 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.00375915 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0681321 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0254835 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0146242 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.00378415 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0124878 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0183612 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.0172956 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.0228645 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0194077 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.0421617 # DEPENDENCYPART_SIBL
(19,21),(19,24),0.0310308 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0268609 # DEPENDENCYPART_SIBL
(19,22),(19,24),0.0142233 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.0921638 # DEPENDENCYPART_SIBL
(20,2),(20,5),-0.0272295 # DEPENDENCYPART_SIBL
(20,2),(20,6),-0.00147414 # DEPENDENCYPART_SIBL
(20,2),(20,8),-0.0271685 # DEPENDENCYPART_SIBL
(20,2),(20,9),-0.0109722 # DEPENDENCYPART_SIBL
(20,2),(20,10),-0.118257 # DEPENDENCYPART_SIBL
(20,2),(20,11),0.0026715 # DEPENDENCYPART_SIBL
(20,2),(20,14),-0.00147414 # DEPENDENCYPART_SIBL
(20,2),(20,15),-0.0398207 # DEPENDENCYPART_SIBL
(20,2),(20,16),-0.00149738 # DEPENDENCYPART_SIBL
(20,2),(20,17),-0.0271685 # DEPENDENCYPART_SIBL
(20,2),(20,18),-0.0109722 # DEPENDENCYPART_SIBL
(20,2),(20,19),-0.0271685 # DEPENDENCYPART_SIBL
(20,2),(20,21),-1.88526e-05 # DEPENDENCYPART_SIBL
(20,2),(20,22),0.014751 # DEPENDENCYPART_SIBL
(20,2),(20,23),-0.0455491 # DEPENDENCYPART_SIBL
(20,2),(20,24),0.00656353 # DEPENDENCYPART_SIBL
(20,2),(20,25),0.161556 # DEPENDENCYPART_SIBL
(20,5),(20,6),0.0466073 # DEPENDENCYPART_SIBL
(20,5),(20,8),0.0167169 # DEPENDENCYPART_SIBL
(20,5),(20,9),0.364169 # DEPENDENCYPART_SIBL
(20,5),(20,10),0.0642904 # DEPENDENCYPART_SIBL
(20,5),(20,11),0.0724467 # DEPENDENCYPART_SIBL
(20,5),(20,14),0.0466073 # DEPENDENCYPART_SIBL
(20,5),(20,15),0.0102382 # DEPENDENCYPART_SIBL
(20,5),(20,16),0.0465996 # DEPENDENCYPART_SIBL
(20,5),(20,17),0.0167169 # DEPENDENCYPART_SIBL
(20,5),(20,18),0.364169 # DEPENDENCYPART_SIBL
(20,5),(20,19),0.0167169 # DEPENDENCYPART_SIBL
(20,5),(20,21),-0.0220746 # DEPENDENCYPART_SIBL
(20,5),(20,22),0.00966899 # DEPENDENCYPART_SIBL
(20,5),(20,23),0.0641253 # DEPENDENCYPART_SIBL
(20,5),(20,24),0.00132848 # DEPENDENCYPART_SIBL
(20,5),(20,25),0.0897394 # DEPENDENCYPART_SIBL
(20,6),(20,8),-0.0111901 # DEPENDENCYPART_SIBL
(20,6),(20,9),0.256852 # DEPENDENCYPART_SIBL
(20,6),(20,10),-0.0447675 # DEPENDENCYPART_SIBL
(20,6),(20,11),0.0321217 # DEPENDENCYPART_SIBL
(20,6),(20,14),0.00248139 # DEPENDENCYPART_SIBL
(20,6),(20,15),-0.0293376 # DEPENDENCYPART_SIBL
(20,6),(20,16),0.00247365 # DEPENDENCYPART_SIBL
(20,6),(20,17),-0.0111901 # DEPENDENCYPART_SIBL
(20,6),(20,18),0.256852 # DEPENDENCYPART_SIBL
(20,6),(20,19),-0.0111901 # DEPENDENCYPART_SIBL
(20,6),(20,21),0.00227045 # DEPENDENCYPART_SIBL
(20,6),(20,22),0.0247739 # DEPENDENCYPART_SIBL
(20,6),(20,23),-0.0245161 # DEPENDENCYPART_SIBL
(20,6),(20,24),0.0589137 # DEPENDENCYPART_SIBL
(20,6),(20,25),0.117202 # DEPENDENCYPART_SIBL
(20,8),(20,9),0.364222 # DEPENDENCYPART_SIBL
(20,8),(20,10),0.0642923 # DEPENDENCYPART_SIBL
(20,8),(20,11),0.072473 # DEPENDENCYPART_SIBL
(20,8),(20,14),0.0466103 # DEPENDENCYPART_SIBL
(20,8),(20,15),0.0102382 # DEPENDENCYPART_SIBL
(20,8),(20,16),0.0466025 # DEPENDENCYPART_SIBL
(20,8),(20,17),0.0167431 # DEPENDENCYPART_SIBL
(20,8),(20,18),0.364222 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.0167431 # DEPENDENCYPART_SIBL
(20,8),(20,21),-0.0220706 # DEPENDENCYPART_SIBL
(20,8),(20,22),0.00966899 # DEPENDENCYPART_SIBL
(20,8),(20,23),0.0635612 # DEPENDENCYPART_SIBL
(20,8),(20,24),0.00134725 # DEPENDENCYPART_SIBL
(20,8),(20,25),0.0897431 # DEPENDENCYPART_SIBL
(20,9),(20,10),-0.0407383 # DEPENDENCYPART_SIBL
(20,9),(20,11),0.0480368 # DEPENDENCYPART_SIBL
(20,9),(20,14),0.0105712 # DEPENDENCYPART_SIBL
(20,9),(20,15),-0.00763586 # DEPENDENCYPART_SIBL
(20,9),(20,16),0.0105622 # DEPENDENCYPART_SIBL
(20,9),(20,17),0.00407623 # DEPENDENCYPART_SIBL
(20,9),(20,18),0.0187693 # DEPENDENCYPART_SIBL
(20,9),(20,19),0.00407623 # DEPENDENCYPART_SIBL
(20,9),(20,21),0.0231942 # DEPENDENCYPART_SIBL
(20,9),(20,22),0.0647478 # DEPENDENCYPART_SIBL
(20,9),(20,23),-0.0342133 # DEPENDENCYPART_SIBL
(20,9),(20,24),0.0207261 # DEPENDENCYPART_SIBL
(20,9),(20,25),0.314001 # DEPENDENCYPART_SIBL
(20,10),(20,11),-0.00587324 # DEPENDENCYPART_SIBL
(20,10),(20,14),0.0526079 # DEPENDENCYPART_SIBL
(20,10),(20,15),0.0347265 # DEPENDENCYPART_SIBL
(20,10),(20,16),0.0526001 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.00788045 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.251425 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.00788045 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.0282415 # DEPENDENCYPART_SIBL
(20,10),(20,22),-0.0158307 # DEPENDENCYPART_SIBL
(20,10),(20,23),0.0252652 # DEPENDENCYPART_SIBL
(20,10),(20,24),0.0140353 # DEPENDENCYPART_SIBL
(20,10),(20,25),0.119677 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.000748159 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.0115406 # DEPENDENCYPART_SIBL
(20,11),(20,16),0.000740413 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.0236394 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.38292 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.0236394 # DEPENDENCYPART_SIBL
(20,11),(20,21),0.0128452 # DEPENDENCYPART_SIBL
(20,11),(20,22),0.0133442 # DEPENDENCYPART_SIBL
(20,11),(20,23),-0.0609996 # DEPENDENCYPART_SIBL
(20,11),(20,24),0.0029256 # DEPENDENCYPART_SIBL
(20,11),(20,25),0.217267 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.0293376 # DEPENDENCYPART_SIBL
(20,14),(20,16),0.00247365 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.0111901 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.256852 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.0111901 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.00227045 # DEPENDENCYPART_SIBL
(20,14),(20,22),0.0247739 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.0245161 # DEPENDENCYPART_SIBL
(20,14),(20,24),0.0589137 # DEPENDENCYPART_SIBL
(20,14),(20,25),0.117202 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.044944 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.02641 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.344691 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.02641 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0184222 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.0146441 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.00611331 # DEPENDENCYPART_SIBL
(20,15),(20,24),0.00422455 # DEPENDENCYPART_SIBL
(20,15),(20,25),0.0778877 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0112246 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.256772 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.0112246 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.00226298 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.0247665 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.0245256 # DEPENDENCYPART_SIBL
(20,16),(20,24),0.0589062 # DEPENDENCYPART_SIBL
(20,16),(20,25),0.117183 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.364222 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0167431 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0220706 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.00966899 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.0635612 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.00134725 # DEPENDENCYPART_SIBL
(20,17),(20,25),0.0897431 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.00407623 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0231942 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0647478 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0342133 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.0207261 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.314001 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0220706 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.00966899 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0635612 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.00134725 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.0897431 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.00102742 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.00904545 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.00978967 # DEPENDENCYPART_SIBL
(20,21),(20,25),0.0131952 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0148351 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0196027 # DEPENDENCYPART_SIBL
(20,22),(20,25),0.0333861 # DEPENDENCYPART_SIBL
(20,23),(20,24),0.0208553 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.00657668 # DEPENDENCYPART_SIBL
(20,24),(20,25),0.0546871 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.118693 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.121415 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.452136 # DEPENDENCYPART_SIBL
(21,11),(21,19),0.121415 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.115741 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.017661 # DEPENDENCYPART_SIBL
(21,11),(21,23),0.0904913 # DEPENDENCYPART_SIBL
(21,11),(21,24),0.0680674 # DEPENDENCYPART_SIBL
(21,11),(21,25),0.126355 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.0737321 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.231342 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.0737321 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.145399 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0324572 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.125733 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.0659799 # DEPENDENCYPART_SIBL
(21,16),(21,25),0.0666457 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.251783 # DEPENDENCYPART_SIBL
