# _root_ Elismerte ugyanakkor , hogy kevés léket vágtak az őstó jégfelületén , de — hangsúlyozta — az egyesület álláspontja szerint nem ez volt a halpusztulás oka .
#goldHeads=12,1,1,1,6,7,1,9,10,7,12,0,14,12,14,17,18,19,22,22,22,14,24,25,22,12,
#predictedHeads=12,1,1,1,6,7,12,9,10,7,12,0,14,12,14,17,18,19,22,22,22,12,24,25,22,12,
(12,4),(12,15),0.0227113 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0283398 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0280276 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0343292 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.0106265 # DEPENDENCYPART_SIBL
(12,4),(12,21),0.0316311 # DEPENDENCYPART_SIBL
(12,4),(12,22),-0.0111431 # DEPENDENCYPART_SIBL
(12,4),(12,24),-0.0279035 # DEPENDENCYPART_SIBL
(12,4),(12,25),-0.026962 # DEPENDENCYPART_SIBL
(12,4),(12,26),0.0825666 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.0239816 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.046123 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.000909453 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0239816 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0239816 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.263964 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0515639 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0112923 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0515639 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0363647 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.0356773 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.00193978 # DEPENDENCYPART_SIBL
(12,5),(12,20),0.0158802 # DEPENDENCYPART_SIBL
(12,5),(12,21),0.0197994 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.00965344 # DEPENDENCYPART_SIBL
(12,5),(12,24),0.0356773 # DEPENDENCYPART_SIBL
(12,5),(12,25),0.0356305 # DEPENDENCYPART_SIBL
(12,5),(12,26),0.0102948 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0413408 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0159221 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.00366867 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.00366867 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.245333 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.020573 # DEPENDENCYPART_SIBL
(12,6),(12,14),-4.84731e-05 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.020573 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.0889737 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.0877969 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.0181132 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.00906084 # DEPENDENCYPART_SIBL
(12,6),(12,21),0.0104484 # DEPENDENCYPART_SIBL
(12,6),(12,22),-0.026907 # DEPENDENCYPART_SIBL
(12,6),(12,24),0.0879857 # DEPENDENCYPART_SIBL
(12,6),(12,25),0.0874737 # DEPENDENCYPART_SIBL
(12,6),(12,26),0.0190015 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0309036 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0368312 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0368312 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.290693 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.031338 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.068533 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.031338 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0367622 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0368689 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0193238 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.0180011 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.0206756 # DEPENDENCYPART_SIBL
(12,7),(12,22),0.0421308 # DEPENDENCYPART_SIBL
(12,7),(12,24),-0.0367504 # DEPENDENCYPART_SIBL
(12,7),(12,25),-0.036837 # DEPENDENCYPART_SIBL
(12,7),(12,26),0.124062 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0336824 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0336824 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.167903 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0161731 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0194152 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0161731 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0322132 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0321485 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0144648 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.0218264 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.0116109 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.011628 # DEPENDENCYPART_SIBL
(12,8),(12,24),0.0322757 # DEPENDENCYPART_SIBL
(12,8),(12,25),0.0339006 # DEPENDENCYPART_SIBL
(12,8),(12,26),0.0214054 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.00366867 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.245333 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.020573 # DEPENDENCYPART_SIBL
(12,9),(12,14),-4.84731e-05 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.020573 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.089698 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0885212 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0181132 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.00906084 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.0104484 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.026907 # DEPENDENCYPART_SIBL
(12,9),(12,24),0.0887101 # DEPENDENCYPART_SIBL
(12,9),(12,25),0.0881981 # DEPENDENCYPART_SIBL
(12,9),(12,26),0.0190015 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.245333 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.020573 # DEPENDENCYPART_SIBL
(12,10),(12,14),-4.84731e-05 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.020573 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.089698 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0885212 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0181132 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.00906084 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.0104484 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.026907 # DEPENDENCYPART_SIBL
(12,10),(12,24),0.0887101 # DEPENDENCYPART_SIBL
(12,10),(12,25),0.0881981 # DEPENDENCYPART_SIBL
(12,10),(12,26),0.0190015 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0507728 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.142099 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0507728 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0231386 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0234349 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.036393 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0354781 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.0712583 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.108947 # DEPENDENCYPART_SIBL
(12,11),(12,24),0.0243364 # DEPENDENCYPART_SIBL
(12,11),(12,25),0.0325584 # DEPENDENCYPART_SIBL
(12,11),(12,26),0.29769 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.021659 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0408028 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0372724 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0387857 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0342925 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.0397573 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.127174 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.0746964 # DEPENDENCYPART_SIBL
(12,13),(12,24),0.0389174 # DEPENDENCYPART_SIBL
(12,13),(12,25),0.0408362 # DEPENDENCYPART_SIBL
(12,13),(12,26),0.0344325 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.240213 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.114685 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.115238 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.0352537 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.053771 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.134907 # DEPENDENCYPART_SIBL
(12,14),(12,22),0.0307463 # DEPENDENCYPART_SIBL
(12,14),(12,24),0.115241 # DEPENDENCYPART_SIBL
(12,14),(12,25),0.115107 # DEPENDENCYPART_SIBL
(12,14),(12,26),0.220934 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0372724 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0387857 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.0342925 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.0397573 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.127174 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.0746964 # DEPENDENCYPART_SIBL
(12,15),(12,24),0.0389174 # DEPENDENCYPART_SIBL
(12,15),(12,25),0.0408362 # DEPENDENCYPART_SIBL
(12,15),(12,26),0.0344325 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0268707 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.00370772 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0431246 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.0748584 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.0231843 # DEPENDENCYPART_SIBL
(12,17),(12,24),-0.0265686 # DEPENDENCYPART_SIBL
(12,17),(12,25),-0.0253783 # DEPENDENCYPART_SIBL
(12,17),(12,26),-0.000669524 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.00369605 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0431285 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.0748584 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.0231857 # DEPENDENCYPART_SIBL
(12,18),(12,24),-0.0265901 # DEPENDENCYPART_SIBL
(12,18),(12,25),-0.0253998 # DEPENDENCYPART_SIBL
(12,18),(12,26),0.000207228 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.0716992 # DEPENDENCYPART_SIBL
(12,19),(12,21),0.0952396 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.022327 # DEPENDENCYPART_SIBL
(12,19),(12,24),0.0997329 # DEPENDENCYPART_SIBL
(12,19),(12,25),0.0997324 # DEPENDENCYPART_SIBL
(12,19),(12,26),0.0856834 # DEPENDENCYPART_SIBL
(12,20),(12,21),0.0715081 # DEPENDENCYPART_SIBL
(12,20),(12,22),0.0291208 # DEPENDENCYPART_SIBL
(12,20),(12,24),0.0136462 # DEPENDENCYPART_SIBL
(12,20),(12,25),0.0177657 # DEPENDENCYPART_SIBL
(12,20),(12,26),0.0699786 # DEPENDENCYPART_SIBL
(12,21),(12,22),0.0120927 # DEPENDENCYPART_SIBL
(12,21),(12,24),0.0288246 # DEPENDENCYPART_SIBL
(12,21),(12,25),0.028818 # DEPENDENCYPART_SIBL
(12,21),(12,26),0.103496 # DEPENDENCYPART_SIBL
(12,22),(12,24),0.118067 # DEPENDENCYPART_SIBL
(12,22),(12,25),0.117932 # DEPENDENCYPART_SIBL
(12,22),(12,26),0.192112 # DEPENDENCYPART_SIBL
(12,24),(12,25),-0.0253783 # DEPENDENCYPART_SIBL
(12,24),(12,26),0.000430906 # DEPENDENCYPART_SIBL
(12,25),(12,26),0.00121908 # DEPENDENCYPART_SIBL
(14,1),(14,2),-9.29686e-05 # DEPENDENCYPART_SIBL
(14,1),(14,3),0.111836 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0432314 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.00917319 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.00603017 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0214083 # DEPENDENCYPART_SIBL
(14,1),(14,8),0.0244367 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.00603017 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.00603017 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.111836 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.0407981 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.3271 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.00403685 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.00998314 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0176101 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0215492 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.0465284 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.0177005 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.0246711 # DEPENDENCYPART_SIBL
(14,1),(14,22),-0.0176144 # DEPENDENCYPART_SIBL
(14,1),(14,24),-0.0198781 # DEPENDENCYPART_SIBL
(14,1),(14,25),-0.0119386 # DEPENDENCYPART_SIBL
(14,1),(14,26),0.0451158 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.0824878 # DEPENDENCYPART_SIBL
(14,2),(14,4),0.0409172 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.0944258 # DEPENDENCYPART_SIBL
(14,2),(14,6),0.0957107 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.018244 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.00105594 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.0957107 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.0957107 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.0824878 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.0575186 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.0443599 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.00427906 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.00999294 # DEPENDENCYPART_SIBL
(14,2),(14,17),0.00456364 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.00429364 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.00967852 # DEPENDENCYPART_SIBL
(14,2),(14,20),0.00714051 # DEPENDENCYPART_SIBL
(14,2),(14,21),0.0229418 # DEPENDENCYPART_SIBL
(14,2),(14,22),0.00808421 # DEPENDENCYPART_SIBL
(14,2),(14,24),-0.00283835 # DEPENDENCYPART_SIBL
(14,2),(14,25),0.00843461 # DEPENDENCYPART_SIBL
(14,2),(14,26),0.0116129 # DEPENDENCYPART_SIBL
(14,3),(14,4),0.0264759 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.0297073 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.0117776 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.0139482 # DEPENDENCYPART_SIBL
(14,3),(14,8),0.0831757 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0117776 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0117776 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.00678013 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.248574 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.0097613 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0717431 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0196397 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0424247 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.0455476 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.0397217 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.0458462 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.0230154 # DEPENDENCYPART_SIBL
(14,3),(14,22),-0.0340707 # DEPENDENCYPART_SIBL
(14,3),(14,24),-0.0423216 # DEPENDENCYPART_SIBL
(14,3),(14,25),-0.0175328 # DEPENDENCYPART_SIBL
(14,3),(14,26),0.0169845 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.0270678 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.13407 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0782085 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.0403205 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.13407 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.13407 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.226793 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0242093 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0352601 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0622606 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0145575 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0359552 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0390573 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0557309 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.0413538 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.0442334 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.0492915 # DEPENDENCYPART_SIBL
(14,4),(14,24),-0.037375 # DEPENDENCYPART_SIBL
(14,4),(14,25),-0.0273658 # DEPENDENCYPART_SIBL
(14,4),(14,26),0.0122735 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.00274408 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0309327 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0374794 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.00274408 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.00274408 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0571423 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.106854 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0435872 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0425976 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.0388998 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.00938857 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0144934 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.000915499 # DEPENDENCYPART_SIBL
(14,5),(14,20),0.0100969 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.013478 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.0259296 # DEPENDENCYPART_SIBL
(14,5),(14,24),-0.0130567 # DEPENDENCYPART_SIBL
(14,5),(14,25),-0.00507738 # DEPENDENCYPART_SIBL
(14,5),(14,26),-0.0160354 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0151726 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0294028 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0443686 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0443686 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.0909756 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.0406628 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.0332873 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0389921 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0291763 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0271237 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0332067 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.0231006 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0294698 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.0144871 # DEPENDENCYPART_SIBL
(14,6),(14,22),-0.020833 # DEPENDENCYPART_SIBL
(14,6),(14,24),-0.0313953 # DEPENDENCYPART_SIBL
(14,6),(14,25),-0.0238354 # DEPENDENCYPART_SIBL
(14,6),(14,26),0.00487319 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0137962 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0286695 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0286695 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0844194 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0318672 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.308593 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0143358 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0156209 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0226953 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0266344 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0521547 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.023338 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.0300808 # DEPENDENCYPART_SIBL
(14,7),(14,22),-0.0205753 # DEPENDENCYPART_SIBL
(14,7),(14,24),-0.0249633 # DEPENDENCYPART_SIBL
(14,7),(14,25),-0.0170238 # DEPENDENCYPART_SIBL
(14,7),(14,26),0.0156451 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.0359934 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0359934 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0172794 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0486186 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0579097 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0419432 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.0812163 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0136303 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0174876 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.0138771 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.023456 # DEPENDENCYPART_SIBL
(14,8),(14,21),0.0110083 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.0280543 # DEPENDENCYPART_SIBL
(14,8),(14,24),-0.0157981 # DEPENDENCYPART_SIBL
(14,8),(14,25),-0.00445593 # DEPENDENCYPART_SIBL
(14,8),(14,26),0.0173095 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0443686 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0909756 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0406628 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0332873 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0382677 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.028452 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0249506 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0310336 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0223763 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.0287455 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.0137628 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.0201086 # DEPENDENCYPART_SIBL
(14,9),(14,24),-0.0292222 # DEPENDENCYPART_SIBL
(14,9),(14,25),-0.0216623 # DEPENDENCYPART_SIBL
(14,9),(14,26),0.00559755 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0909756 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0406628 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0332873 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0382677 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.028452 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0249506 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0310336 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0223763 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0287455 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0137628 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.0201086 # DEPENDENCYPART_SIBL
(14,10),(14,24),-0.0292222 # DEPENDENCYPART_SIBL
(14,10),(14,25),-0.0216623 # DEPENDENCYPART_SIBL
(14,10),(14,26),0.00559755 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.248574 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0097613 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0717431 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0196397 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0424247 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0455476 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0397217 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0458462 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0230154 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.0340707 # DEPENDENCYPART_SIBL
(14,11),(14,24),-0.0423216 # DEPENDENCYPART_SIBL
(14,11),(14,25),-0.0175328 # DEPENDENCYPART_SIBL
(14,11),(14,26),0.0169845 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.014805 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0366979 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0270945 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0108567 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0139587 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.00585399 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.021202 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0156028 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.0382497 # DEPENDENCYPART_SIBL
(14,12),(14,24),-0.0122765 # DEPENDENCYPART_SIBL
(14,12),(14,25),-0.00329233 # DEPENDENCYPART_SIBL
(14,12),(14,26),0.203081 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.203491 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0271018 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.00299633 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.00371396 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0794083 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0483026 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0726984 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.0369566 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.000775837 # DEPENDENCYPART_SIBL
(14,13),(14,25),0.0156083 # DEPENDENCYPART_SIBL
(14,13),(14,26),0.099978 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0771 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0330514 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0395464 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0577706 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0882725 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.0537191 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.113872 # DEPENDENCYPART_SIBL
(14,15),(14,24),0.040332 # DEPENDENCYPART_SIBL
(14,15),(14,25),0.0482939 # DEPENDENCYPART_SIBL
(14,15),(14,26),0.0673889 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0342649 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0380115 # DEPENDENCYPART_SIBL
