# _root_ — 1997 telén a szponzorokkal megállapodtunk , hogy a ' 98-as szezonra egy F2-es Opel_Astrát vásárolunk , amit egy jó nevű német cég készít fel a versenyekre — nyilatkozta az újdonsült bronzérmes .
#goldHeads=29,3,6,5,6,29,6,6,12,12,12,16,15,15,16,6,16,24,23,21,23,23,24,16,24,27,24,29,0,32,32,29,29,
#predictedHeads=29,3,6,5,6,29,29,6,12,29,12,16,14,15,16,29,29,24,23,23,23,23,24,29,24,27,24,29,0,32,32,29,29,
(16,12),(16,17),0.027529 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0273842 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0106253 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.0019569 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.0100227 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.0245911 # DEPENDENCYPART_SIBL
(16,12),(16,24),-0.00495002 # DEPENDENCYPART_SIBL
(16,12),(16,25),0.028698 # DEPENDENCYPART_SIBL
(16,12),(16,27),-0.000604441 # DEPENDENCYPART_SIBL
(16,12),(16,28),-0.0187091 # DEPENDENCYPART_SIBL
(16,12),(16,29),-0.0144036 # DEPENDENCYPART_SIBL
(16,12),(16,32),-0.000604441 # DEPENDENCYPART_SIBL
(16,12),(16,33),0.040514 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0348879 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0198233 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0868849 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0436581 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0442903 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0347411 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0273341 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.0400543 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.0450235 # DEPENDENCYPART_SIBL
(16,13),(16,25),0.0129229 # DEPENDENCYPART_SIBL
(16,13),(16,27),-0.0285279 # DEPENDENCYPART_SIBL
(16,13),(16,28),-0.0867936 # DEPENDENCYPART_SIBL
(16,13),(16,29),-0.0491942 # DEPENDENCYPART_SIBL
(16,13),(16,32),-0.0285279 # DEPENDENCYPART_SIBL
(16,13),(16,33),-0.0953246 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0141651 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0241505 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.00677729 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0128204 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.00339435 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.00414689 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0414649 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.0325215 # DEPENDENCYPART_SIBL
(16,14),(16,25),0.0473292 # DEPENDENCYPART_SIBL
(16,14),(16,27),-0.0303377 # DEPENDENCYPART_SIBL
(16,14),(16,28),-0.0361873 # DEPENDENCYPART_SIBL
(16,14),(16,29),-0.0366922 # DEPENDENCYPART_SIBL
(16,14),(16,32),-0.0303377 # DEPENDENCYPART_SIBL
(16,14),(16,33),0.00762094 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.027529 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0273842 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0106253 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.0019569 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0100227 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.0245911 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.00495002 # DEPENDENCYPART_SIBL
(16,15),(16,25),0.028698 # DEPENDENCYPART_SIBL
(16,15),(16,27),-0.000604441 # DEPENDENCYPART_SIBL
(16,15),(16,28),-0.0187091 # DEPENDENCYPART_SIBL
(16,15),(16,29),-0.0144036 # DEPENDENCYPART_SIBL
(16,15),(16,32),-0.000604441 # DEPENDENCYPART_SIBL
(16,15),(16,33),0.040514 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0174932 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0760803 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.0752066 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.0968968 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.0783105 # DEPENDENCYPART_SIBL
(16,17),(16,24),0.209625 # DEPENDENCYPART_SIBL
(16,17),(16,25),0.113529 # DEPENDENCYPART_SIBL
(16,17),(16,27),0.0913445 # DEPENDENCYPART_SIBL
(16,17),(16,28),-0.021685 # DEPENDENCYPART_SIBL
(16,17),(16,29),0.199114 # DEPENDENCYPART_SIBL
(16,17),(16,32),0.0913445 # DEPENDENCYPART_SIBL
(16,17),(16,33),0.0914191 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0549151 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.0505741 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.0646615 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.0139161 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.0537022 # DEPENDENCYPART_SIBL
(16,18),(16,25),0.0207288 # DEPENDENCYPART_SIBL
(16,18),(16,27),-0.00804394 # DEPENDENCYPART_SIBL
(16,18),(16,28),-0.0340189 # DEPENDENCYPART_SIBL
(16,18),(16,29),-0.0574506 # DEPENDENCYPART_SIBL
(16,18),(16,32),-0.00804394 # DEPENDENCYPART_SIBL
(16,18),(16,33),-0.0070067 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.036357 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0222416 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.0369586 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.0296718 # DEPENDENCYPART_SIBL
(16,20),(16,25),-0.00850168 # DEPENDENCYPART_SIBL
(16,20),(16,27),-0.0306713 # DEPENDENCYPART_SIBL
(16,20),(16,28),-0.00954632 # DEPENDENCYPART_SIBL
(16,20),(16,29),-0.0343088 # DEPENDENCYPART_SIBL
(16,20),(16,32),-0.0306713 # DEPENDENCYPART_SIBL
(16,20),(16,33),-0.00211983 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0207592 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.0301754 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.0300884 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.00746233 # DEPENDENCYPART_SIBL
(16,21),(16,27),-0.0238806 # DEPENDENCYPART_SIBL
(16,21),(16,28),-0.018807 # DEPENDENCYPART_SIBL
(16,21),(16,29),-0.0347253 # DEPENDENCYPART_SIBL
(16,21),(16,32),-0.0238806 # DEPENDENCYPART_SIBL
(16,21),(16,33),0.00439562 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.0238929 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.020133 # DEPENDENCYPART_SIBL
(16,22),(16,25),-0.00131615 # DEPENDENCYPART_SIBL
(16,22),(16,27),-0.0176066 # DEPENDENCYPART_SIBL
(16,22),(16,28),-0.00822045 # DEPENDENCYPART_SIBL
(16,22),(16,29),-0.02477 # DEPENDENCYPART_SIBL
(16,22),(16,32),-0.0176066 # DEPENDENCYPART_SIBL
(16,22),(16,33),0.0174642 # DEPENDENCYPART_SIBL
(16,23),(16,24),-0.0261426 # DEPENDENCYPART_SIBL
(16,23),(16,25),-0.00885902 # DEPENDENCYPART_SIBL
(16,23),(16,27),-0.0296904 # DEPENDENCYPART_SIBL
(16,23),(16,28),0.00729016 # DEPENDENCYPART_SIBL
(16,23),(16,29),-0.0306494 # DEPENDENCYPART_SIBL
(16,23),(16,32),-0.0296904 # DEPENDENCYPART_SIBL
(16,23),(16,33),0.0130913 # DEPENDENCYPART_SIBL
(16,24),(16,25),0.00262231 # DEPENDENCYPART_SIBL
(16,24),(16,27),-0.00456286 # DEPENDENCYPART_SIBL
(16,24),(16,28),0.0464132 # DEPENDENCYPART_SIBL
(16,24),(16,29),-0.010762 # DEPENDENCYPART_SIBL
(16,24),(16,32),-0.00456286 # DEPENDENCYPART_SIBL
(16,24),(16,33),0.0334392 # DEPENDENCYPART_SIBL
(16,25),(16,27),0.0456898 # DEPENDENCYPART_SIBL
(16,25),(16,28),-0.0241161 # DEPENDENCYPART_SIBL
(16,25),(16,29),-0.0433106 # DEPENDENCYPART_SIBL
(16,25),(16,32),0.0456898 # DEPENDENCYPART_SIBL
(16,25),(16,33),0.025076 # DEPENDENCYPART_SIBL
(16,27),(16,28),0.00612177 # DEPENDENCYPART_SIBL
(16,27),(16,29),-0.0235593 # DEPENDENCYPART_SIBL
(16,27),(16,32),-0.0193029 # DEPENDENCYPART_SIBL
(16,27),(16,33),0.0154007 # DEPENDENCYPART_SIBL
(16,28),(16,29),0.0104905 # DEPENDENCYPART_SIBL
(16,28),(16,32),0.0389866 # DEPENDENCYPART_SIBL
(16,28),(16,33),0.0336477 # DEPENDENCYPART_SIBL
(16,29),(16,32),-0.00530948 # DEPENDENCYPART_SIBL
(16,29),(16,33),0.0257741 # DEPENDENCYPART_SIBL
(16,32),(16,33),0.0154007 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0211255 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0221051 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.00906802 # DEPENDENCYPART_SIBL
(18,20),(18,27),-0.00704631 # DEPENDENCYPART_SIBL
(18,20),(18,32),-0.00704631 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.010004 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.00928793 # DEPENDENCYPART_SIBL
(18,21),(18,27),0.0113233 # DEPENDENCYPART_SIBL
(18,21),(18,32),0.0113233 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.00761491 # DEPENDENCYPART_SIBL
(18,22),(18,27),0.00963562 # DEPENDENCYPART_SIBL
(18,22),(18,32),0.00963562 # DEPENDENCYPART_SIBL
(18,23),(18,27),-5.37458e-05 # DEPENDENCYPART_SIBL
(18,23),(18,32),-5.37458e-05 # DEPENDENCYPART_SIBL
(18,27),(18,32),0.00640288 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.00766922 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0339941 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0288291 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0274328 # DEPENDENCYPART_SIBL
(21,2),(21,6),0.113801 # DEPENDENCYPART_SIBL
(21,2),(21,8),0.25433 # DEPENDENCYPART_SIBL
(21,2),(21,14),0.0921611 # DEPENDENCYPART_SIBL
(21,2),(21,15),0.0154452 # DEPENDENCYPART_SIBL
(21,2),(21,16),0.1138 # DEPENDENCYPART_SIBL
(21,2),(21,17),0.197996 # DEPENDENCYPART_SIBL
(21,2),(21,18),0.0346921 # DEPENDENCYPART_SIBL
(21,2),(21,19),-0.0371491 # DEPENDENCYPART_SIBL
(21,2),(21,20),0.00172842 # DEPENDENCYPART_SIBL
(21,2),(21,32),0.0153158 # DEPENDENCYPART_SIBL
(21,6),(21,8),0.0603674 # DEPENDENCYPART_SIBL
(21,6),(21,14),0.0419047 # DEPENDENCYPART_SIBL
(21,6),(21,15),-0.0235074 # DEPENDENCYPART_SIBL
(21,6),(21,16),0.0731534 # DEPENDENCYPART_SIBL
(21,6),(21,17),0.234961 # DEPENDENCYPART_SIBL
(21,6),(21,18),0.0342309 # DEPENDENCYPART_SIBL
(21,6),(21,19),-0.0423884 # DEPENDENCYPART_SIBL
(21,6),(21,20),-0.0161832 # DEPENDENCYPART_SIBL
(21,6),(21,32),0.0581702 # DEPENDENCYPART_SIBL
(21,8),(21,14),0.040669 # DEPENDENCYPART_SIBL
(21,8),(21,15),-0.0700469 # DEPENDENCYPART_SIBL
(21,8),(21,16),0.207934 # DEPENDENCYPART_SIBL
(21,8),(21,17),0.129036 # DEPENDENCYPART_SIBL
(21,8),(21,18),0.0628886 # DEPENDENCYPART_SIBL
(21,8),(21,19),-0.0675965 # DEPENDENCYPART_SIBL
(21,8),(21,20),-0.0528593 # DEPENDENCYPART_SIBL
(21,8),(21,32),0.0131123 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.0414538 # DEPENDENCYPART_SIBL
(21,14),(21,16),0.110443 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.101851 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.055869 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.00367213 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.0318543 # DEPENDENCYPART_SIBL
(21,14),(21,32),0.00926339 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.124521 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.223938 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.0106421 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.000814861 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.014029 # DEPENDENCYPART_SIBL
(21,15),(21,32),0.0173207 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.234919 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0342231 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0423963 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0161931 # DEPENDENCYPART_SIBL
(21,16),(21,32),0.0581431 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0146629 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.136818 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.000891888 # DEPENDENCYPART_SIBL
(21,17),(21,32),0.0182643 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0338064 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0389126 # DEPENDENCYPART_SIBL
(21,18),(21,32),0.0922809 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.129003 # DEPENDENCYPART_SIBL
(21,19),(21,32),0.0534413 # DEPENDENCYPART_SIBL
(21,20),(21,32),0.00810578 # DEPENDENCYPART_SIBL
(22,14),(22,18),0.0558703 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.00379365 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.027618 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.0295033 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0337166 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0343949 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0357827 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.124926 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.201645 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0183644 # DEPENDENCYPART_SIBL
(23,2),(23,4),-0.396225 # DEPENDENCYPART_SIBL
(23,2),(23,9),-0.396225 # DEPENDENCYPART_SIBL
(23,2),(23,11),-0.011707 # DEPENDENCYPART_SIBL
(23,2),(23,13),-0.304577 # DEPENDENCYPART_SIBL
(23,2),(23,14),0.0459233 # DEPENDENCYPART_SIBL
(23,2),(23,15),-0.00175261 # DEPENDENCYPART_SIBL
(23,2),(23,16),0.0996695 # DEPENDENCYPART_SIBL
(23,2),(23,17),0.389873 # DEPENDENCYPART_SIBL
(23,2),(23,18),-0.0104508 # DEPENDENCYPART_SIBL
(23,2),(23,19),-0.304577 # DEPENDENCYPART_SIBL
(23,2),(23,20),-0.0442287 # DEPENDENCYPART_SIBL
(23,2),(23,21),0.00494083 # DEPENDENCYPART_SIBL
(23,2),(23,22),0.000637759 # DEPENDENCYPART_SIBL
(23,2),(23,27),0.0294287 # DEPENDENCYPART_SIBL
(23,2),(23,32),0.0294287 # DEPENDENCYPART_SIBL
(23,4),(23,9),-0.639412 # DEPENDENCYPART_SIBL
(23,4),(23,11),0.184816 # DEPENDENCYPART_SIBL
(23,4),(23,13),-0.470136 # DEPENDENCYPART_SIBL
(23,4),(23,14),0.167962 # DEPENDENCYPART_SIBL
(23,4),(23,15),0.0743938 # DEPENDENCYPART_SIBL
(23,4),(23,16),0.252204 # DEPENDENCYPART_SIBL
(23,4),(23,17),0.220337 # DEPENDENCYPART_SIBL
(23,4),(23,18),0.00437218 # DEPENDENCYPART_SIBL
(23,4),(23,19),-0.470136 # DEPENDENCYPART_SIBL
(23,4),(23,20),0.103012 # DEPENDENCYPART_SIBL
(23,4),(23,21),0.348286 # DEPENDENCYPART_SIBL
(23,4),(23,22),0.242095 # DEPENDENCYPART_SIBL
(23,4),(23,27),-0.000437448 # DEPENDENCYPART_SIBL
(23,4),(23,32),-0.000437448 # DEPENDENCYPART_SIBL
(23,9),(23,11),0.184816 # DEPENDENCYPART_SIBL
(23,9),(23,13),-0.470136 # DEPENDENCYPART_SIBL
(23,9),(23,14),0.167962 # DEPENDENCYPART_SIBL
(23,9),(23,15),0.0743938 # DEPENDENCYPART_SIBL
(23,9),(23,16),0.252204 # DEPENDENCYPART_SIBL
(23,9),(23,17),0.220337 # DEPENDENCYPART_SIBL
(23,9),(23,18),0.00437218 # DEPENDENCYPART_SIBL
(23,9),(23,19),-0.470136 # DEPENDENCYPART_SIBL
(23,9),(23,20),0.103012 # DEPENDENCYPART_SIBL
(23,9),(23,21),0.348286 # DEPENDENCYPART_SIBL
(23,9),(23,22),0.242095 # DEPENDENCYPART_SIBL
(23,9),(23,27),-0.000437448 # DEPENDENCYPART_SIBL
(23,9),(23,32),-0.000437448 # DEPENDENCYPART_SIBL
(23,11),(23,13),-0.478344 # DEPENDENCYPART_SIBL
(23,11),(23,14),0.0679134 # DEPENDENCYPART_SIBL
(23,11),(23,15),0.0346269 # DEPENDENCYPART_SIBL
(23,11),(23,16),0.13556 # DEPENDENCYPART_SIBL
(23,11),(23,17),0.449303 # DEPENDENCYPART_SIBL
(23,11),(23,18),-0.00922362 # DEPENDENCYPART_SIBL
(23,11),(23,19),-0.478344 # DEPENDENCYPART_SIBL
(23,11),(23,20),-0.0509756 # DEPENDENCYPART_SIBL
(23,11),(23,21),0.0284603 # DEPENDENCYPART_SIBL
(23,11),(23,22),0.0489988 # DEPENDENCYPART_SIBL
(23,11),(23,27),0.0104939 # DEPENDENCYPART_SIBL
(23,11),(23,32),0.0104939 # DEPENDENCYPART_SIBL
(23,13),(23,14),0.137247 # DEPENDENCYPART_SIBL
(23,13),(23,15),0.0651133 # DEPENDENCYPART_SIBL
(23,13),(23,16),0.204673 # DEPENDENCYPART_SIBL
(23,13),(23,17),0.380176 # DEPENDENCYPART_SIBL
(23,13),(23,18),0.0882946 # DEPENDENCYPART_SIBL
(23,13),(23,19),-0.417304 # DEPENDENCYPART_SIBL
(23,13),(23,20),0.221699 # DEPENDENCYPART_SIBL
(23,13),(23,21),0.424727 # DEPENDENCYPART_SIBL
(23,13),(23,22),0.327942 # DEPENDENCYPART_SIBL
(23,13),(23,27),-0.0145107 # DEPENDENCYPART_SIBL
(23,13),(23,32),-0.0145107 # DEPENDENCYPART_SIBL
(23,14),(23,15),0.00640961 # DEPENDENCYPART_SIBL
(23,14),(23,16),0.0787328 # DEPENDENCYPART_SIBL
(23,14),(23,17),0.198552 # DEPENDENCYPART_SIBL
(23,14),(23,18),-0.0215257 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.238492 # DEPENDENCYPART_SIBL
(23,14),(23,20),-0.0707492 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.0166378 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.014097 # DEPENDENCYPART_SIBL
(23,14),(23,27),-0.00656305 # DEPENDENCYPART_SIBL
(23,14),(23,32),-0.00656305 # DEPENDENCYPART_SIBL
(23,15),(23,16),0.14395 # DEPENDENCYPART_SIBL
(23,15),(23,17),0.617327 # DEPENDENCYPART_SIBL
(23,15),(23,18),0.0032389 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.195644 # DEPENDENCYPART_SIBL
(23,15),(23,20),-0.0523415 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.049815 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.0263167 # DEPENDENCYPART_SIBL
(23,15),(23,27),0.00687882 # DEPENDENCYPART_SIBL
(23,15),(23,32),0.00687882 # DEPENDENCYPART_SIBL
(23,16),(23,17),0.311274 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.0340132 # DEPENDENCYPART_SIBL
(23,16),(23,19),-0.281791 # DEPENDENCYPART_SIBL
(23,16),(23,20),-0.116273 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.0599404 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.0572094 # DEPENDENCYPART_SIBL
(23,16),(23,27),-0.00230328 # DEPENDENCYPART_SIBL
(23,16),(23,32),-0.00230328 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.0863305 # DEPENDENCYPART_SIBL
(23,17),(23,19),-0.396308 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.061716 # DEPENDENCYPART_SIBL
(23,17),(23,21),0.00941734 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.000320255 # DEPENDENCYPART_SIBL
(23,17),(23,27),-0.00496963 # DEPENDENCYPART_SIBL
(23,17),(23,32),-0.00496963 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.0798802 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.00808515 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.0490159 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.0457379 # DEPENDENCYPART_SIBL
(23,18),(23,27),0.0166537 # DEPENDENCYPART_SIBL
(23,18),(23,32),0.0166537 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.221699 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.424727 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.327942 # DEPENDENCYPART_SIBL
(23,19),(23,27),-0.0145107 # DEPENDENCYPART_SIBL
(23,19),(23,32),-0.0145107 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.01568 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.00485847 # DEPENDENCYPART_SIBL
(23,20),(23,27),0.00539239 # DEPENDENCYPART_SIBL
(23,20),(23,32),0.00539239 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0700127 # DEPENDENCYPART_SIBL
(23,21),(23,27),0.00687017 # DEPENDENCYPART_SIBL
(23,21),(23,32),0.00687017 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.00729035 # DEPENDENCYPART_SIBL
(23,22),(23,32),0.00729035 # DEPENDENCYPART_SIBL
(23,27),(23,32),0.00861574 # DEPENDENCYPART_SIBL
(24,1),(24,2),-0.0226416 # DEPENDENCYPART_SIBL
(24,1),(24,3),-0.0751249 # DEPENDENCYPART_SIBL
(24,1),(24,5),-0.066067 # DEPENDENCYPART_SIBL
(24,1),(24,6),0.0690203 # DEPENDENCYPART_SIBL
(24,1),(24,7),-0.0208054 # DEPENDENCYPART_SIBL
(24,1),(24,8),0.027769 # DEPENDENCYPART_SIBL
(24,1),(24,9),-0.101571 # DEPENDENCYPART_SIBL
(24,1),(24,10),0.113594 # DEPENDENCYPART_SIBL
(24,1),(24,11),-0.0178904 # DEPENDENCYPART_SIBL
(24,1),(24,12),-0.0751249 # DEPENDENCYPART_SIBL
(24,1),(24,13),-0.144988 # DEPENDENCYPART_SIBL
(24,1),(24,14),0.00494714 # DEPENDENCYPART_SIBL
(24,1),(24,15),-0.0751249 # DEPENDENCYPART_SIBL
(24,1),(24,16),0.0690203 # DEPENDENCYPART_SIBL
(24,1),(24,17),-0.0208054 # DEPENDENCYPART_SIBL
(24,1),(24,18),-0.141679 # DEPENDENCYPART_SIBL
(24,1),(24,19),-0.144988 # DEPENDENCYPART_SIBL
(24,1),(24,20),-0.0759863 # DEPENDENCYPART_SIBL
(24,1),(24,21),-0.0193595 # DEPENDENCYPART_SIBL
(24,1),(24,22),-0.0153574 # DEPENDENCYPART_SIBL
(24,1),(24,23),-0.0447798 # DEPENDENCYPART_SIBL
(24,1),(24,25),0.0164286 # DEPENDENCYPART_SIBL
(24,1),(24,26),-0.0293929 # DEPENDENCYPART_SIBL
(24,1),(24,27),0.0311363 # DEPENDENCYPART_SIBL
(24,1),(24,28),0.225113 # DEPENDENCYPART_SIBL
(24,1),(24,29),-0.0284424 # DEPENDENCYPART_SIBL
(24,1),(24,30),-0.0109608 # DEPENDENCYPART_SIBL
(24,1),(24,31),-0.0266121 # DEPENDENCYPART_SIBL
(24,1),(24,32),0.0311363 # DEPENDENCYPART_SIBL
(24,1),(24,33),0.109061 # DEPENDENCYPART_SIBL
(24,2),(24,3),0.00800962 # DEPENDENCYPART_SIBL
(24,2),(24,5),0.0172412 # DEPENDENCYPART_SIBL
(24,2),(24,6),-0.0288879 # DEPENDENCYPART_SIBL
(24,2),(24,7),0.0616125 # DEPENDENCYPART_SIBL
(24,2),(24,8),0.0977914 # DEPENDENCYPART_SIBL
(24,2),(24,9),-0.0731488 # DEPENDENCYPART_SIBL
(24,2),(24,10),-0.0185121 # DEPENDENCYPART_SIBL
(24,2),(24,11),-0.0253685 # DEPENDENCYPART_SIBL
(24,2),(24,12),0.00800962 # DEPENDENCYPART_SIBL
(24,2),(24,13),-0.0872339 # DEPENDENCYPART_SIBL
(24,2),(24,14),0.00861294 # DEPENDENCYPART_SIBL
(24,2),(24,15),0.00800962 # DEPENDENCYPART_SIBL
(24,2),(24,16),-0.0288882 # DEPENDENCYPART_SIBL
(24,2),(24,17),0.0616125 # DEPENDENCYPART_SIBL
(24,2),(24,18),-0.150465 # DEPENDENCYPART_SIBL
(24,2),(24,19),-0.0872339 # DEPENDENCYPART_SIBL
(24,2),(24,20),-0.0651063 # DEPENDENCYPART_SIBL
(24,2),(24,21),-0.0281941 # DEPENDENCYPART_SIBL
(24,2),(24,22),-0.0284422 # DEPENDENCYPART_SIBL
(24,2),(24,23),0.0166432 # DEPENDENCYPART_SIBL
(24,2),(24,25),0.0836695 # DEPENDENCYPART_SIBL
(24,2),(24,26),0.0014514 # DEPENDENCYPART_SIBL
(24,2),(24,27),0.0118971 # DEPENDENCYPART_SIBL
(24,2),(24,28),-0.0221102 # DEPENDENCYPART_SIBL
(24,2),(24,29),-0.0198417 # DEPENDENCYPART_SIBL
(24,2),(24,30),0.0484477 # DEPENDENCYPART_SIBL
(24,2),(24,31),-0.0188545 # DEPENDENCYPART_SIBL
(24,2),(24,32),0.0118971 # DEPENDENCYPART_SIBL
(24,2),(24,33),-0.00356245 # DEPENDENCYPART_SIBL
(24,3),(24,5),-0.0141093 # DEPENDENCYPART_SIBL
(24,3),(24,6),-0.00898354 # DEPENDENCYPART_SIBL
(24,3),(24,7),0.0956371 # DEPENDENCYPART_SIBL
(24,3),(24,8),0.0468174 # DEPENDENCYPART_SIBL
(24,3),(24,9),-0.0619144 # DEPENDENCYPART_SIBL
(24,3),(24,10),0.0204038 # DEPENDENCYPART_SIBL
(24,3),(24,11),-0.000608091 # DEPENDENCYPART_SIBL
(24,3),(24,12),-0.0309984 # DEPENDENCYPART_SIBL
(24,3),(24,13),-0.0476213 # DEPENDENCYPART_SIBL
(24,3),(24,14),-0.00202012 # DEPENDENCYPART_SIBL
(24,3),(24,15),-0.0309984 # DEPENDENCYPART_SIBL
(24,3),(24,16),-0.00898416 # DEPENDENCYPART_SIBL
(24,3),(24,17),0.0956371 # DEPENDENCYPART_SIBL
(24,3),(24,18),-0.14533 # DEPENDENCYPART_SIBL
(24,3),(24,19),-0.0476213 # DEPENDENCYPART_SIBL
(24,3),(24,20),-0.0699968 # DEPENDENCYPART_SIBL
(24,3),(24,21),-0.0407599 # DEPENDENCYPART_SIBL
